"","ISLAND","REGION","VIRUS","DATE","N_WEEK","NCASES","TempAvgC_W0","TempAvgC_W1","TempAvgC_W2","TempAvgC_W3","TempAvgC_W4","TempAvgC_W5","TempAvgC_W6","TempAvgC_W7","TempAvgC_W8","PrecCm_W0","PrecCm_W1","PrecCm_W2","PrecCm_W3","PrecCm_W4","PrecCm_W5","PrecCm_W6","PrecCm_W7","PrecCm_W8"
"1","AUSTRALES","FP","CHIKV",2014-11-09,0,1,22,24.5714285714286,22.2857142857143,22,22.1428571428571,21.8571428571429,22.1428571428571,24.4285714285714,24.2857142857143,0.0171428571428571,0.0171428571428571,0.0142857142857143,0.122857142857143,0,0.0971428571428571,0.325714285714286,0.00857142857142857,0.00571428571428571
"2","AUSTRALES","FP","CHIKV",2014-11-16,1,7,24.1428571428571,22,24.5714285714286,22.2857142857143,22,22.1428571428571,21.8571428571429,22.1428571428571,24.4285714285714,0.0742857142857143,0.0171428571428571,0.0171428571428571,0.0142857142857143,0.122857142857143,0,0.0971428571428571,0.325714285714286,0.00857142857142857
"3","AUSTRALES","FP","CHIKV",2014-11-23,2,17,24,24.1428571428571,22,24.5714285714286,22.2857142857143,22,22.1428571428571,21.8571428571429,22.1428571428571,0.311428571428571,0.0742857142857143,0.0171428571428571,0.0171428571428571,0.0142857142857143,0.122857142857143,0,0.0971428571428571,0.325714285714286
"4","AUSTRALES","FP","CHIKV",2014-11-30,3,54,24.1428571428571,24,24.1428571428571,22,24.5714285714286,22.2857142857143,22,22.1428571428571,21.8571428571429,0.0371428571428571,0.311428571428571,0.0742857142857143,0.0171428571428571,0.0171428571428571,0.0142857142857143,0.122857142857143,0,0.0971428571428571
"5","AUSTRALES","FP","CHIKV",2014-12-07,4,81,24.8571428571429,24.1428571428571,24,24.1428571428571,22,24.5714285714286,22.2857142857143,22,22.1428571428571,0.122857142857143,0.0371428571428571,0.311428571428571,0.0742857142857143,0.0171428571428571,0.0171428571428571,0.0142857142857143,0.122857142857143,0
"6","AUSTRALES","FP","CHIKV",2014-12-14,5,93,25.2857142857143,24.8571428571429,24.1428571428571,24,24.1428571428571,22,24.5714285714286,22.2857142857143,22,0.177142857142857,0.122857142857143,0.0371428571428571,0.311428571428571,0.0742857142857143,0.0171428571428571,0.0171428571428571,0.0142857142857143,0.122857142857143
"7","AUSTRALES","FP","CHIKV",2014-12-21,6,70,24.1428571428571,25.2857142857143,24.8571428571429,24.1428571428571,24,24.1428571428571,22,24.5714285714286,22.2857142857143,0.214285714285714,0.177142857142857,0.122857142857143,0.0371428571428571,0.311428571428571,0.0742857142857143,0.0171428571428571,0.0171428571428571,0.0142857142857143
"8","AUSTRALES","FP","CHIKV",2014-12-28,7,65,23.7142857142857,24.1428571428571,25.2857142857143,24.8571428571429,24.1428571428571,24,24.1428571428571,22,24.5714285714286,0.271428571428571,0.214285714285714,0.177142857142857,0.122857142857143,0.0371428571428571,0.311428571428571,0.0742857142857143,0.0171428571428571,0.0171428571428571
"9","AUSTRALES","FP","CHIKV",2015-01-04,8,65,23.5,23.7142857142857,24.1428571428571,25.2857142857143,24.8571428571429,24.1428571428571,24,24.1428571428571,22,0.445,0.271428571428571,0.214285714285714,0.177142857142857,0.122857142857143,0.0371428571428571,0.311428571428571,0.0742857142857143,0.0171428571428571
"10","AUSTRALES","FP","CHIKV",2015-01-11,9,74,24.2857142857143,23.5,23.7142857142857,24.1428571428571,25.2857142857143,24.8571428571429,24.1428571428571,24,24.1428571428571,0.405714285714286,0.445,0.271428571428571,0.214285714285714,0.177142857142857,0.122857142857143,0.0371428571428571,0.311428571428571,0.0742857142857143
"11","AUSTRALES","FP","CHIKV",2015-01-18,10,102,24.2857142857143,24.2857142857143,23.5,23.7142857142857,24.1428571428571,25.2857142857143,24.8571428571429,24.1428571428571,24,0.0114285714285714,0.405714285714286,0.445,0.271428571428571,0.214285714285714,0.177142857142857,0.122857142857143,0.0371428571428571,0.311428571428571
"12","AUSTRALES","FP","CHIKV",2015-01-25,11,92,25.4285714285714,24.2857142857143,24.2857142857143,23.5,23.7142857142857,24.1428571428571,25.2857142857143,24.8571428571429,24.1428571428571,0.191428571428571,0.0114285714285714,0.405714285714286,0.445,0.271428571428571,0.214285714285714,0.177142857142857,0.122857142857143,0.0371428571428571
"13","AUSTRALES","FP","CHIKV",2015-02-01,12,162,26.4285714285714,25.4285714285714,24.2857142857143,24.2857142857143,23.5,23.7142857142857,24.1428571428571,25.2857142857143,24.8571428571429,0.111428571428571,0.191428571428571,0.0114285714285714,0.405714285714286,0.445,0.271428571428571,0.214285714285714,0.177142857142857,0.122857142857143
"14","AUSTRALES","FP","CHIKV",2015-02-08,13,250,26.5714285714286,26.4285714285714,25.4285714285714,24.2857142857143,24.2857142857143,23.5,23.7142857142857,24.1428571428571,25.2857142857143,0.26,0.111428571428571,0.191428571428571,0.0114285714285714,0.405714285714286,0.445,0.271428571428571,0.214285714285714,0.177142857142857
"15","AUSTRALES","FP","CHIKV",2015-02-15,14,79,26.2857142857143,26.5714285714286,26.4285714285714,25.4285714285714,24.2857142857143,24.2857142857143,23.5,23.7142857142857,24.1428571428571,0.145714285714286,0.26,0.111428571428571,0.191428571428571,0.0114285714285714,0.405714285714286,0.445,0.271428571428571,0.214285714285714
"16","AUSTRALES","FP","CHIKV",2015-02-22,15,75,26.8571428571429,26.2857142857143,26.5714285714286,26.4285714285714,25.4285714285714,24.2857142857143,24.2857142857143,23.5,23.7142857142857,0.00571428571428571,0.145714285714286,0.26,0.111428571428571,0.191428571428571,0.0114285714285714,0.405714285714286,0.445,0.271428571428571
"17","AUSTRALES","FP","CHIKV",2015-03-01,16,12,26.7142857142857,26.8571428571429,26.2857142857143,26.5714285714286,26.4285714285714,25.4285714285714,24.2857142857143,24.2857142857143,23.5,0.0228571428571429,0.00571428571428571,0.145714285714286,0.26,0.111428571428571,0.191428571428571,0.0114285714285714,0.405714285714286,0.445
"18","AUSTRALES","FP","CHIKV",2015-03-08,17,22,25.1428571428571,26.7142857142857,26.8571428571429,26.2857142857143,26.5714285714286,26.4285714285714,25.4285714285714,24.2857142857143,24.2857142857143,0.948571428571429,0.0228571428571429,0.00571428571428571,0.145714285714286,0.26,0.111428571428571,0.191428571428571,0.0114285714285714,0.405714285714286
"19","AUSTRALES","FP","ZIKV",2013-12-01,0,5,24,25.1428571428571,26.7142857142857,26.8571428571429,26.2857142857143,26.5714285714286,26.4285714285714,25.4285714285714,24.2857142857143,0.248571428571429,0.948571428571429,0.0228571428571429,0.00571428571428571,0.145714285714286,0.26,0.111428571428571,0.191428571428571,0.0114285714285714
"20","AUSTRALES","FP","ZIKV",2013-12-08,1,100,23,24,25.1428571428571,26.7142857142857,26.8571428571429,26.2857142857143,26.5714285714286,26.4285714285714,25.4285714285714,0.171428571428571,0.248571428571429,0.948571428571429,0.0228571428571429,0.00571428571428571,0.145714285714286,0.26,0.111428571428571,0.191428571428571
"21","AUSTRALES","FP","ZIKV",2013-12-15,2,63,24.7142857142857,23,24,25.1428571428571,26.7142857142857,26.8571428571429,26.2857142857143,26.5714285714286,26.4285714285714,0.857142857142857,0.171428571428571,0.248571428571429,0.948571428571429,0.0228571428571429,0.00571428571428571,0.145714285714286,0.26,0.111428571428571
"22","AUSTRALES","FP","ZIKV",2013-12-22,3,62,25,24.7142857142857,23,24,25.1428571428571,26.7142857142857,26.8571428571429,26.2857142857143,26.5714285714286,0.388571428571429,0.857142857142857,0.171428571428571,0.248571428571429,0.948571428571429,0.0228571428571429,0.00571428571428571,0.145714285714286,0.26
"23","AUSTRALES","FP","ZIKV",2013-12-29,4,120,26.4285714285714,25,24.7142857142857,23,24,25.1428571428571,26.7142857142857,26.8571428571429,26.2857142857143,0.357142857142857,0.388571428571429,0.857142857142857,0.171428571428571,0.248571428571429,0.948571428571429,0.0228571428571429,0.00571428571428571,0.145714285714286
"24","AUSTRALES","FP","ZIKV",2014-01-05,5,112,25.5714285714286,26.4285714285714,25,24.7142857142857,23,24,25.1428571428571,26.7142857142857,26.8571428571429,0.197142857142857,0.357142857142857,0.388571428571429,0.857142857142857,0.171428571428571,0.248571428571429,0.948571428571429,0.0228571428571429,0.00571428571428571
"25","AUSTRALES","FP","ZIKV",2014-01-12,6,97,25.7142857142857,25.5714285714286,26.4285714285714,25,24.7142857142857,23,24,25.1428571428571,26.7142857142857,0.788571428571429,0.197142857142857,0.357142857142857,0.388571428571429,0.857142857142857,0.171428571428571,0.248571428571429,0.948571428571429,0.0228571428571429
"26","AUSTRALES","FP","ZIKV",2014-01-19,7,100,25.2857142857143,25.7142857142857,25.5714285714286,26.4285714285714,25,24.7142857142857,23,24,25.1428571428571,0.677142857142857,0.788571428571429,0.197142857142857,0.357142857142857,0.388571428571429,0.857142857142857,0.171428571428571,0.248571428571429,0.948571428571429
"27","AUSTRALES","FP","ZIKV",2014-01-26,8,111,24.8571428571429,25.2857142857143,25.7142857142857,25.5714285714286,26.4285714285714,25,24.7142857142857,23,24,0.622857142857143,0.677142857142857,0.788571428571429,0.197142857142857,0.357142857142857,0.388571428571429,0.857142857142857,0.171428571428571,0.248571428571429
"28","AUSTRALES","FP","ZIKV",2014-02-02,9,153,25.5714285714286,24.8571428571429,25.2857142857143,25.7142857142857,25.5714285714286,26.4285714285714,25,24.7142857142857,23,0.225714285714286,0.622857142857143,0.677142857142857,0.788571428571429,0.197142857142857,0.357142857142857,0.388571428571429,0.857142857142857,0.171428571428571
"29","AUSTRALES","FP","ZIKV",2014-02-09,10,71,24.8571428571429,25.5714285714286,24.8571428571429,25.2857142857143,25.7142857142857,25.5714285714286,26.4285714285714,25,24.7142857142857,0.34,0.225714285714286,0.622857142857143,0.677142857142857,0.788571428571429,0.197142857142857,0.357142857142857,0.388571428571429,0.857142857142857
"30","AUSTRALES","FP","ZIKV",2014-02-16,11,53,26.5714285714286,24.8571428571429,25.5714285714286,24.8571428571429,25.2857142857143,25.7142857142857,25.5714285714286,26.4285714285714,25,0.308571428571429,0.34,0.225714285714286,0.622857142857143,0.677142857142857,0.788571428571429,0.197142857142857,0.357142857142857,0.388571428571429
"31","AUSTRALES","FP","ZIKV",2014-02-23,12,41,26.1428571428571,26.5714285714286,24.8571428571429,25.5714285714286,24.8571428571429,25.2857142857143,25.7142857142857,25.5714285714286,26.4285714285714,0.448571428571429,0.308571428571429,0.34,0.225714285714286,0.622857142857143,0.677142857142857,0.788571428571429,0.197142857142857,0.357142857142857
"32","AUSTRALES","FP","ZIKV",2014-03-02,13,48,25.5714285714286,26.1428571428571,26.5714285714286,24.8571428571429,25.5714285714286,24.8571428571429,25.2857142857143,25.7142857142857,25.5714285714286,0.06,0.448571428571429,0.308571428571429,0.34,0.225714285714286,0.622857142857143,0.677142857142857,0.788571428571429,0.197142857142857
"33","AUSTRALES","FP","ZIKV",2014-03-09,14,21,26,25.5714285714286,26.1428571428571,26.5714285714286,24.8571428571429,25.5714285714286,24.8571428571429,25.2857142857143,25.7142857142857,0.18,0.06,0.448571428571429,0.308571428571429,0.34,0.225714285714286,0.622857142857143,0.677142857142857,0.788571428571429
"34","AUSTRALES","FP","ZIKV",2014-03-16,15,18,26.4285714285714,26,25.5714285714286,26.1428571428571,26.5714285714286,24.8571428571429,25.5714285714286,24.8571428571429,25.2857142857143,1.84285714285714,0.18,0.06,0.448571428571429,0.308571428571429,0.34,0.225714285714286,0.622857142857143,0.677142857142857
