"","ISLAND","REGION","VIRUS","DATE","N_WEEK","NCASES","TempAvgC_W0","TempAvgC_W1","TempAvgC_W2","TempAvgC_W3","TempAvgC_W4","TempAvgC_W5","TempAvgC_W6","TempAvgC_W7","TempAvgC_W8","PrecCm_W0","PrecCm_W1","PrecCm_W2","PrecCm_W3","PrecCm_W4","PrecCm_W5","PrecCm_W6","PrecCm_W7","PrecCm_W8"
"35","AUSTRALES","FP","ZIKV",2014-03-23,16,15,25.2857142857143,26.4285714285714,26,25.5714285714286,26.1428571428571,26.5714285714286,24.8571428571429,25.5714285714286,24.8571428571429,1.30857142857143,1.84285714285714,0.18,0.06,0.448571428571429,0.308571428571429,0.34,0.225714285714286,0.622857142857143
"36","AUSTRALES","FP","ZIKV",2014-03-30,17,18,25.2857142857143,25.2857142857143,26.4285714285714,26,25.5714285714286,26.1428571428571,26.5714285714286,24.8571428571429,25.5714285714286,0.1,1.30857142857143,1.84285714285714,0.18,0.06,0.448571428571429,0.308571428571429,0.34,0.225714285714286
"37","MOOREA","FP","CHIKV",2014-10-26,0,28,26.2857142857143,26,23.8571428571429,25.7142857142857,25.4285714285714,25,23.7142857142857,24.8571428571429,24,0.399142857142857,0.0944285714285714,0.290285714285714,0.0325714285714286,0,0,0.00714285714285714,0,0.0108571428571429
"38","MOOREA","FP","CHIKV",2014-11-02,1,33,27,26.2857142857143,26,23.8571428571429,25.7142857142857,25.4285714285714,25,23.7142857142857,24.8571428571429,0.279571428571429,0.399142857142857,0.0944285714285714,0.290285714285714,0.0325714285714286,0,0,0.00714285714285714,0
"39","MOOREA","FP","CHIKV",2014-11-09,2,53,26.5714285714286,27,26.2857142857143,26,23.8571428571429,25.7142857142857,25.4285714285714,25,23.7142857142857,0.584142857142857,0.279571428571429,0.399142857142857,0.0944285714285714,0.290285714285714,0.0325714285714286,0,0,0.00714285714285714
"40","MOOREA","FP","CHIKV",2014-11-16,3,159,27,26.5714285714286,27,26.2857142857143,26,23.8571428571429,25.7142857142857,25.4285714285714,25,0,0.584142857142857,0.279571428571429,0.399142857142857,0.0944285714285714,0.290285714285714,0.0325714285714286,0,0
"41","MOOREA","FP","CHIKV",2014-11-23,4,310,27.5714285714286,27,26.5714285714286,27,26.2857142857143,26,23.8571428571429,25.7142857142857,25.4285714285714,0.0508571428571429,0,0.584142857142857,0.279571428571429,0.399142857142857,0.0944285714285714,0.290285714285714,0.0325714285714286,0
"42","MOOREA","FP","CHIKV",2014-11-30,5,338,27.5714285714286,27.5714285714286,27,26.5714285714286,27,26.2857142857143,26,23.8571428571429,25.7142857142857,0.805571428571429,0.0508571428571429,0,0.584142857142857,0.279571428571429,0.399142857142857,0.0944285714285714,0.290285714285714,0.0325714285714286
"43","MOOREA","FP","CHIKV",2014-12-07,6,530,27.7142857142857,27.5714285714286,27.5714285714286,27,26.5714285714286,27,26.2857142857143,26,23.8571428571429,0.188714285714286,0.805571428571429,0.0508571428571429,0,0.584142857142857,0.279571428571429,0.399142857142857,0.0944285714285714,0.290285714285714
"44","MOOREA","FP","CHIKV",2014-12-14,7,825,27.4285714285714,27.7142857142857,27.5714285714286,27.5714285714286,27,26.5714285714286,27,26.2857142857143,26,0.627714285714286,0.188714285714286,0.805571428571429,0.0508571428571429,0,0.584142857142857,0.279571428571429,0.399142857142857,0.0944285714285714
"45","MOOREA","FP","CHIKV",2014-12-21,8,744,27.1428571428571,27.4285714285714,27.7142857142857,27.5714285714286,27.5714285714286,27,26.5714285714286,27,26.2857142857143,0.968857142857143,0.627714285714286,0.188714285714286,0.805571428571429,0.0508571428571429,0,0.584142857142857,0.279571428571429,0.399142857142857
"46","MOOREA","FP","CHIKV",2014-12-28,9,305,27.4285714285714,27.1428571428571,27.4285714285714,27.7142857142857,27.5714285714286,27.5714285714286,27,26.5714285714286,27,0.885428571428571,0.968857142857143,0.627714285714286,0.188714285714286,0.805571428571429,0.0508571428571429,0,0.584142857142857,0.279571428571429
"47","MOOREA","FP","CHIKV",2015-01-04,10,108,28.1428571428571,27.4285714285714,27.1428571428571,27.4285714285714,27.7142857142857,27.5714285714286,27.5714285714286,27,26.5714285714286,0.0505714285714286,0.885428571428571,0.968857142857143,0.627714285714286,0.188714285714286,0.805571428571429,0.0508571428571429,0,0.584142857142857
"48","MOOREA","FP","CHIKV",2015-01-11,11,133,28.4285714285714,28.1428571428571,27.4285714285714,27.1428571428571,27.4285714285714,27.7142857142857,27.5714285714286,27.5714285714286,27,0.243,0.0505714285714286,0.885428571428571,0.968857142857143,0.627714285714286,0.188714285714286,0.805571428571429,0.0508571428571429,0
"49","MOOREA","FP","CHIKV",2015-01-18,12,93,28.4285714285714,28.4285714285714,28.1428571428571,27.4285714285714,27.1428571428571,27.4285714285714,27.7142857142857,27.5714285714286,27.5714285714286,0.885285714285714,0.243,0.0505714285714286,0.885428571428571,0.968857142857143,0.627714285714286,0.188714285714286,0.805571428571429,0.0508571428571429
"50","MOOREA","FP","CHIKV",2015-01-25,13,118,27.1428571428571,28.4285714285714,28.4285714285714,28.1428571428571,27.4285714285714,27.1428571428571,27.4285714285714,27.7142857142857,27.5714285714286,1.63271428571429,0.885285714285714,0.243,0.0505714285714286,0.885428571428571,0.968857142857143,0.627714285714286,0.188714285714286,0.805571428571429
"51","MOOREA","FP","CHIKV",2015-02-01,14,22,27.8571428571429,27.1428571428571,28.4285714285714,28.4285714285714,28.1428571428571,27.4285714285714,27.1428571428571,27.4285714285714,27.7142857142857,0.159714285714286,1.63271428571429,0.885285714285714,0.243,0.0505714285714286,0.885428571428571,0.968857142857143,0.627714285714286,0.188714285714286
"52","MOOREA","FP","CHIKV",2015-02-08,15,7,28.2857142857143,27.8571428571429,27.1428571428571,28.4285714285714,28.4285714285714,28.1428571428571,27.4285714285714,27.1428571428571,27.4285714285714,0.0361428571428571,0.159714285714286,1.63271428571429,0.885285714285714,0.243,0.0505714285714286,0.885428571428571,0.968857142857143,0.627714285714286
"53","MOOREA","FP","CHIKV",2015-02-15,16,15,27.5714285714286,28.2857142857143,27.8571428571429,27.1428571428571,28.4285714285714,28.4285714285714,28.1428571428571,27.4285714285714,27.1428571428571,0.555,0.0361428571428571,0.159714285714286,1.63271428571429,0.885285714285714,0.243,0.0505714285714286,0.885428571428571,0.968857142857143
"54","MOOREA","FP","CHIKV",2015-02-22,17,9,28.1428571428571,27.5714285714286,28.2857142857143,27.8571428571429,27.1428571428571,28.4285714285714,28.4285714285714,28.1428571428571,27.4285714285714,0.137857142857143,0.555,0.0361428571428571,0.159714285714286,1.63271428571429,0.885285714285714,0.243,0.0505714285714286,0.885428571428571
"55","MOOREA","FP","ZIKV",2013-10-27,0,24,26,28.1428571428571,27.5714285714286,28.2857142857143,27.8571428571429,27.1428571428571,28.4285714285714,28.4285714285714,28.1428571428571,2.119,0.137857142857143,0.555,0.0361428571428571,0.159714285714286,1.63271428571429,0.885285714285714,0.243,0.0505714285714286
"56","MOOREA","FP","ZIKV",2013-11-03,1,26,24.7142857142857,26,28.1428571428571,27.5714285714286,28.2857142857143,27.8571428571429,27.1428571428571,28.4285714285714,28.4285714285714,0.00357142857142857,2.119,0.137857142857143,0.555,0.0361428571428571,0.159714285714286,1.63271428571429,0.885285714285714,0.243
"57","MOOREA","FP","ZIKV",2013-11-10,2,29,26,24.7142857142857,26,28.1428571428571,27.5714285714286,28.2857142857143,27.8571428571429,27.1428571428571,28.4285714285714,0.00728571428571429,0.00357142857142857,2.119,0.137857142857143,0.555,0.0361428571428571,0.159714285714286,1.63271428571429,0.885285714285714
"58","MOOREA","FP","ZIKV",2013-11-17,3,69,26.4285714285714,26,24.7142857142857,26,28.1428571428571,27.5714285714286,28.2857142857143,27.8571428571429,27.1428571428571,0.0871428571428571,0.00728571428571429,0.00357142857142857,2.119,0.137857142857143,0.555,0.0361428571428571,0.159714285714286,1.63271428571429
"59","MOOREA","FP","ZIKV",2013-11-24,4,88,26.8571428571429,26.4285714285714,26,24.7142857142857,26,28.1428571428571,27.5714285714286,28.2857142857143,27.8571428571429,0.272,0.0871428571428571,0.00728571428571429,0.00357142857142857,2.119,0.137857142857143,0.555,0.0361428571428571,0.159714285714286
"60","MOOREA","FP","ZIKV",2013-12-01,5,108,27.2857142857143,26.8571428571429,26.4285714285714,26,24.7142857142857,26,28.1428571428571,27.5714285714286,28.2857142857143,0.0108571428571429,0.272,0.0871428571428571,0.00728571428571429,0.00357142857142857,2.119,0.137857142857143,0.555,0.0361428571428571
"61","MOOREA","FP","ZIKV",2013-12-08,6,130,27,27.2857142857143,26.8571428571429,26.4285714285714,26,24.7142857142857,26,28.1428571428571,27.5714285714286,0.0145714285714286,0.0108571428571429,0.272,0.0871428571428571,0.00728571428571429,0.00357142857142857,2.119,0.137857142857143,0.555
"62","MOOREA","FP","ZIKV",2013-12-15,7,214,27.5714285714286,27,27.2857142857143,26.8571428571429,26.4285714285714,26,24.7142857142857,26,28.1428571428571,0.0907142857142857,0.0145714285714286,0.0108571428571429,0.272,0.0871428571428571,0.00728571428571429,0.00357142857142857,2.119,0.137857142857143
"63","MOOREA","FP","ZIKV",2013-12-22,8,110,27.1428571428571,27.5714285714286,27,27.2857142857143,26.8571428571429,26.4285714285714,26,24.7142857142857,26,0.304714285714286,0.0907142857142857,0.0145714285714286,0.0108571428571429,0.272,0.0871428571428571,0.00728571428571429,0.00357142857142857,2.119
"64","MOOREA","FP","ZIKV",2013-12-29,9,115,27.1428571428571,27.1428571428571,27.5714285714286,27,27.2857142857143,26.8571428571429,26.4285714285714,26,24.7142857142857,0.522428571428571,0.304714285714286,0.0907142857142857,0.0145714285714286,0.0108571428571429,0.272,0.0871428571428571,0.00728571428571429,0.00357142857142857
"65","MOOREA","FP","ZIKV",2014-01-05,10,89,27.5714285714286,27.1428571428571,27.1428571428571,27.5714285714286,27,27.2857142857143,26.8571428571429,26.4285714285714,26,0.0108571428571429,0.522428571428571,0.304714285714286,0.0907142857142857,0.0145714285714286,0.0108571428571429,0.272,0.0871428571428571,0.00728571428571429
"66","MOOREA","FP","ZIKV",2014-01-12,11,114,26.7142857142857,27.5714285714286,27.1428571428571,27.1428571428571,27.5714285714286,27,27.2857142857143,26.8571428571429,26.4285714285714,0.794714285714286,0.0108571428571429,0.522428571428571,0.304714285714286,0.0907142857142857,0.0145714285714286,0.0108571428571429,0.272,0.0871428571428571
"67","MOOREA","FP","ZIKV",2014-01-19,12,72,27.7142857142857,26.7142857142857,27.5714285714286,27.1428571428571,27.1428571428571,27.5714285714286,27,27.2857142857143,26.8571428571429,0.058,0.794714285714286,0.0108571428571429,0.522428571428571,0.304714285714286,0.0907142857142857,0.0145714285714286,0.0108571428571429,0.272
"68","MOOREA","FP","ZIKV",2014-01-26,13,8,27.2857142857143,27.7142857142857,26.7142857142857,27.5714285714286,27.1428571428571,27.1428571428571,27.5714285714286,27,27.2857142857143,1.40085714285714,0.058,0.794714285714286,0.0108571428571429,0.522428571428571,0.304714285714286,0.0907142857142857,0.0145714285714286,0.0108571428571429
"69","MOOREA","FP","ZIKV",2014-02-02,14,24,27.7142857142857,27.2857142857143,27.7142857142857,26.7142857142857,27.5714285714286,27.1428571428571,27.1428571428571,27.5714285714286,27,0.221428571428571,1.40085714285714,0.058,0.794714285714286,0.0108571428571429,0.522428571428571,0.304714285714286,0.0907142857142857,0.0145714285714286
"70","MOOREA","FP","ZIKV",2014-02-09,15,0,26,27.7142857142857,27.2857142857143,27.7142857142857,26.7142857142857,27.5714285714286,27.1428571428571,27.1428571428571,27.5714285714286,2.10071428571429,0.221428571428571,1.40085714285714,0.058,0.794714285714286,0.0108571428571429,0.522428571428571,0.304714285714286,0.0907142857142857
"71","MOOREA","FP","ZIKV",2014-02-16,16,0,26.5714285714286,26,27.7142857142857,27.2857142857143,27.7142857142857,26.7142857142857,27.5714285714286,27.1428571428571,27.1428571428571,2.315,2.10071428571429,0.221428571428571,1.40085714285714,0.058,0.794714285714286,0.0108571428571429,0.522428571428571,0.304714285714286
"72","MOOREA","FP","ZIKV",2014-02-23,17,12,27.2857142857143,26.5714285714286,26,27.7142857142857,27.2857142857143,27.7142857142857,26.7142857142857,27.5714285714286,27.1428571428571,0.921571428571429,2.315,2.10071428571429,0.221428571428571,1.40085714285714,0.058,0.794714285714286,0.0108571428571429,0.522428571428571
"73","MOOREA","FP","ZIKV",2014-03-02,18,0,27.5714285714286,27.2857142857143,26.5714285714286,26,27.7142857142857,27.2857142857143,27.7142857142857,26.7142857142857,27.5714285714286,0.0581428571428571,0.921571428571429,2.315,2.10071428571429,0.221428571428571,1.40085714285714,0.058,0.794714285714286,0.0108571428571429
"74","MOOREA","FP","ZIKV",2014-03-09,19,3,27.4285714285714,27.5714285714286,27.2857142857143,26.5714285714286,26,27.7142857142857,27.2857142857143,27.7142857142857,26.7142857142857,0.918142857142857,0.0581428571428571,0.921571428571429,2.315,2.10071428571429,0.221428571428571,1.40085714285714,0.058,0.794714285714286
"75","MARQUISES","FP","CHIKV",2014-11-02,0,3,27.2857142857143,26.1428571428571,26.4285714285714,26,26.1428571428571,26,25.7142857142857,25.4285714285714,25.8571428571429,0.302857142857143,0.585714285714286,0.148571428571429,0.0571428571428571,0.131428571428571,0.122857142857143,0.8,0.3,0.2
"76","MARQUISES","FP","CHIKV",2014-11-09,1,5,27.2857142857143,27.2857142857143,26.1428571428571,26.4285714285714,26,26.1428571428571,26,25.7142857142857,25.4285714285714,0.111428571428571,0.302857142857143,0.585714285714286,0.148571428571429,0.0571428571428571,0.131428571428571,0.122857142857143,0.8,0.3
"77","MARQUISES","FP","CHIKV",2014-11-16,2,37,27.7142857142857,27.2857142857143,27.2857142857143,26.1428571428571,26.4285714285714,26,26.1428571428571,26,25.7142857142857,0.0371428571428571,0.111428571428571,0.302857142857143,0.585714285714286,0.148571428571429,0.0571428571428571,0.131428571428571,0.122857142857143,0.8
"78","MARQUISES","FP","CHIKV",2014-11-23,3,32,27.5714285714286,27.7142857142857,27.2857142857143,27.2857142857143,26.1428571428571,26.4285714285714,26,26.1428571428571,26,0.308571428571429,0.0371428571428571,0.111428571428571,0.302857142857143,0.585714285714286,0.148571428571429,0.0571428571428571,0.131428571428571,0.122857142857143
"79","MARQUISES","FP","CHIKV",2014-11-30,4,32,28.1428571428571,27.5714285714286,27.7142857142857,27.2857142857143,27.2857142857143,26.1428571428571,26.4285714285714,26,26.1428571428571,0,0.308571428571429,0.0371428571428571,0.111428571428571,0.302857142857143,0.585714285714286,0.148571428571429,0.0571428571428571,0.131428571428571
"80","MARQUISES","FP","CHIKV",2014-12-07,5,59,27.7142857142857,28.1428571428571,27.5714285714286,27.7142857142857,27.2857142857143,27.2857142857143,26.1428571428571,26.4285714285714,26,0.0257142857142857,0,0.308571428571429,0.0371428571428571,0.111428571428571,0.302857142857143,0.585714285714286,0.148571428571429,0.0571428571428571
"81","MARQUISES","FP","CHIKV",2014-12-14,6,95,27.1428571428571,27.7142857142857,28.1428571428571,27.5714285714286,27.7142857142857,27.2857142857143,27.2857142857143,26.1428571428571,26.4285714285714,0.642857142857143,0.0257142857142857,0,0.308571428571429,0.0371428571428571,0.111428571428571,0.302857142857143,0.585714285714286,0.148571428571429
"82","MARQUISES","FP","CHIKV",2014-12-21,7,113,27,27.1428571428571,27.7142857142857,28.1428571428571,27.5714285714286,27.7142857142857,27.2857142857143,27.2857142857143,26.1428571428571,0.242857142857143,0.642857142857143,0.0257142857142857,0,0.308571428571429,0.0371428571428571,0.111428571428571,0.302857142857143,0.585714285714286
"83","MARQUISES","FP","CHIKV",2014-12-28,8,375,27.2857142857143,27,27.1428571428571,27.7142857142857,28.1428571428571,27.5714285714286,27.7142857142857,27.2857142857143,27.2857142857143,0.122857142857143,0.242857142857143,0.642857142857143,0.0257142857142857,0,0.308571428571429,0.0371428571428571,0.111428571428571,0.302857142857143
"84","MARQUISES","FP","CHIKV",2015-01-04,9,352,26.8571428571429,27.2857142857143,27,27.1428571428571,27.7142857142857,28.1428571428571,27.5714285714286,27.7142857142857,27.2857142857143,0.0742857142857143,0.122857142857143,0.242857142857143,0.642857142857143,0.0257142857142857,0,0.308571428571429,0.0371428571428571,0.111428571428571
