"region_type","region","year","week","total_specimens","percent_positive","a_2009_h1n1","a_h1","a_h3","a_subtyping_not_performed","a_unable_to_subtype","b","h3n2v","wk_date"
"HHS Regions","Region 2",2014,51,"2695","20.705","2","0","221","330","0","5","0",2014-12-14
"HHS Regions","Region 3",2014,51,"3189","31.9849","0","0","681","322","0","17","0",2014-12-14
"HHS Regions","Region 4",2014,51,"8571","25.3413","0","0","398","1690","0","84","0",2014-12-14
"HHS Regions","Region 5",2014,51,"8334","37.905","0","0","1429","1682","0","48","0",2014-12-14
"HHS Regions","Region 6",2014,51,"4857","32.6333","0","0","487","985","0","113","0",2014-12-14
"HHS Regions","Region 7",2014,51,"2157","25.7765","0","0","246","298","0","12","0",2014-12-14
"HHS Regions","Region 8",2014,51,"3284","44.1839","2","0","736","693","0","20","0",2014-12-14
"HHS Regions","Region 9",2014,51,"1664","22.7764","0","0","304","64","0","11","0",2014-12-14
"HHS Regions","Region 10",2014,51,"1201","33.3056","0","0","364","26","0","10","0",2014-12-14
"HHS Regions","Region 1",2014,52,"1371","23.3406","1","0","181","138","0","0","0",2014-12-21
"HHS Regions","Region 2",2014,52,"3272","30.2567","1","0","384","596","0","9","0",2014-12-21
"HHS Regions","Region 3",2014,52,"4785","35.7785","1","0","814","878","0","19","0",2014-12-21
"HHS Regions","Region 4",2014,52,"10758","27.626","0","0","462","2372","0","138","0",2014-12-21
"HHS Regions","Region 5",2014,52,"8290","37.2014","1","0","1381","1673","0","29","0",2014-12-21
"HHS Regions","Region 6",2014,52,"4771","32.1526","0","0","439","998","0","97","0",2014-12-21
"HHS Regions","Region 7",2014,52,"2205","25.8957","0","0","181","361","0","29","0",2014-12-21
"HHS Regions","Region 8",2014,52,"3378","42.2143","5","0","778","626","0","17","0",2014-12-21
"HHS Regions","Region 9",2014,52,"2287","30.5203","0","0","514","150","0","34","0",2014-12-21
"HHS Regions","Region 10",2014,52,"1401","35.0464","1","0","415","55","0","20","0",2014-12-21
"HHS Regions","Region 1",2014,53,"1779","20.0675","0","0","186","160","0","11","0",2014-12-28
"HHS Regions","Region 2",2014,53,"3889","27.4106","0","0","372","681","0","13","0",2014-12-28
"HHS Regions","Region 3",2014,53,"5538","32.5208","1","0","902","855","0","43","0",2014-12-28
"HHS Regions","Region 4",2014,53,"9077","20.4803","1","0","371","1366","0","121","0",2014-12-28
"HHS Regions","Region 5",2014,53,"7130","28.892","0","0","1054","956","0","50","0",2014-12-28
"HHS Regions","Region 6",2014,53,"4242","27.3927","0","0","421","668","0","73","0",2014-12-28
"HHS Regions","Region 7",2014,53,"2237","21.1444","0","0","171","287","0","15","0",2014-12-28
"HHS Regions","Region 8",2014,53,"3420","36.9298","5","0","758","468","0","32","0",2014-12-28
"HHS Regions","Region 9",2014,53,"2659","31.8165","3","0","643","166","0","34","0",2014-12-28
"HHS Regions","Region 10",2014,53,"1579","30.8423","0","0","382","88","0","17","0",2014-12-28
"HHS Regions","Region 1",2015,1,"2230","21.1659","2","0","251","213","0","6","0",2015-01-04
"HHS Regions","Region 2",2015,1,"4264","22.6548","2","0","351","599","0","14","0",2015-01-04
"HHS Regions","Region 3",2015,1,"4905","26.7278","0","0","692","587","0","32","0",2015-01-04
"HHS Regions","Region 4",2015,1,"7093","15.1276","1","0","307","668","0","97","0",2015-01-04
"HHS Regions","Region 5",2015,1,"5619","21.3739","0","0","705","469","0","27","0",2015-01-04
"HHS Regions","Region 6",2015,1,"4163","23.7329","0","0","441","463","0","84","0",2015-01-04
"HHS Regions","Region 7",2015,1,"2006","18.8435","2","0","148","215","0","13","0",2015-01-04
"HHS Regions","Region 8",2015,1,"2881","30.8921","2","0","553","308","0","27","0",2015-01-04
"HHS Regions","Region 9",2015,1,"3448","40.6613","2","0","1029","322","0","49","0",2015-01-04
"HHS Regions","Region 10",2015,1,"1899","29.7525","0","0","431","111","0","23","0",2015-01-04
"HHS Regions","Region 1",2015,2,"2581","27.3925","1","0","346","344","0","16","0",2015-01-11
"HHS Regions","Region 2",2015,2,"3952","23.9372","4","0","379","539","0","24","0",2015-01-11
"HHS Regions","Region 3",2015,2,"3988","23.6961","0","0","494","423","0","28","0",2015-01-11
"HHS Regions","Region 4",2015,2,"5944","14.1992","1","0","240","503","0","100","0",2015-01-11
"HHS Regions","Region 5",2015,2,"4236","15.4627","0","0","343","274","0","38","0",2015-01-11
"HHS Regions","Region 6",2015,2,"4126","27.46","0","0","463","561","0","109","0",2015-01-11
"HHS Regions","Region 7",2015,2,"1835","18.0926","0","0","110","205","0","17","0",2015-01-11
"HHS Regions","Region 8",2015,2,"2595","22.8131","1","0","363","191","0","37","0",2015-01-11
"HHS Regions","Region 9",2015,2,"4232","44.2108","2","0","1337","453","0","79","0",2015-01-11
"HHS Regions","Region 10",2015,2,"2109","29.5401","0","0","511","87","0","25","0",2015-01-11
"HHS Regions","Region 1",2015,3,"2791","30.455","0","0","377","454","0","19","0",2015-01-18
"HHS Regions","Region 2",2015,3,"3992","27.5301","0","0","481","598","0","20","0",2015-01-18
"HHS Regions","Region 3",2015,3,"3858","24.2872","0","0","471","435","0","31","0",2015-01-18
"HHS Regions","Region 4",2015,3,"5594","13.0139","0","0","165","445","0","118","0",2015-01-18
"HHS Regions","Region 5",2015,3,"3585","13.3333","0","0","219","217","0","42","0",2015-01-18
"HHS Regions","Region 6",2015,3,"4101","24.1161","0","0","388","452","0","149","0",2015-01-18
"HHS Regions","Region 7",2015,3,"1676","15.8711","0","0","82","166","0","18","0",2015-01-18
"HHS Regions","Region 8",2015,3,"2361","19.4409","1","0","268","144","0","46","0",2015-01-18
"HHS Regions","Region 9",2015,3,"4341","39.6452","3","0","1111","525","0","82","0",2015-01-18
"HHS Regions","Region 10",2015,3,"1895","24.0633","0","0","356","77","0","23","0",2015-01-18
"HHS Regions","Region 1",2015,4,"2680","28.5448","1","0","320","418","0","26","0",2015-01-25
"HHS Regions","Region 2",2015,4,"3716","26.1302","2","0","412","536","0","21","0",2015-01-25
"HHS Regions","Region 3",2015,4,"3281","21.1826","0","0","371","300","0","24","0",2015-01-25
"HHS Regions","Region 4",2015,4,"5227","11.3258","1","0","158","341","0","92","0",2015-01-25
"HHS Regions","Region 5",2015,4,"3155","10.1743","2","0","135","133","0","51","0",2015-01-25
"HHS Regions","Region 6",2015,4,"4062","20.901","0","0","343","346","0","160","0",2015-01-25
"HHS Regions","Region 7",2015,4,"1545","14.9515","0","0","71","124","0","36","0",2015-01-25
"HHS Regions","Region 8",2015,4,"2307","15.8648","0","0","201","89","0","76","0",2015-01-25
"HHS Regions","Region 9",2015,4,"4360","39.9312","3","0","1195","445","0","98","0",2015-01-25
"HHS Regions","Region 10",2015,4,"1670","20.9581","2","0","269","57","0","22","0",2015-01-25
"HHS Regions","Region 1",2015,5,"2510","26.1355","0","0","302","332","0","22","0",2015-02-01
"HHS Regions","Region 2",2015,5,"3425","23.8248","2","0","344","429","0","41","0",2015-02-01
"HHS Regions","Region 3",2015,5,"3043","17.3184","1","0","281","209","0","36","0",2015-02-01
"HHS Regions","Region 4",2015,5,"5119","10.7834","1","0","132","296","0","123","0",2015-02-01
"HHS Regions","Region 5",2015,5,"2790","9.78495","0","0","112","100","0","61","0",2015-02-01
"HHS Regions","Region 6",2015,5,"3400","17.4412","0","0","194","214","0","185","0",2015-02-01
"HHS Regions","Region 7",2015,5,"1394","8.82353","0","0","31","62","0","30","0",2015-02-01
"HHS Regions","Region 8",2015,5,"2460","15.3252","0","0","183","86","0","108","0",2015-02-01
"HHS Regions","Region 9",2015,5,"3834","36.7762","5","0","911","390","0","104","0",2015-02-01
"HHS Regions","Region 10",2015,5,"1606","18.3686","1","0","229","52","0","13","0",2015-02-01
"HHS Regions","Region 1",2015,6,"2171","22.4321","1","0","211","239","0","36","0",2015-02-08
"HHS Regions","Region 2",2015,6,"3153","20.0444","2","0","251","325","0","54","0",2015-02-08
"HHS Regions","Region 3",2015,6,"2575","14.6796","0","0","184","160","0","34","0",2015-02-08
"HHS Regions","Region 4",2015,6,"5106","10.047","1","0","79","264","0","169","0",2015-02-08
"HHS Regions","Region 5",2015,6,"2700","8.55556","1","0","70","85","0","75","0",2015-02-08
"HHS Regions","Region 6",2015,6,"3203","16.1099","0","0","114","166","0","236","0",2015-02-08
"HHS Regions","Region 7",2015,6,"1191","9.06801","0","0","34","37","0","37","0",2015-02-08
"HHS Regions","Region 8",2015,6,"2315","11.5335","1","0","122","43","0","101","0",2015-02-08
"HHS Regions","Region 9",2015,6,"3401","27.5213","0","0","598","230","0","108","0",2015-02-08
"HHS Regions","Region 10",2015,6,"1179","10.9415","1","0","83","26","0","19","0",2015-02-08
"HHS Regions","Region 1",2015,7,"1875","18.0267","0","0","150","148","0","40","0",2015-02-15
"HHS Regions","Region 2",2015,7,"2724","17.9883","3","0","214","216","0","57","0",2015-02-15
"HHS Regions","Region 3",2015,7,"2206","12.8286","0","0","126","102","0","55","0",2015-02-15
"HHS Regions","Region 4",2015,7,"4656","9.85825","0","0","70","211","0","178","0",2015-02-15
"HHS Regions","Region 5",2015,7,"2556","7.74648","0","0","49","44","0","105","0",2015-02-15
"HHS Regions","Region 6",2015,7,"2937","14.6067","1","0","61","106","0","261","0",2015-02-15
"HHS Regions","Region 7",2015,7,"1437","11.2735","0","0","14","63","0","85","0",2015-02-15
"HHS Regions","Region 8",2015,7,"2070","11.4493","2","0","87","30","0","118","0",2015-02-15
"HHS Regions","Region 9",2015,7,"2803","24.6165","3","0","420","174","0","93","0",2015-02-15
"HHS Regions","Region 10",2015,7,"1029","8.16327","1","0","51","14","0","18","0",2015-02-15
"HHS Regions","Region 1",2015,8,"1478","19.0122","1","0","121","116","0","43","0",2015-02-22
"HHS Regions","Region 2",2015,8,"2505","13.5329","4","0","136","144","0","55","0",2015-02-22
"HHS Regions","Region 3",2015,8,"2030","9.80296","0","0","87","67","0","45","0",2015-02-22
"HHS Regions","Region 4",2015,8,"4566","10.1402","1","0","56","149","0","257","0",2015-02-22
"HHS Regions","Region 5",2015,8,"2455","9.73523","1","0","43","44","0","151","0",2015-02-22
"HHS Regions","Region 6",2015,8,"2513","13.0521","0","0","55","72","0","201","0",2015-02-22
"HHS Regions","Region 7",2015,8,"1238","9.69305","0","0","17","27","0","76","0",2015-02-22
"HHS Regions","Region 8",2015,8,"2128","13.0639","4","0","75","26","0","173","0",2015-02-22
"HHS Regions","Region 9",2015,8,"2457","20.6756","7","0","314","85","0","102","0",2015-02-22
"HHS Regions","Region 10",2015,8,"924","9.09091","0","0","50","10","0","24","0",2015-02-22
"HHS Regions","Region 1",2015,9,"1231","16.8968","0","0","89","74","0","45","0",2015-03-01
"HHS Regions","Region 2",2015,9,"2202","13.8056","1","0","116","106","0","81","0",2015-03-01
"HHS Regions","Region 3",2015,9,"1734","11.8224","2","0","76","60","0","67","0",2015-03-01
"HHS Regions","Region 4",2015,9,"4464","10.8647","0","0","33","126","0","326","0",2015-03-01
"HHS Regions","Region 5",2015,9,"2339","12.1847","0","0","38","30","0","217","0",2015-03-01
"HHS Regions","Region 6",2015,9,"2466","14.0308","0","0","56","58","0","232","0",2015-03-01
"HHS Regions","Region 7",2015,9,"1287","12.5097","0","0","11","29","0","121","0",2015-03-01
"HHS Regions","Region 8",2015,9,"1782","10.6622","0","0","27","11","0","152","0",2015-03-01
"HHS Regions","Region 9",2015,9,"2142","20.3548","1","0","286","57","0","92","0",2015-03-01
"HHS Regions","Region 10",2015,9,"773","8.92626","1","0","42","7","0","19","0",2015-03-01
"HHS Regions","Region 1",2015,10,"1199","15.2627","1","0","55","80","0","47","0",2015-03-08
"HHS Regions","Region 2",2015,10,"2287","12.2431","0","0","74","79","0","127","0",2015-03-08
"HHS Regions","Region 3",2015,10,"1502","9.45406","0","0","37","30","0","75","0",2015-03-08
"HHS Regions","Region 4",2015,10,"4057","9.46512","0","0","16","62","0","306","0",2015-03-08
"HHS Regions","Region 5",2015,10,"2624","17.1113","2","0","28","30","0","389","0",2015-03-08
"HHS Regions","Region 6",2015,10,"2462","14.2161","1","0","27","42","0","280","0",2015-03-08
"HHS Regions","Region 7",2015,10,"1252","12.5399","0","0","10","22","0","125","0",2015-03-08
"HHS Regions","Region 8",2015,10,"1743","13.253","1","0","32","21","0","177","0",2015-03-08
"HHS Regions","Region 9",2015,10,"2047","14.7044","2","0","156","35","0","108","0",2015-03-08
"HHS Regions","Region 10",2015,10,"672","7.44048","1","0","23","4","0","22","0",2015-03-08
"HHS Regions","Region 1",2015,11,"1169","15.7399","0","0","33","65","0","86","0",2015-03-15
"HHS Regions","Region 2",2015,11,"2213","13.014","1","0","50","64","0","173","0",2015-03-15
"HHS Regions","Region 3",2015,11,"1371","10.6492","0","0","30","18","0","98","0",2015-03-15
"HHS Regions","Region 4",2015,11,"3773","8.85237","0","0","13","56","0","265","0",2015-03-15
"HHS Regions","Region 5",2015,11,"2557","16.3473","0","0","36","22","0","360","0",2015-03-15
"HHS Regions","Region 6",2015,11,"2104","10.6939","0","0","16","17","0","192","0",2015-03-15
"HHS Regions","Region 7",2015,11,"1042","12.7639","0","0","9","14","0","110","0",2015-03-15
"HHS Regions","Region 8",2015,11,"1672","10.0478","0","0","24","6","0","138","0",2015-03-15
"HHS Regions","Region 9",2015,11,"1881","13.5035","1","0","110","30","0","113","0",2015-03-15
"HHS Regions","Region 10",2015,11,"637","9.26217","0","0","19","10","0","30","0",2015-03-15
"HHS Regions","Region 1",2015,12,"1214","16.145","2","0","39","40","0","115","0",2015-03-22
"HHS Regions","Region 2",2015,12,"2146","13.8397","0","0","36","39","0","222","0",2015-03-22
"HHS Regions","Region 3",2015,12,"1350","10.7407","1","0","18","13","0","113","0",2015-03-22
"HHS Regions","Region 4",2015,12,"3184","7.28643","0","0","12","37","0","183","0",2015-03-22
"HHS Regions","Region 5",2015,12,"2663","15.8092","0","0","23","28","0","370","0",2015-03-22
"HHS Regions","Region 6",2015,12,"1800","8.05556","0","0","7","11","0","127","0",2015-03-22
"HHS Regions","Region 7",2015,12,"1016","12.6969","2","0","8","14","0","105","0",2015-03-22
"HHS Regions","Region 8",2015,12,"1465","8.80546","0","0","2","1","0","126","0",2015-03-22
"HHS Regions","Region 9",2015,12,"1524","11.5486","1","0","75","12","0","88","0",2015-03-22
"HHS Regions","Region 10",2015,12,"618","6.47249","1","0","7","2","0","30","0",2015-03-22
"HHS Regions","Region 1",2015,13,"1063","15.1458","0","0","24","18","0","119","0",2015-03-29
"HHS Regions","Region 2",2015,13,"1862","14.6079","0","0","34","27","0","211","0",2015-03-29
"HHS Regions","Region 3",2015,13,"1234","9.48136","1","0","13","7","0","96","0",2015-03-29
"HHS Regions","Region 4",2015,13,"2850","5.40351","0","0","7","18","0","129","0",2015-03-29
"HHS Regions","Region 5",2015,13,"2455","17.8004","1","0","18","19","0","399","0",2015-03-29
"HHS Regions","Region 6",2015,13,"1686","8.65955","0","0","8","13","0","125","0",2015-03-29
"HHS Regions","Region 7",2015,13,"837","9.67742","0","0","2","3","0","76","0",2015-03-29
"HHS Regions","Region 8",2015,13,"1386","9.37951","0","0","10","2","0","118","0",2015-03-29
"HHS Regions","Region 9",2015,13,"1195","10.6276","1","0","44","7","0","75","0",2015-03-29
"HHS Regions","Region 10",2015,13,"557","7.71993","1","0","8","5","0","29","0",2015-03-29
"HHS Regions","Region 1",2015,14,"1231","12.1852","0","0","16","25","0","109","0",2015-04-05
"HHS Regions","Region 2",2015,14,"1862","10.956","1","0","8","12","0","183","0",2015-04-05
"HHS Regions","Region 3",2015,14,"1141","10.8677","2","0","11","3","0","108","0",2015-04-05
"HHS Regions","Region 4",2015,14,"2618","5.95875","1","0","1","29","0","125","0",2015-04-05
"HHS Regions","Region 5",2015,14,"2385","16.5618","0","0","7","17","0","371","0",2015-04-05
"HHS Regions","Region 6",2015,14,"1580","6.07595","0","0","0","9","0","87","0",2015-04-05
"HHS Regions","Region 7",2015,14,"850","8.70588","0","0","1","1","0","72","0",2015-04-05
"HHS Regions","Region 8",2015,14,"1280","8.90625","1","0","4","3","0","106","0",2015-04-05
"HHS Regions","Region 9",2015,14,"1137","10.1143","3","0","29","7","0","76","0",2015-04-05
"HHS Regions","Region 10",2015,14,"659","6.98027","0","0","10","1","0","35","0",2015-04-05
"HHS Regions","Region 1",2015,15,"1142","12.0841","0","0","6","14","0","118","0",2015-04-12
"HHS Regions","Region 2",2015,15,"1730","10.0578","2","0","12","11","0","149","0",2015-04-12
"HHS Regions","Region 3",2015,15,"1007","8.73883","4","0","3","5","0","76","0",2015-04-12
"HHS Regions","Region 4",2015,15,"2458","5.00407","2","0","4","19","0","98","0",2015-04-12
"HHS Regions","Region 5",2015,15,"1996","12.7756","0","0","6","7","0","242","0",2015-04-12
"HHS Regions","Region 6",2015,15,"1461","3.90144","2","0","3","4","0","48","0",2015-04-12
"HHS Regions","Region 7",2015,15,"717","6.41562","0","0","1","1","0","44","0",2015-04-12
"HHS Regions","Region 8",2015,15,"1252","8.22684","0","0","0","2","0","101","0",2015-04-12
"HHS Regions","Region 9",2015,15,"1048","10.8779","3","0","25","14","0","72","0",2015-04-12
"HHS Regions","Region 10",2015,15,"578","5.0173","0","0","6","2","0","21","0",2015-04-12
"HHS Regions","Region 1",2015,16,"964","9.3361","0","0","7","5","0","78","0",2015-04-19
"HHS Regions","Region 2",2015,16,"1453","6.46937","0","0","4","1","0","89","0",2015-04-19
"HHS Regions","Region 3",2015,16,"895","5.58659","0","0","1","4","0","45","0",2015-04-19
"HHS Regions","Region 4",2015,16,"2264","4.10777","0","0","2","10","0","81","0",2015-04-19
"HHS Regions","Region 5",2015,16,"1646","9.47752","0","0","2","9","0","145","0",2015-04-19
"HHS Regions","Region 6",2015,16,"1307","2.98393","0","0","2","2","0","35","0",2015-04-19
"HHS Regions","Region 7",2015,16,"692","4.47977","0","0","0","2","0","29","0",2015-04-19
"HHS Regions","Region 8",2015,16,"1194","7.78894","0","0","4","2","0","87","0",2015-04-19
"HHS Regions","Region 9",2015,16,"972","9.46502","2","0","23","5","0","62","0",2015-04-19
"HHS Regions","Region 10",2015,16,"486","7.20165","0","0","3","0","0","32","0",2015-04-19
"HHS Regions","Region 1",2015,17,"770","7.66234","0","0","0","7","0","52","0",2015-04-26
"HHS Regions","Region 2",2015,17,"1379","5.22117","2","0","10","5","0","55","0",2015-04-26
"HHS Regions","Region 3",2015,17,"813","6.27306","0","0","0","5","0","46","0",2015-04-26
"HHS Regions","Region 4",2015,17,"2314","3.88937","0","0","2","12","0","76","0",2015-04-26
"HHS Regions","Region 5",2015,17,"1464","8.40164","1","0","2","3","0","117","0",2015-04-26
"HHS Regions","Region 6",2015,17,"1091","1.5582","0","0","1","0","0","16","0",2015-04-26
"HHS Regions","Region 7",2015,17,"626","4.15335","0","0","0","1","0","25","0",2015-04-26
"HHS Regions","Region 8",2015,17,"1039","6.641","0","0","2","0","0","67","0",2015-04-26
"HHS Regions","Region 9",2015,17,"833","7.56303","0","0","8","3","0","52","0",2015-04-26
"HHS Regions","Region 10",2015,17,"441","9.07029","1","0","1","0","0","38","0",2015-04-26
"HHS Regions","Region 1",2015,18,"623","7.54414","0","0","0","2","0","45","0",2015-05-03
"HHS Regions","Region 2",2015,18,"1209","2.72953","1","0","4","0","0","28","0",2015-05-03
"HHS Regions","Region 3",2015,18,"730","4.65753","0","0","2","1","0","31","0",2015-05-03
"HHS Regions","Region 4",2015,18,"2075","3.85542","0","0","0","10","0","70","0",2015-05-03
"HHS Regions","Region 5",2015,18,"1275","8","0","0","2","3","0","97","0",2015-05-03
"HHS Regions","Region 6",2015,18,"1028","1.55642","0","0","0","0","0","16","0",2015-05-03
"HHS Regions","Region 7",2015,18,"554","3.2491","0","0","0","1","0","17","0",2015-05-03
"HHS Regions","Region 8",2015,18,"1014","6.50888","0","0","1","0","0","65","0",2015-05-03
"HHS Regions","Region 9",2015,18,"844","11.019","1","0","2","2","0","88","0",2015-05-03
"HHS Regions","Region 10",2015,18,"432","8.7963","0","0","1","0","0","37","0",2015-05-03
"HHS Regions","Region 1",2015,19,"510","4.31373","1","0","0","3","0","18","0",2015-05-10
"HHS Regions","Region 2",2015,19,"1089","3.30579","1","0","6","3","0","26","0",2015-05-10
"HHS Regions","Region 3",2015,19,"688","2.32558","0","0","0","1","0","15","0",2015-05-10
"HHS Regions","Region 4",2015,19,"1947","3.74936","0","0","2","11","0","60","0",2015-05-10
"HHS Regions","Region 5",2015,19,"1181","3.55631","0","0","1","3","0","38","0",2015-05-10
"HHS Regions","Region 6",2015,19,"927","1.94175","0","0","0","2","0","16","0",2015-05-10
"HHS Regions","Region 7",2015,19,"542","0.922509","0","0","0","0","0","5","0",2015-05-10
"HHS Regions","Region 8",2015,19,"1031","3.78274","0","0","0","0","0","39","0",2015-05-10
"HHS Regions","Region 9",2015,19,"835","8.62275","0","0","5","2","0","65","0",2015-05-10
"HHS Regions","Region 10",2015,19,"438","13.9269","0","0","2","1","0","58","0",2015-05-10
"HHS Regions","Region 1",2015,20,"497","2.01207","0","0","0","1","0","9","0",2015-05-17
"HHS Regions","Region 2",2015,20,"972","2.16049","0","0","2","0","0","19","0",2015-05-17
"HHS Regions","Region 3",2015,20,"571","2.8021","0","0","1","0","0","15","0",2015-05-17
"HHS Regions","Region 4",2015,20,"1816","3.68943","0","0","0","7","0","60","0",2015-05-17
"HHS Regions","Region 5",2015,20,"957","3.44828","1","0","1","7","0","24","0",2015-05-17
"HHS Regions","Region 6",2015,20,"894","1.11857","0","0","0","1","0","9","0",2015-05-17
"HHS Regions","Region 7",2015,20,"446","0.896861","0","0","0","0","0","4","0",2015-05-17
"HHS Regions","Region 8",2015,20,"987","2.73556","0","0","0","0","0","27","0",2015-05-17
"HHS Regions","Region 9",2015,20,"874","8.69565","0","0","14","3","0","59","0",2015-05-17
"HHS Regions","Region 10",2015,20,"398","11.0553","0","0","3","0","0","41","0",2015-05-17
"HHS Regions","Region 1",2015,21,"393","1.01781","0","0","0","1","0","3","0",2015-05-24
"HHS Regions","Region 2",2015,21,"923","1.62514","1","0","3","2","0","9","0",2015-05-24
"HHS Regions","Region 3",2015,21,"557","1.6158","0","0","1","0","0","8","0",2015-05-24
"HHS Regions","Region 4",2015,21,"1669","2.81606","0","0","1","8","0","38","0",2015-05-24
"HHS Regions","Region 5",2015,21,"841","1.78359","0","0","1","6","0","8","0",2015-05-24
"HHS Regions","Region 6",2015,21,"835","1.55689","0","0","0","1","0","12","0",2015-05-24
"HHS Regions","Region 7",2015,21,"403","1.24069","0","0","1","0","0","4","0",2015-05-24
"HHS Regions","Region 8",2015,21,"875","2.51429","0","0","0","0","0","22","0",2015-05-24
"HHS Regions","Region 9",2015,21,"884","8.03167","0","0","11","2","0","58","0",2015-05-24
"HHS Regions","Region 10",2015,21,"368","6.79348","0","0","2","1","0","22","0",2015-05-24
"HHS Regions","Region 1",2015,22,"331","0.906344","0","0","0","2","0","1","0",2015-05-31
"HHS Regions","Region 2",2015,22,"774","1.80879","0","0","3","1","0","10","0",2015-05-31
"HHS Regions","Region 3",2015,22,"532","0.75188","0","0","0","0","0","4","0",2015-05-31
"HHS Regions","Region 4",2015,22,"1499","3.13542","0","0","1","8","0","38","0",2015-05-31
"HHS Regions","Region 5",2015,22,"732","1.36612","0","0","0","1","0","9","0",2015-05-31
"HHS Regions","Region 6",2015,22,"777","2.0592","0","0","0","5","0","11","0",2015-05-31
"HHS Regions","Region 7",2015,22,"389","0.514139","0","0","1","0","0","1","0",2015-05-31
"HHS Regions","Region 8",2015,22,"818","1.95599","0","0","2","1","0","13","0",2015-05-31
"HHS Regions","Region 9",2015,22,"783","6.3857","0","0","2","4","0","44","0",2015-05-31
"HHS Regions","Region 10",2015,22,"358","8.93855","0","0","11","0","0","21","0",2015-05-31
"HHS Regions","Region 1",2015,23,"313","1.27796","0","0","1","2","0","1","0",2015-06-07
"HHS Regions","Region 2",2015,23,"893","0.895857","1","0","3","1","0","3","0",2015-06-07
"HHS Regions","Region 3",2015,23,"484","0.619835","0","0","0","0","0","3","0",2015-06-07
"HHS Regions","Region 4",2015,23,"1346","3.19465","0","0","1","9","0","33","0",2015-06-07
"HHS Regions","Region 5",2015,23,"685","0.875912","0","0","2","1","0","3","0",2015-06-07
"HHS Regions","Region 6",2015,23,"730","1.36986","0","0","3","3","0","4","0",2015-06-07
"HHS Regions","Region 7",2015,23,"369","0.271003","0","0","0","0","0","1","0",2015-06-07
"HHS Regions","Region 8",2015,23,"720","1.25","0","0","3","2","0","4","0",2015-06-07
"HHS Regions","Region 9",2015,23,"882","9.29705","0","0","5","10","0","67","0",2015-06-07
"HHS Regions","Region 10",2015,23,"303","3.9604","0","0","2","0","0","10","0",2015-06-07
"HHS Regions","Region 1",2015,24,"288","0.694444","0","0","1","0","0","1","0",2015-06-14
"HHS Regions","Region 2",2015,24,"809","0.370828","2","0","1","0","0","0","0",2015-06-14
"HHS Regions","Region 3",2015,24,"467","1.07066","0","0","4","0","0","1","0",2015-06-14
"HHS Regions","Region 4",2015,24,"1300","1.76923","0","0","0","9","0","14","0",2015-06-14
"HHS Regions","Region 5",2015,24,"570","0.877193","0","0","3","1","0","1","0",2015-06-14
"HHS Regions","Region 6",2015,24,"670","1.04478","0","0","0","5","0","2","0",2015-06-14
"HHS Regions","Region 7",2015,24,"357","0","0","0","0","0","0","0","0",2015-06-14
"HHS Regions","Region 8",2015,24,"641","1.09204","0","0","1","0","0","6","0",2015-06-14
"HHS Regions","Region 9",2015,24,"720","6.80556","0","0","7","6","0","36","0",2015-06-14
"HHS Regions","Region 10",2015,24,"311","16.3987","0","0","33","1","0","17","0",2015-06-14
"HHS Regions","Region 1",2015,25,"221","0.452489","0","0","0","0","0","1","0",2015-06-21
"HHS Regions","Region 2",2015,25,"741","0.269906","0","0","2","0","0","0","0",2015-06-21
"HHS Regions","Region 3",2015,25,"377","0.530504","0","0","0","1","0","1","0",2015-06-21
"HHS Regions","Region 4",2015,25,"1197","1.5873","0","0","1","8","0","10","0",2015-06-21
"HHS Regions","Region 5",2015,25,"554","0.180505","0","0","0","1","0","0","0",2015-06-21
"HHS Regions","Region 6",2015,25,"625","0.64","0","0","0","0","0","4","0",2015-06-21
"HHS Regions","Region 7",2015,25,"311","0.321543","0","0","1","0","0","0","0",2015-06-21
"HHS Regions","Region 8",2015,25,"605","0.661157","0","0","3","1","0","0","0",2015-06-21
"HHS Regions","Region 9",2015,25,"738","7.18157","0","0","13","13","0","27","0",2015-06-21
"HHS Regions","Region 10",2015,25,"189","17.9894","0","0","31","0","0","3","0",2015-06-21
"HHS Regions","Region 1",2015,26,"220","1.36364","0","0","0","1","0","2","0",2015-06-28
"HHS Regions","Region 2",2015,26,"683","0.439239","0","0","3","0","0","0","0",2015-06-28
"HHS Regions","Region 3",2015,26,"297","1.0101","0","0","1","0","0","2","0",2015-06-28
"HHS Regions","Region 4",2015,26,"1149","2.61097","2","0","4","18","0","6","0",2015-06-28
"HHS Regions","Region 5",2015,26,"499","1.2024","0","0","2","1","0","3","0",2015-06-28
"HHS Regions","Region 6",2015,26,"616","0.487013","0","0","0","2","0","1","0",2015-06-28
"HHS Regions","Region 7",2015,26,"350","0","0","0","0","0","0","0","0",2015-06-28
"HHS Regions","Region 8",2015,26,"559","0.178891","0","0","1","0","0","0","0",2015-06-28
"HHS Regions","Region 9",2015,26,"553","7.05244","0","0","13","13","0","13","0",2015-06-28
"HHS Regions","Region 10",2015,26,"322","12.7329","0","0","35","0","0","6","0",2015-06-28
"HHS Regions","Region 1",2015,27,"225","0.888889","0","0","0","2","0","0","0",2015-07-05
"HHS Regions","Region 2",2015,27,"760","1.05263","0","0","6","1","0","1","0",2015-07-05
"HHS Regions","Region 3",2015,27,"356","0.280899","0","0","0","0","0","1","0",2015-07-05
