"start","end","value","url","show_outbreak","id","disease","location","duration","analyst_id","location_fields.url","location_fields.id","location_fields.name","location_fields.full_name","location_fields.admin_level_name","location_fields.parent","location_fields.centroid","location_fields.centroid_lat_long.lat","location_fields.centroid_lat_long.long"
"2016-02-28T00:00:00","2016-03-06T00:00:00",2,"http://aido.bsvgateway.org/api/outbreaks/1474/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=51&filter_analyst_id=shigellosisMichigan2016",1474,"http://aido.bsvgateway.org/api/diseases/51/?format=json","http://aido.bsvgateway.org/api/locations/118355057/?format=json","P7D","shigellosisMichigan2016","http://aido.bsvgateway.org/api/locations/118355057/?format=json",118355057,"Michigan","Michigan, United States of America","State","http://aido.bsvgateway.org/api/locations/113309883/?format=json","POINT (-85.73792847695097 44.87515527732017)",44.8752,-85.7379
"2016-03-06T00:00:00","2016-03-13T00:00:00",4,"http://aido.bsvgateway.org/api/outbreaks/1474/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=51&filter_analyst_id=shigellosisMichigan2016",1474,"http://aido.bsvgateway.org/api/diseases/51/?format=json","http://aido.bsvgateway.org/api/locations/118355057/?format=json","P7D","shigellosisMichigan2016","http://aido.bsvgateway.org/api/locations/118355057/?format=json",118355057,"Michigan","Michigan, United States of America","State","http://aido.bsvgateway.org/api/locations/113309883/?format=json","POINT (-85.73792847695097 44.87515527732017)",44.8752,-85.7379
"2016-03-13T00:00:00","2016-03-20T00:00:00",1,"http://aido.bsvgateway.org/api/outbreaks/1474/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=51&filter_analyst_id=shigellosisMichigan2016",1474,"http://aido.bsvgateway.org/api/diseases/51/?format=json","http://aido.bsvgateway.org/api/locations/118355057/?format=json","P7D","shigellosisMichigan2016","http://aido.bsvgateway.org/api/locations/118355057/?format=json",118355057,"Michigan","Michigan, United States of America","State","http://aido.bsvgateway.org/api/locations/113309883/?format=json","POINT (-85.73792847695097 44.87515527732017)",44.8752,-85.7379
"2016-03-20T00:00:00","2016-03-27T00:00:00",8,"http://aido.bsvgateway.org/api/outbreaks/1474/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=51&filter_analyst_id=shigellosisMichigan2016",1474,"http://aido.bsvgateway.org/api/diseases/51/?format=json","http://aido.bsvgateway.org/api/locations/118355057/?format=json","P7D","shigellosisMichigan2016","http://aido.bsvgateway.org/api/locations/118355057/?format=json",118355057,"Michigan","Michigan, United States of America","State","http://aido.bsvgateway.org/api/locations/113309883/?format=json","POINT (-85.73792847695097 44.87515527732017)",44.8752,-85.7379
"2016-03-27T00:00:00","2016-04-03T00:00:00",4,"http://aido.bsvgateway.org/api/outbreaks/1474/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=51&filter_analyst_id=shigellosisMichigan2016",1474,"http://aido.bsvgateway.org/api/diseases/51/?format=json","http://aido.bsvgateway.org/api/locations/118355057/?format=json","P7D","shigellosisMichigan2016","http://aido.bsvgateway.org/api/locations/118355057/?format=json",118355057,"Michigan","Michigan, United States of America","State","http://aido.bsvgateway.org/api/locations/113309883/?format=json","POINT (-85.73792847695097 44.87515527732017)",44.8752,-85.7379
"2016-04-03T00:00:00","2016-04-10T00:00:00",8,"http://aido.bsvgateway.org/api/outbreaks/1474/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=51&filter_analyst_id=shigellosisMichigan2016",1474,"http://aido.bsvgateway.org/api/diseases/51/?format=json","http://aido.bsvgateway.org/api/locations/118355057/?format=json","P7D","shigellosisMichigan2016","http://aido.bsvgateway.org/api/locations/118355057/?format=json",118355057,"Michigan","Michigan, United States of America","State","http://aido.bsvgateway.org/api/locations/113309883/?format=json","POINT (-85.73792847695097 44.87515527732017)",44.8752,-85.7379
"2016-04-10T00:00:00","2016-04-17T00:00:00",1,"http://aido.bsvgateway.org/api/outbreaks/1474/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=51&filter_analyst_id=shigellosisMichigan2016",1474,"http://aido.bsvgateway.org/api/diseases/51/?format=json","http://aido.bsvgateway.org/api/locations/118355057/?format=json","P7D","shigellosisMichigan2016","http://aido.bsvgateway.org/api/locations/118355057/?format=json",118355057,"Michigan","Michigan, United States of America","State","http://aido.bsvgateway.org/api/locations/113309883/?format=json","POINT (-85.73792847695097 44.87515527732017)",44.8752,-85.7379
"2016-04-17T00:00:00","2016-04-24T00:00:00",2,"http://aido.bsvgateway.org/api/outbreaks/1474/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=51&filter_analyst_id=shigellosisMichigan2016",1474,"http://aido.bsvgateway.org/api/diseases/51/?format=json","http://aido.bsvgateway.org/api/locations/118355057/?format=json","P7D","shigellosisMichigan2016","http://aido.bsvgateway.org/api/locations/118355057/?format=json",118355057,"Michigan","Michigan, United States of America","State","http://aido.bsvgateway.org/api/locations/113309883/?format=json","POINT (-85.73792847695097 44.87515527732017)",44.8752,-85.7379
"2016-04-24T00:00:00","2016-05-01T00:00:00",5,"http://aido.bsvgateway.org/api/outbreaks/1474/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=51&filter_analyst_id=shigellosisMichigan2016",1474,"http://aido.bsvgateway.org/api/diseases/51/?format=json","http://aido.bsvgateway.org/api/locations/118355057/?format=json","P7D","shigellosisMichigan2016","http://aido.bsvgateway.org/api/locations/118355057/?format=json",118355057,"Michigan","Michigan, United States of America","State","http://aido.bsvgateway.org/api/locations/113309883/?format=json","POINT (-85.73792847695097 44.87515527732017)",44.8752,-85.7379
"2016-05-01T00:00:00","2016-05-08T00:00:00",3,"http://aido.bsvgateway.org/api/outbreaks/1474/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=51&filter_analyst_id=shigellosisMichigan2016",1474,"http://aido.bsvgateway.org/api/diseases/51/?format=json","http://aido.bsvgateway.org/api/locations/118355057/?format=json","P7D","shigellosisMichigan2016","http://aido.bsvgateway.org/api/locations/118355057/?format=json",118355057,"Michigan","Michigan, United States of America","State","http://aido.bsvgateway.org/api/locations/113309883/?format=json","POINT (-85.73792847695097 44.87515527732017)",44.8752,-85.7379
