"start","end","value","url","show_outbreak","id","disease","location","duration","analyst_id","location_fields.url","location_fields.id","location_fields.name","location_fields.full_name","location_fields.admin_level_name","location_fields.parent","location_fields.centroid","location_fields.centroid_lat_long.lat","location_fields.centroid_lat_long.long"
"2016-09-18T00:00:00","2016-09-19T00:00:00",0,"http://aido.bsvgateway.org/api/outbreaks/1575/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=65&filter_analyst_id=anthrax_zambia_2016",1575,"http://aido.bsvgateway.org/api/diseases/65/?format=json","http://aido.bsvgateway.org/api/locations/162801591/?format=json","P1D","anthrax_zambia_2016","http://aido.bsvgateway.org/api/locations/162801591/?format=json",162801591,"Muchinga","Muchinga, Zambia","State","http://aido.bsvgateway.org/api/locations/80374583/?format=json","POINT (31.94225280966533 -11.20116636020395)",-11.2012,31.9423
"2016-09-19T00:00:00","2016-09-20T00:00:00",2,"http://aido.bsvgateway.org/api/outbreaks/1575/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=65&filter_analyst_id=anthrax_zambia_2016",1575,"http://aido.bsvgateway.org/api/diseases/65/?format=json","http://aido.bsvgateway.org/api/locations/162801591/?format=json","P1D","anthrax_zambia_2016","http://aido.bsvgateway.org/api/locations/162801591/?format=json",162801591,"Muchinga","Muchinga, Zambia","State","http://aido.bsvgateway.org/api/locations/80374583/?format=json","POINT (31.94225280966533 -11.20116636020395)",-11.2012,31.9423
"2016-09-20T00:00:00","2016-09-21T00:00:00",4,"http://aido.bsvgateway.org/api/outbreaks/1575/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=65&filter_analyst_id=anthrax_zambia_2016",1575,"http://aido.bsvgateway.org/api/diseases/65/?format=json","http://aido.bsvgateway.org/api/locations/162801591/?format=json","P1D","anthrax_zambia_2016","http://aido.bsvgateway.org/api/locations/162801591/?format=json",162801591,"Muchinga","Muchinga, Zambia","State","http://aido.bsvgateway.org/api/locations/80374583/?format=json","POINT (31.94225280966533 -11.20116636020395)",-11.2012,31.9423
"2016-09-21T00:00:00","2016-09-22T00:00:00",6,"http://aido.bsvgateway.org/api/outbreaks/1575/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=65&filter_analyst_id=anthrax_zambia_2016",1575,"http://aido.bsvgateway.org/api/diseases/65/?format=json","http://aido.bsvgateway.org/api/locations/162801591/?format=json","P1D","anthrax_zambia_2016","http://aido.bsvgateway.org/api/locations/162801591/?format=json",162801591,"Muchinga","Muchinga, Zambia","State","http://aido.bsvgateway.org/api/locations/80374583/?format=json","POINT (31.94225280966533 -11.20116636020395)",-11.2012,31.9423
"2016-09-22T00:00:00","2016-09-23T00:00:00",1,"http://aido.bsvgateway.org/api/outbreaks/1575/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=65&filter_analyst_id=anthrax_zambia_2016",1575,"http://aido.bsvgateway.org/api/diseases/65/?format=json","http://aido.bsvgateway.org/api/locations/162801591/?format=json","P1D","anthrax_zambia_2016","http://aido.bsvgateway.org/api/locations/162801591/?format=json",162801591,"Muchinga","Muchinga, Zambia","State","http://aido.bsvgateway.org/api/locations/80374583/?format=json","POINT (31.94225280966533 -11.20116636020395)",-11.2012,31.9423
"2016-09-23T00:00:00","2016-09-24T00:00:00",1,"http://aido.bsvgateway.org/api/outbreaks/1575/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=65&filter_analyst_id=anthrax_zambia_2016",1575,"http://aido.bsvgateway.org/api/diseases/65/?format=json","http://aido.bsvgateway.org/api/locations/162801591/?format=json","P1D","anthrax_zambia_2016","http://aido.bsvgateway.org/api/locations/162801591/?format=json",162801591,"Muchinga","Muchinga, Zambia","State","http://aido.bsvgateway.org/api/locations/80374583/?format=json","POINT (31.94225280966533 -11.20116636020395)",-11.2012,31.9423
"2016-09-24T00:00:00","2016-09-25T00:00:00",4,"http://aido.bsvgateway.org/api/outbreaks/1575/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=65&filter_analyst_id=anthrax_zambia_2016",1575,"http://aido.bsvgateway.org/api/diseases/65/?format=json","http://aido.bsvgateway.org/api/locations/162801591/?format=json","P1D","anthrax_zambia_2016","http://aido.bsvgateway.org/api/locations/162801591/?format=json",162801591,"Muchinga","Muchinga, Zambia","State","http://aido.bsvgateway.org/api/locations/80374583/?format=json","POINT (31.94225280966533 -11.20116636020395)",-11.2012,31.9423
"2016-09-25T00:00:00","2016-09-26T00:00:00",0,"http://aido.bsvgateway.org/api/outbreaks/1575/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=65&filter_analyst_id=anthrax_zambia_2016",1575,"http://aido.bsvgateway.org/api/diseases/65/?format=json","http://aido.bsvgateway.org/api/locations/162801591/?format=json","P1D","anthrax_zambia_2016","http://aido.bsvgateway.org/api/locations/162801591/?format=json",162801591,"Muchinga","Muchinga, Zambia","State","http://aido.bsvgateway.org/api/locations/80374583/?format=json","POINT (31.94225280966533 -11.20116636020395)",-11.2012,31.9423
"2016-09-26T00:00:00","2016-09-27T00:00:00",3,"http://aido.bsvgateway.org/api/outbreaks/1575/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=65&filter_analyst_id=anthrax_zambia_2016",1575,"http://aido.bsvgateway.org/api/diseases/65/?format=json","http://aido.bsvgateway.org/api/locations/162801591/?format=json","P1D","anthrax_zambia_2016","http://aido.bsvgateway.org/api/locations/162801591/?format=json",162801591,"Muchinga","Muchinga, Zambia","State","http://aido.bsvgateway.org/api/locations/80374583/?format=json","POINT (31.94225280966533 -11.20116636020395)",-11.2012,31.9423
"2016-09-27T00:00:00","2016-09-28T00:00:00",2,"http://aido.bsvgateway.org/api/outbreaks/1575/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=65&filter_analyst_id=anthrax_zambia_2016",1575,"http://aido.bsvgateway.org/api/diseases/65/?format=json","http://aido.bsvgateway.org/api/locations/162801591/?format=json","P1D","anthrax_zambia_2016","http://aido.bsvgateway.org/api/locations/162801591/?format=json",162801591,"Muchinga","Muchinga, Zambia","State","http://aido.bsvgateway.org/api/locations/80374583/?format=json","POINT (31.94225280966533 -11.20116636020395)",-11.2012,31.9423
