"start","end","value","url","show_outbreak","id","disease","location","duration","analyst_id","location_fields.url","location_fields.id","location_fields.name","location_fields.full_name","location_fields.admin_level_name","location_fields.parent","location_fields.centroid","location_fields.centroid_lat_long.lat","location_fields.centroid_lat_long.long"
"2013-10-07T00:00:00","2013-10-14T00:00:00",0,"http://aido.bsvgateway.org/api/outbreaks/1396/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=73&filter_analyst_id=japanpedv2013",1396,"http://aido.bsvgateway.org/api/diseases/73/?format=json","http://aido.bsvgateway.org/api/locations/62292347/?format=json","P7D","japanpedv2013","http://aido.bsvgateway.org/api/locations/62292347/?format=json",62292347,"Japan","Japan","Country","http://aido.bsvgateway.org/api/locations/20359812/?format=json","POINT (137.9783476098767 37.55117739361495)",37.5512,137.9783
"2013-10-14T00:00:00","2013-10-21T00:00:00",0,"http://aido.bsvgateway.org/api/outbreaks/1396/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=73&filter_analyst_id=japanpedv2013",1396,"http://aido.bsvgateway.org/api/diseases/73/?format=json","http://aido.bsvgateway.org/api/locations/62292347/?format=json","P7D","japanpedv2013","http://aido.bsvgateway.org/api/locations/62292347/?format=json",62292347,"Japan","Japan","Country","http://aido.bsvgateway.org/api/locations/20359812/?format=json","POINT (137.9783476098767 37.55117739361495)",37.5512,137.9783
"2013-10-21T00:00:00","2013-10-28T00:00:00",0,"http://aido.bsvgateway.org/api/outbreaks/1396/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=73&filter_analyst_id=japanpedv2013",1396,"http://aido.bsvgateway.org/api/diseases/73/?format=json","http://aido.bsvgateway.org/api/locations/62292347/?format=json","P7D","japanpedv2013","http://aido.bsvgateway.org/api/locations/62292347/?format=json",62292347,"Japan","Japan","Country","http://aido.bsvgateway.org/api/locations/20359812/?format=json","POINT (137.9783476098767 37.55117739361495)",37.5512,137.9783
"2013-10-28T00:00:00","2013-11-04T00:00:00",0,"http://aido.bsvgateway.org/api/outbreaks/1396/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=73&filter_analyst_id=japanpedv2013",1396,"http://aido.bsvgateway.org/api/diseases/73/?format=json","http://aido.bsvgateway.org/api/locations/62292347/?format=json","P7D","japanpedv2013","http://aido.bsvgateway.org/api/locations/62292347/?format=json",62292347,"Japan","Japan","Country","http://aido.bsvgateway.org/api/locations/20359812/?format=json","POINT (137.9783476098767 37.55117739361495)",37.5512,137.9783
"2013-11-04T00:00:00","2013-11-11T00:00:00",0,"http://aido.bsvgateway.org/api/outbreaks/1396/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=73&filter_analyst_id=japanpedv2013",1396,"http://aido.bsvgateway.org/api/diseases/73/?format=json","http://aido.bsvgateway.org/api/locations/62292347/?format=json","P7D","japanpedv2013","http://aido.bsvgateway.org/api/locations/62292347/?format=json",62292347,"Japan","Japan","Country","http://aido.bsvgateway.org/api/locations/20359812/?format=json","POINT (137.9783476098767 37.55117739361495)",37.5512,137.9783
"2013-11-11T00:00:00","2013-11-18T00:00:00",1,"http://aido.bsvgateway.org/api/outbreaks/1396/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=73&filter_analyst_id=japanpedv2013",1396,"http://aido.bsvgateway.org/api/diseases/73/?format=json","http://aido.bsvgateway.org/api/locations/62292347/?format=json","P7D","japanpedv2013","http://aido.bsvgateway.org/api/locations/62292347/?format=json",62292347,"Japan","Japan","Country","http://aido.bsvgateway.org/api/locations/20359812/?format=json","POINT (137.9783476098767 37.55117739361495)",37.5512,137.9783
"2013-11-18T00:00:00","2013-11-25T00:00:00",0,"http://aido.bsvgateway.org/api/outbreaks/1396/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=73&filter_analyst_id=japanpedv2013",1396,"http://aido.bsvgateway.org/api/diseases/73/?format=json","http://aido.bsvgateway.org/api/locations/62292347/?format=json","P7D","japanpedv2013","http://aido.bsvgateway.org/api/locations/62292347/?format=json",62292347,"Japan","Japan","Country","http://aido.bsvgateway.org/api/locations/20359812/?format=json","POINT (137.9783476098767 37.55117739361495)",37.5512,137.9783
"2013-11-25T00:00:00","2013-12-02T00:00:00",1,"http://aido.bsvgateway.org/api/outbreaks/1396/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=73&filter_analyst_id=japanpedv2013",1396,"http://aido.bsvgateway.org/api/diseases/73/?format=json","http://aido.bsvgateway.org/api/locations/62292347/?format=json","P7D","japanpedv2013","http://aido.bsvgateway.org/api/locations/62292347/?format=json",62292347,"Japan","Japan","Country","http://aido.bsvgateway.org/api/locations/20359812/?format=json","POINT (137.9783476098767 37.55117739361495)",37.5512,137.9783
"2013-12-02T00:00:00","2013-12-09T00:00:00",0,"http://aido.bsvgateway.org/api/outbreaks/1396/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=73&filter_analyst_id=japanpedv2013",1396,"http://aido.bsvgateway.org/api/diseases/73/?format=json","http://aido.bsvgateway.org/api/locations/62292347/?format=json","P7D","japanpedv2013","http://aido.bsvgateway.org/api/locations/62292347/?format=json",62292347,"Japan","Japan","Country","http://aido.bsvgateway.org/api/locations/20359812/?format=json","POINT (137.9783476098767 37.55117739361495)",37.5512,137.9783
"2013-12-09T00:00:00","2013-12-16T00:00:00",13,"http://aido.bsvgateway.org/api/outbreaks/1396/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=73&filter_analyst_id=japanpedv2013",1396,"http://aido.bsvgateway.org/api/diseases/73/?format=json","http://aido.bsvgateway.org/api/locations/62292347/?format=json","P7D","japanpedv2013","http://aido.bsvgateway.org/api/locations/62292347/?format=json",62292347,"Japan","Japan","Country","http://aido.bsvgateway.org/api/locations/20359812/?format=json","POINT (137.9783476098767 37.55117739361495)",37.5512,137.9783
"2013-12-16T00:00:00","2013-12-23T00:00:00",10,"http://aido.bsvgateway.org/api/outbreaks/1396/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=73&filter_analyst_id=japanpedv2013",1396,"http://aido.bsvgateway.org/api/diseases/73/?format=json","http://aido.bsvgateway.org/api/locations/62292347/?format=json","P7D","japanpedv2013","http://aido.bsvgateway.org/api/locations/62292347/?format=json",62292347,"Japan","Japan","Country","http://aido.bsvgateway.org/api/locations/20359812/?format=json","POINT (137.9783476098767 37.55117739361495)",37.5512,137.9783
"2013-12-23T00:00:00","2013-12-30T00:00:00",16,"http://aido.bsvgateway.org/api/outbreaks/1396/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=73&filter_analyst_id=japanpedv2013",1396,"http://aido.bsvgateway.org/api/diseases/73/?format=json","http://aido.bsvgateway.org/api/locations/62292347/?format=json","P7D","japanpedv2013","http://aido.bsvgateway.org/api/locations/62292347/?format=json",62292347,"Japan","Japan","Country","http://aido.bsvgateway.org/api/locations/20359812/?format=json","POINT (137.9783476098767 37.55117739361495)",37.5512,137.9783
"2013-12-30T00:00:00","2014-01-06T00:00:00",10,"http://aido.bsvgateway.org/api/outbreaks/1396/?format=json","http://aido.bsvgateway.org/search/?sort_by=date&disease=73&filter_analyst_id=japanpedv2013",1396,"http://aido.bsvgateway.org/api/diseases/73/?format=json","http://aido.bsvgateway.org/api/locations/62292347/?format=json","P7D","japanpedv2013","http://aido.bsvgateway.org/api/locations/62292347/?format=json",62292347,"Japan","Japan","Country","http://aido.bsvgateway.org/api/locations/20359812/?format=json","POINT (137.9783476098767 37.55117739361495)",37.5512,137.9783
