"","S0","I0","PIV","PIT","dave_gamma","dave_betas"
"230001",0.9,1e-04,0.001,9.13131313131313,6.07801117824279,6.80297386791046
"230002",0.9,0.00013030303030303,0.001,9.13131313131313,5.84589902624534,6.55774715714692
"230003",0.9,0.000160606060606061,0.001,9.13131313131313,4.93310421222175,5.53466328948756
"230004",0.9,0.000190909090909091,0.001,9.13131313131313,4.27149845472341,4.7929779104343
"230005",0.9,0.000221212121212121,0.001,9.13131313131313,3.76868664222589,4.22922312494337
"230006",0.9,0.000251515151515152,0.001,9.13131313131313,3.37313204773143,3.7856743886693
"230007",0.9,0.000281818181818182,0.001,9.13131313131313,3.05348731866928,3.42721164683819
"230008",0.9,0.000312121212121212,0.001,9.13131313131313,2.78967057212408,3.13133343059337
"230009",0.9,0.000342424242424242,0.001,9.13131313131313,2.568479947113,2.88325007010716
"230010",0.9,0.000372727272727273,0.001,9.13131313131313,2.37946304284176,2.67123182719168
"230011",0.9,0.000403030303030303,0.001,9.13131313131313,2.21271628697832,2.48413216466018
"230012",0.9,0.000433333333333333,0.001,9.13131313131313,2.07141376137261,2.32563004773136
"230013",0.9,0.000463636363636364,0.001,9.13131313131313,1.94977810569405,2.18921961850623
"230014",0.9,0.000493939393939394,0.001,9.13131313131313,1.83945157363573,2.06545181028412
"230015",0.9,0.000524242424242424,0.001,9.13131313131313,1.74106298740379,1.95507396275412
"230016",0.9,0.000554545454545455,0.001,9.13131313131313,1.65251158102155,1.85572649684002
"230017",0.9,0.000584848484848485,0.001,9.13131313131313,1.57256723743373,1.7660334607148
"230018",0.9,0.000615151515151515,0.001,9.13131313131313,1.50001107346269,1.68462761107132
"230019",0.9,0.000645454545454546,0.001,9.13131313131313,1.43385716632473,1.61040325451703
"230020",0.9,0.000675757575757576,0.001,9.13131313131313,1.3733259147476,1.54248654940871
"230021",0.9,0.000706060606060606,0.001,9.13131313131313,1.31803438541374,1.48045229815655
"230022",0.9,0.000736363636363636,0.001,9.13131313131313,1.26639108475779,1.42250110775683
"230023",0.9,0.000766666666666667,0.001,9.13131313131313,1.21894759971869,1.36926635222226
"230024",0.9,0.000796969696969697,0.001,9.13131313131313,1.17438986280827,1.31926145384707
"230025",0.9,0.000827272727272727,0.001,9.13131313131313,1.1343954079493,1.2743968355639
"230026",0.9,0.000857575757575758,0.001,9.13131313131313,1.0958159474061,1.23110101644543
"230027",0.9,0.000887878787878788,0.001,9.13131313131313,1.06011861481184,1.19104420862862
"230028",0.9,0.000918181818181818,0.001,9.13131313131313,1.0266774768659,1.15351877542081
"230029",0.9,0.000948484848484849,0.001,9.13131313131313,0.99527215443056,1.11827731572452
"230030",0.9,0.000978787878787879,0.001,9.13131313131313,0.965797013548661,1.08520241397888
"230031",0.9,0.00100909090909091,0.001,9.13131313131313,0,0
"230032",0.9,0.00103939393939394,0.001,9.13131313131313,0,0
"230033",0.9,0.00106969696969697,0.001,9.13131313131313,0,0
"230034",0.9,0.0011,0.001,9.13131313131313,0,0
"230035",0.9,0.00113030303030303,0.001,9.13131313131313,0,0
"230036",0.9,0.00116060606060606,0.001,9.13131313131313,0,0
"230037",0.9,0.00119090909090909,0.001,9.13131313131313,0,0
"230038",0.9,0.00122121212121212,0.001,9.13131313131313,0,0
"230039",0.9,0.00125151515151515,0.001,9.13131313131313,0,0
"230040",0.9,0.00128181818181818,0.001,9.13131313131313,0,0
"230041",0.9,0.00131212121212121,0.001,9.13131313131313,0,0
"230042",0.9,0.00134242424242424,0.001,9.13131313131313,0,0
"230043",0.9,0.00137272727272727,0.001,9.13131313131313,0,0
"230044",0.9,0.0014030303030303,0.001,9.13131313131313,0,0
"230045",0.9,0.00143333333333333,0.001,9.13131313131313,0,0
"230046",0.9,0.00146363636363636,0.001,9.13131313131313,0,0
"230047",0.9,0.00149393939393939,0.001,9.13131313131313,0,0
"230048",0.9,0.00152424242424242,0.001,9.13131313131313,0,0
"230049",0.9,0.00155454545454545,0.001,9.13131313131313,0,0
"230050",0.9,0.00158484848484848,0.001,9.13131313131313,0,0
"230051",0.9,0.00161515151515152,0.001,9.13131313131313,0,0
"230052",0.9,0.00164545454545455,0.001,9.13131313131313,0,0
"230053",0.9,0.00167575757575758,0.001,9.13131313131313,0,0
"230054",0.9,0.00170606060606061,0.001,9.13131313131313,0,0
"230055",0.9,0.00173636363636364,0.001,9.13131313131313,0,0
"230056",0.9,0.00176666666666667,0.001,9.13131313131313,0,0
"230057",0.9,0.0017969696969697,0.001,9.13131313131313,0,0
"230058",0.9,0.00182727272727273,0.001,9.13131313131313,0,0
"230059",0.9,0.00185757575757576,0.001,9.13131313131313,0,0
"230060",0.9,0.00188787878787879,0.001,9.13131313131313,0,0
"230061",0.9,0.00191818181818182,0.001,9.13131313131313,0,0
"230062",0.9,0.00194848484848485,0.001,9.13131313131313,0,0
"230063",0.9,0.00197878787878788,0.001,9.13131313131313,0,0
"230064",0.9,0.00200909090909091,0.001,9.13131313131313,0,0
"230065",0.9,0.00203939393939394,0.001,9.13131313131313,0,0
"230066",0.9,0.00206969696969697,0.001,9.13131313131313,0,0
"230067",0.9,0.0021,0.001,9.13131313131313,0,0
"230068",0.9,0.00213030303030303,0.001,9.13131313131313,0,0
"230069",0.9,0.00216060606060606,0.001,9.13131313131313,0,0
"230070",0.9,0.00219090909090909,0.001,9.13131313131313,0,0
"230071",0.9,0.00222121212121212,0.001,9.13131313131313,0,0
"230072",0.9,0.00225151515151515,0.001,9.13131313131313,0,0
"230073",0.9,0.00228181818181818,0.001,9.13131313131313,0,0
"230074",0.9,0.00231212121212121,0.001,9.13131313131313,0,0
"230075",0.9,0.00234242424242424,0.001,9.13131313131313,0,0
"230076",0.9,0.00237272727272727,0.001,9.13131313131313,0,0
"230077",0.9,0.0024030303030303,0.001,9.13131313131313,0,0
"230078",0.9,0.00243333333333333,0.001,9.13131313131313,0,0
"230079",0.9,0.00246363636363636,0.001,9.13131313131313,0,0
"230080",0.9,0.00249393939393939,0.001,9.13131313131313,0,0
"230081",0.9,0.00252424242424242,0.001,9.13131313131313,0,0
"230082",0.9,0.00255454545454545,0.001,9.13131313131313,0,0
"230083",0.9,0.00258484848484848,0.001,9.13131313131313,0,0
"230084",0.9,0.00261515151515151,0.001,9.13131313131313,0,0
"230085",0.9,0.00264545454545455,0.001,9.13131313131313,0,0
"230086",0.9,0.00267575757575758,0.001,9.13131313131313,0,0
"230087",0.9,0.00270606060606061,0.001,9.13131313131313,0,0
"230088",0.9,0.00273636363636364,0.001,9.13131313131313,0,0
"230089",0.9,0.00276666666666667,0.001,9.13131313131313,0,0
"230090",0.9,0.0027969696969697,0.001,9.13131313131313,0,0
"230091",0.9,0.00282727272727273,0.001,9.13131313131313,0,0
"230092",0.9,0.00285757575757576,0.001,9.13131313131313,0,0
"230093",0.9,0.00288787878787879,0.001,9.13131313131313,0,0
"230094",0.9,0.00291818181818182,0.001,9.13131313131313,0,0
"230095",0.9,0.00294848484848485,0.001,9.13131313131313,0,0
"230096",0.9,0.00297878787878788,0.001,9.13131313131313,0,0
"230097",0.9,0.00300909090909091,0.001,9.13131313131313,0,0
"230098",0.9,0.00303939393939394,0.001,9.13131313131313,0,0
"230099",0.9,0.00306969696969697,0.001,9.13131313131313,0,0
"230100",0.9,0.0031,0.001,9.13131313131313,0,0
"230101",0.9,1e-04,0.00150505050505051,9.13131313131313,8.39054088212595,9.4405562538421
"230102",0.9,0.00013030303030303,0.00150505050505051,9.13131313131313,7.13173931599846,8.03147383707257
"230103",0.9,0.000160606060606061,0.00150505050505051,9.13131313131313,6.14582044883105,6.92320146866235
"230104",0.9,0.000190909090909091,0.00150505050505051,9.13131313131313,5.41185428803921,6.09783119572396
"230105",0.9,0.000221212121212121,0.00150505050505051,9.13131313131313,4.84100380952956,5.45567874066951
"230106",0.9,0.000251515151515152,0.00150505050505051,9.13131313131313,4.38406754584154,4.94156209326395
"230107",0.9,0.000281818181818182,0.00150505050505051,9.13131313131313,4.00810674459744,4.5184484703066
"230108",0.9,0.000312121212121212,0.00150505050505051,9.13131313131313,3.69365550845775,4.16450456530694
"230109",0.9,0.000342424242424242,0.00150505050505051,9.13131313131313,3.42606695097057,3.86325838764142
"230110",0.9,0.000372727272727273,0.00150505050505051,9.13131313131313,3.19475723266821,3.60280042811245
"230111",0.9,0.000403030303030303,0.00150505050505051,9.13131313131313,2.99433024825822,3.37711614675246
"230112",0.9,0.000433333333333333,0.00150505050505051,9.13131313131313,2.81771413035427,3.17821305502251
"230113",0.9,0.000463636363636364,0.00150505050505051,9.13131313131313,2.66089774409478,3.00158589534358
"230114",0.9,0.000493939393939394,0.00150505050505051,9.13131313131313,2.52096535042766,2.84396449991765
"230115",0.9,0.000524242424242424,0.00150505050505051,9.13131313131313,2.39518973373695,2.70227776109459
"230116",0.9,0.000554545454545455,0.00150505050505051,9.13131313131313,2.2823662713658,2.57519200968879
"230117",0.9,0.000584848484848485,0.00150505050505051,9.13131313131313,2.17833529970436,2.45796667935518
"230118",0.9,0.000615151515151515,0.00150505050505051,9.13131313131313,2.08411068737638,2.35180103321772
"230119",0.9,0.000645454545454546,0.00150505050505051,9.13131313131313,1.99680484916787,2.25340364238064
"230120",0.9,0.000675757575757576,0.00150505050505051,9.13131313131313,1.91839404696585,2.16506885290205
"230121",0.9,0.000706060606060606,0.00150505050505051,9.13131313131313,1.84517597629155,2.08256067694068
"230122",0.9,0.000736363636363636,0.00150505050505051,9.13131313131313,1.77730636338147,2.00607437070098
"230123",0.9,0.000766666666666667,0.00150505050505051,9.13131313131313,1.71402161459051,1.93474624231498
"230124",0.9,0.000796969696969697,0.00150505050505051,9.13131313131313,1.65555786565924,1.86885947856813
"230125",0.9,0.000827272727272727,0.00150505050505051,9.13131313131313,1.60109027384787,1.80747632758163
"230126",0.9,0.000857575757575758,0.00150505050505051,9.13131313131313,1.54965642339496,1.74949963275083
"230127",0.9,0.000887878787878788,0.00150505050505051,9.13131313131313,1.50166199735312,1.69540328058049
"230128",0.9,0.000918181818181818,0.00150505050505051,9.13131313131313,1.45630875081961,1.64427668401339
"230129",0.9,0.000948484848484849,0.00150505050505051,9.13131313131313,1.41413942898126,1.59674943361603
"230130",0.9,0.000978787878787879,0.00150505050505051,9.13131313131313,1.3739065713341,1.55139323501734
"230131",0.9,0.00100909090909091,0.00150505050505051,9.13131313131313,1.33618231663555,1.50887017741026
"230132",0.9,0.00103939393939394,0.00150505050505051,9.13131313131313,1.30034684957942,1.46847208821117
"230133",0.9,0.00106969696969697,0.00150505050505051,9.13131313131313,1.26641330595618,1.43021775736311
"230134",0.9,0.0011,0.00150505050505051,9.13131313131313,1.23419943022466,1.39390100809145
"230135",0.9,0.00113030303030303,0.00150505050505051,9.13131313131313,1.20361718254841,1.35942361547873
"230136",0.9,0.00116060606060606,0.00150505050505051,9.13131313131313,1.17448790293865,1.32658293169325
"230137",0.9,0.00119090909090909,0.00150505050505051,9.13131313131313,1.14673347812924,1.29529157615929
"230138",0.9,0.00122121212121212,0.00150505050505051,9.13131313131313,1.12026054189292,1.26544443796974
