"","S0","I0","PIV","PIT","dave_gamma","dave_betas"
"360001",0.9,1e-04,0.001,13.7272727272727,5.67974956693125,6.39376862125566
"360002",0.9,0.00013030303030303,0.001,13.7272727272727,4.74183069290258,5.33998661789178
"360003",0.9,0.000160606060606061,0.001,13.7272727272727,4.0872217886963,4.60418358920991
"360004",0.9,0.000190909090909091,0.001,13.7272727272727,3.59780369582864,4.0537827289536
"360005",0.9,0.000221212121212121,0.001,13.7272727272727,3.21880841975435,3.6274718749949
"360006",0.9,0.000251515151515152,0.001,13.7272727272727,2.91387876276534,3.28435852703022
"360007",0.9,0.000281818181818182,0.001,13.7272727272727,2.66457852824109,3.00381323518903
"360008",0.9,0.000312121212121212,0.001,13.7272727272727,2.45518820695094,2.76812026916274
"360009",0.9,0.000342424242424242,0.001,13.7272727272727,2.27660259495328,2.56705791869781
"360010",0.9,0.000372727272727273,0.001,13.7272727272727,2.12391455224775,2.39515864505912
"360011",0.9,0.000403030303030303,0.001,13.7272727272727,1.99037481248985,2.24478562320236
"360012",0.9,0.000433333333333333,0.001,13.7272727272727,1.87281919194314,2.11239441746628
"360013",0.9,0.000463636363636364,0.001,13.7272727272727,1.76862773321996,1.99504348621218
"360014",0.9,0.000493939393939394,0.001,13.7272727272727,1.67557694757324,1.89023098705696
"360015",0.9,0.000524242424242424,0.001,13.7272727272727,1.59204250833394,1.79613230599749
"360016",0.9,0.000554545454545455,0.001,13.7272727272727,1.51640013810978,1.71091419306934
"360017",0.9,0.000584848484848485,0.001,13.7272727272727,1.4482685570407,1.63416583403301
"360018",0.9,0.000615151515151515,0.001,13.7272727272727,1.38516893439104,1.56306012803388
"360019",0.9,0.000645454545454546,0.001,13.7272727272727,1.32781189063049,1.49843239119694
"360020",0.9,0.000675757575757576,0.001,13.7272727272727,1.27501029091339,1.43893341601288
"360021",0.9,0.000706060606060606,0.001,13.7272727272727,1.22621078313772,1.38393999756573
"360022",0.9,0.000736363636363636,0.001,13.7272727272727,1.18120774601976,1.33322666006048
"360023",0.9,0.000766666666666667,0.001,13.7272727272727,1.13792031784058,1.28441120021732
"360024",0.9,0.000796969696969697,0.001,13.7272727272727,1.1003418067003,1.24209059721876
"360025",0.9,0.000827272727272727,0.001,13.7272727272727,1.06406018093128,1.20120133182383
"360026",0.9,0.000857575757575758,0.001,13.7272727272727,1.02937412174792,1.16209254157932
"360027",0.9,0.000887878787878788,0.001,13.7272727272727,0.997833737805657,1.12655066858948
"360028",0.9,0.000918181818181818,0.001,13.7272727272727,0.96798940780565,1.09291433158814
"360029",0.9,0.000948484848484849,0.001,13.7272727272727,0.939631949539186,1.06094708143564
"360030",0.9,0.000978787878787879,0.001,13.7272727272727,0.913155846697804,1.03110570373399
"360031",0.9,0.00100909090909091,0.001,13.7272727272727,0,0
