"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","California",2020-08-15,1,22107.23,142851.48,1,0.01
"2.5%","California",2020-08-15,1,26860.725,126949.175,1,0.025
"5%","California",2020-08-15,1,30831.35,115560.8,1,0.05
"10%","California",2020-08-15,1,36650.6,102914.2,1,0.1
"15%","California",2020-08-15,1,40688.55,94594.2,1,0.15
"20%","California",2020-08-15,1,44215.3,88016.9,0,0.2
"25%","California",2020-08-15,1,47894.25,82955.75,0,0.25
"30%","California",2020-08-15,1,51407.5,78662.1,0,0.3
"35%","California",2020-08-15,1,54444.5,74363.55,0,0.35
"40%","California",2020-08-15,1,57300.1,70601.5,0,0.4
"45%","California",2020-08-15,1,60286.5,67033.5,0,0.45
"1%1","California",2020-08-15,2,15968.03,220538.41,1,0.01
"2.5%1","California",2020-08-15,2,18924.825,187574.65,1,0.025
"5%1","California",2020-08-15,2,22367.65,162775.75,1,0.05
"10%1","California",2020-08-15,2,27784.8,133795.3,1,0.1
"15%1","California",2020-08-15,2,32025.05,116570.35,1,0.15
"20%1","California",2020-08-15,2,36014.3,105827.1,1,0.2
"25%1","California",2020-08-15,2,40671.5,96021,0,0.25
"30%1","California",2020-08-15,2,44980.3,88112.7,0,0.3
"35%1","California",2020-08-15,2,49571.75,80927.65,0,0.35
"40%1","California",2020-08-15,2,53948.1,74826.7,0,0.4
"45%1","California",2020-08-15,2,58788.35,68936.8,0,0.45
"1%2","California",2020-08-15,3,20111.96,324251.05,1,0.01
"2.5%2","California",2020-08-15,3,21105.6,257488.725,1,0.025
"5%2","California",2020-08-15,3,22774.85,211175.7,1,0.05
"10%2","California",2020-08-15,3,26178,165813.8,1,0.1
"15%2","California",2020-08-15,3,29783.95,139193.35,1,0.15
"20%2","California",2020-08-15,3,33575.2,121824.8,0,0.2
"25%2","California",2020-08-15,3,37503.5,107696,0,0.25
"30%2","California",2020-08-15,3,41858.8,95795.5,0,0.3
"35%2","California",2020-08-15,3,46700.05,86009.55,0,0.35
"40%2","California",2020-08-15,3,52224.6,78012.8,0,0.4
"45%2","California",2020-08-15,3,57598.3,70146.15,0,0.45
"1%3","California",2020-08-15,4,19398.93000001,309590.630000011,1,0.01
"2.5%3","California",2020-08-15,4,20477.47500001,246851.725000009,1,0.025
"5%3","California",2020-08-15,4,22061.70000001,207471.45000001,1,0.05
"10%3","California",2020-08-15,4,25280.40000001,161902.50000001,0,0.1
"15%3","California",2020-08-15,4,28957.40000001,137730.15000001,0,0.15
"20%3","California",2020-08-15,4,32966.40000001,119547.60000001,0,0.2
"25%3","California",2020-08-15,4,37199.50000001,107116.00000001,0,0.25
"30%3","California",2020-08-15,4,41908.00000001,96028.80000001,0,0.3
"35%3","California",2020-08-15,4,46625.50000001,86692.70000001,0,0.35
"40%3","California",2020-08-15,4,51722.80000001,77548.60000001,0,0.4
"45%3","California",2020-08-15,4,57434.55000001,70099.75000001,0,0.45
"1%4","California",2020-08-22,1,15487.76,95712.43,1,0.01
"2.5%4","California",2020-08-22,1,18777.425,86913.7499999999,1,0.025
"5%4","California",2020-08-22,1,21919.65,78536.2,1,0.05
"10%4","California",2020-08-22,1,26072,69401.8,1,0.1
"15%4","California",2020-08-22,1,28920.85,63766.3,1,0.15
"20%4","California",2020-08-22,1,31396,60076.2,1,0.2
"25%4","California",2020-08-22,1,33755.75,56613,1,0.25
"30%4","California",2020-08-22,1,35888.6,53322.2,1,0.3
"35%4","California",2020-08-22,1,37869.95,50945.35,0,0.35
"40%4","California",2020-08-22,1,40043.2,48499,0,0.4
"45%4","California",2020-08-22,1,42078.55,46171.9,0,0.45
"1%5","California",2020-08-22,2,9750.19,153858.35,1,0.01
"2.5%5","California",2020-08-22,2,11803.325,125994.95,1,0.025
"5%5","California",2020-08-22,2,14151,107129.6,1,0.05
"10%5","California",2020-08-22,2,18028.1,89380.7,1,0.1
"15%5","California",2020-08-22,2,21421.15,78163.3,1,0.15
"20%5","California",2020-08-22,2,24221.1,70304.7,1,0.2
"25%5","California",2020-08-22,2,27038,64095,1,0.25
"30%5","California",2020-08-22,2,29862.9,58079.4,1,0.3
"35%5","California",2020-08-22,2,33032.6,53359.85,0,0.35
"40%5","California",2020-08-22,2,36067.1,49306.1,0,0.4
"45%5","California",2020-08-22,2,39146.85,45566.6,0,0.45
"1%6","California",2020-08-22,3,11880.87,203830.48,1,0.01
"2.5%6","California",2020-08-22,3,12507.675,164061.2,1,0.025
"5%6","California",2020-08-22,3,13656.85,135959.5,1,0.05
"10%6","California",2020-08-22,3,15874.7,107077.4,1,0.1
"15%6","California",2020-08-22,3,18379.45,89925.35,1,0.15
"20%6","California",2020-08-22,3,20794.2,78699.6,1,0.2
"25%6","California",2020-08-22,3,23367.25,69071.25,0,0.25
