"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","New York",2020-08-15,1,1190.98,19291.5,1,0.01
"2.5%","New York",2020-08-15,1,1326,15885.125,1,0.025
"5%","New York",2020-08-15,1,1512.8,13627.55,1,0.05
"10%","New York",2020-08-15,1,1844,11214.3,1,0.1
"15%","New York",2020-08-15,1,2157.85,9651.2,1,0.15
"20%","New York",2020-08-15,1,2502.4,8513,1,0.2
"25%","New York",2020-08-15,1,2845.75,7551.00000000001,1,0.25
"30%","New York",2020-08-15,1,3197.7,6811.6,1,0.3
"35%","New York",2020-08-15,1,3534.65,6206.35,1,0.35
"40%","New York",2020-08-15,1,3897,5649.4,1,0.4
"45%","New York",2020-08-15,1,4236,5158.45,1,0.45
"1%1","New York",2020-08-15,2,1453.5,21834.07,1,0.01
"2.5%1","New York",2020-08-15,2,1528.5,18235.675,1,0.025
"5%1","New York",2020-08-15,2,1662.5,14871.4,1,0.05
"10%1","New York",2020-08-15,2,1926.4,11983.7,1,0.1
"15%1","New York",2020-08-15,2,2185.5,10138.1,1,0.15
"20%1","New York",2020-08-15,2,2476.9,8819.5,1,0.2
"25%1","New York",2020-08-15,2,2776.25,7785.75000000001,1,0.25
"30%1","New York",2020-08-15,2,3119.5,6921.1,1,0.3
"35%1","New York",2020-08-15,2,3450.15,6233.2,1,0.35
"40%1","New York",2020-08-15,2,3794.9,5674.9,1,0.4
"45%1","New York",2020-08-15,2,4222.25,5132.4,0,0.45
"1%2","New York",2020-08-15,3,1402.99,22544.48,1,0.01
"2.5%2","New York",2020-08-15,3,1491,18248.125,1,0.025
"5%2","New York",2020-08-15,3,1627.7,15354.85,1,0.05
"10%2","New York",2020-08-15,3,1871,11916.8,1,0.1
"15%2","New York",2020-08-15,3,2151,10011.5,1,0.15
"20%2","New York",2020-08-15,3,2415.6,8698,1,0.2
"25%2","New York",2020-08-15,3,2746,7761.5,1,0.25
"30%2","New York",2020-08-15,3,3082,6922.1,1,0.3
"35%2","New York",2020-08-15,3,3461,6233.05,1,0.35
"40%2","New York",2020-08-15,3,3806,5606.4,1,0.4
"45%2","New York",2020-08-15,3,4181.55,5084,0,0.45
"1%3","New York",2020-08-15,4,1489.480000005,22851.490000005,1,0.01
"2.5%3","New York",2020-08-15,4,1564.475000005,18087.100000005,1,0.025
"5%3","New York",2020-08-15,4,1673.350000005,15475.600000005,1,0.05
"10%3","New York",2020-08-15,4,1920.400000005,12101.700000005,1,0.1
"15%3","New York",2020-08-15,4,2199.200000005,10313.600000005,1,0.15
"20%3","New York",2020-08-15,4,2466.100000005,8960.10000000501,1,0.2
"25%3","New York",2020-08-15,4,2782.500000005,7945.00000000501,1,0.25
"30%3","New York",2020-08-15,4,3127.500000005,7095.800000005,1,0.3
"35%3","New York",2020-08-15,4,3455.150000005,6328.200000005,1,0.35
"40%3","New York",2020-08-15,4,3828.900000005,5751.900000005,1,0.4
"45%3","New York",2020-08-15,4,4201.600000005,5147.400000005,1,0.45
"1%4","New York",2020-08-22,1,1018.99,16576.15,1,0.01
"2.5%4","New York",2020-08-22,1,1141,13672.025,1,0.025
"5%4","New York",2020-08-22,1,1291.85,11672.25,1,0.05
"10%4","New York",2020-08-22,1,1639.9,9368.6,1,0.1
"15%4","New York",2020-08-22,1,1916.7,8225.75,1,0.15
"20%4","New York",2020-08-22,1,2191.6,7306,1,0.2
"25%4","New York",2020-08-22,1,2467.5,6567,1,0.25
"30%4","New York",2020-08-22,1,2735,5948.6,1,0.3
"35%4","New York",2020-08-22,1,3000,5400,1,0.35
"40%4","New York",2020-08-22,1,3351.6,4939.2,1,0.4
"45%4","New York",2020-08-22,1,3686.55,4447.9,1,0.45
"1%5","New York",2020-08-22,2,1302.490000005,19823.770000005,1,0.01
"2.5%5","New York",2020-08-22,2,1368.500000005,16069.900000005,1,0.025
"5%5","New York",2020-08-22,2,1462.450000005,13475.500000005,1,0.05
"10%5","New York",2020-08-22,2,1683.200000005,10418.600000005,1,0.1
"15%5","New York",2020-08-22,2,1880.500000005,8885.250000005,1,0.15
"20%5","New York",2020-08-22,2,2122.100000005,7816.500000005,1,0.2
"25%5","New York",2020-08-22,2,2397.250000005,6933.500000005,1,0.25
"30%5","New York",2020-08-22,2,2675.500000005,6116.200000005,1,0.3
"35%5","New York",2020-08-22,2,2972.150000005,5493.95000000501,1,0.35
"40%5","New York",2020-08-22,2,3301.100000005,4922.900000005,0,0.4
"45%5","New York",2020-08-22,2,3640.500000005,4469.300000005,0,0.45
"1%6","New York",2020-08-22,3,1337.490000005,19546.610000005,1,0.01
"2.5%6","New York",2020-08-22,3,1407.375000005,16334.825000005,1,0.025
"5%6","New York",2020-08-22,3,1500.450000005,13724.050000005,1,0.05
"10%6","New York",2020-08-22,3,1693.400000005,10465.200000005,1,0.1
"15%6","New York",2020-08-22,3,1932.350000005,8839.550000005,1,0.15
"20%6","New York",2020-08-22,3,2155.300000005,7781.300000005,1,0.2
"25%6","New York",2020-08-22,3,2413.000000005,6875.750000005,1,0.25
"30%6","New York",2020-08-22,3,2703.600000005,6173.500000005,1,0.3
"35%6","New York",2020-08-22,3,2977.150000005,5432.200000005,1,0.35
"40%6","New York",2020-08-22,3,3296.700000005,4930.500000005,0,0.4
"45%6","New York",2020-08-22,3,3659.050000005,4455.950000005,0,0.45
"1%7","New York",2020-08-22,4,1203.000000005,19505.260000005,1,0.01
"2.5%7","New York",2020-08-22,4,1256.000000005,16417.125000005,1,0.025
"5%7","New York",2020-08-22,4,1358.950000005,13689.400000005,1,0.05
"10%7","New York",2020-08-22,4,1553.000000005,10803.300000005,1,0.1
"15%7","New York",2020-08-22,4,1793.000000005,9050.450000005,1,0.15
"20%7","New York",2020-08-22,4,2048.800000005,7775.800000005,1,0.2
"25%7","New York",2020-08-22,4,2330.750000005,6814.00000000501,1,0.25
"30%7","New York",2020-08-22,4,2632.400000005,6077.900000005,1,0.3
"35%7","New York",2020-08-22,4,2945.000000005,5449.050000005,0,0.35
"40%7","New York",2020-08-22,4,3240.000000005,4929.400000005,0,0.4
"45%7","New York",2020-08-22,4,3620.550000005,4466.900000005,0,0.45
"1%8","New York",2020-08-29,1,945.96,16426.36,1,0.01
"2.5%8","New York",2020-08-29,1,1070,13643.3,1,0.025
"5%8","New York",2020-08-29,1,1252,11328.05,1,0.05
"10%8","New York",2020-08-29,1,1538,9157.2,1,0.1
"15%8","New York",2020-08-29,1,1811.7,7959.3,1,0.15
"20%8","New York",2020-08-29,1,2076.6,6916.2,1,0.2
"25%8","New York",2020-08-29,1,2329,6192.25,1,0.25
"30%8","New York",2020-08-29,1,2620,5637.3,1,0.3
"35%8","New York",2020-08-29,1,2926.65,5163,0,0.35
"40%8","New York",2020-08-29,1,3253.2,4715.4,0,0.4
"45%8","New York",2020-08-29,1,3597.55,4316,0,0.45
"1%9","New York",2020-08-29,2,1099.99,19215.38,1,0.01
"2.5%9","New York",2020-08-29,2,1162.975,15972.05,1,0.025
"5%9","New York",2020-08-29,2,1265,13193.15,1,0.05
"10%9","New York",2020-08-29,2,1506.9,10230,1,0.1
"15%9","New York",2020-08-29,2,1748.85,8662.75,1,0.15
"20%9","New York",2020-08-29,2,2004.6,7483.8,1,0.2
"25%9","New York",2020-08-29,2,2256.75,6587.25,1,0.25
"30%9","New York",2020-08-29,2,2541.7,5852.2,1,0.3
"35%9","New York",2020-08-29,2,2826.65,5242.35,1,0.35
"40%9","New York",2020-08-29,2,3193,4775.2,0,0.4
"45%9","New York",2020-08-29,2,3540.55,4363.15,0,0.45
"1%10","New York",2020-08-29,3,1376.000000005,18873.260000005,1,0.01
"2.5%10","New York",2020-08-29,3,1442.950000005,15826.550000005,1,0.025
"5%10","New York",2020-08-29,3,1540.950000005,12661.250000005,1,0.05
"10%10","New York",2020-08-29,3,1743.900000005,9936.000000005,1,0.1
"15%10","New York",2020-08-29,3,1946.850000005,8363.750000005,1,0.15
"20%10","New York",2020-08-29,3,2158.600000005,7368.000000005,1,0.2
"25%10","New York",2020-08-29,3,2404.750000005,6477.250000005,1,0.25
"30%10","New York",2020-08-29,3,2661.700000005,5859.000000005,1,0.3
"35%10","New York",2020-08-29,3,2939.650000005,5254.700000005,0,0.35
"40%10","New York",2020-08-29,3,3259.200000005,4770.400000005,0,0.4
"45%10","New York",2020-08-29,3,3572.300000005,4322.900000005,0,0.45
"1%11","New York",2020-08-29,4,1239.480000005,20250.650000005,1,0.01
"2.5%11","New York",2020-08-29,4,1297.475000005,16567.125000005,1,0.025
"5%11","New York",2020-08-29,4,1399.450000005,13526.200000005,1,0.05
"10%11","New York",2020-08-29,4,1587.300000005,10421.700000005,1,0.1
"15%11","New York",2020-08-29,4,1839.350000005,8777.650000005,1,0.15
"20%11","New York",2020-08-29,4,2061.300000005,7655.100000005,1,0.2
"25%11","New York",2020-08-29,4,2302.000000005,6728.000000005,1,0.25
"30%11","New York",2020-08-29,4,2582.200000005,6037.500000005,1,0.3
"35%11","New York",2020-08-29,4,2872.150000005,5411.850000005,0,0.35
"40%11","New York",2020-08-29,4,3196.900000005,4827.500000005,0,0.4
"45%11","New York",2020-08-29,4,3553.500000005,4382.750000005,0,0.45
"1%12","New York",2020-09-05,1,1202.99,18215.1,1,0.01
"2.5%12","New York",2020-09-05,1,1343.95,15579.225,1,0.025
"5%12","New York",2020-09-05,1,1579.95,13416.1,1,0.05
"10%12","New York",2020-09-05,1,1935,10800,1,0.1
"15%12","New York",2020-09-05,1,2265.85,9379.9,1,0.15
"20%12","New York",2020-09-05,1,2598.6,8275.4,1,0.2
"25%12","New York",2020-09-05,1,2895.75,7408.75,1,0.25
"30%12","New York",2020-09-05,1,3192.4,6708.6,1,0.3
"35%12","New York",2020-09-05,1,3508.6,6118.7,1,0.35
"40%12","New York",2020-09-05,1,3881,5643.4,1,0.4
"45%12","New York",2020-09-05,1,4224.55,5158.45,1,0.45
"1%13","New York",2020-09-05,2,1519,22243.98,1,0.01
"2.5%13","New York",2020-09-05,2,1612,18040.125,1,0.025
"5%13","New York",2020-09-05,2,1742,15013.1,1,0.05
"10%13","New York",2020-09-05,2,2022.9,12176.3,1,0.1
"15%13","New York",2020-09-05,2,2267.85,10219.15,1,0.15
"20%13","New York",2020-09-05,2,2547,8822.2,1,0.2
"25%13","New York",2020-09-05,2,2850,7798.75,1,0.25
"30%13","New York",2020-09-05,2,3154.7,6986.3,1,0.3
"35%13","New York",2020-09-05,2,3493.3,6316.05,1,0.35
"40%13","New York",2020-09-05,2,3891.6,5728.2,1,0.4
"45%13","New York",2020-09-05,2,4303,5182,0,0.45
"1%14","New York",2020-09-05,3,1484.98,23325.18,1,0.01
"2.5%14","New York",2020-09-05,3,1555.975,19091.3,1,0.025
"5%14","New York",2020-09-05,3,1670.95,15595.5,1,0.05
"10%14","New York",2020-09-05,3,1949.8,12344.4,1,0.1
"15%14","New York",2020-09-05,3,2241,10457.7,1,0.15
"20%14","New York",2020-09-05,3,2522.8,9108.2,1,0.2
"25%14","New York",2020-09-05,3,2838.5,7982.25,1,0.25
"30%14","New York",2020-09-05,3,3137.7,7159.6,1,0.3
"35%14","New York",2020-09-05,3,3510.65,6507.7,1,0.35
"40%14","New York",2020-09-05,3,3905.6,5870,0,0.4
"45%14","New York",2020-09-05,3,4316.55,5292.6,0,0.45
"1%15","New York",2020-09-05,4,1653.99,23929.4,1,0.01
"2.5%15","New York",2020-09-05,4,1718.925,19522.575,1,0.025
"5%15","New York",2020-09-05,4,1840.95,15843.7,1,0.05
"10%15","New York",2020-09-05,4,2108.9,12385.4,1,0.1
"15%15","New York",2020-09-05,4,2376.7,10295.2,1,0.15
"20%15","New York",2020-09-05,4,2662.8,8974.2,1,0.2
"25%15","New York",2020-09-05,4,2986.75,8007,0,0.25
"30%15","New York",2020-09-05,4,3286,7126,0,0.3
"35%15","New York",2020-09-05,4,3610.65,6481.7,0,0.35
"40%15","New York",2020-09-05,4,3983.6,5865.4,0,0.4
"45%15","New York",2020-09-05,4,4401,5306.45,0,0.45
"1%16","New York",2020-09-12,1,1117.989999995,18625.029999995,1,0.01
"2.5%16","New York",2020-09-12,1,1334.974999995,15732.624999995,1,0.025
"5%16","New York",2020-09-12,1,1579.949999995,13397.099999995,1,0.05
"10%16","New York",2020-09-12,1,1951.699999995,10918.499999995,1,0.1
"15%16","New York",2020-09-12,1,2278.999999995,9527.94999999501,1,0.15
"20%16","New York",2020-09-12,1,2626.599999995,8518.999999995,1,0.2
"25%16","New York",2020-09-12,1,2966.499999995,7636.749999995,1,0.25
"30%16","New York",2020-09-12,1,3342.999999995,6971.299999995,1,0.3
"35%16","New York",2020-09-12,1,3739.299999995,6383.999999995,1,0.35
"40%16","New York",2020-09-12,1,4109.199999995,5851.399999995,1,0.4
"45%16","New York",2020-09-12,1,4511.999999995,5354.899999995,0,0.45
"1%17","New York",2020-09-12,2,1497.999999995,23873.049999995,1,0.01
"2.5%17","New York",2020-09-12,2,1581.999999995,19538.999999995,1,0.025
"5%17","New York",2020-09-12,2,1716.849999995,16123.999999995,1,0.05
"10%17","New York",2020-09-12,2,1962.799999995,12793.399999995,1,0.1
"15%17","New York",2020-09-12,2,2256.699999995,10572.299999995,1,0.15
"20%17","New York",2020-09-12,2,2537.799999995,9275.399999995,1,0.2
"25%17","New York",2020-09-12,2,2847.999999995,8152.49999999501,1,0.25
"30%17","New York",2020-09-12,2,3219.399999995,7324.299999995,1,0.3
"35%17","New York",2020-09-12,2,3561.999999995,6546.749999995,1,0.35
"40%17","New York",2020-09-12,2,3971.199999995,5954.599999995,1,0.4
"45%17","New York",2020-09-12,2,4423.099999995,5383.349999995,0,0.45
"1%18","New York",2020-09-12,3,1559.999999995,24224.419999995,1,0.01
"2.5%18","New York",2020-09-12,3,1631.974999995,19705.299999995,1,0.025
"5%18","New York",2020-09-12,3,1746.849999995,16299.099999995,1,0.05
"10%18","New York",2020-09-12,3,2019.899999995,12856.099999995,1,0.1
"15%18","New York",2020-09-12,3,2321.849999995,10861.199999995,1,0.15
"20%18","New York",2020-09-12,3,2600.599999995,9385.999999995,1,0.2
"25%18","New York",2020-09-12,3,2925.749999995,8331.749999995,0,0.25
"30%18","New York",2020-09-12,3,3236.699999995,7389.999999995,0,0.3
"35%18","New York",2020-09-12,3,3599.649999995,6665.999999995,0,0.35
"40%18","New York",2020-09-12,3,3998.999999995,6027.399999995,0,0.4
"45%18","New York",2020-09-12,3,4451.549999995,5472.449999995,0,0.45
"1%19","New York",2020-09-12,4,1461.99999999,24869.53999999,1,0.01
"2.5%19","New York",2020-09-12,4,1539.99999999,20084.44999999,1,0.025
"5%19","New York",2020-09-12,4,1664.99999999,16412.14999999,1,0.05
"10%19","New York",2020-09-12,4,1913.79999999,12811.29999999,1,0.1
"15%19","New York",2020-09-12,4,2173.69999999,10583.14999999,1,0.15
"20%19","New York",2020-09-12,4,2485.79999999,9174.59999999,0,0.2
"25%19","New York",2020-09-12,4,2793.49999999,8189.49999999,0,0.25
"30%19","New York",2020-09-12,4,3164.69999999,7262.59999999,0,0.3
"35%19","New York",2020-09-12,4,3560.64999999,6558.34999999,0,0.35
"40%19","New York",2020-09-12,4,3969.79999999,5934.19999999,0,0.4
"45%19","New York",2020-09-12,4,4396.64999999,5419.44999999,0,0.45
"1%20","New York",2020-09-19,1,1314.49,21615.84,1,0.01
"2.5%20","New York",2020-09-19,1,1508.3,17411.6,1,0.025
"5%20","New York",2020-09-19,1,1746.4,14746.8,1,0.05
