"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","Florida",2020-08-15,1,10531.91,98953.7500000002,1,0.01
"2.5%","Florida",2020-08-15,1,13006.175,84956.2249999999,1,0.025
"5%","Florida",2020-08-15,1,15153.55,73925.5,1,0.05
"10%","Florida",2020-08-15,1,18642,63714,1,0.1
"15%","Florida",2020-08-15,1,21325.7,57818.45,1,0.15
"20%","Florida",2020-08-15,1,23726.2,53047.2,1,0.2
"25%","Florida",2020-08-15,1,25930,49550.5,1,0.25
"30%","Florida",2020-08-15,1,27786.7,46217.5,1,0.3
"35%","Florida",2020-08-15,1,29856.25,43303.9,0,0.35
"40%","Florida",2020-08-15,1,31886.2,40781.8,0,0.4
"45%","Florida",2020-08-15,1,33952.8,38185,0,0.45
"1%1","Florida",2020-08-15,2,9234.48,138140.86,1,0.01
"2.5%1","Florida",2020-08-15,2,9718.325,118499.525,1,0.025
"5%1","Florida",2020-08-15,2,10629.2,97701.5,1,0.05
"10%1","Florida",2020-08-15,2,12519.3,76038.5,1,0.1
"15%1","Florida",2020-08-15,2,14240.9,65554,1,0.15
"20%1","Florida",2020-08-15,2,16084.9,56656.9,1,0.2
"25%1","Florida",2020-08-15,2,18127.25,50358,1,0.25
"30%1","Florida",2020-08-15,2,20268.3,45076,1,0.3
"35%1","Florida",2020-08-15,2,22320.85,40709.2,0,0.35
"40%1","Florida",2020-08-15,2,24686.7,36906.9,0,0.4
"45%1","Florida",2020-08-15,2,27407.5,33391.85,0,0.45
"1%2","Florida",2020-08-15,3,8515.99,133692.38,1,0.01
"2.5%2","Florida",2020-08-15,3,8909.95,106391.375,1,0.025
"5%2","Florida",2020-08-15,3,9461.95,88032.65,1,0.05
"10%2","Florida",2020-08-15,3,10740.9,69007.1,1,0.1
"15%2","Florida",2020-08-15,3,11998.65,58558.65,1,0.15
"20%2","Florida",2020-08-15,3,13691,50834,1,0.2
"25%2","Florida",2020-08-15,3,15288.5,44459.25,1,0.25
"30%2","Florida",2020-08-15,3,17030.4,40093.9,1,0.3
"35%2","Florida",2020-08-15,3,18871.3,35709,1,0.35
"40%2","Florida",2020-08-15,3,21099.4,32054.4,1,0.4
"45%2","Florida",2020-08-15,3,23386.75,28580.7,1,0.45
"1%3","Florida",2020-08-15,4,7299.99,109821.7,1,0.01
"2.5%3","Florida",2020-08-15,4,7611.825,87513.325,1,0.025
"5%3","Florida",2020-08-15,4,8182.7,74053.45,1,0.05
"10%3","Florida",2020-08-15,4,9276.9,58025.7,1,0.1
"15%3","Florida",2020-08-15,4,10607.4,49417.35,1,0.15
"20%3","Florida",2020-08-15,4,11965.6,43296.2,1,0.2
"25%3","Florida",2020-08-15,4,13348,38083.5,1,0.25
"30%3","Florida",2020-08-15,4,14925.4,33880.9,1,0.3
"35%3","Florida",2020-08-15,4,16516.95,29985.75,1,0.35
"40%3","Florida",2020-08-15,4,18206.4,26989.8,0,0.4
"45%3","Florida",2020-08-15,4,20120.6,24289.75,0,0.45
"1%4","Florida",2020-08-22,1,5830.13,53891.84,1,0.01
"2.5%4","Florida",2020-08-22,1,7331.425,48468.1249999999,1,0.025
"5%4","Florida",2020-08-22,1,8496.25,43009.35,1,0.05
"10%4","Florida",2020-08-22,1,10536.6,36581.9,1,0.1
"15%4","Florida",2020-08-22,1,12181.2,33076.3,1,0.15
"20%4","Florida",2020-08-22,1,13620.3,30529.7,1,0.2
"25%4","Florida",2020-08-22,1,14830.75,28639.5,1,0.25
"30%4","Florida",2020-08-22,1,16068.3,26808.1,1,0.3
"35%4","Florida",2020-08-22,1,17124.8,25104.85,1,0.35
"40%4","Florida",2020-08-22,1,18288.7,23605.5,1,0.4
"45%4","Florida",2020-08-22,1,19568.5,22119.85,1,0.45
"1%5","Florida",2020-08-22,2,4453.42,67831.73,1,0.01
"2.5%5","Florida",2020-08-22,2,4763.4,54963.6,1,0.025
"5%5","Florida",2020-08-22,2,5198.05,45362.9,1,0.05
"10%5","Florida",2020-08-22,2,6095,36622.2,1,0.1
"15%5","Florida",2020-08-22,2,6914.6,31762.5,1,0.15
"20%5","Florida",2020-08-22,2,7947.1,28021.5,1,0.2
"25%5","Florida",2020-08-22,2,8896.75,24701.5,0,0.25
"30%5","Florida",2020-08-22,2,9892.6,22172.2,0,0.3
"35%5","Florida",2020-08-22,2,10985.15,19937.25,0,0.35
"40%5","Florida",2020-08-22,2,12158.7,17989.9,0,0.4
"45%5","Florida",2020-08-22,2,13261.8,16404.5,0,0.45
"1%6","Florida",2020-08-22,3,3034.44,47594.05,1,0.01
"2.5%6","Florida",2020-08-22,3,3158.5,38672.8,1,0.025
"5%6","Florida",2020-08-22,3,3386.35,32249.7,1,0.05
"10%6","Florida",2020-08-22,3,3931.5,25141.4,1,0.1
"15%6","Florida",2020-08-22,3,4504.5,21110.7,1,0.15
"20%6","Florida",2020-08-22,3,5031.3,18430.5,1,0.2
"25%6","Florida",2020-08-22,3,5651,16359.5,0,0.25
"30%6","Florida",2020-08-22,3,6424.6,14610.3,0,0.3
"35%6","Florida",2020-08-22,3,7154.15,13003.4,0,0.35
"40%6","Florida",2020-08-22,3,7977.3,11712.9,0,0.4
"45%6","Florida",2020-08-22,3,8741.6,10627.65,0,0.45
"1%7","Florida",2020-08-22,4,1485.49,24594.02,1,0.01
"2.5%7","Florida",2020-08-22,4,1566.5,21003.275,1,0.025
"5%7","Florida",2020-08-22,4,1695.5,17619.65,0,0.05
"10%7","Florida",2020-08-22,4,1980.5,13708.8,0,0.1
"15%7","Florida",2020-08-22,4,2288.5,11551.8,0,0.15
"20%7","Florida",2020-08-22,4,2644.5,10049.9,0,0.2
"25%7","Florida",2020-08-22,4,3020,8960,0,0.25
"30%7","Florida",2020-08-22,4,3387.9,7946.7,0,0.3
"35%7","Florida",2020-08-22,4,3782.05,7019.25,0,0.35
"40%7","Florida",2020-08-22,4,4264.9,6375.9,0,0.4
"45%7","Florida",2020-08-22,4,4725.05,5811.1,0,0.45
"1%8","Florida",2020-08-29,1,4432.98,40352.28,1,0.01
"2.5%8","Florida",2020-08-29,1,5363.875,35048.35,1,0.025
"5%8","Florida",2020-08-29,1,6363.7,31418.1,1,0.05
"10%8","Florida",2020-08-29,1,7864,26896.2,1,0.1
"15%8","Florida",2020-08-29,1,8970.7,24453.3,0,0.15
"20%8","Florida",2020-08-29,1,10002.4,22610.8,0,0.2
"25%8","Florida",2020-08-29,1,10895,21000.5,0,0.25
"30%8","Florida",2020-08-29,1,11715.7,19409.9,0,0.3
"35%8","Florida",2020-08-29,1,12618.9,18315.05,0,0.35
"40%8","Florida",2020-08-29,1,13443.8,17190,0,0.4
"45%8","Florida",2020-08-29,1,14303.65,16266.25,0,0.45
"1%9","Florida",2020-08-29,2,2950.99,46363.15,1,0.01
"2.5%9","Florida",2020-08-29,2,3161.925,38748.475,1,0.025
"5%9","Florida",2020-08-29,2,3481.75,32631.7,1,0.05
"10%9","Florida",2020-08-29,2,4094,25868.6,1,0.1
"15%9","Florida",2020-08-29,2,4761.55,22176.1,1,0.15
"20%9","Florida",2020-08-29,2,5381.8,19184.2,1,0.2
"25%9","Florida",2020-08-29,2,6037.5,17049.25,0,0.25
"30%9","Florida",2020-08-29,2,6708,15154.9,0,0.3
"35%9","Florida",2020-08-29,2,7473.3,13574.7,0,0.35
"40%9","Florida",2020-08-29,2,8252.6,12249.8,0,0.4
"45%9","Florida",2020-08-29,2,9078.55,11071.1,0,0.45
"1%10","Florida",2020-08-29,3,1733.49,28495.08,1,0.01
"2.5%10","Florida",2020-08-29,3,1827.475,22741.625,1,0.025
"5%10","Florida",2020-08-29,3,1983.5,18935.65,0,0.05
"10%10","Florida",2020-08-29,3,2278.5,14667.1,0,0.1
"15%10","Florida",2020-08-29,3,2617.5,12353.4,0,0.15
"20%10","Florida",2020-08-29,3,2970.5,10785.3,0,0.2
"25%10","Florida",2020-08-29,3,3307.25,9531.00000000001,0,0.25
"30%10","Florida",2020-08-29,3,3677,8592.8,0,0.3
"35%10","Florida",2020-08-29,3,4103.15,7713.55,0,0.35
"40%10","Florida",2020-08-29,3,4590.5,7026.1,0,0.4
"45%10","Florida",2020-08-29,3,5135.05,6223.95,0,0.45
"1%11","Florida",2020-08-29,4,587.99,9166.43000000001,0,0.01
"2.5%11","Florida",2020-08-29,4,616,7669.175,0,0.025
"5%11","Florida",2020-08-29,4,654.95,6387.2,0,0.05
"10%11","Florida",2020-08-29,4,743.9,4957.1,0,0.1
"15%11","Florida",2020-08-29,4,851.85,4224.45,0,0.15
"20%11","Florida",2020-08-29,4,970,3659,0,0.2
"25%11","Florida",2020-08-29,4,1094.75,3229,0,0.25
"30%11","Florida",2020-08-29,4,1218,2897,0,0.3
"35%11","Florida",2020-08-29,4,1365,2601.35,0,0.35
"40%11","Florida",2020-08-29,4,1530.6,2359,0,0.4
"45%11","Florida",2020-08-29,4,1713,2119.45,0,0.45
"1%12","Florida",2020-09-05,1,6883.9,61646.1000000001,1,0.01
"2.5%12","Florida",2020-09-05,1,8550.125,53797.35,1,0.025
"5%12","Florida",2020-09-05,1,10031.8,48264.65,1,0.05
"10%12","Florida",2020-09-05,1,12111.8,41976.7,1,0.1
"15%12","Florida",2020-09-05,1,13935.4,37743.6,1,0.15
"20%12","Florida",2020-09-05,1,15539.4,34450,1,0.2
