"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","Tennessee",2020-08-15,1,3812.85,21429,1,0.01
"2.5%","Tennessee",2020-08-15,1,4422,19228.5,1,0.025
"5%","Tennessee",2020-08-15,1,5206.95,17588.2,1,0.05
"10%","Tennessee",2020-08-15,1,6011.3,15832.6,1,0.1
"15%","Tennessee",2020-08-15,1,6713.85,14549.6,1,0.15
"20%","Tennessee",2020-08-15,1,7249.8,13643,1,0.2
"25%","Tennessee",2020-08-15,1,7767.5,12858.75,1,0.25
"30%","Tennessee",2020-08-15,1,8238.5,12179.7,1,0.3
"35%","Tennessee",2020-08-15,1,8744.65,11562,1,0.35
"40%","Tennessee",2020-08-15,1,9151,11062,1,0.4
"45%","Tennessee",2020-08-15,1,9612.1,10560.35,0,0.45
"1%1","Tennessee",2020-08-15,2,2655.91,24282.98,1,0.01
"2.5%1","Tennessee",2020-08-15,2,3258.925,21094.4,1,0.025
"5%1","Tennessee",2020-08-15,2,3782.9,18508,1,0.05
"10%1","Tennessee",2020-08-15,2,4579.7,15934.2,1,0.1
"15%1","Tennessee",2020-08-15,2,5218.4,14437,1,0.15
"20%1","Tennessee",2020-08-15,2,5811.2,13327.4,1,0.2
"25%1","Tennessee",2020-08-15,2,6327.75,12467.25,1,0.25
"30%1","Tennessee",2020-08-15,2,6863.7,11551.3,1,0.3
"35%1","Tennessee",2020-08-15,2,7332.65,10819.4,1,0.35
"40%1","Tennessee",2020-08-15,2,7887.2,10152.6,1,0.4
"45%1","Tennessee",2020-08-15,2,8379,9529.45,1,0.45
"1%2","Tennessee",2020-08-15,3,2028.37,21549.88,1,0.01
"2.5%2","Tennessee",2020-08-15,3,2591.45,18922.375,1,0.025
"5%2","Tennessee",2020-08-15,3,3166.4,16654.75,1,0.05
"10%2","Tennessee",2020-08-15,3,4047.8,14374,1,0.1
"15%2","Tennessee",2020-08-15,3,4562.45,13029.65,1,0.15
"20%2","Tennessee",2020-08-15,3,5117.9,11931.9,1,0.2
"25%2","Tennessee",2020-08-15,3,5639.25,11118.75,1,0.25
"30%2","Tennessee",2020-08-15,3,6131.2,10290.1,0,0.3
"35%2","Tennessee",2020-08-15,3,6590.1,9615.9,0,0.35
"40%2","Tennessee",2020-08-15,3,7029.1,9038.9,0,0.4
"45%2","Tennessee",2020-08-15,3,7495.6,8504.95,0,0.45
"1%3","Tennessee",2020-08-15,4,2335,36061.16,1,0.01
"2.5%3","Tennessee",2020-08-15,4,2458.85,28884.1,1,0.025
"5%3","Tennessee",2020-08-15,4,2632.9,23815.55,1,0.05
"10%3","Tennessee",2020-08-15,4,3040,18542,1,0.1
"15%3","Tennessee",2020-08-15,4,3446.7,15707.15,1,0.15
"20%3","Tennessee",2020-08-15,4,3865.8,13420.8,1,0.2
"25%3","Tennessee",2020-08-15,4,4307.75,12101.75,1,0.25
"30%3","Tennessee",2020-08-15,4,4807.5,10772.3,1,0.3
"35%3","Tennessee",2020-08-15,4,5324.6,9688.80000000001,1,0.35
"40%3","Tennessee",2020-08-15,4,5913.2,8839.2,1,0.4
"45%3","Tennessee",2020-08-15,4,6535.15,7989.45,1,0.45
"1%4","Tennessee",2020-08-22,1,3524.21,19713.89,1,0.01
"2.5%4","Tennessee",2020-08-22,1,4155.2,17688.65,1,0.025
"5%4","Tennessee",2020-08-22,1,4766.3,15997.55,1,0.05
"10%4","Tennessee",2020-08-22,1,5620,14197.2,1,0.1
"15%4","Tennessee",2020-08-22,1,6190.35,13180.55,1,0.15
"20%4","Tennessee",2020-08-22,1,6708.1,12353.9,1,0.2
"25%4","Tennessee",2020-08-22,1,7158.5,11624.75,1,0.25
"30%4","Tennessee",2020-08-22,1,7576.6,11030.8,1,0.3
"35%4","Tennessee",2020-08-22,1,7971.8,10504.5,1,0.35
"40%4","Tennessee",2020-08-22,1,8404.5,10044.9,1,0.4
"45%4","Tennessee",2020-08-22,1,8828.05,9601.85,1,0.45
"1%5","Tennessee",2020-08-22,2,2255.43,20888.83,1,0.01
"2.5%5","Tennessee",2020-08-22,2,2677.475,18424.8,1,0.025
"5%5","Tennessee",2020-08-22,2,3228.35,16317.7,1,0.05
"10%5","Tennessee",2020-08-22,2,4096.2,14354.9,1,0.1
"15%5","Tennessee",2020-08-22,2,4702.2,12999.3,1,0.15
"20%5","Tennessee",2020-08-22,2,5210.7,11839.5,1,0.2
"25%5","Tennessee",2020-08-22,2,5702.75,10973.5,1,0.25
"30%5","Tennessee",2020-08-22,2,6149.2,10241.1,0,0.3
