"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","Oregon",2020-08-15,1,836.46,3773.57,1,0.01
"2.5%","Oregon",2020-08-15,1,966.5,3390.7,1,0.025
"5%","Oregon",2020-08-15,1,1091.5,3123.55,1,0.05
"10%","Oregon",2020-08-15,1,1234.5,2847.6,1,0.1
"15%","Oregon",2020-08-15,1,1356.35,2656.65,1,0.15
"20%","Oregon",2020-08-15,1,1456.5,2513.7,1,0.2
"25%","Oregon",2020-08-15,1,1551.5,2400.75,1,0.25
"30%","Oregon",2020-08-15,1,1637.5,2281.5,1,0.3
"35%","Oregon",2020-08-15,1,1714.5,2190.5,0,0.35
"40%","Oregon",2020-08-15,1,1791.5,2103.5,0,0.4
"45%","Oregon",2020-08-15,1,1867.5,2023.5,0,0.45
"1%1","Oregon",2020-08-15,2,526.98,5097.07,1,0.01
"2.5%1","Oregon",2020-08-15,2,643.9,4335.325,1,0.025
"5%1","Oregon",2020-08-15,2,769,3927.05,1,0.05
"10%1","Oregon",2020-08-15,2,958,3418.1,1,0.1
"15%1","Oregon",2020-08-15,2,1087,3054.15,1,0.15
"20%1","Oregon",2020-08-15,2,1219,2803.2,1,0.2
"25%1","Oregon",2020-08-15,2,1333,2619,1,0.25
"30%1","Oregon",2020-08-15,2,1446.7,2439.3,1,0.3
"35%1","Oregon",2020-08-15,2,1544,2274.35,1,0.35
"40%1","Oregon",2020-08-15,2,1647.6,2125.4,0,0.4
"45%1","Oregon",2020-08-15,2,1755,1986,0,0.45
"1%2","Oregon",2020-08-15,3,415.98,6332.16,1,0.01
"2.5%2","Oregon",2020-08-15,3,495.975,5374.37499999999,1,0.025
"5%2","Oregon",2020-08-15,3,616.9,4534.2,1,0.05
"10%2","Oregon",2020-08-15,3,772.9,3757.4,1,0.1
"15%2","Oregon",2020-08-15,3,912.7,3319.15,1,0.15
"20%2","Oregon",2020-08-15,3,1035,2977,1,0.2
"25%2","Oregon",2020-08-15,3,1163,2684.25,1,0.25
"30%2","Oregon",2020-08-15,3,1280,2482.3,1,0.3
"35%2","Oregon",2020-08-15,3,1413.65,2277.35,1,0.35
"40%2","Oregon",2020-08-15,3,1539,2112.4,1,0.4
"45%2","Oregon",2020-08-15,3,1671,1949.45,0,0.45
"1%3","Oregon",2020-08-15,4,498,7304.52000000001,1,0.01
"2.5%3","Oregon",2020-08-15,4,539.975,6190.025,1,0.025
"5%3","Oregon",2020-08-15,4,601,5299.15,1,0.05
"10%3","Oregon",2020-08-15,4,710,4198.6,1,0.1
"15%3","Oregon",2020-08-15,4,834.85,3653.15,1,0.15
"20%3","Oregon",2020-08-15,4,957.8,3173.2,1,0.2
"25%3","Oregon",2020-08-15,4,1069,2856.25,1,0.25
"30%3","Oregon",2020-08-15,4,1194,2553.9,1,0.3
"35%3","Oregon",2020-08-15,4,1325,2297.7,0,0.35
"40%3","Oregon",2020-08-15,4,1453.6,2086.8,0,0.4
"45%3","Oregon",2020-08-15,4,1592,1904,0,0.45
"1%4","Oregon",2020-08-22,1,695.96,3075.01,1,0.01
"2.5%4","Oregon",2020-08-22,1,810.95,2797.025,1,0.025
"5%4","Oregon",2020-08-22,1,921.95,2574.05,1,0.05
"10%4","Oregon",2020-08-22,1,1061.8,2335.1,1,0.1
"15%4","Oregon",2020-08-22,1,1154,2186,1,0.15
"20%4","Oregon",2020-08-22,1,1229,2070,1,0.2
"25%4","Oregon",2020-08-22,1,1303,1972,1,0.25
"30%4","Oregon",2020-08-22,1,1366,1893,1,0.3
"35%4","Oregon",2020-08-22,1,1427,1818,1,0.35
"40%4","Oregon",2020-08-22,1,1490,1753,1,0.4
"45%4","Oregon",2020-08-22,1,1556,1682,1,0.45
"1%5","Oregon",2020-08-22,2,399.99,3931.01,1,0.01
"2.5%5","Oregon",2020-08-22,2,510.975,3442.25,1,0.025
"5%5","Oregon",2020-08-22,2,619.95,3085.05,1,0.05
"10%5","Oregon",2020-08-22,2,764.9,2678,1,0.1
"15%5","Oregon",2020-08-22,2,881,2422,1,0.15
"20%5","Oregon",2020-08-22,2,977.8,2241,1,0.2
"25%5","Oregon",2020-08-22,2,1069.75,2078,1,0.25
"30%5","Oregon",2020-08-22,2,1169.7,1932,1,0.3
"35%5","Oregon",2020-08-22,2,1249,1813,1,0.35
"40%5","Oregon",2020-08-22,2,1338,1701,1,0.4
"45%5","Oregon",2020-08-22,2,1428.55,1603,1,0.45
"1%6","Oregon",2020-08-22,3,336.99,4763.11,1,0.01
"2.5%6","Oregon",2020-08-22,3,398.975,4065.075,1,0.025
"5%6","Oregon",2020-08-22,3,483.95,3517.3,1,0.05
"10%6","Oregon",2020-08-22,3,609,2957.2,1,0.1
"15%6","Oregon",2020-08-22,3,716,2579.6,1,0.15
"20%6","Oregon",2020-08-22,3,809.8,2329,1,0.2
"25%6","Oregon",2020-08-22,3,896,2122.25,1,0.25
"30%6","Oregon",2020-08-22,3,989,1956,1,0.3
"35%6","Oregon",2020-08-22,3,1104.65,1797,1,0.35
"40%6","Oregon",2020-08-22,3,1209.6,1651,1,0.4
"45%6","Oregon",2020-08-22,3,1314.55,1538,0,0.45
"1%7","Oregon",2020-08-22,4,334.5,6081.22000000002,1,0.01
"2.5%7","Oregon",2020-08-22,4,368.5,4722.94999999999,1,0.025
"5%7","Oregon",2020-08-22,4,422.5,4065.7,1,0.05
"10%7","Oregon",2020-08-22,4,513.5,3256.7,1,0.1
"15%7","Oregon",2020-08-22,4,604.5,2797.8,1,0.15
"20%7","Oregon",2020-08-22,4,698.5,2449.7,1,0.2
"25%7","Oregon",2020-08-22,4,792.5,2194.75,1,0.25
"30%7","Oregon",2020-08-22,4,885.5,1983.1,1,0.3
"35%7","Oregon",2020-08-22,4,993.8,1799.5,1,0.35
"40%7","Oregon",2020-08-22,4,1109.5,1632.5,1,0.4
