"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","Ohio",2020-08-15,1,3187.44,14482.79,1,0.01
"2.5%","Ohio",2020-08-15,1,3671.4,13213.775,1,0.025
"5%","Ohio",2020-08-15,1,4192.2,12170.55,1,0.05
"10%","Ohio",2020-08-15,1,4752.3,10848.3,1,0.1
"15%","Ohio",2020-08-15,1,5210.75,10076.95,1,0.15
"20%","Ohio",2020-08-15,1,5565.3,9509.5,1,0.2
"25%","Ohio",2020-08-15,1,5875.25,9046.75,1,0.25
"30%","Ohio",2020-08-15,1,6195.5,8639.4,1,0.3
"35%","Ohio",2020-08-15,1,6491.15,8263.9,0,0.35
"40%","Ohio",2020-08-15,1,6776.9,7944.9,0,0.4
"45%","Ohio",2020-08-15,1,7057.5,7643.4,0,0.45
"1%1","Ohio",2020-08-15,2,2236.93,16621.42,1,0.01
"2.5%1","Ohio",2020-08-15,2,2799.975,14706.025,1,0.025
"5%1","Ohio",2020-08-15,2,3267.95,13118.15,1,0.05
"10%1","Ohio",2020-08-15,2,3904.5,11685.1,1,0.1
"15%1","Ohio",2020-08-15,2,4390.85,10752.15,1,0.15
"20%1","Ohio",2020-08-15,2,4866,9984.6,1,0.2
"25%1","Ohio",2020-08-15,2,5242,9354,1,0.25
"30%1","Ohio",2020-08-15,2,5599.4,8828.3,1,0.3
"35%1","Ohio",2020-08-15,2,5927,8331.05,1,0.35
"40%1","Ohio",2020-08-15,2,6255,7908,1,0.4
"45%1","Ohio",2020-08-15,2,6631.1,7496.9,1,0.45
"1%2","Ohio",2020-08-15,3,2044.49,17172.25,1,0.01
"2.5%2","Ohio",2020-08-15,3,2483.15,15196.725,1,0.025
"5%2","Ohio",2020-08-15,3,2944.35,13491.55,1,0.05
"10%2","Ohio",2020-08-15,3,3589.3,11766.9,1,0.1
"15%2","Ohio",2020-08-15,3,4055.5,10483.25,1,0.15
"20%2","Ohio",2020-08-15,3,4470.3,9735.9,1,0.2
"25%2","Ohio",2020-08-15,3,4854,9158.75,1,0.25
"30%2","Ohio",2020-08-15,3,5261.2,8597.1,1,0.3
"35%2","Ohio",2020-08-15,3,5648.4,8119.2,0,0.35
"40%2","Ohio",2020-08-15,3,6047.5,7637.7,0,0.4
"45%2","Ohio",2020-08-15,3,6378.05,7220.95,0,0.45
"1%3","Ohio",2020-08-15,4,2105.49,32039.21,1,0.01
"2.5%3","Ohio",2020-08-15,4,2226.45,25806.275,1,0.025
"5%3","Ohio",2020-08-15,4,2400.4,21679.65,1,0.05
"10%3","Ohio",2020-08-15,4,2714.2,17060.7,1,0.1
"15%3","Ohio",2020-08-15,4,3088.35,14431.75,1,0.15
"20%3","Ohio",2020-08-15,4,3486.5,12518.5,1,0.2
"25%3","Ohio",2020-08-15,4,3928.5,11142.25,1,0.25
"30%3","Ohio",2020-08-15,4,4412.2,9939,1,0.3
"35%3","Ohio",2020-08-15,4,4879.8,8919.2,1,0.35
"40%3","Ohio",2020-08-15,4,5417.1,8106.5,1,0.4
"45%3","Ohio",2020-08-15,4,6000.6,7282,1,0.45
"1%4","Ohio",2020-08-22,1,2641.9,11443.07,1,0.01
"2.5%4","Ohio",2020-08-22,1,3013.975,10487.375,1,0.025
"5%4","Ohio",2020-08-22,1,3407.8,9665,1,0.05
"10%4","Ohio",2020-08-22,1,3904,8735.1,1,0.1
"15%4","Ohio",2020-08-22,1,4242,8165.45,1,0.15
"20%4","Ohio",2020-08-22,1,4559.6,7693.4,1,0.2
"25%4","Ohio",2020-08-22,1,4828.75,7368.25,1,0.25
"30%4","Ohio",2020-08-22,1,5075,7026,0,0.3
"35%4","Ohio",2020-08-22,1,5325.65,6754.7,0,0.35
"40%4","Ohio",2020-08-22,1,5566.6,6513,0,0.4
"45%4","Ohio",2020-08-22,1,5796.55,6252.45,0,0.45
"1%5","Ohio",2020-08-22,2,1842.84,13035.71,1,0.01
"2.5%5","Ohio",2020-08-22,2,2201.875,11766.025,1,0.025
"5%5","Ohio",2020-08-22,2,2634.35,10556.35,1,0.05
"10%5","Ohio",2020-08-22,2,3169,9288,1,0.1
"15%5","Ohio",2020-08-22,2,3545.55,8505,1,0.15
"20%5","Ohio",2020-08-22,2,3875.8,7886.2,0,0.2
"25%5","Ohio",2020-08-22,2,4224,7401,0,0.25
"30%5","Ohio",2020-08-22,2,4525,6984,0,0.3
"35%5","Ohio",2020-08-22,2,4795.65,6598,0,0.35
"40%5","Ohio",2020-08-22,2,5075.6,6250.4,0,0.4
"45%5","Ohio",2020-08-22,2,5328,5898,0,0.45
"1%6","Ohio",2020-08-22,3,1604.38,13396.62,1,0.01
"2.5%6","Ohio",2020-08-22,3,1990.375,11924.825,1,0.025
"5%6","Ohio",2020-08-22,3,2306.45,10546.7,1,0.05
"10%6","Ohio",2020-08-22,3,2808.5,9088.6,1,0.1
"15%6","Ohio",2020-08-22,3,3145.35,8207.65,1,0.15
"20%6","Ohio",2020-08-22,3,3469.3,7580.9,1,0.2
"25%6","Ohio",2020-08-22,3,3772.75,7042.75,1,0.25
"30%6","Ohio",2020-08-22,3,4069.5,6619.1,0,0.3
"35%6","Ohio",2020-08-22,3,4396.15,6254.85,0,0.35
"40%6","Ohio",2020-08-22,3,4673.7,5906.9,0,0.4
"45%6","Ohio",2020-08-22,3,4970.6,5539.3,0,0.45
"1%7","Ohio",2020-08-22,4,1546.5,24097.46,1,0.01
"2.5%7","Ohio",2020-08-22,4,1628.5,19712.7,1,0.025
"5%7","Ohio",2020-08-22,4,1772.45,16299.5,1,0.05
"10%7","Ohio",2020-08-22,4,2030.4,12834.7,1,0.1
"15%7","Ohio",2020-08-22,4,2325.75,10799.7,1,0.15
"20%7","Ohio",2020-08-22,4,2602.5,9440.9,1,0.2
"25%7","Ohio",2020-08-22,4,2955.5,8397.5,1,0.25
"30%7","Ohio",2020-08-22,4,3314.5,7570.1,1,0.3
"35%7","Ohio",2020-08-22,4,3705.8,6805.85,0,0.35
"40%7","Ohio",2020-08-22,4,4090.5,6109.3,0,0.4
"45%7","Ohio",2020-08-22,4,4519.25,5500.5,0,0.45
"1%8","Ohio",2020-08-29,1,2994.72,13400.08,1,0.01
"2.5%8","Ohio",2020-08-29,1,3547.85,12191.35,1,0.025
"5%8","Ohio",2020-08-29,1,4016.75,11142.25,1,0.05
"10%8","Ohio",2020-08-29,1,4545.8,10142.2,1,0.1
"15%8","Ohio",2020-08-29,1,4938.7,9468,1,0.15
"20%8","Ohio",2020-08-29,1,5304.8,8978.6,1,0.2
"25%8","Ohio",2020-08-29,1,5610.25,8506,1,0.25
"30%8","Ohio",2020-08-29,1,5888.7,8121.5,0,0.3
"35%8","Ohio",2020-08-29,1,6163.3,7835.35,0,0.35
"40%8","Ohio",2020-08-29,1,6412,7560,0,0.4
"45%8","Ohio",2020-08-29,1,6688.55,7258,0,0.45
"1%9","Ohio",2020-08-29,2,2361.92,15976.34,1,0.01
"2.5%9","Ohio",2020-08-29,2,2725.925,14398.175,1,0.025
"5%9","Ohio",2020-08-29,2,3213.95,12811,1,0.05
"10%9","Ohio",2020-08-29,2,3822,11218.6,1,0.1
"15%9","Ohio",2020-08-29,2,4233,10267.15,1,0.15
"20%9","Ohio",2020-08-29,2,4641.6,9512.4,1,0.2
"25%9","Ohio",2020-08-29,2,5004,8895.25,1,0.25
"30%9","Ohio",2020-08-29,2,5348.4,8417.3,1,0.3
"35%9","Ohio",2020-08-29,2,5691.95,7966,1,0.35
"40%9","Ohio",2020-08-29,2,6083,7531.4,1,0.4
"45%9","Ohio",2020-08-29,2,6458.55,7160.45,1,0.45
"1%10","Ohio",2020-08-29,3,1958.36,16639.57,1,0.01
"2.5%10","Ohio",2020-08-29,3,2379.175,14705.55,1,0.025
"5%10","Ohio",2020-08-29,3,2873.2,13065.8,1,0.05
"10%10","Ohio",2020-08-29,3,3439.4,11387.7,1,0.1
"15%10","Ohio",2020-08-29,3,3954.2,10270.1,1,0.15
"20%10","Ohio",2020-08-29,3,4374.5,9414.1,1,0.2
"25%10","Ohio",2020-08-29,3,4771,8819,1,0.25
"30%10","Ohio",2020-08-29,3,5119.3,8296.7,1,0.3
"35%10","Ohio",2020-08-29,3,5468.5,7855.5,1,0.35
"40%10","Ohio",2020-08-29,3,5868.1,7430.5,1,0.4
"45%10","Ohio",2020-08-29,3,6239.05,7055.95,1,0.45
"1%11","Ohio",2020-08-29,4,1998.98,31860.95,1,0.01
"2.5%11","Ohio",2020-08-29,4,2111.9,25314.025,1,0.025
"5%11","Ohio",2020-08-29,4,2280,20930.25,1,0.05
"10%11","Ohio",2020-08-29,4,2607.8,16739.5,1,0.1
"15%11","Ohio",2020-08-29,4,2938.4,14195.75,1,0.15
"20%11","Ohio",2020-08-29,4,3309.8,12429.8,1,0.2
"25%11","Ohio",2020-08-29,4,3816.25,11071.75,1,0.25
"30%11","Ohio",2020-08-29,4,4254.4,9915,1,0.3
"35%11","Ohio",2020-08-29,4,4715,8945,1,0.35
"40%11","Ohio",2020-08-29,4,5290.2,8004.4,1,0.4
"45%11","Ohio",2020-08-29,4,5878,7253.45,1,0.45
"1%12","Ohio",2020-09-05,1,3871.49,16475.52,1,0.01
"2.5%12","Ohio",2020-09-05,1,4520.4,14909.775,1,0.025
"5%12","Ohio",2020-09-05,1,5122.2,13803.7,1,0.05
"10%12","Ohio",2020-09-05,1,5744.5,12560.7,1,0.1
"15%12","Ohio",2020-09-05,1,6237.35,11781.95,1,0.15
"20%12","Ohio",2020-09-05,1,6639.3,11187.7,1,0.2
"25%12","Ohio",2020-09-05,1,7055.5,10679.75,0,0.25
"30%12","Ohio",2020-09-05,1,7374.2,10246.8,0,0.3
"35%12","Ohio",2020-09-05,1,7768.45,9808.25,0,0.35
"40%12","Ohio",2020-09-05,1,8088.5,9444.5,0,0.4
"45%12","Ohio",2020-09-05,1,8431.6,9073.4,0,0.45
"1%13","Ohio",2020-09-05,2,2996.74,21001.23,1,0.01
"2.5%13","Ohio",2020-09-05,2,3747.85,18652.075,1,0.025
"5%13","Ohio",2020-09-05,2,4407,16724.55,1,0.05
"10%13","Ohio",2020-09-05,2,5187.9,14613.3,1,0.1
"15%13","Ohio",2020-09-05,2,5789.85,13392,1,0.15
"20%13","Ohio",2020-09-05,2,6278.8,12475.2,1,0.2
"25%13","Ohio",2020-09-05,2,6753,11711.25,1,0.25
"30%13","Ohio",2020-09-05,2,7160.4,11078.9,0,0.3
"35%13","Ohio",2020-09-05,2,7608,10455.7,0,0.35
"40%13","Ohio",2020-09-05,2,8051,9909,0,0.4
"45%13","Ohio",2020-09-05,2,8493.55,9409,0,0.45
