"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","Maine",2020-08-15,1,47,227.01,1,0.01
"2.5%","Maine",2020-08-15,1,55,203,1,0.025
"5%","Maine",2020-08-15,1,63,188,1,0.05
"10%","Maine",2020-08-15,1,72,171,0,0.1
"15%","Maine",2020-08-15,1,79,158.150000000001,0,0.15
"20%","Maine",2020-08-15,1,85,150,0,0.2
"25%","Maine",2020-08-15,1,90,142,0,0.25
"30%","Maine",2020-08-15,1,95,135,0,0.3
"35%","Maine",2020-08-15,1,100,129,0,0.35
"40%","Maine",2020-08-15,1,105,124,0,0.4
"45%","Maine",2020-08-15,1,109,119,0,0.45
"1%1","Maine",2020-08-15,2,32.99,270,1,0.01
"2.5%1","Maine",2020-08-15,2,40,240,1,0.025
"5%1","Maine",2020-08-15,2,49,214,1,0.05
"10%1","Maine",2020-08-15,2,60,186,1,0.1
"15%1","Maine",2020-08-15,2,68,170,0,0.15
"20%1","Maine",2020-08-15,2,75,157,0,0.2
"25%1","Maine",2020-08-15,2,82,146,0,0.25
"30%1","Maine",2020-08-15,2,88,137,0,0.3
"35%1","Maine",2020-08-15,2,93,130,0,0.35
"40%1","Maine",2020-08-15,2,99,124,0,0.4
"45%1","Maine",2020-08-15,2,105,117,0,0.45
"1%2","Maine",2020-08-15,3,33,276.01,1,0.01
"2.5%2","Maine",2020-08-15,3,39,239,1,0.025
"5%2","Maine",2020-08-15,3,47,215,1,0.05
"10%2","Maine",2020-08-15,3,59,187,1,0.1
"15%2","Maine",2020-08-15,3,66,169,1,0.15
"20%2","Maine",2020-08-15,3,73,157,1,0.2
"25%2","Maine",2020-08-15,3,79,147,1,0.25
"30%2","Maine",2020-08-15,3,85,137,0,0.3
"35%2","Maine",2020-08-15,3,92,129.350000000001,0,0.35
"40%2","Maine",2020-08-15,3,97,122,0,0.4
"45%2","Maine",2020-08-15,3,103,116,0,0.45
"1%3","Maine",2020-08-15,4,32,293,1,0.01
"2.5%3","Maine",2020-08-15,4,38,264,1,0.025
"5%3","Maine",2020-08-15,4,45,232,1,0.05
"10%3","Maine",2020-08-15,4,56,197,0,0.1
"15%3","Maine",2020-08-15,4,63,177,0,0.15
"20%3","Maine",2020-08-15,4,70,160,0,0.2
"25%3","Maine",2020-08-15,4,77,148,0,0.25
"30%3","Maine",2020-08-15,4,83,139,0,0.3
"35%3","Maine",2020-08-15,4,89,130,0,0.35
"40%3","Maine",2020-08-15,4,95,121,0,0.4
"45%3","Maine",2020-08-15,4,101,114,0,0.45
"1%4","Maine",2020-08-22,1,68,330,1,0.01
"2.5%4","Maine",2020-08-22,1,79,299,1,0.025
"5%4","Maine",2020-08-22,1,90,274,1,0.05
"10%4","Maine",2020-08-22,1,104.9,248,1,0.1
"15%4","Maine",2020-08-22,1,115,231,1,0.15
"20%4","Maine",2020-08-22,1,123,219,1,0.2
"25%4","Maine",2020-08-22,1,131,208,1,0.25
"30%4","Maine",2020-08-22,1,139,197,1,0.3
"35%4","Maine",2020-08-22,1,146,189,1,0.35
"40%4","Maine",2020-08-22,1,153,181,1,0.4
"45%4","Maine",2020-08-22,1,160,174,1,0.45
"1%5","Maine",2020-08-22,2,57,424,1,0.01
"2.5%5","Maine",2020-08-22,2,69,377.025,1,0.025
"5%5","Maine",2020-08-22,2,81,337.05,1,0.05
"10%5","Maine",2020-08-22,2,98,297,1,0.1
"15%5","Maine",2020-08-22,2,110,270,1,0.15
"20%5","Maine",2020-08-22,2,121,253,1,0.2
"25%5","Maine",2020-08-22,2,131,236,1,0.25
"30%5","Maine",2020-08-22,2,140,223,1,0.3
"35%5","Maine",2020-08-22,2,149,211,0,0.35
"40%5","Maine",2020-08-22,2,158,198,0,0.4
"45%5","Maine",2020-08-22,2,167,188,0,0.45
"1%6","Maine",2020-08-22,3,56,460,1,0.01
"2.5%6","Maine",2020-08-22,3,69,398.025,1,0.025
"5%6","Maine",2020-08-22,3,83,357,1,0.05
"10%6","Maine",2020-08-22,3,98,314,1,0.1
"15%6","Maine",2020-08-22,3,111,285.150000000001,1,0.15
"20%6","Maine",2020-08-22,3,123,263,1,0.2
"25%6","Maine",2020-08-22,3,133,246,1,0.25
"30%6","Maine",2020-08-22,3,143,233,1,0.3
"35%6","Maine",2020-08-22,3,154.65,220,1,0.35
"40%6","Maine",2020-08-22,3,164,208,1,0.4
"45%6","Maine",2020-08-22,3,174,196,0,0.45
"1%7","Maine",2020-08-22,4,44,533,1,0.01
"2.5%7","Maine",2020-08-22,4,57,455,1,0.025
"5%7","Maine",2020-08-22,4,69,402.05,1,0.05
"10%7","Maine",2020-08-22,4,90,348,1,0.1
"15%7","Maine",2020-08-22,4,105,311,1,0.15
"20%7","Maine",2020-08-22,4,116,289,1,0.2
"25%7","Maine",2020-08-22,4,129,267.25,1,0.25
"30%7","Maine",2020-08-22,4,141,249.3,1,0.3
"35%7","Maine",2020-08-22,4,152,231,1,0.35
"40%7","Maine",2020-08-22,4,165,217,1,0.4
"45%7","Maine",2020-08-22,4,177,203,1,0.45
"1%8","Maine",2020-08-29,1,90,410.01,1,0.01
"2.5%8","Maine",2020-08-29,1,105,379,1,0.025
"5%8","Maine",2020-08-29,1,119,347,1,0.05
