"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","Illinois",2020-08-15,1,3034.9,34481.02,1,0.01
"2.5%","Illinois",2020-08-15,1,3835.9,29083.025,1,0.025
"5%","Illinois",2020-08-15,1,4610.85,25668.05,1,0.05
"10%","Illinois",2020-08-15,1,5725.6,22005.7,1,0.1
"15%","Illinois",2020-08-15,1,6589.85,19731.45,1,0.15
"20%","Illinois",2020-08-15,1,7422.8,18059.6,1,0.2
"25%","Illinois",2020-08-15,1,8128.75,16610.25,1,0.25
"30%","Illinois",2020-08-15,1,8899,15457,1,0.3
"35%","Illinois",2020-08-15,1,9602.55,14332.8,1,0.35
"40%","Illinois",2020-08-15,1,10281,13418.2,0,0.4
"45%","Illinois",2020-08-15,1,10926,12500.7,0,0.45
"1%1","Illinois",2020-08-15,2,3792.93,54864.1700000001,1,0.01
"2.5%1","Illinois",2020-08-15,2,3998,45669.1499999999,1,0.025
"5%1","Illinois",2020-08-15,2,4265.9,37151.15,1,0.05
"10%1","Illinois",2020-08-15,2,4889.9,28861.4,1,0.1
"15%1","Illinois",2020-08-15,2,5488.85,24388.45,1,0.15
"20%1","Illinois",2020-08-15,2,6139,21210.8,1,0.2
"25%1","Illinois",2020-08-15,2,6835.5,18725.5,1,0.25
"30%1","Illinois",2020-08-15,2,7568.6,16726.6,1,0.3
"35%1","Illinois",2020-08-15,2,8462.6,15020.1,1,0.35
"40%1","Illinois",2020-08-15,2,9338.6,13762.2,1,0.4
"45%1","Illinois",2020-08-15,2,10200.55,12461.45,0,0.45
"1%2","Illinois",2020-08-15,3,3394.5,55044.42,1,0.01
"2.5%2","Illinois",2020-08-15,3,3568.45,44069.4,1,0.025
"5%2","Illinois",2020-08-15,3,3826.2,37168.6,1,0.05
"10%2","Illinois",2020-08-15,3,4404.3,28538.7,1,0.1
"15%2","Illinois",2020-08-15,3,5078.35,24238.25,1,0.15
"20%2","Illinois",2020-08-15,3,5767.5,21202.5,1,0.2
"25%2","Illinois",2020-08-15,3,6486.5,18805.5,1,0.25
"30%2","Illinois",2020-08-15,3,7260.4,16462.6,0,0.3
"35%2","Illinois",2020-08-15,3,8077.75,14632.2,0,0.35
"40%2","Illinois",2020-08-15,3,8844.1,13321.3,0,0.4
"45%2","Illinois",2020-08-15,3,9754.5,11970.95,0,0.45
"1%3","Illinois",2020-08-15,4,3187.5,49246.0300000001,1,0.01
"2.5%3","Illinois",2020-08-15,4,3350.475,41270.925,1,0.025
"5%3","Illinois",2020-08-15,4,3608.4,34613.35,1,0.05
"10%3","Illinois",2020-08-15,4,4211.2,27474,1,0.1
"15%3","Illinois",2020-08-15,4,4763.05,22928.7,1,0.15
"20%3","Illinois",2020-08-15,4,5377.3,19655.9,1,0.2
"25%3","Illinois",2020-08-15,4,6058.25,17505.25,1,0.25
"30%3","Illinois",2020-08-15,4,6817.2,15790.3,1,0.3
"35%3","Illinois",2020-08-15,4,7719.75,14141.85,1,0.35
"40%3","Illinois",2020-08-15,4,8539.9,12691.9,1,0.4
"45%3","Illinois",2020-08-15,4,9366.35,11428.95,0,0.45
"1%4","Illinois",2020-08-22,1,3753.99,39798.72,1,0.01
"2.5%4","Illinois",2020-08-22,1,4706.5,34292.775,1,0.025
"5%4","Illinois",2020-08-22,1,5709.75,30096.45,1,0.05
"10%4","Illinois",2020-08-22,1,7023.8,26007.4,1,0.1
"15%4","Illinois",2020-08-22,1,8095.85,23340.2,1,0.15
"20%4","Illinois",2020-08-22,1,8961.6,21513.4,1,0.2
"25%4","Illinois",2020-08-22,1,9880,19918.5,1,0.25
"30%4","Illinois",2020-08-22,1,10760,18485.2,1,0.3
"35%4","Illinois",2020-08-22,1,11617.65,17367.6,1,0.35
"40%4","Illinois",2020-08-22,1,12501.6,16318.6,1,0.4
"45%4","Illinois",2020-08-22,1,13343.05,15228.8,1,0.45
"1%5","Illinois",2020-08-22,2,4509.46,70973.7100000001,1,0.01
"2.5%5","Illinois",2020-08-22,2,4755.475,57380.725,1,0.025
"5%5","Illinois",2020-08-22,2,5109.45,46996.8,1,0.05
"10%5","Illinois",2020-08-22,2,5869.4,36786.7,1,0.1
"15%5","Illinois",2020-08-22,2,6621.15,31863.8,1,0.15
"20%5","Illinois",2020-08-22,2,7436.3,27721.3,1,0.2
"25%5","Illinois",2020-08-22,2,8465.25,24517.5,1,0.25
"30%5","Illinois",2020-08-22,2,9444.6,21880,1,0.3
"35%5","Illinois",2020-08-22,2,10487.15,19483.35,1,0.35
"40%5","Illinois",2020-08-22,2,11680.3,17565.9,1,0.4
"45%5","Illinois",2020-08-22,2,12911.15,15992.55,0,0.45
"1%6","Illinois",2020-08-22,3,4615.49,76628.5000000001,1,0.01
"2.5%6","Illinois",2020-08-22,3,4844.4,60503.8749999999,1,0.025
"5%6","Illinois",2020-08-22,3,5224.35,48639.85,1,0.05
"10%6","Illinois",2020-08-22,3,5961.4,37919.5,1,0.1
"15%6","Illinois",2020-08-22,3,6834.05,31771.05,1,0.15
"20%6","Illinois",2020-08-22,3,7613.3,27900.1,1,0.2
"25%6","Illinois",2020-08-22,3,8581.75,24906.75,1,0.25
"30%6","Illinois",2020-08-22,3,9520,22021.8,1,0.3
"35%6","Illinois",2020-08-22,3,10646.5,19494.4,1,0.35
"40%6","Illinois",2020-08-22,3,11806.9,17624.1,1,0.4
"45%6","Illinois",2020-08-22,3,13127.7,15766.4,0,0.45
"1%7","Illinois",2020-08-22,4,4300,69599.8,1,0.01
"2.5%7","Illinois",2020-08-22,4,4510.95,57561.95,1,0.025
"5%7","Illinois",2020-08-22,4,4830.55,47472.3,1,0.05
"10%7","Illinois",2020-08-22,4,5528.4,37058,1,0.1
"15%7","Illinois",2020-08-22,4,6299.55,31616.9,1,0.15
"20%7","Illinois",2020-08-22,4,7249.6,27245.4,1,0.2
"25%7","Illinois",2020-08-22,4,8162.75,23919.5,1,0.25
"30%7","Illinois",2020-08-22,4,9123.4,21204.2,1,0.3
"35%7","Illinois",2020-08-22,4,10212.95,18953.4,1,0.35
"40%7","Illinois",2020-08-22,4,11261.6,17245.8,1,0.4
"45%7","Illinois",2020-08-22,4,12576.5,15595.75,1,0.45
"1%8","Illinois",2020-08-29,1,3172.96,37805.65,1,0.01
"2.5%8","Illinois",2020-08-29,1,4071.5,32468.175,1,0.025
"5%8","Illinois",2020-08-29,1,4967.9,28108.9,1,0.05
"10%8","Illinois",2020-08-29,1,6239.8,24269.9,1,0.1
"15%8","Illinois",2020-08-29,1,7355.8,21764.15,1,0.15
"20%8","Illinois",2020-08-29,1,8308.6,19842.4,1,0.2
"25%8","Illinois",2020-08-29,1,9150.75,18384.25,1,0.25
"30%8","Illinois",2020-08-29,1,9959.7,17102.9,1,0.3
"35%8","Illinois",2020-08-29,1,10743.55,16042.4,0,0.35
"40%8","Illinois",2020-08-29,1,11563.2,14930.4,0,0.4
"45%8","Illinois",2020-08-29,1,12409.1,14083.2,0,0.45
"1%9","Illinois",2020-08-29,2,4066.98,62399.3600000001,1,0.01
"2.5%9","Illinois",2020-08-29,2,4277.95,50893.45,1,0.025
"5%9","Illinois",2020-08-29,2,4649.6,43384.9,1,0.05
"10%9","Illinois",2020-08-29,2,5419.2,34244.2,1,0.1
"15%9","Illinois",2020-08-29,2,6202.7,28618.4,1,0.15
"20%9","Illinois",2020-08-29,2,7018.6,24978.6,1,0.2
"25%9","Illinois",2020-08-29,2,7954.5,21988.5,1,0.25
"30%9","Illinois",2020-08-29,2,8886.4,19465.9,1,0.3
"35%9","Illinois",2020-08-29,2,9833.3,17490.5,1,0.35
"40%9","Illinois",2020-08-29,2,10736.2,15911.2,1,0.4
"45%9","Illinois",2020-08-29,2,11878.75,14352.7,1,0.45
"1%10","Illinois",2020-08-29,3,4345.49,64386.6300000001,1,0.01
"2.5%10","Illinois",2020-08-29,3,4551.2,51596.825,1,0.025
"5%10","Illinois",2020-08-29,3,4877.45,40892.15,1,0.05
"10%10","Illinois",2020-08-29,3,5499.2,32978.6,1,0.1
"15%10","Illinois",2020-08-29,3,6247.35,27979.8,1,0.15
"20%10","Illinois",2020-08-29,3,6976.7,24086.7,1,0.2
"25%10","Illinois",2020-08-29,3,7761,21549,1,0.25
"30%10","Illinois",2020-08-29,3,8508,19264.8,1,0.3
"35%10","Illinois",2020-08-29,3,9396.1,17419.9,1,0.35
"40%10","Illinois",2020-08-29,3,10445.5,15640.7,1,0.4
"45%10","Illinois",2020-08-29,3,11436.6,14060.5,1,0.45
"1%11","Illinois",2020-08-29,4,3670,61784.06,1,0.01
"2.5%11","Illinois",2020-08-29,4,3819.9,50345.3749999999,1,0.025
"5%11","Illinois",2020-08-29,4,4179.95,40547.4,1,0.05
"10%11","Illinois",2020-08-29,4,4843.7,32432.8,1,0.1
"15%11","Illinois",2020-08-29,4,5596.85,27174.7,1,0.15
"20%11","Illinois",2020-08-29,4,6315.6,23721.8,1,0.2
"25%11","Illinois",2020-08-29,4,7147,20761,1,0.25
"30%11","Illinois",2020-08-29,4,7925.1,18594.9,1,0.3
"35%11","Illinois",2020-08-29,4,8826.25,16729.35,1,0.35
"40%11","Illinois",2020-08-29,4,9895.6,14946.2,1,0.4
"45%11","Illinois",2020-08-29,4,11075.55,13495.35,0,0.45
"1%12","Illinois",2020-09-05,1,5272.99,53147.95,1,0.01
"2.5%12","Illinois",2020-09-05,1,6540.975,47360.75,1,0.025
"5%12","Illinois",2020-09-05,1,8027.7,41442.7,1,0.05
"10%12","Illinois",2020-09-05,1,9852.7,35699.8,1,0.1
"15%12","Illinois",2020-09-05,1,11470.7,31689.8,1,0.15
"20%12","Illinois",2020-09-05,1,12643.6,29017.6,0,0.2
"25%12","Illinois",2020-09-05,1,13869.75,26993.75,0,0.25
"30%12","Illinois",2020-09-05,1,14968.7,25277.5,0,0.3
"35%12","Illinois",2020-09-05,1,16018.95,23649.15,0,0.35
"40%12","Illinois",2020-09-05,1,17208.6,22213.4,0,0.4
"45%12","Illinois",2020-09-05,1,18371.05,20889.7,0,0.45
"1%13","Illinois",2020-09-05,2,6841,101608.71,1,0.01
"2.5%13","Illinois",2020-09-05,2,7164.925,85868.525,1,0.025
"5%13","Illinois",2020-09-05,2,7771.65,73327.25,1,0.05
"10%13","Illinois",2020-09-05,2,9017.9,57396.5,1,0.1
"15%13","Illinois",2020-09-05,2,10194.55,47737.85,1,0.15
"20%13","Illinois",2020-09-05,2,11521.6,41463.6,1,0.2
"25%13","Illinois",2020-09-05,2,12944,36563.75,1,0.25
"30%13","Illinois",2020-09-05,2,14443.6,32884.5,0,0.3
"35%13","Illinois",2020-09-05,2,15958.5,29617.65,0,0.35
"40%13","Illinois",2020-09-05,2,17822,26718.8,0,0.4
"45%13","Illinois",2020-09-05,2,19790.15,24193.35,0,0.45
"1%14","Illinois",2020-09-05,3,6979.47,121104.47,1,0.01
"2.5%14","Illinois",2020-09-05,3,7318.4,97642.7749999999,1,0.025
"5%14","Illinois",2020-09-05,3,7997.4,80318.65,1,0.05
"10%14","Illinois",2020-09-05,3,9403.7,61501.3,1,0.1
"15%14","Illinois",2020-09-05,3,10843.7,52375.75,1,0.15
"20%14","Illinois",2020-09-05,3,12142.9,45785.7,1,0.2
"25%14","Illinois",2020-09-05,3,13797.25,40264.25,0,0.25
"30%14","Illinois",2020-09-05,3,15484.8,36167.2,0,0.3
"35%14","Illinois",2020-09-05,3,17528.75,32628.55,0,0.35
"40%14","Illinois",2020-09-05,3,19475.5,29311.1,0,0.4
"45%14","Illinois",2020-09-05,3,21494.1,26664.85,0,0.45
"1%15","Illinois",2020-09-05,4,8265,123180.8,1,0.01
"2.5%15","Illinois",2020-09-05,4,8639.625,102518.4,1,0.025
"5%15","Illinois",2020-09-05,4,9183.85,85667.4500000001,1,0.05
"10%15","Illinois",2020-09-05,4,10468.9,67456,1,0.1
"15%15","Illinois",2020-09-05,4,11884.85,56134.75,1,0.15
"20%15","Illinois",2020-09-05,4,13609.8,48760.8,1,0.2
"25%15","Illinois",2020-09-05,4,15336.75,43298,0,0.25
"30%15","Illinois",2020-09-05,4,17190.1,38534.9,0,0.3
"35%15","Illinois",2020-09-05,4,19070.8,34466.05,0,0.35
"40%15","Illinois",2020-09-05,4,21062.6,30863,0,0.4
"45%15","Illinois",2020-09-05,4,23251.25,28013.05,0,0.45
"1%16","Illinois",2020-09-12,1,2900.34,32163.09,1,0.01
"2.5%16","Illinois",2020-09-12,1,3675.425,27705.725,1,0.025
"5%16","Illinois",2020-09-12,1,4522.45,24385.45,1,0.05
"10%16","Illinois",2020-09-12,1,5603.8,20932.1,1,0.1
"15%16","Illinois",2020-09-12,1,6510.75,18684.8,1,0.15
"20%16","Illinois",2020-09-12,1,7306.5,17149.5,1,0.2
"25%16","Illinois",2020-09-12,1,8021.75,15910.25,1,0.25
"30%16","Illinois",2020-09-12,1,8672.5,14883.7,1,0.3
"35%16","Illinois",2020-09-12,1,9329.75,13901.95,1,0.35
"40%16","Illinois",2020-09-12,1,9960.1,13071.5,1,0.4
"45%16","Illinois",2020-09-12,1,10639.45,12189.5,0,0.45
"1%17","Illinois",2020-09-12,2,3322,51160.98,1,0.01
"2.5%17","Illinois",2020-09-12,2,3505.95,42370.4,1,0.025
"5%17","Illinois",2020-09-12,2,3754.95,34581.6,1,0.05
"10%17","Illinois",2020-09-12,2,4402.9,27300.3,1,0.1
"15%17","Illinois",2020-09-12,2,5089.85,23299.65,1,0.15
"20%17","Illinois",2020-09-12,2,5774,20319.4,1,0.2
"25%17","Illinois",2020-09-12,2,6482.5,17996.75,1,0.25
"30%17","Illinois",2020-09-12,2,7250.1,16335.1,1,0.3
"35%17","Illinois",2020-09-12,2,7990.95,14758,1,0.35
"40%17","Illinois",2020-09-12,2,8964,13375.4,0,0.4
"45%17","Illinois",2020-09-12,2,10037.65,12139.8,0,0.45
"1%18","Illinois",2020-09-12,3,3569.49,53880.81,1,0.01
"2.5%18","Illinois",2020-09-12,3,3732.425,43580.15,1,0.025
"5%18","Illinois",2020-09-12,3,3982.4,35736.5,1,0.05
"10%18","Illinois",2020-09-12,3,4525.2,28285.2,1,0.1
"15%18","Illinois",2020-09-12,3,5128.3,23711.9,1,0.15
"20%18","Illinois",2020-09-12,3,5827.3,20751.5,1,0.2
