"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage"
"5%387","New Mexico",2022-06-25,4,127,31976.35,1
"10%387","New Mexico",2022-06-25,4,293.9,15815.4,1
"15%387","New Mexico",2022-06-25,4,532.7,8405.35000000001,1
"20%387","New Mexico",2022-06-25,4,22,4627.6,0
"25%387","New Mexico",2022-06-25,4,61,2679.25000000002,0
"30%387","New Mexico",2022-06-25,4,134,1463.5,0
"35%387","New Mexico",2022-06-25,4,242.65,804.700000000002,0
"40%387","New Mexico",2022-06-25,4,16,418.800000000001,0
"45%387","New Mexico",2022-06-25,4,40.5500000000002,217.45,0
"1%388","New Mexico",2022-07-02,1,2893.76,10438.05,1
"2.5%388","New Mexico",2022-07-02,1,3289.975,9594.075,1
"5%388","New Mexico",2022-07-02,1,3670.95,8935.15,1
"10%388","New Mexico",2022-07-02,1,4134.9,8218,1
"15%388","New Mexico",2022-07-02,1,4434.85,7764,1
"20%388","New Mexico",2022-07-02,1,4721,7367.2,1
"25%388","New Mexico",2022-07-02,1,4967,7049.25,1
"30%388","New Mexico",2022-07-02,1,5167.4,6780.6,1
"35%388","New Mexico",2022-07-02,1,5338.65,6542.35,1
"40%388","New Mexico",2022-07-02,1,5520.6,6348.4,1
"45%388","New Mexico",2022-07-02,1,5726,6127.45,0
"1%389","New Mexico",2022-07-02,2,13.99,30376.31,1
"2.5%389","New Mexico",2022-07-02,2,40,24296.225,1
"5%389","New Mexico",2022-07-02,2,123,19343.2,1
"10%389","New Mexico",2022-07-02,2,312,14000.2,1
"15%389","New Mexico",2022-07-02,2,571,11394.15,1
"20%389","New Mexico",2022-07-02,2,861.6,9462.6,1
"25%389","New Mexico",2022-07-02,2,1203.75,7947.5,1
"30%389","New Mexico",2022-07-02,2,1515.7,6704,0
"35%389","New Mexico",2022-07-02,2,1872.3,5733,0
"40%389","New Mexico",2022-07-02,2,2370,4819.8,0
"45%389","New Mexico",2022-07-02,2,2865.65,4084.9,0
"1%390","New Mexico",2022-07-02,3,13.99,53224.3200000001,1
"2.5%390","New Mexico",2022-07-02,3,40,38404.1,1
"5%390","New Mexico",2022-07-02,3,123,27822.05,1
"10%390","New Mexico",2022-07-02,3,312,16279.5,1
"15%390","New Mexico",2022-07-02,3,571,10819.6,1
"20%390","New Mexico",2022-07-02,3,26,7654.2,1
"25%390","New Mexico",2022-07-02,3,61,5558.25000000001,0
"30%390","New Mexico",2022-07-02,3,131,3823.3,0
"35%390","New Mexico",2022-07-02,3,238.65,2780,0
"40%390","New Mexico",2022-07-02,3,408.6,2021.2,0
"45%390","New Mexico",2022-07-02,3,651.55,1444.25,0
"1%391","New Mexico",2022-07-02,4,13.99,77433.81,1
"2.5%391","New Mexico",2022-07-02,4,40,44680.1999999999,1
"5%391","New Mexico",2022-07-02,4,123,26945.7,1
"10%391","New Mexico",2022-07-02,4,312,13419.5,1
"15%391","New Mexico",2022-07-02,4,571,7561.35,1
"20%391","New Mexico",2022-07-02,4,26,4464.2,0
"25%391","New Mexico",2022-07-02,4,61,2502.25,0
"30%391","New Mexico",2022-07-02,4,131,1443,0
"35%391","New Mexico",2022-07-02,4,238.65,770.050000000002,0
"40%391","New Mexico",2022-07-02,4,16,400,0
"45%391","New Mexico",2022-07-02,4,43,212,0
"1%392","New Mexico",2022-07-09,1,3003.95,10124.06,1
"2.5%392","New Mexico",2022-07-09,1,3351,9374.34999999999,1
"5%392","New Mexico",2022-07-09,1,3677,8636.2,1
"10%392","New Mexico",2022-07-09,1,4107.8,7918.2,1
"15%392","New Mexico",2022-07-09,1,4389,7474.3,1
"20%392","New Mexico",2022-07-09,1,4660,7146.4,1
"25%392","New Mexico",2022-07-09,1,4865.75,6868,1
"30%392","New Mexico",2022-07-09,1,5067,6619.3,0
"35%392","New Mexico",2022-07-09,1,5254.3,6375,0
"40%392","New Mexico",2022-07-09,1,5432.2,6168,0
"45%392","New Mexico",2022-07-09,1,5605,5965.45,0
"1%393","New Mexico",2022-07-09,2,14.99,30483.29,1
"2.5%393","New Mexico",2022-07-09,2,57,24111.1,1
"5%393","New Mexico",2022-07-09,2,138,18903.2,1
"10%393","New Mexico",2022-07-09,2,361,14137.6,1
"15%393","New Mexico",2022-07-09,2,602.7,11357.8,1
"20%393","New Mexico",2022-07-09,2,878.4,9526.4,1
"25%393","New Mexico",2022-07-09,2,1181.75,7954.5,1
"30%393","New Mexico",2022-07-09,2,1544.7,6811.6,0
"35%393","New Mexico",2022-07-09,2,1940.3,5774.75,0
"40%393","New Mexico",2022-07-09,2,2368,4881.60000000001,0
"45%393","New Mexico",2022-07-09,2,2816,4080.9,0
"1%394","New Mexico",2022-07-09,3,14.99,50850.28,1
"2.5%394","New Mexico",2022-07-09,3,57,36125.175,1
"5%394","New Mexico",2022-07-09,3,138,25349,1
"10%394","New Mexico",2022-07-09,3,361,15568.5,1
"15%394","New Mexico",2022-07-09,3,602.7,10672.05,1
"20%394","New Mexico",2022-07-09,3,24,7634.8,1
"25%394","New Mexico",2022-07-09,3,62.75,5497.75,0
"30%394","New Mexico",2022-07-09,3,117,3968.5,0
"35%394","New Mexico",2022-07-09,3,213.65,2870.35,0
"40%394","New Mexico",2022-07-09,3,368,1967.4,0
"45%394","New Mexico",2022-07-09,3,597.55,1410.45,0
"1%395","New Mexico",2022-07-09,4,14.99,86117.31,1
"2.5%395","New Mexico",2022-07-09,4,57,49419.9999999996,1
"5%395","New Mexico",2022-07-09,4,138,30924.75,1
"10%395","New Mexico",2022-07-09,4,361,15788.2,1
"15%395","New Mexico",2022-07-09,4,602.7,9085.45000000002,1
"20%395","New Mexico",2022-07-09,4,24,5052.4,0
"25%395","New Mexico",2022-07-09,4,62.75,2661,0
"30%395","New Mexico",2022-07-09,4,117,1501.4,0
"35%395","New Mexico",2022-07-09,4,213.65,779.700000000002,0
"40%395","New Mexico",2022-07-09,4,13,425.400000000001,0
"45%395","New Mexico",2022-07-09,4,34,194.900000000001,0
"1%396","New Mexico",2022-07-16,1,3353.95,11496.11,1
"2.5%396","New Mexico",2022-07-16,1,3753.95,10691.1,1
"5%396","New Mexico",2022-07-16,1,4135,9910.05,1
"10%396","New Mexico",2022-07-16,1,4597,9048.1,1
"15%396","New Mexico",2022-07-16,1,4917.7,8524.6,1
"20%396","New Mexico",2022-07-16,1,5195,8134.2,1
"25%396","New Mexico",2022-07-16,1,5427,7824,1
"30%396","New Mexico",2022-07-16,1,5677.7,7533.6,1
"35%396","New Mexico",2022-07-16,1,5929,7267.7,1
"40%396","New Mexico",2022-07-16,1,6143.6,7030.6,1
"45%396","New Mexico",2022-07-16,1,6357.1,6829,1
"1%397","New Mexico",2022-07-16,2,16.99,33137.41,1
"2.5%397","New Mexico",2022-07-16,2,65,26678.95,1
"5%397","New Mexico",2022-07-16,2,168,22124,1
"10%397","New Mexico",2022-07-16,2,407,16687.4,1
"15%397","New Mexico",2022-07-16,2,717.85,13459.35,1
"20%397","New Mexico",2022-07-16,2,1065,11050.8,1
"25%397","New Mexico",2022-07-16,2,1472,9331.25,1
"30%397","New Mexico",2022-07-16,2,1905.7,7777.3,1
"35%397","New Mexico",2022-07-16,2,2437,6654,1
"40%397","New Mexico",2022-07-16,2,2985.6,5722,0
"45%397","New Mexico",2022-07-16,2,3508.1,4904.45,0
"1%398","New Mexico",2022-07-16,3,16.99,63593.19,1
"2.5%398","New Mexico",2022-07-16,3,65,45168.25,1
"5%398","New Mexico",2022-07-16,3,168,31666.75,1
"10%398","New Mexico",2022-07-16,3,407,20762.1,1
"15%398","New Mexico",2022-07-16,3,717.85,14595.85,1
"20%398","New Mexico",2022-07-16,3,32,9976.00000000001,1
"25%398","New Mexico",2022-07-16,3,82,6884.00000000001,1
"30%398","New Mexico",2022-07-16,3,175.7,4822,0
"35%398","New Mexico",2022-07-16,3,304,3456.85000000001,0
"40%398","New Mexico",2022-07-16,3,492.6,2417,0
"45%398","New Mexico",2022-07-16,3,730.55,1726.8,0
"1%399","New Mexico",2022-07-16,4,16.99,97591.2200000004,1
"2.5%399","New Mexico",2022-07-16,4,65,62968.95,1
"5%399","New Mexico",2022-07-16,4,168,38391.7,1
"10%399","New Mexico",2022-07-16,4,407,19016.1,1
"15%399","New Mexico",2022-07-16,4,717.85,11124.2,1
"20%399","New Mexico",2022-07-16,4,32,6275.40000000001,1
"25%399","New Mexico",2022-07-16,4,82,3526.25,0
"30%399","New Mexico",2022-07-16,4,175.7,1863.5,0
"35%399","New Mexico",2022-07-16,4,304,976.700000000002,0
"40%399","New Mexico",2022-07-16,4,21,511.400000000001,0
"45%399","New Mexico",2022-07-16,4,52,249.900000000001,0
"1%400","New Mexico",2022-07-23,1,3468.98,11688.01,1
"2.5%400","New Mexico",2022-07-23,1,3864,10839.125,1
"5%400","New Mexico",2022-07-23,1,4266.9,10147.3,1
"10%400","New Mexico",2022-07-23,1,4705.6,9272.8,1
"15%400","New Mexico",2022-07-23,1,5065.85,8694.15,1
"20%400","New Mexico",2022-07-23,1,5370.6,8298,1
"25%400","New Mexico",2022-07-23,1,5621.75,7954,1
"30%400","New Mexico",2022-07-23,1,5851.7,7695.3,1
"35%400","New Mexico",2022-07-23,1,6071.65,7455.35,1
"40%400","New Mexico",2022-07-23,1,6283.6,7224.8,1
"45%400","New Mexico",2022-07-23,1,6529.2,6976,1
"1%401","New Mexico",2022-07-23,2,20,34997.72,1
"2.5%401","New Mexico",2022-07-23,2,61.975,28310.125,1
"5%401","New Mexico",2022-07-23,2,150,22187.15,1
"10%401","New Mexico",2022-07-23,2,423.8,16823.2,1
"15%401","New Mexico",2022-07-23,2,736.7,13889.1,1
"20%401","New Mexico",2022-07-23,2,1122,11689.4,1
"25%401","New Mexico",2022-07-23,2,1543.5,9823,1
"30%401","New Mexico",2022-07-23,2,1952.4,8335.6,1
"35%401","New Mexico",2022-07-23,2,2474.65,7186.4,1
"40%401","New Mexico",2022-07-23,2,3073.8,6144,1
"45%401","New Mexico",2022-07-23,2,3651.1,5165.9,0
"1%402","New Mexico",2022-07-23,3,20,63362.0300000001,1
"2.5%402","New Mexico",2022-07-23,3,61.975,46341.6,1
"5%402","New Mexico",2022-07-23,3,150,33445.35,1
"10%402","New Mexico",2022-07-23,3,423.8,21742.1,1
"15%402","New Mexico",2022-07-23,3,11,15011.65,1
"20%402","New Mexico",2022-07-23,3,35,10002.4,1
"25%402","New Mexico",2022-07-23,3,80,7213,1
"30%402","New Mexico",2022-07-23,3,162.7,5190.6,1
"35%402","New Mexico",2022-07-23,3,299.65,3637.15000000001,0
"40%402","New Mexico",2022-07-23,3,471.6,2514.6,0
"45%402","New Mexico",2022-07-23,3,730.200000000001,1719.9,0
"1%403","New Mexico",2022-07-23,4,20,100672.78,1
"2.5%403","New Mexico",2022-07-23,4,61.975,65444.65,1
"5%403","New Mexico",2022-07-23,4,150,40936.05,1
"10%403","New Mexico",2022-07-23,4,423.8,20605.9,1
"15%403","New Mexico",2022-07-23,4,11,11233.65,1
"20%403","New Mexico",2022-07-23,4,35,5980.20000000002,1
"25%403","New Mexico",2022-07-23,4,80,3442.25,0
"30%403","New Mexico",2022-07-23,4,162.7,1993.7,0
"35%403","New Mexico",2022-07-23,4,299.65,1062,0
"40%403","New Mexico",2022-07-23,4,23.6000000000001,541,0
"45%403","New Mexico",2022-07-23,4,60,284.45,0
"1%404","New Mexico",2022-07-30,1,3390.86,11169.15,1
"2.5%404","New Mexico",2022-07-30,1,3725.95,10393.225,1
"5%404","New Mexico",2022-07-30,1,4118.8,9680.15,1
"10%404","New Mexico",2022-07-30,1,4571.7,8922,1
"15%404","New Mexico",2022-07-30,1,4895.85,8403,1
"20%404","New Mexico",2022-07-30,1,5204.8,8009,1
"25%404","New Mexico",2022-07-30,1,5442.75,7674,1
"30%404","New Mexico",2022-07-30,1,5683,7398,0
"35%404","New Mexico",2022-07-30,1,5891.65,7132,0
"40%404","New Mexico",2022-07-30,1,6084.6,6917.4,0
"45%404","New Mexico",2022-07-30,1,6296.55,6701,0
"1%405","New Mexico",2022-07-30,2,29,37401.06,1
"2.5%405","New Mexico",2022-07-30,2,84.95,27988.45,1
"5%405","New Mexico",2022-07-30,2,194,22045.4,1
"10%405","New Mexico",2022-07-30,2,433.9,16233.3,1
"15%405","New Mexico",2022-07-30,2,726.85,12804,1
"20%405","New Mexico",2022-07-30,2,1114,10796.6,1
"25%405","New Mexico",2022-07-30,2,1497,9001.25,1
"30%405","New Mexico",2022-07-30,2,1927,7687.5,1
"35%405","New Mexico",2022-07-30,2,2372,6608.05,1
"40%405","New Mexico",2022-07-30,2,2950.6,5693,1
"45%405","New Mexico",2022-07-30,2,3519.55,4923.9,1
"1%406","New Mexico",2022-07-30,3,29,69021.2600000001,1
"2.5%406","New Mexico",2022-07-30,3,84.95,49453.625,1
"5%406","New Mexico",2022-07-30,3,194,33985.55,1
"10%406","New Mexico",2022-07-30,3,433.9,20397.6,1
"15%406","New Mexico",2022-07-30,3,726.85,13953.3,1
"20%406","New Mexico",2022-07-30,3,25,9694.6,1
"25%406","New Mexico",2022-07-30,3,63,6946.25000000001,1
"30%406","New Mexico",2022-07-30,3,131.7,5046.9,1
"35%406","New Mexico",2022-07-30,3,249,3557.05,0
"40%406","New Mexico",2022-07-30,3,461.6,2495.8,0
"45%406","New Mexico",2022-07-30,3,725,1675,0
"1%407","New Mexico",2022-07-30,4,29,102678.35,1
"2.5%407","New Mexico",2022-07-30,4,84.95,66977.725,1
"5%407","New Mexico",2022-07-30,4,194,37770.9500000001,1
"10%407","New Mexico",2022-07-30,4,433.9,20120.6,1
"15%407","New Mexico",2022-07-30,4,726.85,10938.35,1
"20%407","New Mexico",2022-07-30,4,25,6500.00000000001,1
"25%407","New Mexico",2022-07-30,4,63,3642,0
"30%407","New Mexico",2022-07-30,4,131.7,2024.3,0
"35%407","New Mexico",2022-07-30,4,249,1117.35,0
"40%407","New Mexico",2022-07-30,4,24,574.400000000001,0
"45%407","New Mexico",2022-07-30,4,61,292.45,0
"1%408","New Mexico",2022-08-06,1,2774.97,9166.04,1
"2.5%408","New Mexico",2022-08-06,1,3112.9,8487.59999999999,1
"5%408","New Mexico",2022-08-06,1,3423,7937.05,1
"10%408","New Mexico",2022-08-06,1,3833.9,7354.1,1
"15%408","New Mexico",2022-08-06,1,4081.85,6966.15,1
"20%408","New Mexico",2022-08-06,1,4303.8,6656,1
"25%408","New Mexico",2022-08-06,1,4522.75,6388,1
"30%408","New Mexico",2022-08-06,1,4717,6155.3,1
"35%408","New Mexico",2022-08-06,1,4877,5951.7,0
"40%408","New Mexico",2022-08-06,1,5059,5759,0
"45%408","New Mexico",2022-08-06,1,5233.55,5598,0
"1%409","New Mexico",2022-08-06,2,17,27257.7,1
"2.5%409","New Mexico",2022-08-06,2,54,21707.65,1
"5%409","New Mexico",2022-08-06,2,126,17319.95,1
"10%409","New Mexico",2022-08-06,2,333.9,12765.3,1
"15%409","New Mexico",2022-08-06,2,577.85,10398.15,1
"20%409","New Mexico",2022-08-06,2,852,8719.2,1
"25%409","New Mexico",2022-08-06,2,1200.75,7326.25,1
"30%409","New Mexico",2022-08-06,2,1553.7,6267,1
"35%409","New Mexico",2022-08-06,2,1914.65,5472,1
"40%409","New Mexico",2022-08-06,2,2323.4,4656.4,1
"45%409","New Mexico",2022-08-06,2,2789.65,3954.45,0
"1%410","New Mexico",2022-08-06,3,17,53254.72,1
"2.5%410","New Mexico",2022-08-06,3,54,38458.4249999999,1
"5%410","New Mexico",2022-08-06,3,126,26408.9,1
"10%410","New Mexico",2022-08-06,3,333.9,16586.8,1
"15%410","New Mexico",2022-08-06,3,577.85,11228.35,1
"20%410","New Mexico",2022-08-06,3,23,7798.6,1
"25%410","New Mexico",2022-08-06,3,55,5544.5,1
"30%410","New Mexico",2022-08-06,3,115.7,3999.9,1
"35%410","New Mexico",2022-08-06,3,223,2906.35,0
"40%410","New Mexico",2022-08-06,3,405.2,2157.6,0
"45%410","New Mexico",2022-08-06,3,670.55,1494.45,0
"1%411","New Mexico",2022-08-06,4,17,70930.93,1
"2.5%411","New Mexico",2022-08-06,4,54,47675.9249999999,1
"5%411","New Mexico",2022-08-06,4,126,29501.3,1
"10%411","New Mexico",2022-08-06,4,333.9,15082.2,1
"15%411","New Mexico",2022-08-06,4,577.85,7940.3,1
"20%411","New Mexico",2022-08-06,4,23,4707,1
"25%411","New Mexico",2022-08-06,4,55,2858.75,0
"30%411","New Mexico",2022-08-06,4,115.7,1607.2,0
"35%411","New Mexico",2022-08-06,4,223,875.100000000005,0
"40%411","New Mexico",2022-08-06,4,20,499.200000000002,0
"45%411","New Mexico",2022-08-06,4,51,239,0
"1%412","New Mexico",2022-08-13,1,2244.99,7347.11,1
"2.5%412","New Mexico",2022-08-13,1,2469,6897.025,1
"5%412","New Mexico",2022-08-13,1,2729.9,6422.1,1
"10%412","New Mexico",2022-08-13,1,3055,5883.3,1
"15%412","New Mexico",2022-08-13,1,3263.85,5549,1
"20%412","New Mexico",2022-08-13,1,3449.8,5292.2,1
"25%412","New Mexico",2022-08-13,1,3598,5069.75,1
"30%412","New Mexico",2022-08-13,1,3758,4901.3,1
"35%412","New Mexico",2022-08-13,1,3899.65,4767,1
"40%412","New Mexico",2022-08-13,1,4057.2,4608.4,1
"45%412","New Mexico",2022-08-13,1,4180.55,4454,0
"1%413","New Mexico",2022-08-13,2,19.99,20636.22,1
"2.5%413","New Mexico",2022-08-13,2,49,16067.15,1
"5%413","New Mexico",2022-08-13,2,119.95,12787.4,1
"10%413","New Mexico",2022-08-13,2,276.9,9621,1
"15%413","New Mexico",2022-08-13,2,459,7688.2,1
"20%413","New Mexico",2022-08-13,2,652.8,6437,1
"25%413","New Mexico",2022-08-13,2,897.75,5434.25,1
"30%413","New Mexico",2022-08-13,2,1157.7,4690,1
"35%413","New Mexico",2022-08-13,2,1445.65,4024.35,1
"40%413","New Mexico",2022-08-13,2,1788,3506.4,0
"45%413","New Mexico",2022-08-13,2,2152.4,3011.45,0
"1%414","New Mexico",2022-08-13,3,19.99,35314.05,1
"2.5%414","New Mexico",2022-08-13,3,49,25823.85,1
"5%414","New Mexico",2022-08-13,3,119.95,18414.25,1
"10%414","New Mexico",2022-08-13,3,276.9,11025.3,1
"15%414","New Mexico",2022-08-13,3,459,7738.75,1
"20%414","New Mexico",2022-08-13,3,18,5428,1
"25%414","New Mexico",2022-08-13,3,45,3738,1
"30%414","New Mexico",2022-08-13,3,90.7,2746.3,0
"35%414","New Mexico",2022-08-13,3,161.65,1991.85000000001,0
"40%414","New Mexico",2022-08-13,3,269,1400,0
"45%414","New Mexico",2022-08-13,3,423.55,980.45,0
"1%415","New Mexico",2022-08-13,4,19.99,49222.92,1
"2.5%415","New Mexico",2022-08-13,4,49,29896.6499999999,1
"5%415","New Mexico",2022-08-13,4,119.95,18572.2,1
"10%415","New Mexico",2022-08-13,4,276.9,9329.10000000002,1
"15%415","New Mexico",2022-08-13,4,459,5119.45,1
"20%415","New Mexico",2022-08-13,4,18,3081.2,1
"25%415","New Mexico",2022-08-13,4,45,1788.25,1
"30%415","New Mexico",2022-08-13,4,90.7,1034.3,0
"35%415","New Mexico",2022-08-13,4,161.65,564.350000000001,0
"40%415","New Mexico",2022-08-13,4,269,288.400000000001,0
"45%415","New Mexico",2022-08-13,4,30,148.45,0
"1%416","New Mexico",2022-08-20,1,1798.95,6147.07,1
"2.5%416","New Mexico",2022-08-20,1,2018,5632.025,1
"5%416","New Mexico",2022-08-20,1,2205.95,5214.05,1
"10%416","New Mexico",2022-08-20,1,2457,4778.1,1
"15%416","New Mexico",2022-08-20,1,2651.85,4499,1
"20%416","New Mexico",2022-08-20,1,2809.8,4314,1
"25%416","New Mexico",2022-08-20,1,2934,4153,1
"30%416","New Mexico",2022-08-20,1,3048,3984.3,1
"35%416","New Mexico",2022-08-20,1,3158.65,3847,1
"40%416","New Mexico",2022-08-20,1,3271,3732.4,1
"45%416","New Mexico",2022-08-20,1,3380.55,3607.45,0
"1%417","New Mexico",2022-08-20,2,11.99,16563.18,1
"2.5%417","New Mexico",2022-08-20,2,36.975,13242.425,1
"5%417","New Mexico",2022-08-20,2,87.95,10333.85,1
"10%417","New Mexico",2022-08-20,2,197,7621.5,1
"15%417","New Mexico",2022-08-20,2,353.85,6204.6,1
"20%417","New Mexico",2022-08-20,2,535.8,5204,1
"25%417","New Mexico",2022-08-20,2,718.75,4442,1
"30%417","New Mexico",2022-08-20,2,917.1,3789.3,1
"35%417","New Mexico",2022-08-20,2,1186,3277.05,1
"40%417","New Mexico",2022-08-20,2,1462.6,2830.4,0
"45%417","New Mexico",2022-08-20,2,1725.55,2403.45,0
"1%418","New Mexico",2022-08-20,3,11.99,26370.85,1
"2.5%418","New Mexico",2022-08-20,3,36.975,18887.75,1
"5%418","New Mexico",2022-08-20,3,87.95,13577.2,1
"10%418","New Mexico",2022-08-20,3,197,8804,1
"15%418","New Mexico",2022-08-20,3,353.85,5853.00000000001,1
"20%418","New Mexico",2022-08-20,3,12,4260.6,1
"25%418","New Mexico",2022-08-20,3,30,3061,1
"30%418","New Mexico",2022-08-20,3,63,2206.9,1
"35%418","New Mexico",2022-08-20,3,111.65,1512,0
"40%418","New Mexico",2022-08-20,3,196.6,1041.8,0
"45%418","New Mexico",2022-08-20,3,307,715,0
"1%419","New Mexico",2022-08-20,4,11.99,34832.88,1
"2.5%419","New Mexico",2022-08-20,4,36.975,23145.075,1
"5%419","New Mexico",2022-08-20,4,87.95,14972.1,1
"10%419","New Mexico",2022-08-20,4,197,8284.5,1
"15%419","New Mexico",2022-08-20,4,353.85,4455.2,1
"20%419","New Mexico",2022-08-20,4,12,2590.4,1
"25%419","New Mexico",2022-08-20,4,30,1543.25,0
"30%419","New Mexico",2022-08-20,4,63,905.3,0
"35%419","New Mexico",2022-08-20,4,111.65,481,0
"40%419","New Mexico",2022-08-20,4,196.6,263.200000000002,0
"45%419","New Mexico",2022-08-20,4,26,123.45,0
"1%420","New Mexico",2022-08-27,1,1697.89,5517.06,1
"2.5%420","New Mexico",2022-08-27,1,1904.875,5155.15,1
"5%420","New Mexico",2022-08-27,1,2092.9,4893.05,1
"10%420","New Mexico",2022-08-27,1,2307,4487,1
"15%420","New Mexico",2022-08-27,1,2475,4252,1
"20%420","New Mexico",2022-08-27,1,2614,4070.2,1
"25%420","New Mexico",2022-08-27,1,2733,3886.25,1
"30%420","New Mexico",2022-08-27,1,2849,3756.3,1
"35%420","New Mexico",2022-08-27,1,2970.65,3630.35,0
"40%420","New Mexico",2022-08-27,1,3074.6,3504,0
"45%420","New Mexico",2022-08-27,1,3174,3391.45,0
"1%421","New Mexico",2022-08-27,2,1697.89,15834.25,1
"2.5%421","New Mexico",2022-08-27,2,34,12328.275,1
"5%421","New Mexico",2022-08-27,2,87,9954.2,1
"10%421","New Mexico",2022-08-27,2,207.9,7387.8,1
"15%421","New Mexico",2022-08-27,2,343.85,5947.3,1
"20%421","New Mexico",2022-08-27,2,507,4957.2,1
"25%421","New Mexico",2022-08-27,2,677,4175.25,1
"30%421","New Mexico",2022-08-27,2,865,3556.2,1
"35%421","New Mexico",2022-08-27,2,1077.65,3041,1
"40%421","New Mexico",2022-08-27,2,1320.2,2561.8,1
"45%421","New Mexico",2022-08-27,2,1592.1,2211,1
"1%422","New Mexico",2022-08-27,3,1697.89,28531.4500000001,1
"2.5%422","New Mexico",2022-08-27,3,34,20315.5,1
"5%422","New Mexico",2022-08-27,3,87,14007.85,1
"10%422","New Mexico",2022-08-27,3,207.9,9140,1
"15%422","New Mexico",2022-08-27,3,343.85,6187.05000000001,1
"20%422","New Mexico",2022-08-27,3,11,4274,1
"25%422","New Mexico",2022-08-27,3,26,3076.00000000001,1
"30%422","New Mexico",2022-08-27,3,54,2163,1
"35%422","New Mexico",2022-08-27,3,108,1569,0
"40%422","New Mexico",2022-08-27,3,186,1082.4,0
"45%422","New Mexico",2022-08-27,3,310,717.45,0
"1%423","New Mexico",2022-08-27,4,1697.89,35778.3100000001,0
"2.5%423","New Mexico",2022-08-27,4,34,23284.9,1
"5%423","New Mexico",2022-08-27,4,87,14970,1
"10%423","New Mexico",2022-08-27,4,207.9,7946.9,1
"15%423","New Mexico",2022-08-27,4,343.85,4259.6,1
"20%423","New Mexico",2022-08-27,4,11,2405.4,1
"25%423","New Mexico",2022-08-27,4,26,1331,0
"30%423","New Mexico",2022-08-27,4,54,730.6,0
"35%423","New Mexico",2022-08-27,4,108,386.050000000002,0
"40%423","New Mexico",2022-08-27,4,186,208,0
"45%423","New Mexico",2022-08-27,4,19,98.4500000000003,0
"1%424","New Mexico",2022-09-03,1,1351.98,4393.02,1
"2.5%424","New Mexico",2022-09-03,1,1536.975,4028.025,1
"5%424","New Mexico",2022-09-03,1,1643,3759.1,1
"10%424","New Mexico",2022-09-03,1,1821.8,3453.1,0
"15%424","New Mexico",2022-09-03,1,1948,3252,0
"20%424","New Mexico",2022-09-03,1,2054.8,3119,0
"25%424","New Mexico",2022-09-03,1,2149.75,2998,0
"30%424","New Mexico",2022-09-03,1,2243,2893,0
"35%424","New Mexico",2022-09-03,1,2324.65,2804,0
"40%424","New Mexico",2022-09-03,1,2399,2717,0
"45%424","New Mexico",2022-09-03,1,2480,2628,0
"1%425","New Mexico",2022-09-03,2,1351.98,12108.32,1
"2.5%425","New Mexico",2022-09-03,2,27,9590.275,1
"5%425","New Mexico",2022-09-03,2,62,7768.6,1
"10%425","New Mexico",2022-09-03,2,149,5799.1,1
"15%425","New Mexico",2022-09-03,2,252.85,4609.15,1
"20%425","New Mexico",2022-09-03,2,377.8,3785.2,1
"25%425","New Mexico",2022-09-03,2,512,3198.75,1
"30%425","New Mexico",2022-09-03,2,652,2765,1
"35%425","New Mexico",2022-09-03,2,816.95,2380.75,1
"40%425","New Mexico",2022-09-03,2,1016.2,2012.4,1
"45%425","New Mexico",2022-09-03,2,1207,1697.45,0
