"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","Alabama",2020-08-15,1,2385.97,13164.18,1,0.01
"2.5%","Alabama",2020-08-15,1,2792.8,11928.025,1,0.025
"5%","Alabama",2020-08-15,1,3250.75,10863.05,1,0.05
"10%","Alabama",2020-08-15,1,3753.9,9711,1,0.1
"15%","Alabama",2020-08-15,1,4164,8888.15,1,0.15
"20%","Alabama",2020-08-15,1,4460.8,8321.4,1,0.2
"25%","Alabama",2020-08-15,1,4745,7892.25,1,0.25
"30%","Alabama",2020-08-15,1,5061.4,7502.6,0,0.3
"35%","Alabama",2020-08-15,1,5353.3,7138.35,0,0.35
"40%","Alabama",2020-08-15,1,5622.6,6814.4,0,0.4
"45%","Alabama",2020-08-15,1,5903,6507.25,0,0.45
"1%1","Alabama",2020-08-15,2,1682,11852.33,1,0.01
"2.5%1","Alabama",2020-08-15,2,2067.95,10512,1,0.025
"5%1","Alabama",2020-08-15,2,2375.85,9340.75,0,0.05
"10%1","Alabama",2020-08-15,2,2805.9,8228,0,0.1
"15%1","Alabama",2020-08-15,2,3165.4,7623.6,0,0.15
"20%1","Alabama",2020-08-15,2,3469,7071.4,0,0.2
"25%1","Alabama",2020-08-15,2,3769.75,6619.25,0,0.25
"30%1","Alabama",2020-08-15,2,4013.7,6222.3,0,0.3
"35%1","Alabama",2020-08-15,2,4257.65,5893.35,0,0.35
"40%1","Alabama",2020-08-15,2,4508.8,5569.8,0,0.4
"45%1","Alabama",2020-08-15,2,4754,5296,0,0.45
"1%2","Alabama",2020-08-15,3,1002.99,11515.33,1,0.01
"2.5%2","Alabama",2020-08-15,3,1274,10201.175,1,0.025
"5%2","Alabama",2020-08-15,3,1567,8890.6,1,0.05
"10%2","Alabama",2020-08-15,3,1974,7537.2,1,0.1
"15%2","Alabama",2020-08-15,3,2261.85,6661,0,0.15
"20%2","Alabama",2020-08-15,3,2542.8,6088.8,0,0.2
"25%2","Alabama",2020-08-15,3,2780.75,5630,0,0.25
"30%2","Alabama",2020-08-15,3,3041,5228.6,0,0.3
"35%2","Alabama",2020-08-15,3,3274,4877.7,0,0.35
"40%2","Alabama",2020-08-15,3,3518.6,4569.4,0,0.4
"45%2","Alabama",2020-08-15,3,3756.55,4279.45,0,0.45
"1%3","Alabama",2020-08-15,4,758.5,10561.66,1,0.01
"2.5%3","Alabama",2020-08-15,4,942.475,8883.5,1,0.025
"5%3","Alabama",2020-08-15,4,1114.5,7729.25,1,0.05
"10%3","Alabama",2020-08-15,4,1428.4,6359.6,1,0.1
"15%3","Alabama",2020-08-15,4,1674.35,5646.95,0,0.15
"20%3","Alabama",2020-08-15,4,1924.5,5110.5,0,0.2
"25%3","Alabama",2020-08-15,4,2110.5,4643,0,0.25
"30%3","Alabama",2020-08-15,4,2319.2,4267.1,0,0.3
"35%3","Alabama",2020-08-15,4,2506.5,3962.5,0,0.35
"40%3","Alabama",2020-08-15,4,2730.1,3657.9,0,0.4
"45%3","Alabama",2020-08-15,4,2946.05,3402.95,0,0.45
"1%4","Alabama",2020-08-22,1,2177.93,12477.06,1,0.01
"2.5%4","Alabama",2020-08-22,1,2610.975,11181.075,1,0.025
"5%4","Alabama",2020-08-22,1,2969.9,10129.5,1,0.05
"10%4","Alabama",2020-08-22,1,3521.8,8955.6,0,0.1
"15%4","Alabama",2020-08-22,1,3896.85,8316,0,0.15
"20%4","Alabama",2020-08-22,1,4205,7839.2,0,0.2
"25%4","Alabama",2020-08-22,1,4506.75,7390.25,0,0.25
"30%4","Alabama",2020-08-22,1,4768.1,6976,0,0.3
"35%4","Alabama",2020-08-22,1,5022.65,6660.75,0,0.35
"40%4","Alabama",2020-08-22,1,5300.6,6351.6,0,0.4
"45%4","Alabama",2020-08-22,1,5570.55,6078.45,0,0.45
"1%5","Alabama",2020-08-22,2,1482.94,11475.63,1,0.01
"2.5%5","Alabama",2020-08-22,2,1736.825,10095.1,1,0.025
"5%5","Alabama",2020-08-22,2,2124.9,9002.05,1,0.05
"10%5","Alabama",2020-08-22,2,2571.8,7854.3,1,0.1
"15%5","Alabama",2020-08-22,2,2900.85,7172.45,1,0.15
"20%5","Alabama",2020-08-22,2,3159,6603.2,0,0.2
"25%5","Alabama",2020-08-22,2,3426.75,6192.25,0,0.25
"30%5","Alabama",2020-08-22,2,3684.7,5819.3,0,0.3
"35%5","Alabama",2020-08-22,2,3938.65,5508,0,0.35
"40%5","Alabama",2020-08-22,2,4190.2,5233.8,0,0.4
"45%5","Alabama",2020-08-22,2,4438,4953.9,0,0.45
