"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","Utah",2020-08-15,1,1007.98,4463.08,1,0.01
"2.5%","Utah",2020-08-15,1,1160.975,4069.05,1,0.025
"5%","Utah",2020-08-15,1,1328,3771.05,1,0.05
"10%","Utah",2020-08-15,1,1497,3383,1,0.1
"15%","Utah",2020-08-15,1,1636,3134,1,0.15
"20%","Utah",2020-08-15,1,1741,2959,1,0.2
"25%","Utah",2020-08-15,1,1844.75,2817,1,0.25
"30%","Utah",2020-08-15,1,1947.7,2703.3,1,0.3
"35%","Utah",2020-08-15,1,2038,2587.35,1,0.35
"40%","Utah",2020-08-15,1,2120,2487.4,0,0.4
"45%","Utah",2020-08-15,1,2210.55,2386,0,0.45
"1%1","Utah",2020-08-15,2,704,4722.09,1,0.01
"2.5%1","Utah",2020-08-15,2,859.95,4172.175,1,0.025
"5%1","Utah",2020-08-15,2,1001.95,3749.15,1,0.05
"10%1","Utah",2020-08-15,2,1181,3308,1,0.1
"15%1","Utah",2020-08-15,2,1313,3036.15,1,0.15
"20%1","Utah",2020-08-15,2,1438,2838.2,1,0.2
"25%1","Utah",2020-08-15,2,1552.75,2667,1,0.25
"30%1","Utah",2020-08-15,2,1657.7,2522.3,0,0.3
"35%1","Utah",2020-08-15,2,1755,2383,0,0.35
"40%1","Utah",2020-08-15,2,1847.6,2268,0,0.4
"45%1","Utah",2020-08-15,2,1950,2165.45,0,0.45
"1%2","Utah",2020-08-15,3,532.49,4633.55,1,0.01
"2.5%2","Utah",2020-08-15,3,646.5,4058.55,1,0.025
"5%2","Utah",2020-08-15,3,771.5,3666.65,1,0.05
"10%2","Utah",2020-08-15,3,952.4,3200.6,1,0.1
"15%2","Utah",2020-08-15,3,1096.5,2897.5,1,0.15
"20%2","Utah",2020-08-15,3,1219.3,2689.5,0,0.2
"25%2","Utah",2020-08-15,3,1320.25,2516.5,0,0.25
"30%2","Utah",2020-08-15,3,1425.5,2353.8,0,0.3
"35%2","Utah",2020-08-15,3,1535.5,2218.85,0,0.35
"40%2","Utah",2020-08-15,3,1640.5,2070.9,0,0.4
"45%2","Utah",2020-08-15,3,1738.5,1951.95,0,0.45
"1%3","Utah",2020-08-15,4,427.47,4572.56,1,0.01
"2.5%3","Utah",2020-08-15,4,556.475,4061.87499999999,1,0.025
"5%3","Utah",2020-08-15,4,662.45,3567.6,1,0.05
"10%3","Utah",2020-08-15,4,826.5,3023.1,1,0.1
"15%3","Utah",2020-08-15,4,932.35,2740.8,0,0.15
"20%3","Utah",2020-08-15,4,1049.3,2487.9,0,0.2
"25%3","Utah",2020-08-15,4,1166.5,2294,0,0.25
"30%3","Utah",2020-08-15,4,1264.2,2139.5,0,0.3
"35%3","Utah",2020-08-15,4,1366.15,1999.85,0,0.35
"40%3","Utah",2020-08-15,4,1472.5,1889.9,0,0.4
"45%3","Utah",2020-08-15,4,1574.5,1778.95,0,0.45
"1%4","Utah",2020-08-22,1,1044.89,4399.03,1,0.01
"2.5%4","Utah",2020-08-22,1,1190.9,3948.225,1,0.025
"5%4","Utah",2020-08-22,1,1321.95,3645.15,1,0.05
"10%4","Utah",2020-08-22,1,1512.9,3343.2,1,0.1
"15%4","Utah",2020-08-22,1,1636,3128.15,1,0.15
"20%4","Utah",2020-08-22,1,1751.8,2951,1,0.2
"25%4","Utah",2020-08-22,1,1853,2816,1,0.25
"30%4","Utah",2020-08-22,1,1951,2688,1,0.3
"35%4","Utah",2020-08-22,1,2040,2587.35,0,0.35
"40%4","Utah",2020-08-22,1,2129,2486.8,0,0.4
"45%4","Utah",2020-08-22,1,2220,2388,0,0.45
"1%5","Utah",2020-08-22,2,771.47,4822.55,1,0.01
"2.5%5","Utah",2020-08-22,2,910.425,4326.625,1,0.025
"5%5","Utah",2020-08-22,2,1077.45,3877.7,1,0.05
"10%5","Utah",2020-08-22,2,1262.5,3426.6,1,0.1
"15%5","Utah",2020-08-22,2,1401.35,3145.65,1,0.15
"20%5","Utah",2020-08-22,2,1516.5,2953.5,1,0.2
"25%5","Utah",2020-08-22,2,1631.25,2779.75,0,0.25
"30%5","Utah",2020-08-22,2,1738.5,2620.5,0,0.3
"35%5","Utah",2020-08-22,2,1835.15,2490.85,0,0.35
"40%5","Utah",2020-08-22,2,1931.5,2369.9,0,0.4
"45%5","Utah",2020-08-22,2,2036.5,2243.95,0,0.45
"1%6","Utah",2020-08-22,3,564.95,5049.1,1,0.01
"2.5%6","Utah",2020-08-22,3,710.9,4523.275,1,0.025
"5%6","Utah",2020-08-22,3,850,4008.45,1,0.05
"10%6","Utah",2020-08-22,3,1039.9,3470.1,1,0.1
"15%6","Utah",2020-08-22,3,1185.85,3132.3,1,0.15
"20%6","Utah",2020-08-22,3,1317,2884.2,0,0.2
"25%6","Utah",2020-08-22,3,1437,2703,0,0.25
"30%6","Utah",2020-08-22,3,1555,2537.3,0,0.3
"35%6","Utah",2020-08-22,3,1670.65,2379.35,0,0.35
"40%6","Utah",2020-08-22,3,1797,2261.4,0,0.4
"45%6","Utah",2020-08-22,3,1904,2125,0,0.45
"1%7","Utah",2020-08-22,4,521.96,5433.15,0,0.01
"2.5%7","Utah",2020-08-22,4,645.975,4660.1,0,0.025
"5%7","Utah",2020-08-22,4,764.95,4140.5,0,0.05
"10%7","Utah",2020-08-22,4,941.9,3528.3,0,0.1
"15%7","Utah",2020-08-22,4,1076,3146,0,0.15
"20%7","Utah",2020-08-22,4,1207,2875,0,0.2
"25%7","Utah",2020-08-22,4,1316.75,2672,0,0.25
"30%7","Utah",2020-08-22,4,1423.7,2479.6,0,0.3
"35%7","Utah",2020-08-22,4,1537.3,2318,0,0.35
"40%7","Utah",2020-08-22,4,1657,2169.8,0,0.4
"45%7","Utah",2020-08-22,4,1769,2019,0,0.45
"1%8","Utah",2020-08-29,1,1159.43,4823.66,1,0.01
"2.5%8","Utah",2020-08-29,1,1335.45,4439.575,1,0.025
"5%8","Utah",2020-08-29,1,1482.45,4099.6,1,0.05
"10%8","Utah",2020-08-29,1,1676.4,3712.6,1,0.1
"15%8","Utah",2020-08-29,1,1824.5,3488.65,1,0.15
"20%8","Utah",2020-08-29,1,1958.5,3301.5,1,0.2
"25%8","Utah",2020-08-29,1,2067.5,3143.5,1,0.25
"30%8","Utah",2020-08-29,1,2176.5,3008.1,1,0.3
"35%8","Utah",2020-08-29,1,2271.15,2882.5,1,0.35
"40%8","Utah",2020-08-29,1,2360.5,2776.5,0,0.4
"45%8","Utah",2020-08-29,1,2458.5,2662.95,0,0.45
"1%9","Utah",2020-08-29,2,900.96,5630.18,1,0.01
"2.5%9","Utah",2020-08-29,2,1071,5049.15,1,0.025
"5%9","Utah",2020-08-29,2,1215,4562.15,1,0.05
"10%9","Utah",2020-08-29,2,1459.9,4021.2,1,0.1
"15%9","Utah",2020-08-29,2,1641,3657,1,0.15
"20%9","Utah",2020-08-29,2,1788.8,3428.2,1,0.2
"25%9","Utah",2020-08-29,2,1916,3229,1,0.25
"30%9","Utah",2020-08-29,2,2032.4,3081.3,1,0.3
"35%9","Utah",2020-08-29,2,2156,2939.35,0,0.35
"40%9","Utah",2020-08-29,2,2281.2,2791,0,0.4
"45%9","Utah",2020-08-29,2,2398,2663.45,0,0.45
"1%10","Utah",2020-08-29,3,729.47,6565.18000000001,1,0.01
"2.5%10","Utah",2020-08-29,3,895.5,5760.87499999999,1,0.025
"5%10","Utah",2020-08-29,3,1076.5,5075.7,0,0.05
