"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","Wisconsin",2020-08-15,1,2360.96,8556,1,0.01
"2.5%","Wisconsin",2020-08-15,1,2684.95,7856.125,1,0.025
"5%","Wisconsin",2020-08-15,1,2953.85,7311.3,1,0.05
"10%","Wisconsin",2020-08-15,1,3305,6675.1,1,0.1
"15%","Wisconsin",2020-08-15,1,3565,6290.45,1,0.15
"20%","Wisconsin",2020-08-15,1,3782,5988.4,1,0.2
"25%","Wisconsin",2020-08-15,1,3945,5745.5,1,0.25
"30%","Wisconsin",2020-08-15,1,4127,5526,1,0.3
"35%","Wisconsin",2020-08-15,1,4306.3,5334,1,0.35
"40%","Wisconsin",2020-08-15,1,4468.6,5148,1,0.4
"45%","Wisconsin",2020-08-15,1,4635.1,4961,1,0.45
"1%1","Wisconsin",2020-08-15,2,1431.92,10557.12,1,0.01
"2.5%1","Wisconsin",2020-08-15,2,1759.8,9341.39999999999,1,0.025
"5%1","Wisconsin",2020-08-15,2,2048.9,8255.55,1,0.05
"10%1","Wisconsin",2020-08-15,2,2455.7,7222.8,1,0.1
"15%1","Wisconsin",2020-08-15,2,2749.85,6620,1,0.15
"20%1","Wisconsin",2020-08-15,2,3004.8,6173.2,1,0.2
"25%1","Wisconsin",2020-08-15,2,3259.75,5795.25,1,0.25
"30%1","Wisconsin",2020-08-15,2,3493.4,5474.3,1,0.3
"35%1","Wisconsin",2020-08-15,2,3728.65,5181.7,1,0.35
"40%1","Wisconsin",2020-08-15,2,3955.6,4924,1,0.4
"45%1","Wisconsin",2020-08-15,2,4186.55,4682,0,0.45
"1%2","Wisconsin",2020-08-15,3,1032.5,12027.61,1,0.01
"2.5%2","Wisconsin",2020-08-15,3,1322.5,10604.85,1,0.025
"5%2","Wisconsin",2020-08-15,3,1581.5,9245.2,1,0.05
"10%2","Wisconsin",2020-08-15,3,1985.4,7910.6,1,0.1
"15%2","Wisconsin",2020-08-15,3,2303.5,6967.5,1,0.15
"20%2","Wisconsin",2020-08-15,3,2584.3,6380.9,1,0.2
"25%2","Wisconsin",2020-08-15,3,2856,5881.75,1,0.25
"30%2","Wisconsin",2020-08-15,3,3118.2,5435.7,0,0.3
"35%2","Wisconsin",2020-08-15,3,3356.15,5092.85,0,0.35
"40%2","Wisconsin",2020-08-15,3,3617.7,4753.9,0,0.4
"45%2","Wisconsin",2020-08-15,3,3866.05,4420.95,0,0.45
"1%3","Wisconsin",2020-08-15,4,900.97,13563.17,1,0.01
"2.5%3","Wisconsin",2020-08-15,4,1088.975,11228.625,1,0.025
"5%3","Wisconsin",2020-08-15,4,1325.95,9777.5,1,0.05
"10%3","Wisconsin",2020-08-15,4,1679.9,8201,1,0.1
"15%3","Wisconsin",2020-08-15,4,1972,7080.2,0,0.15
"20%3","Wisconsin",2020-08-15,4,2267,6342.2,0,0.2
"25%3","Wisconsin",2020-08-15,4,2493.75,5745.25,0,0.25
"30%3","Wisconsin",2020-08-15,4,2731.7,5292.3,0,0.3
"35%3","Wisconsin",2020-08-15,4,3001.65,4872.4,0,0.35
"40%3","Wisconsin",2020-08-15,4,3262.6,4502.4,0,0.4
"45%3","Wisconsin",2020-08-15,4,3549.55,4174,0,0.45
"1%4","Wisconsin",2020-08-22,1,2307,8393.21,1,0.01
"2.5%4","Wisconsin",2020-08-22,1,2586.95,7774.2,1,0.025
"5%4","Wisconsin",2020-08-22,1,2915.9,7231.1,1,0.05
"10%4","Wisconsin",2020-08-22,1,3274.9,6595.1,1,0.1
"15%4","Wisconsin",2020-08-22,1,3528.7,6228,1,0.15
"20%4","Wisconsin",2020-08-22,1,3763,5942,1,0.2
"25%4","Wisconsin",2020-08-22,1,3946,5698.25,1,0.25
"30%4","Wisconsin",2020-08-22,1,4117,5494.3,1,0.3
"35%4","Wisconsin",2020-08-22,1,4287,5300.35,1,0.35
"40%4","Wisconsin",2020-08-22,1,4455.2,5118,1,0.4
"45%4","Wisconsin",2020-08-22,1,4622,4944,1,0.45
"1%5","Wisconsin",2020-08-22,2,1506.49,10626.57,1,0.01
"2.5%5","Wisconsin",2020-08-22,2,1804.35,9464.89999999999,1,0.025
"5%5","Wisconsin",2020-08-22,2,2148.2,8479.8,1,0.05
"10%5","Wisconsin",2020-08-22,2,2543.4,7450.9,1,0.1
"15%5","Wisconsin",2020-08-22,2,2862.35,6806.8,1,0.15
"20%5","Wisconsin",2020-08-22,2,3122.5,6385.7,1,0.2
"25%5","Wisconsin",2020-08-22,2,3389.5,6022,1,0.25
"30%5","Wisconsin",2020-08-22,2,3644.5,5650.8,1,0.3
"35%5","Wisconsin",2020-08-22,2,3873.15,5350.5,0,0.35
"40%5","Wisconsin",2020-08-22,2,4094.5,5092.5,0,0.4
"45%5","Wisconsin",2020-08-22,2,4344.6,4843.85,0,0.45
"1%6","Wisconsin",2020-08-22,3,1109.44,12721.62,1,0.01
"2.5%6","Wisconsin",2020-08-22,3,1376.475,10875.5,1,0.025
"5%6","Wisconsin",2020-08-22,3,1662.4,9683.8,1,0.05
"10%6","Wisconsin",2020-08-22,3,2116.4,8302.8,1,0.1
"15%6","Wisconsin",2020-08-22,3,2433.5,7362.8,1,0.15
