"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","Iowa",2020-08-15,1,1892.99,5854.02,1,0.01
"2.5%","Iowa",2020-08-15,1,2104,5456.075,1,0.025
"5%","Iowa",2020-08-15,1,2312.9,5065,1,0.05
"10%","Iowa",2020-08-15,1,2547.9,4677,1,0.1
"15%","Iowa",2020-08-15,1,2715,4415,1,0.15
"20%","Iowa",2020-08-15,1,2857.8,4235.2,1,0.2
"25%","Iowa",2020-08-15,1,2976.5,4076.25,1,0.25
"30%","Iowa",2020-08-15,1,3094,3937.6,1,0.3
"35%","Iowa",2020-08-15,1,3216,3819.35,0,0.35
"40%","Iowa",2020-08-15,1,3316,3714,0,0.4
"45%","Iowa",2020-08-15,1,3410,3607.9,0,0.45
"1%1","Iowa",2020-08-15,2,962.96,9398,1,0.01
"2.5%1","Iowa",2020-08-15,2,1233.925,8323.025,1,0.025
"5%1","Iowa",2020-08-15,2,1476,7407,0,0.05
"10%1","Iowa",2020-08-15,2,1810.8,6389,0,0.1
"15%1","Iowa",2020-08-15,2,2066.85,5725.75,0,0.15
"20%1","Iowa",2020-08-15,2,2304.8,5248,0,0.2
"25%1","Iowa",2020-08-15,2,2523,4861.5,0,0.25
"30%1","Iowa",2020-08-15,2,2702,4522,0,0.3
"35%1","Iowa",2020-08-15,2,2889.65,4251,0,0.35
"40%1","Iowa",2020-08-15,2,3096.8,3990,0,0.4
"45%1","Iowa",2020-08-15,2,3298.55,3751.45,0,0.45
"1%2","Iowa",2020-08-15,3,896.44,10379.64,1,0.01
"2.5%2","Iowa",2020-08-15,3,1099.45,9111.675,1,0.025
"5%2","Iowa",2020-08-15,3,1317.4,8002.55,1,0.05
"10%2","Iowa",2020-08-15,3,1705.3,6768.8,1,0.1
"15%2","Iowa",2020-08-15,3,1958.5,5950.5,0,0.15
"20%2","Iowa",2020-08-15,3,2201.3,5457.7,0,0.2
"25%2","Iowa",2020-08-15,3,2431,5022.25,0,0.25
"30%2","Iowa",2020-08-15,3,2636.3,4673.8,0,0.3
"35%2","Iowa",2020-08-15,3,2852.5,4334.5,0,0.35
"40%2","Iowa",2020-08-15,3,3065.5,4044.9,0,0.4
"45%2","Iowa",2020-08-15,3,3290.05,3782.5,0,0.45
"1%3","Iowa",2020-08-15,4,876.46,11477.53,1,0.01
"2.5%3","Iowa",2020-08-15,4,1039.375,9987.525,1,0.025
"5%3","Iowa",2020-08-15,4,1236.45,8421.55,1,0.05
"10%3","Iowa",2020-08-15,4,1562.5,7036.7,1,0.1
"15%3","Iowa",2020-08-15,4,1830.5,6243.85,1,0.15
"20%3","Iowa",2020-08-15,4,2081.1,5630.9,1,0.2
"25%3","Iowa",2020-08-15,4,2331.5,5169.75,1,0.25
"30%3","Iowa",2020-08-15,4,2560.5,4750.1,1,0.3
"35%3","Iowa",2020-08-15,4,2775.5,4398.85,0,0.35
"40%3","Iowa",2020-08-15,4,3002.1,4052.3,0,0.4
"45%3","Iowa",2020-08-15,4,3248.7,3770.4,0,0.45
"1%4","Iowa",2020-08-22,1,2234.36,6692.62,0,0.01
"2.5%4","Iowa",2020-08-22,1,2480.35,6235.65,0,0.025
"5%4","Iowa",2020-08-22,1,2727.35,5856.6,0,0.05
"10%4","Iowa",2020-08-22,1,2993.4,5441,0,0.1
"15%4","Iowa",2020-08-22,1,3178.5,5171.5,0,0.15
"20%4","Iowa",2020-08-22,1,3351.5,4956.7,0,0.2
"25%4","Iowa",2020-08-22,1,3496.5,4780.5,0,0.25
"30%4","Iowa",2020-08-22,1,3613.2,4618.5,0,0.3
"35%4","Iowa",2020-08-22,1,3731.15,4475.85,0,0.35
"40%4","Iowa",2020-08-22,1,3849.5,4339.5,0,0.4
"45%4","Iowa",2020-08-22,1,3973.05,4211.5,0,0.45
"1%5","Iowa",2020-08-22,2,1090.91,11745.22,1,0.01
"2.5%5","Iowa",2020-08-22,2,1368.975,10418.25,1,0.025
"5%5","Iowa",2020-08-22,2,1672.95,9315.35,1,0.05
"10%5","Iowa",2020-08-22,2,2102,8035.4,1,0.1
"15%5","Iowa",2020-08-22,2,2449.55,7216,1,0.15
"20%5","Iowa",2020-08-22,2,2727.8,6618.4,1,0.2
"25%5","Iowa",2020-08-22,2,2992.75,6118,1,0.25
"30%5","Iowa",2020-08-22,2,3251.7,5682,0,0.3
"35%5","Iowa",2020-08-22,2,3536.65,5338.7,0,0.35
"40%5","Iowa",2020-08-22,2,3821,5024,0,0.4
"45%5","Iowa",2020-08-22,2,4101,4671.45,0,0.45
"1%6","Iowa",2020-08-22,3,1086.99,13443.16,1,0.01
"2.5%6","Iowa",2020-08-22,3,1361.975,11608.35,1,0.025
"5%6","Iowa",2020-08-22,3,1664.95,10157.55,1,0.05
"10%6","Iowa",2020-08-22,3,2094.7,8634.2,1,0.1
"15%6","Iowa",2020-08-22,3,2443.85,7685.15,1,0.15
"20%6","Iowa",2020-08-22,3,2747,6960.8,1,0.2
"25%6","Iowa",2020-08-22,3,3044.5,6408.25,1,0.25
"30%6","Iowa",2020-08-22,3,3307.8,5997.6,1,0.3
"35%6","Iowa",2020-08-22,3,3610,5618.35,1,0.35
"40%6","Iowa",2020-08-22,3,3891.6,5234.4,1,0.4
"45%6","Iowa",2020-08-22,3,4197,4894.35,1,0.45
"1%7","Iowa",2020-08-22,4,1076.34999999,14949.52999999,1,0.01
"2.5%7","Iowa",2020-08-22,4,1311.34999999,12930.92499999,1,0.025
"5%7","Iowa",2020-08-22,4,1587.29999999,10882.59999999,1,0.05
"10%7","Iowa",2020-08-22,4,2007.49999999,9076.59999999,1,0.1
"15%7","Iowa",2020-08-22,4,2345.34999999,8094.79999999,1,0.15
"20%7","Iowa",2020-08-22,4,2659.29999999,7309.49999999,1,0.2
"25%7","Iowa",2020-08-22,4,2953.74999999,6699.24999999,1,0.25
"30%7","Iowa",2020-08-22,4,3293.69999999,6159.49999999,1,0.3
"35%7","Iowa",2020-08-22,4,3595.09999999,5680.84999999,1,0.35
"40%7","Iowa",2020-08-22,4,3892.69999999,5250.29999999,0,0.4
"45%7","Iowa",2020-08-22,4,4212.04999999,4857.84999999,0,0.45
"1%8","Iowa",2020-08-29,1,5822.76,19754.04,1,0.01
"2.5%8","Iowa",2020-08-29,1,6494.9,18439.25,0,0.025
"5%8","Iowa",2020-08-29,1,7128.95,17005.25,0,0.05
"10%8","Iowa",2020-08-29,1,7965.7,15595.6,0,0.1
"15%8","Iowa",2020-08-29,1,8528.85,14683.95,0,0.15
