"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","Massachusetts",2020-08-15,1,553.99,8827.63000000001,1,0.01
"2.5%","Massachusetts",2020-08-15,1,641.925,7447.92499999999,1,0.025
"5%","Massachusetts",2020-08-15,1,751.9,6341,1,0.05
"10%","Massachusetts",2020-08-15,1,941,5288,1,0.1
"15%","Massachusetts",2020-08-15,1,1105.85,4573.6,1,0.15
"20%","Massachusetts",2020-08-15,1,1271,4111.4,1,0.2
"25%","Massachusetts",2020-08-15,1,1442.25,3717.25,1,0.25
"30%","Massachusetts",2020-08-15,1,1618.7,3385.6,1,0.3
"35%","Massachusetts",2020-08-15,1,1794.65,3061.35,1,0.35
"40%","Massachusetts",2020-08-15,1,1980,2810.8,1,0.4
"45%","Massachusetts",2020-08-15,1,2158.55,2582,0,0.45
"1%1","Massachusetts",2020-08-15,2,734.5,11526.2,1,0.01
"2.5%1","Massachusetts",2020-08-15,2,772.475,9244.675,1,0.025
"5%1","Massachusetts",2020-08-15,2,833.45,7394.15,1,0.05
"10%1","Massachusetts",2020-08-15,2,967.5,5887.6,1,0.1
"15%1","Massachusetts",2020-08-15,2,1091.35,4973.65,1,0.15
"20%1","Massachusetts",2020-08-15,2,1222.9,4366.1,1,0.2
"25%1","Massachusetts",2020-08-15,2,1397.5,3846,1,0.25
"30%1","Massachusetts",2020-08-15,2,1541.2,3445.8,1,0.3
"35%1","Massachusetts",2020-08-15,2,1685.15,3080.5,1,0.35
"40%1","Massachusetts",2020-08-15,2,1859.5,2748.5,1,0.4
"45%1","Massachusetts",2020-08-15,2,2051.05,2490.4,1,0.45
"1%2","Massachusetts",2020-08-15,3,677.49,10799.51,1,0.01
"2.5%2","Massachusetts",2020-08-15,3,709.425,8863.62499999998,1,0.025
"5%2","Massachusetts",2020-08-15,3,763.5,7221.6,1,0.05
"10%2","Massachusetts",2020-08-15,3,889.5,5575.6,1,0.1
"15%2","Massachusetts",2020-08-15,3,1020.35,4765.5,1,0.15
"20%2","Massachusetts",2020-08-15,3,1150.5,4127.1,1,0.2
"25%2","Massachusetts",2020-08-15,3,1271.5,3617.75,1,0.25
"30%2","Massachusetts",2020-08-15,3,1440.2,3218.8,1,0.3
"35%2","Massachusetts",2020-08-15,3,1605.15,2907.85,1,0.35
"40%2","Massachusetts",2020-08-15,3,1773.5,2626.9,1,0.4
"45%2","Massachusetts",2020-08-15,3,1951.05,2374.95,0,0.45
"1%3","Massachusetts",2020-08-15,4,632.5,9827.58000000002,1,0.01
"2.5%3","Massachusetts",2020-08-15,4,666.5,8156.99999999999,1,0.025
"5%3","Massachusetts",2020-08-15,4,719.5,6986.9,1,0.05
"10%3","Massachusetts",2020-08-15,4,831.5,5465.1,1,0.1
"15%3","Massachusetts",2020-08-15,4,938.5,4531.25,1,0.15
"20%3","Massachusetts",2020-08-15,4,1060.5,3897.9,1,0.2
"25%3","Massachusetts",2020-08-15,4,1199.5,3417.75,1,0.25
"30%3","Massachusetts",2020-08-15,4,1345.2,3070.5,1,0.3
"35%3","Massachusetts",2020-08-15,4,1510.15,2782.85,1,0.35
"40%3","Massachusetts",2020-08-15,4,1683.1,2515.9,1,0.4
"45%3","Massachusetts",2020-08-15,4,1856.5,2279.95,0,0.45
"1%4","Massachusetts",2020-08-22,1,523.49,7560.55,1,0.01
"2.5%4","Massachusetts",2020-08-22,1,598.475,6301.625,1,0.025
"5%4","Massachusetts",2020-08-22,1,688.5,5291.55,1,0.05
"10%4","Massachusetts",2020-08-22,1,857.2,4286.6,1,0.1
"15%4","Massachusetts",2020-08-22,1,1001.2,3787.5,1,0.15
"20%4","Massachusetts",2020-08-22,1,1140.5,3390.5,1,0.2
"25%4","Massachusetts",2020-08-22,1,1282,3102.75,1,0.25
"30%4","Massachusetts",2020-08-22,1,1402.5,2816.8,1,0.3
"35%4","Massachusetts",2020-08-22,1,1531.5,2579.55,1,0.35
"40%4","Massachusetts",2020-08-22,1,1674.5,2361.3,1,0.4
"45%4","Massachusetts",2020-08-22,1,1850.05,2184.5,0,0.45
"1%5","Massachusetts",2020-08-22,2,615.5,9225.95000000001,1,0.01
"2.5%5","Massachusetts",2020-08-22,2,644.475,7353.22499999999,1,0.025
