"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%5","New Hampshire",2020-08-22,2,40,235.01,1,0.01
"2.5%5","New Hampshire",2020-08-22,2,48,212,1,0.025
"5%5","New Hampshire",2020-08-22,2,55,194,1,0.05
"10%5","New Hampshire",2020-08-22,2,64,170,0,0.1
"15%5","New Hampshire",2020-08-22,2,71,158,0,0.15
"20%5","New Hampshire",2020-08-22,2,77,147,0,0.2
"25%5","New Hampshire",2020-08-22,2,83,139,0,0.25
"30%5","New Hampshire",2020-08-22,2,88,131,0,0.3
"35%5","New Hampshire",2020-08-22,2,93.6500000000001,125,0,0.35
"40%5","New Hampshire",2020-08-22,2,99,119,0,0.4
"45%5","New Hampshire",2020-08-22,2,103,113,0,0.45
"1%6","New Hampshire",2020-08-22,3,37,230.01,1,0.01
"2.5%6","New Hampshire",2020-08-22,3,45,208.025,0,0.025
"5%6","New Hampshire",2020-08-22,3,53,191,0,0.05
"10%6","New Hampshire",2020-08-22,3,62,170,0,0.1
"15%6","New Hampshire",2020-08-22,3,70,157,0,0.15
"20%6","New Hampshire",2020-08-22,3,76,147,0,0.2
"25%6","New Hampshire",2020-08-22,3,81,139,0,0.25
"30%6","New Hampshire",2020-08-22,3,87,131,0,0.3
"35%6","New Hampshire",2020-08-22,3,91,125,0,0.35
"40%6","New Hampshire",2020-08-22,3,96,118,0,0.4
"45%6","New Hampshire",2020-08-22,3,101,112,0,0.45
"1%7","New Hampshire",2020-08-22,4,32,256.01,0,0.01
"2.5%7","New Hampshire",2020-08-22,4,40,227,0,0.025
"5%7","New Hampshire",2020-08-22,4,48,207,0,0.05
"10%7","New Hampshire",2020-08-22,4,57,180,0,0.1
"15%7","New Hampshire",2020-08-22,4,65,163,0,0.15
"20%7","New Hampshire",2020-08-22,4,71,150,0,0.2
"25%7","New Hampshire",2020-08-22,4,77,140,0,0.25
"30%7","New Hampshire",2020-08-22,4,82,132,0,0.3
"35%7","New Hampshire",2020-08-22,4,88,124,0,0.35
"40%7","New Hampshire",2020-08-22,4,94,117,0,0.4
"45%7","New Hampshire",2020-08-22,4,99,111,0,0.45
"1%8","New Hampshire",2020-08-29,1,67,269,1,0.01
"2.5%8","New Hampshire",2020-08-29,1,76,247,1,0.025
"5%8","New Hampshire",2020-08-29,1,86,228,1,0.05
"10%8","New Hampshire",2020-08-29,1,98,208,1,0.1
"15%8","New Hampshire",2020-08-29,1,106,195,1,0.15
"20%8","New Hampshire",2020-08-29,1,113,185,1,0.2
"25%8","New Hampshire",2020-08-29,1,119,177,0,0.25
"30%8","New Hampshire",2020-08-29,1,125,170,0,0.3
"35%8","New Hampshire",2020-08-29,1,131,164,0,0.35
"40%8","New Hampshire",2020-08-29,1,136,158,0,0.4
"45%8","New Hampshire",2020-08-29,1,142,153,0,0.45
"1%9","New Hampshire",2020-08-29,2,49,311,1,0.01
"2.5%9","New Hampshire",2020-08-29,2,59,282.025,1,0.025
"5%9","New Hampshire",2020-08-29,2,70,255,1,0.05
"10%9","New Hampshire",2020-08-29,2,83,224,0,0.1
"15%9","New Hampshire",2020-08-29,2,93,207,0,0.15
"20%9","New Hampshire",2020-08-29,2,100,194,0,0.2
"25%9","New Hampshire",2020-08-29,2,108,183,0,0.25
"30%9","New Hampshire",2020-08-29,2,115,173,0,0.3
"35%9","New Hampshire",2020-08-29,2,121,165,0,0.35
"40%9","New Hampshire",2020-08-29,2,128,157,0,0.4
"45%9","New Hampshire",2020-08-29,2,135,149,0,0.45
"1%10","New Hampshire",2020-08-29,3,48,315,1,0.01
"2.5%10","New Hampshire",2020-08-29,3,57,278,1,0.025
"5%10","New Hampshire",2020-08-29,3,67.95,254,0,0.05
"10%10","New Hampshire",2020-08-29,3,80,226,0,0.1
"15%10","New Hampshire",2020-08-29,3,89,208,0,0.15
"20%10","New Hampshire",2020-08-29,3,98,193.2,0,0.2
"25%10","New Hampshire",2020-08-29,3,106,182,0,0.25
"30%10","New Hampshire",2020-08-29,3,113,172,0,0.3
"35%10","New Hampshire",2020-08-29,3,120,164,0,0.35
"40%10","New Hampshire",2020-08-29,3,127,156,0,0.4
"45%10","New Hampshire",2020-08-29,3,133,148,0,0.45
"1%11","New Hampshire",2020-08-29,4,40.99,352,1,0.01
"2.5%11","New Hampshire",2020-08-29,4,50,308,1,0.025
"5%11","New Hampshire",2020-08-29,4,58,273.05,1,0.05
"10%11","New Hampshire",2020-08-29,4,73,240,1,0.1
"15%11","New Hampshire",2020-08-29,4,82,216,1,0.15
"20%11","New Hampshire",2020-08-29,4,91,198,0,0.2
"25%11","New Hampshire",2020-08-29,4,99,185,0,0.25
"30%11","New Hampshire",2020-08-29,4,107,173,0,0.3
"35%11","New Hampshire",2020-08-29,4,114,163,0,0.35
"40%11","New Hampshire",2020-08-29,4,121,154,0,0.4
"45%11","New Hampshire",2020-08-29,4,129,145,0,0.45
"1%12","New Hampshire",2020-09-05,1,87.00000001,319.00000001,1,0.01
"2.5%12","New Hampshire",2020-09-05,1,99.00000001,290.00000001,1,0.025
"5%12","New Hampshire",2020-09-05,1,109.00000001,271.00000001,1,0.05
"10%12","New Hampshire",2020-09-05,1,122.00000001,247.00000001,1,0.1
"15%12","New Hampshire",2020-09-05,1,131.00000001,234.00000001,1,0.15
"20%12","New Hampshire",2020-09-05,1,138.00000001,222.00000001,0,0.2
"25%12","New Hampshire",2020-09-05,1,146.00000001,213.00000001,0,0.25
"30%12","New Hampshire",2020-09-05,1,152.00000001,205.00000001,0,0.3
"35%12","New Hampshire",2020-09-05,1,159.00000001,196.00000001,0,0.35
"40%12","New Hampshire",2020-09-05,1,165.00000001,189.00000001,0,0.4
"45%12","New Hampshire",2020-09-05,1,171.00000001,183.00000001,0,0.45
"1%13","New Hampshire",2020-09-05,2,65.00000001,404.00000001,1,0.01
"2.5%13","New Hampshire",2020-09-05,2,77.00000001,354.02500001,1,0.025
"5%13","New Hampshire",2020-09-05,2,90.00000001,321.00000001,1,0.05
"10%13","New Hampshire",2020-09-05,2,106.00000001,284.00000001,1,0.1
"15%13","New Hampshire",2020-09-05,2,117.00000001,262.00000001,0,0.15
"20%13","New Hampshire",2020-09-05,2,127.00000001,244.00000001,0,0.2
"25%13","New Hampshire",2020-09-05,2,136.00000001,230.00000001,0,0.25
"30%13","New Hampshire",2020-09-05,2,144.00000001,218.00000001,0,0.3
"35%13","New Hampshire",2020-09-05,2,152.00000001,206.00000001,0,0.35
"40%13","New Hampshire",2020-09-05,2,161.00000001,195.00000001,0,0.4
"45%13","New Hampshire",2020-09-05,2,169.00000001,186.00000001,0,0.45
"1%14","New Hampshire",2020-09-05,3,55.00000001,405.01000001,1,0.01
"2.5%14","New Hampshire",2020-09-05,3,69.00000001,361.00000001,1,0.025
"5%14","New Hampshire",2020-09-05,3,83.00000001,324.00000001,1,0.05
"10%14","New Hampshire",2020-09-05,3,99.00000001,287.00000001,1,0.1
"15%14","New Hampshire",2020-09-05,3,110.00000001,261.00000001,1,0.15
"20%14","New Hampshire",2020-09-05,3,122.00000001,244.00000001,1,0.2
"25%14","New Hampshire",2020-09-05,3,132.00000001,229.00000001,1,0.25
"30%14","New Hampshire",2020-09-05,3,142.00000001,217.00000001,1,0.3
"35%14","New Hampshire",2020-09-05,3,150.00000001,205.00000001,1,0.35
"40%14","New Hampshire",2020-09-05,3,159.00000001,195.00000001,0,0.4
"45%14","New Hampshire",2020-09-05,3,168.00000001,186.00000001,0,0.45
"1%15","New Hampshire",2020-09-05,4,52.00000001,433.01000001,0,0.01
"2.5%15","New Hampshire",2020-09-05,4,65.00000001,388.02500001,0,0.025
"5%15","New Hampshire",2020-09-05,4,77.00000001,348.00000001,0,0.05
"10%15","New Hampshire",2020-09-05,4,94.00000001,305.00000001,0,0.1
"15%15","New Hampshire",2020-09-05,4,106.85000001,279.150000010001,0,0.15
"20%15","New Hampshire",2020-09-05,4,118.80000001,257.00000001,0,0.2
"25%15","New Hampshire",2020-09-05,4,129.00000001,240.00000001,0,0.25
"30%15","New Hampshire",2020-09-05,4,138.00000001,224.00000001,0,0.3
"35%15","New Hampshire",2020-09-05,4,147.00000001,212.00000001,0,0.35
"40%15","New Hampshire",2020-09-05,4,157.00000001,200.00000001,0,0.4
"45%15","New Hampshire",2020-09-05,4,166.00000001,188.00000001,0,0.45
"1%16","New Hampshire",2020-09-12,1,120.99,443.01,1,0.01
"2.5%16","New Hampshire",2020-09-12,1,138,407,1,0.025
"5%16","New Hampshire",2020-09-12,1,152,378.05,1,0.05
"10%16","New Hampshire",2020-09-12,1,171,347,1,0.1
"15%16","New Hampshire",2020-09-12,1,185.85,326,1,0.15
"20%16","New Hampshire",2020-09-12,1,197,309,1,0.2
"25%16","New Hampshire",2020-09-12,1,207,297,1,0.25
"30%16","New Hampshire",2020-09-12,1,216,286,1,0.3
"35%16","New Hampshire",2020-09-12,1,225,276,1,0.35
"40%16","New Hampshire",2020-09-12,1,233,266,0,0.4
"45%16","New Hampshire",2020-09-12,1,241,257,0,0.45
"1%17","New Hampshire",2020-09-12,2,97.99,596,1,0.01
"2.5%17","New Hampshire",2020-09-12,2,118.975,533.025,1,0.025
"5%17","New Hampshire",2020-09-12,2,136.95,486,1,0.05
"10%17","New Hampshire",2020-09-12,2,163,433,1,0.1
"15%17","New Hampshire",2020-09-12,2,181,400,1,0.15
"20%17","New Hampshire",2020-09-12,2,196,374,1,0.2
"25%17","New Hampshire",2020-09-12,2,210,352,0,0.25
"30%17","New Hampshire",2020-09-12,2,223,333,0,0.3
"35%17","New Hampshire",2020-09-12,2,236,315,0,0.35
"40%17","New Hampshire",2020-09-12,2,248,300,0,0.4
"45%17","New Hampshire",2020-09-12,2,260,285,0,0.45
"1%18","New Hampshire",2020-09-12,3,92.49,663.51,1,0.01
"2.5%18","New Hampshire",2020-09-12,3,114.5,597.5,1,0.025
"5%18","New Hampshire",2020-09-12,3,133.5,534.5,1,0.05
"10%18","New Hampshire",2020-09-12,3,161.5,472.5,0,0.1
"15%18","New Hampshire",2020-09-12,3,180.5,430.5,0,0.15
"20%18","New Hampshire",2020-09-12,3,197.5,402.5,0,0.2
"25%18","New Hampshire",2020-09-12,3,212.25,378.5,0,0.25
"30%18","New Hampshire",2020-09-12,3,228.5,358.5,0,0.3
"35%18","New Hampshire",2020-09-12,3,243.5,338.5,0,0.35
"40%18","New Hampshire",2020-09-12,3,257.5,321.5,0,0.4
"45%18","New Hampshire",2020-09-12,3,272.5,305.5,0,0.45
"1%19","New Hampshire",2020-09-12,4,81,800.070000000002,1,0.01
"2.5%19","New Hampshire",2020-09-12,4,101,711.049999999999,1,0.025
"5%19","New Hampshire",2020-09-12,4,123,624,1,0.05
"10%19","New Hampshire",2020-09-12,4,151,536,1,0.1
"15%19","New Hampshire",2020-09-12,4,174,483,0,0.15
"20%19","New Hampshire",2020-09-12,4,193,447,0,0.2
"25%19","New Hampshire",2020-09-12,4,212,415,0,0.25
"30%19","New Hampshire",2020-09-12,4,229,388,0,0.3
"35%19","New Hampshire",2020-09-12,4,247,367,0,0.35
"40%19","New Hampshire",2020-09-12,4,265,343,0,0.4
"45%19","New Hampshire",2020-09-12,4,283,322,0,0.45
"1%20","New Hampshire",2020-09-19,1,172.99,607.030000000001,1,0.01
"2.5%20","New Hampshire",2020-09-19,1,197,558,1,0.025
"5%20","New Hampshire",2020-09-19,1,219,517.05,0,0.05
"10%20","New Hampshire",2020-09-19,1,244,478,0,0.1
"15%20","New Hampshire",2020-09-19,1,262,451,0,0.15
"20%20","New Hampshire",2020-09-19,1,276,429.2,0,0.2
"25%20","New Hampshire",2020-09-19,1,289,413,0,0.25
"30%20","New Hampshire",2020-09-19,1,300,397,0,0.3
"35%20","New Hampshire",2020-09-19,1,311,382,0,0.35
"40%20","New Hampshire",2020-09-19,1,323,369,0,0.4
"45%20","New Hampshire",2020-09-19,1,333,356,0,0.45
"1%21","New Hampshire",2020-09-19,2,158.99,971.01,1,0.01
"2.5%21","New Hampshire",2020-09-19,2,190,862.074999999999,1,0.025
"5%21","New Hampshire",2020-09-19,2,217.95,784.1,1,0.05
"10%21","New Hampshire",2020-09-19,2,259.9,692,1,0.1
"15%21","New Hampshire",2020-09-19,2,288,636,1,0.15
"20%21","New Hampshire",2020-09-19,2,312,596,1,0.2
"25%21","New Hampshire",2020-09-19,2,333,561,1,0.25
"30%21","New Hampshire",2020-09-19,2,357,535,1,0.3
"35%21","New Hampshire",2020-09-19,2,378,508,1,0.35
"40%21","New Hampshire",2020-09-19,2,400,485,1,0.4
"45%21","New Hampshire",2020-09-19,2,421.55,462,0,0.45
"1%22","New Hampshire",2020-09-19,3,189,1273.02,1,0.01
"2.5%22","New Hampshire",2020-09-19,3,219,1120.025,1,0.025
"5%22","New Hampshire",2020-09-19,3,255,1011.1,1,0.05
"10%22","New Hampshire",2020-09-19,3,307,886,1,0.1
"15%22","New Hampshire",2020-09-19,3,341,811,1,0.15
"20%22","New Hampshire",2020-09-19,3,379,759,1,0.2
"25%22","New Hampshire",2020-09-19,3,406,709,1,0.25
"30%22","New Hampshire",2020-09-19,3,436,670,1,0.3
"35%22","New Hampshire",2020-09-19,3,463,635.350000000001,1,0.35
"40%22","New Hampshire",2020-09-19,3,489,603,1,0.4
"45%22","New Hampshire",2020-09-19,3,514,572,0,0.45
"1%23","New Hampshire",2020-09-19,4,180.49,1712.5,1,0.01
"2.5%23","New Hampshire",2020-09-19,4,230.5,1518.525,1,0.025
"5%23","New Hampshire",2020-09-19,4,273.5,1323.5,1,0.05
"10%23","New Hampshire",2020-09-19,4,334.5,1146.5,1,0.1
"15%23","New Hampshire",2020-09-19,4,380.5,1040.65,1,0.15
"20%23","New Hampshire",2020-09-19,4,419.5,957.5,1,0.2
"25%23","New Hampshire",2020-09-19,4,460.5,885.5,1,0.25
"30%23","New Hampshire",2020-09-19,4,497.5,827.5,1,0.3
"35%23","New Hampshire",2020-09-19,4,534.5,776.5,0,0.35
"40%23","New Hampshire",2020-09-19,4,572.5,731.5,0,0.4
"45%23","New Hampshire",2020-09-19,4,607.5,685.95,0,0.45
"1%24","New Hampshire",2020-09-26,1,102,389.01,0,0.01
"2.5%24","New Hampshire",2020-09-26,1,115,356,0,0.025
"5%24","New Hampshire",2020-09-26,1,128,334,0,0.05
"10%24","New Hampshire",2020-09-26,1,145,304,0,0.1
"15%24","New Hampshire",2020-09-26,1,158.85,287,0,0.15
"20%24","New Hampshire",2020-09-26,1,168,271,0,0.2
"25%24","New Hampshire",2020-09-26,1,177,260,0,0.25
"30%24","New Hampshire",2020-09-26,1,185,250,0,0.3
"35%24","New Hampshire",2020-09-26,1,193,240,0,0.35
"40%24","New Hampshire",2020-09-26,1,200,232,0,0.4
"45%24","New Hampshire",2020-09-26,1,208,225,0,0.45
"1%25","New Hampshire",2020-09-26,2,80.99,507,1,0.01
"2.5%25","New Hampshire",2020-09-26,2,98,457,0,0.025
"5%25","New Hampshire",2020-09-26,2,116,414.05,0,0.05
"10%25","New Hampshire",2020-09-26,2,136.9,365,0,0.1
"15%25","New Hampshire",2020-09-26,2,154,337,0,0.15
"20%25","New Hampshire",2020-09-26,2,165,313,0,0.2
"25%25","New Hampshire",2020-09-26,2,177,295,0,0.25
"30%25","New Hampshire",2020-09-26,2,188,280,0,0.3
"35%25","New Hampshire",2020-09-26,2,199,265,0,0.35
"40%25","New Hampshire",2020-09-26,2,211,253,0,0.4
"45%25","New Hampshire",2020-09-26,2,220.55,242,0,0.45
"1%26","New Hampshire",2020-09-26,3,80,563.01,1,0.01
"2.5%26","New Hampshire",2020-09-26,3,98,507.049999999999,0,0.025
"5%26","New Hampshire",2020-09-26,3,116.95,456,0,0.05
"10%26","New Hampshire",2020-09-26,3,139,401,0,0.1
"15%26","New Hampshire",2020-09-26,3,157,369,0,0.15
"20%26","New Hampshire",2020-09-26,3,171,342.2,0,0.2
"25%26","New Hampshire",2020-09-26,3,184,323,0,0.25
"30%26","New Hampshire",2020-09-26,3,197,305,0,0.3
"35%26","New Hampshire",2020-09-26,3,208,289,0,0.35
"40%26","New Hampshire",2020-09-26,3,220,274,0,0.4
"45%26","New Hampshire",2020-09-26,3,234,261,0,0.45
"1%27","New Hampshire",2020-09-26,4,72.49,691.51,1,0.01
"2.5%27","New Hampshire",2020-09-26,4,91.5,601.5,0,0.025
"5%27","New Hampshire",2020-09-26,4,109.45,540.5,0,0.05
"10%27","New Hampshire",2020-09-26,4,133.5,467.6,0,0.1
"15%27","New Hampshire",2020-09-26,4,153.5,422.5,0,0.15
"20%27","New Hampshire",2020-09-26,4,170.5,386.7,0,0.2
"25%27","New Hampshire",2020-09-26,4,185.5,360.5,0,0.25
"30%27","New Hampshire",2020-09-26,4,201.5,335.5,0,0.3
"35%27","New Hampshire",2020-09-26,4,218.5,317.5,0,0.35
"40%27","New Hampshire",2020-09-26,4,230.5,296.5,0,0.4
"45%27","New Hampshire",2020-09-26,4,246.5,278.5,0,0.45
"1%28","New Hampshire",2020-10-03,1,264.99,1099.04,1,0.01
"2.5%28","New Hampshire",2020-10-03,1,305,1026,1,0.025
"5%28","New Hampshire",2020-10-03,1,336,936.05,1,0.05
"10%28","New Hampshire",2020-10-03,1,384,844,1,0.1
"15%28","New Hampshire",2020-10-03,1,420,792,1,0.15
"20%28","New Hampshire",2020-10-03,1,447,751,1,0.2
"25%28","New Hampshire",2020-10-03,1,469,716,1,0.25
"30%28","New Hampshire",2020-10-03,1,492,685,1,0.3
"35%28","New Hampshire",2020-10-03,1,515,655,0,0.35
"40%28","New Hampshire",2020-10-03,1,539,628,0,0.4
"45%28","New Hampshire",2020-10-03,1,561,606,0,0.45
"1%29","New Hampshire",2020-10-03,2,242,1546.05,1,0.01
"2.5%29","New Hampshire",2020-10-03,2,294.975,1380.1,1,0.025
"5%29","New Hampshire",2020-10-03,2,341.95,1248.05,1,0.05
"10%29","New Hampshire",2020-10-03,2,401,1107,1,0.1
"15%29","New Hampshire",2020-10-03,2,445,1023.15,1,0.15
"20%29","New Hampshire",2020-10-03,2,488,954,1,0.2
"25%29","New Hampshire",2020-10-03,2,524,897,1,0.25
"30%29","New Hampshire",2020-10-03,2,556,851,0,0.3
"35%29","New Hampshire",2020-10-03,2,589,810,0,0.35
"40%29","New Hampshire",2020-10-03,2,625.6,767.400000000001,0,0.4
"45%29","New Hampshire",2020-10-03,2,656,729,0,0.45
"1%30","New Hampshire",2020-10-03,3,268,1932.01,1,0.01
"2.5%30","New Hampshire",2020-10-03,3,321,1730.025,1,0.025
"5%30","New Hampshire",2020-10-03,3,384,1522.1,1,0.05
"10%30","New Hampshire",2020-10-03,3,457,1326,1,0.1
"15%30","New Hampshire",2020-10-03,3,513,1216.15,1,0.15
"20%30","New Hampshire",2020-10-03,3,558,1131.2,1,0.2
"25%30","New Hampshire",2020-10-03,3,603,1062,1,0.25
"30%30","New Hampshire",2020-10-03,3,642,1001,0,0.3
"35%30","New Hampshire",2020-10-03,3,682,945,0,0.35
"40%30","New Hampshire",2020-10-03,3,724,895,0,0.4
"45%30","New Hampshire",2020-10-03,3,766,847,0,0.45
"1%31","New Hampshire",2020-10-03,4,255,2424.02,1,0.01
"2.5%31","New Hampshire",2020-10-03,4,304.95,2126.1,1,0.025
"5%31","New Hampshire",2020-10-03,4,368,1872.1,1,0.05
"10%31","New Hampshire",2020-10-03,4,450,1609.1,1,0.1
"15%31","New Hampshire",2020-10-03,4,522,1449.15,1,0.15
"20%31","New Hampshire",2020-10-03,4,582,1332,1,0.2
"25%31","New Hampshire",2020-10-03,4,637,1246,1,0.25
"30%31","New Hampshire",2020-10-03,4,688.7,1165.3,1,0.3
"35%31","New Hampshire",2020-10-03,4,739.65,1089,1,0.35
"40%31","New Hampshire",2020-10-03,4,793,1025,1,0.4
"45%31","New Hampshire",2020-10-03,4,845,959.45,1,0.45
"1%32","New Hampshire",2020-10-10,1,264,1136.01,1,0.01
"2.5%32","New Hampshire",2020-10-10,1,304.975,1040.05,1,0.025
"5%32","New Hampshire",2020-10-10,1,342,959.05,1,0.05
"10%32","New Hampshire",2020-10-10,1,394,869,1,0.1
"15%32","New Hampshire",2020-10-10,1,429,814,1,0.15
"20%32","New Hampshire",2020-10-10,1,460,766.2,1,0.2
"25%32","New Hampshire",2020-10-10,1,485,733.25,1,0.25
"30%32","New Hampshire",2020-10-10,1,509,702,1,0.3
"35%32","New Hampshire",2020-10-10,1,532,675,1,0.35
"40%32","New Hampshire",2020-10-10,1,557,652,0,0.4
"45%32","New Hampshire",2020-10-10,1,581,628,0,0.45
"1%33","New Hampshire",2020-10-10,2,254.97,1531.02,1,0.01
"2.5%33","New Hampshire",2020-10-10,2,298.975,1393.05,1,0.025
"5%33","New Hampshire",2020-10-10,2,344,1258.05,1,0.05
"10%33","New Hampshire",2020-10-10,2,410,1116.1,1,0.1
"15%33","New Hampshire",2020-10-10,2,457,1022,1,0.15
"20%33","New Hampshire",2020-10-10,2,495,956,1,0.2
"25%33","New Hampshire",2020-10-10,2,534,908,1,0.25
"30%33","New Hampshire",2020-10-10,2,567.7,859,1,0.3
"35%33","New Hampshire",2020-10-10,2,606.65,816,1,0.35
"40%33","New Hampshire",2020-10-10,2,640,780,0,0.4
"45%33","New Hampshire",2020-10-10,2,672.55,743,0,0.45
"1%34","New Hampshire",2020-10-10,3,273.97,1898.04,1,0.01
"2.5%34","New Hampshire",2020-10-10,3,324.975,1665.025,1,0.025
"5%34","New Hampshire",2020-10-10,3,383,1526.05,1,0.05
"10%34","New Hampshire",2020-10-10,3,466,1339.1,1,0.1
"15%34","New Hampshire",2020-10-10,3,521,1229,1,0.15
"20%34","New Hampshire",2020-10-10,3,569,1143.2,1,0.2
"25%34","New Hampshire",2020-10-10,3,612,1070,1,0.25
"30%34","New Hampshire",2020-10-10,3,655,1008,1,0.3
"35%34","New Hampshire",2020-10-10,3,691,957.350000000001,1,0.35
"40%34","New Hampshire",2020-10-10,3,729.6,908,1,0.4
"45%34","New Hampshire",2020-10-10,3,769,858.45,1,0.45
"1%35","New Hampshire",2020-10-10,4,264.99,2389,1,0.01
"2.5%35","New Hampshire",2020-10-10,4,320,2136.15,1,0.025
"5%35","New Hampshire",2020-10-10,4,380,1899.1,1,0.05
"10%35","New Hampshire",2020-10-10,4,468,1632.2,1,0.1
"15%35","New Hampshire",2020-10-10,4,532.85,1468.3,1,0.15
"20%35","New Hampshire",2020-10-10,4,593,1340.2,1,0.2
"25%35","New Hampshire",2020-10-10,4,649,1244,1,0.25
"30%35","New Hampshire",2020-10-10,4,701,1161,1,0.3
"35%35","New Hampshire",2020-10-10,4,751,1086.35,0,0.35
"40%35","New Hampshire",2020-10-10,4,803,1019,0,0.4
"45%35","New Hampshire",2020-10-10,4,854,960,0,0.45
"1%36","New Hampshire",2020-10-17,1,272,1141.04,1,0.01
"2.5%36","New Hampshire",2020-10-17,1,316.975,1048.075,1,0.025
"5%36","New Hampshire",2020-10-17,1,352,959,1,0.05
"10%36","New Hampshire",2020-10-17,1,405.9,880.1,1,0.1
"15%36","New Hampshire",2020-10-17,1,440,826,1,0.15
"20%36","New Hampshire",2020-10-17,1,473,786,1,0.2
"25%36","New Hampshire",2020-10-17,1,498,751.25,1,0.25
"30%36","New Hampshire",2020-10-17,1,521,720,1,0.3
"35%36","New Hampshire",2020-10-17,1,541,692,1,0.35
"40%36","New Hampshire",2020-10-17,1,567,663,1,0.4
"45%36","New Hampshire",2020-10-17,1,591,638,1,0.45
"1%37","New Hampshire",2020-10-17,2,238.98,1544.03,1,0.01
"2.5%37","New Hampshire",2020-10-17,2,295.975,1380.025,1,0.025
"5%37","New Hampshire",2020-10-17,2,344,1248.05,1,0.05
"10%37","New Hampshire",2020-10-17,2,401,1102.1,1,0.1
"15%37","New Hampshire",2020-10-17,2,450,1018,1,0.15
"20%37","New Hampshire",2020-10-17,2,489,953,1,0.2
"25%37","New Hampshire",2020-10-17,2,523,897,1,0.25
"30%37","New Hampshire",2020-10-17,2,557,847,1,0.3
"35%37","New Hampshire",2020-10-17,2,592,801,0,0.35
"40%37","New Hampshire",2020-10-17,2,627,761.400000000001,0,0.4
"45%37","New Hampshire",2020-10-17,2,661,725,0,0.45
"1%38","New Hampshire",2020-10-17,3,244.98,1739.03,1,0.01
"2.5%38","New Hampshire",2020-10-17,3,296,1545.2,1,0.025
