"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","Rhode Island",2020-08-15,1,271.99,1037,1,0.01
"2.5%","Rhode Island",2020-08-15,1,306.975,948.025,1,0.025
"5%","Rhode Island",2020-08-15,1,337.95,879,1,0.05
"10%","Rhode Island",2020-08-15,1,382,803,1,0.1
"15%","Rhode Island",2020-08-15,1,412,753,1,0.15
"20%","Rhode Island",2020-08-15,1,440,714,1,0.2
"25%","Rhode Island",2020-08-15,1,462,683.25,0,0.25
"30%","Rhode Island",2020-08-15,1,485,658,0,0.3
"35%","Rhode Island",2020-08-15,1,508,634,0,0.35
"40%","Rhode Island",2020-08-15,1,527,611,0,0.4
"45%","Rhode Island",2020-08-15,1,548,591,0,0.45
"1%1","Rhode Island",2020-08-15,2,129.99,1671.09,1,0.01
"2.5%1","Rhode Island",2020-08-15,2,154,1414.025,1,0.025
"5%1","Rhode Island",2020-08-15,2,188,1226.1,1,0.05
"10%1","Rhode Island",2020-08-15,2,234,1040,1,0.1
"15%1","Rhode Island",2020-08-15,2,275,917,1,0.15
"20%1","Rhode Island",2020-08-15,2,315,838,1,0.2
"25%1","Rhode Island",2020-08-15,2,352,769,1,0.25
"30%1","Rhode Island",2020-08-15,2,385.7,706,1,0.3
"35%1","Rhode Island",2020-08-15,2,418,657,0,0.35
"40%1","Rhode Island",2020-08-15,2,452,610.400000000001,0,0.4
"45%1","Rhode Island",2020-08-15,2,488,566,0,0.45
"1%2","Rhode Island",2020-08-15,3,124,2014.03,1,0.01
"2.5%2","Rhode Island",2020-08-15,3,140.975,1673.15,1,0.025
"5%2","Rhode Island",2020-08-15,3,164,1412.05,1,0.05
"10%2","Rhode Island",2020-08-15,3,201,1127,1,0.1
"15%2","Rhode Island",2020-08-15,3,232.85,981,1,0.15
"20%2","Rhode Island",2020-08-15,3,263,863,1,0.2
"25%2","Rhode Island",2020-08-15,3,297,768.25,1,0.25
"30%2","Rhode Island",2020-08-15,3,330,689,1,0.3
"35%2","Rhode Island",2020-08-15,3,365,633.350000000001,1,0.35
