"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","Wyoming",2020-08-15,1,96,396,1,0.01
"2.5%","Wyoming",2020-08-15,1,111,354.025,1,0.025
"5%","Wyoming",2020-08-15,1,122,329.05,1,0.05
"10%","Wyoming",2020-08-15,1,137,298,0,0.1
"15%","Wyoming",2020-08-15,1,148,279,0,0.15
"20%","Wyoming",2020-08-15,1,158,264,0,0.2
"25%","Wyoming",2020-08-15,1,167,251,0,0.25
"30%","Wyoming",2020-08-15,1,176,240,0,0.3
"35%","Wyoming",2020-08-15,1,184,231,0,0.35
"40%","Wyoming",2020-08-15,1,192,223,0,0.4
"45%","Wyoming",2020-08-15,1,199,215,0,0.45
"1%1","Wyoming",2020-08-15,2,62.99,520,1,0.01
"2.5%1","Wyoming",2020-08-15,2,76,453.025,1,0.025
"5%1","Wyoming",2020-08-15,2,89,409,1,0.05
"10%1","Wyoming",2020-08-15,2,109,352,1,0.1
"15%1","Wyoming",2020-08-15,2,124,318,1,0.15
"20%1","Wyoming",2020-08-15,2,136,293,1,0.2
"25%1","Wyoming",2020-08-15,2,148,273,1,0.25
"30%1","Wyoming",2020-08-15,2,160,256,1,0.3
"35%1","Wyoming",2020-08-15,2,171,243,0,0.35
"40%1","Wyoming",2020-08-15,2,182,229,0,0.4
"45%1","Wyoming",2020-08-15,2,192,217,0,0.45
"1%2","Wyoming",2020-08-15,3,57.99,507.01,1,0.01
"2.5%2","Wyoming",2020-08-15,3,70,439.025,1,0.025
"5%2","Wyoming",2020-08-15,3,84,397,1,0.05
"10%2","Wyoming",2020-08-15,3,106,343,1,0.1
"15%2","Wyoming",2020-08-15,3,120,311,1,0.15
"20%2","Wyoming",2020-08-15,3,134,287,1,0.2
"25%2","Wyoming",2020-08-15,3,145,268.25,1,0.25
"30%2","Wyoming",2020-08-15,3,156,253,1,0.3
"35%2","Wyoming",2020-08-15,3,167,237,1,0.35
"40%2","Wyoming",2020-08-15,3,178,224,1,0.4
"45%2","Wyoming",2020-08-15,3,189,211,1,0.45
"1%3","Wyoming",2020-08-15,4,52,533,1,0.01
"2.5%3","Wyoming",2020-08-15,4,65,470,1,0.025
"5%3","Wyoming",2020-08-15,4,80,418.05,1,0.05
"10%3","Wyoming",2020-08-15,4,98,362,1,0.1
"15%3","Wyoming",2020-08-15,4,113,327,1,0.15
"20%3","Wyoming",2020-08-15,4,128,298,0,0.2
"25%3","Wyoming",2020-08-15,4,139,275,0,0.25
"30%3","Wyoming",2020-08-15,4,152,257,0,0.3
"35%3","Wyoming",2020-08-15,4,163,239,0,0.35
"40%3","Wyoming",2020-08-15,4,175,225,0,0.4
"45%3","Wyoming",2020-08-15,4,187,212,0,0.45
"1%4","Wyoming",2020-08-22,1,142.99,603,1,0.01
"2.5%4","Wyoming",2020-08-22,1,161,540,1,0.025
"5%4","Wyoming",2020-08-22,1,181,498.05,1,0.05
"10%4","Wyoming",2020-08-22,1,208,455,1,0.1
"15%4","Wyoming",2020-08-22,1,226,424,1,0.15
"20%4","Wyoming",2020-08-22,1,242,401,1,0.2
"25%4","Wyoming",2020-08-22,1,256,382,0,0.25
"30%4","Wyoming",2020-08-22,1,269,367,0,0.3
