"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","Arizona",2020-08-15,1,1177.94,9241.01,1,0.01
"2.5%","Arizona",2020-08-15,1,1434.975,8177.075,1,0.025
"5%","Arizona",2020-08-15,1,1680,7351.15,1,0.05
"10%","Arizona",2020-08-15,1,2041.9,6539.6,1,0.1
"15%","Arizona",2020-08-15,1,2315.85,5910.05,1,0.15
"20%","Arizona",2020-08-15,1,2557.8,5478.2,1,0.2
"25%","Arizona",2020-08-15,1,2771.75,5126,0,0.25
"30%","Arizona",2020-08-15,1,2964,4773,0,0.3
"35%","Arizona",2020-08-15,1,3191.65,4487,0,0.35
"40%","Arizona",2020-08-15,1,3393.8,4243,0,0.4
"45%","Arizona",2020-08-15,1,3576.55,3996.45,0,0.45
"1%1","Arizona",2020-08-15,2,266.99,3902.36000000001,1,0.01
"2.5%1","Arizona",2020-08-15,2,314.975,3229.1,0,0.025
"5%1","Arizona",2020-08-15,2,369.95,2724.25,0,0.05
"10%1","Arizona",2020-08-15,2,462,2215,0,0.1
"15%1","Arizona",2020-08-15,2,547,1963.15,0,0.15
"20%1","Arizona",2020-08-15,2,618.8,1770.4,0,0.2
"25%1","Arizona",2020-08-15,2,688,1625,0,0.25
"30%1","Arizona",2020-08-15,2,763,1487.3,0,0.3
"35%1","Arizona",2020-08-15,2,845,1369.35,0,0.35
"40%1","Arizona",2020-08-15,2,920,1266.4,0,0.4
"45%1","Arizona",2020-08-15,2,993.55,1165,0,0.45
"1%2","Arizona",2020-08-15,3,0,5,0,0.01
"2.5%2","Arizona",2020-08-15,3,0,4,0,0.025
"5%2","Arizona",2020-08-15,3,0,3,0,0.05
"10%2","Arizona",2020-08-15,3,0,3,0,0.1
"15%2","Arizona",2020-08-15,3,0,2,0,0.15
"20%2","Arizona",2020-08-15,3,0,2,0,0.2
"25%2","Arizona",2020-08-15,3,0,2,0,0.25
"30%2","Arizona",2020-08-15,3,0,1,0,0.3
"35%2","Arizona",2020-08-15,3,0,1,0,0.35
"40%2","Arizona",2020-08-15,3,0,1,0,0.4
"45%2","Arizona",2020-08-15,3,1,1,0,0.45
"1%3","Arizona",2020-08-15,4,0,6,0,0.01
"2.5%3","Arizona",2020-08-15,4,0,5,0,0.025
"5%3","Arizona",2020-08-15,4,0,4,0,0.05
"10%3","Arizona",2020-08-15,4,0,3,0,0.1
"15%3","Arizona",2020-08-15,4,0,2,0,0.15
"20%3","Arizona",2020-08-15,4,0,2,0,0.2
"25%3","Arizona",2020-08-15,4,0,1,0,0.25
"30%3","Arizona",2020-08-15,4,0,1,0,0.3
"35%3","Arizona",2020-08-15,4,0,1,0,0.35
"40%3","Arizona",2020-08-15,4,0,1,0,0.4
"45%3","Arizona",2020-08-15,4,0,1,0,0.45
"1%4","Arizona",2020-08-22,1,884.93,7048.23000000001,1,0.01
"2.5%4","Arizona",2020-08-22,1,1088.975,6268.075,1,0.025
"5%4","Arizona",2020-08-22,1,1300.8,5646.3,1,0.05
"10%4","Arizona",2020-08-22,1,1575.8,4936.4,1,0.1
"15%4","Arizona",2020-08-22,1,1768.7,4528.3,1,0.15
"20%4","Arizona",2020-08-22,1,1961,4201.2,1,0.2
"25%4","Arizona",2020-08-22,1,2122,3929.25,1,0.25
"30%4","Arizona",2020-08-22,1,2276,3685.3,1,0.3
"35%4","Arizona",2020-08-22,1,2446,3480.35,1,0.35
"40%4","Arizona",2020-08-22,1,2593.6,3296,0,0.4
"45%4","Arizona",2020-08-22,1,2768.65,3106.45,0,0.45
"1%5","Arizona",2020-08-22,2,244.99,3623.22,0,0.01
"2.5%5","Arizona",2020-08-22,2,280,3031.125,0,0.025
"5%5","Arizona",2020-08-22,2,331.95,2583.4,0,0.05
"10%5","Arizona",2020-08-22,2,410.9,2121.1,0,0.1
"15%5","Arizona",2020-08-22,2,484.85,1849.15,0,0.15
"20%5","Arizona",2020-08-22,2,553,1672.4,0,0.2
"25%5","Arizona",2020-08-22,2,624,1513,0,0.25
"30%5","Arizona",2020-08-22,2,695,1374,0,0.3
"35%5","Arizona",2020-08-22,2,763,1255,0,0.35
"40%5","Arizona",2020-08-22,2,837,1155,0,0.4
"45%5","Arizona",2020-08-22,2,911,1063.45,0,0.45
"1%6","Arizona",2020-08-22,3,0,5,0,0.01
"2.5%6","Arizona",2020-08-22,3,0,4,0,0.025
"5%6","Arizona",2020-08-22,3,0,3,0,0.05
"10%6","Arizona",2020-08-22,3,0,3,0,0.1
"15%6","Arizona",2020-08-22,3,0,2,0,0.15
"20%6","Arizona",2020-08-22,3,0,2,0,0.2
"25%6","Arizona",2020-08-22,3,0,2,0,0.25
"30%6","Arizona",2020-08-22,3,0,1,0,0.3
"35%6","Arizona",2020-08-22,3,0,1,0,0.35
"40%6","Arizona",2020-08-22,3,0,1,0,0.4
"45%6","Arizona",2020-08-22,3,0,1,0,0.45
"1%7","Arizona",2020-08-22,4,0,6,0,0.01
"2.5%7","Arizona",2020-08-22,4,0,5,0,0.025
"5%7","Arizona",2020-08-22,4,0,4,0,0.05
"10%7","Arizona",2020-08-22,4,0,3,0,0.1
"15%7","Arizona",2020-08-22,4,0,2,0,0.15
"20%7","Arizona",2020-08-22,4,0,2,0,0.2
"25%7","Arizona",2020-08-22,4,0,2,0,0.25
"30%7","Arizona",2020-08-22,4,0,1,0,0.3
"35%7","Arizona",2020-08-22,4,0,1,0,0.35
"40%7","Arizona",2020-08-22,4,0,1,0,0.4
"45%7","Arizona",2020-08-22,4,0,1,0,0.45
"1%8","Arizona",2020-08-29,1,564.5,4317.67,1,0.01
"2.5%8","Arizona",2020-08-29,1,690.425,3926.7,0,0.025
"5%8","Arizona",2020-08-29,1,816.4,3521.6,0,0.05
"10%8","Arizona",2020-08-29,1,989.5,3062.5,0,0.1
"15%8","Arizona",2020-08-29,1,1129.5,2787.65,0,0.15
"20%8","Arizona",2020-08-29,1,1240.3,2581.5,0,0.2
"25%8","Arizona",2020-08-29,1,1343.5,2424.75,0,0.25
"30%8","Arizona",2020-08-29,1,1443.2,2284.5,0,0.3
"35%8","Arizona",2020-08-29,1,1539.15,2163.5,0,0.35
"40%8","Arizona",2020-08-29,1,1641.5,2056.5,0,0.4
"45%8","Arizona",2020-08-29,1,1738.05,1944.5,0,0.45
"1%9","Arizona",2020-08-29,2,196.5,2945.53,1,0.01
"2.5%9","Arizona",2020-08-29,2,223.5,2491.55,0,0.025
"5%9","Arizona",2020-08-29,2,256.5,2089.6,0,0.05
"10%9","Arizona",2020-08-29,2,323.5,1695.6,0,0.1
"15%9","Arizona",2020-08-29,2,382.35,1462.65,0,0.15
"20%9","Arizona",2020-08-29,2,427.5,1301.7,0,0.2
"25%9","Arizona",2020-08-29,2,471.5,1176.5,0,0.25
"30%9","Arizona",2020-08-29,2,529.5,1073.5,0,0.3
"35%9","Arizona",2020-08-29,2,576.5,981.5,0,0.35
"40%9","Arizona",2020-08-29,2,638.5,896.5,0,0.4
"45%9","Arizona",2020-08-29,2,695.5,821.5,0,0.45
"1%10","Arizona",2020-08-29,3,0,6,0,0.01
"2.5%10","Arizona",2020-08-29,3,0,4,0,0.025
"5%10","Arizona",2020-08-29,3,0,4,0,0.05
"10%10","Arizona",2020-08-29,3,0,3,0,0.1
"15%10","Arizona",2020-08-29,3,0,2,0,0.15
"20%10","Arizona",2020-08-29,3,0,2,0,0.2
"25%10","Arizona",2020-08-29,3,0,2,0,0.25
"30%10","Arizona",2020-08-29,3,0,1,0,0.3
"35%10","Arizona",2020-08-29,3,0,1,0,0.35
"40%10","Arizona",2020-08-29,3,0,1,0,0.4
"45%10","Arizona",2020-08-29,3,0,1,0,0.45
"1%11","Arizona",2020-08-29,4,0,6,0,0.01
"2.5%11","Arizona",2020-08-29,4,0,5,0,0.025
"5%11","Arizona",2020-08-29,4,0,4,0,0.05
"10%11","Arizona",2020-08-29,4,0,3,0,0.1
"15%11","Arizona",2020-08-29,4,0,2,0,0.15
"20%11","Arizona",2020-08-29,4,0,2,0,0.2
"25%11","Arizona",2020-08-29,4,0,1,0,0.25
"30%11","Arizona",2020-08-29,4,0,1,0,0.3
"35%11","Arizona",2020-08-29,4,0,1,0,0.35
"40%11","Arizona",2020-08-29,4,0,1,0,0.4
"45%11","Arizona",2020-08-29,4,0,1,0,0.45
"1%12","Arizona",2020-09-05,1,1068.44,9745.84000000001,1,0.01
