"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","Washington",2020-08-15,1,1281.4,9648.00000000001,1,0.01
"2.5%","Washington",2020-08-15,1,1537.4,8475.84999999999,1,0.025
"5%","Washington",2020-08-15,1,1800.3,7547.15,1,0.05
"10%","Washington",2020-08-15,1,2179.2,6656.3,1,0.1
"15%","Washington",2020-08-15,1,2475.5,6079.65,1,0.15
"20%","Washington",2020-08-15,1,2697.3,5625.5,1,0.2
"25%","Washington",2020-08-15,1,2961.5,5258,1,0.25
"30%","Washington",2020-08-15,1,3164.5,4964.5,1,0.3
"35%","Washington",2020-08-15,1,3361.15,4706.85,1,0.35
"40%","Washington",2020-08-15,1,3580.1,4446.9,1,0.4
"45%","Washington",2020-08-15,1,3791.5,4203.5,1,0.45
"1%1","Washington",2020-08-15,2,888.49,12381.51,1,0.01
"2.5%1","Washington",2020-08-15,2,1106.4,10399.625,1,0.025
"5%1","Washington",2020-08-15,2,1315.35,9098.05,1,0.05
"10%1","Washington",2020-08-15,2,1598.5,7554.3,1,0.1
"15%1","Washington",2020-08-15,2,1874.35,6652.8,1,0.15
"20%1","Washington",2020-08-15,2,2143.5,5978.9,1,0.2
"25%1","Washington",2020-08-15,2,2388.5,5455.5,1,0.25
"30%1","Washington",2020-08-15,2,2635.5,4997.1,1,0.3
"35%1","Washington",2020-08-15,2,2884.8,4625.5,1,0.35
"40%1","Washington",2020-08-15,2,3112.1,4266.9,1,0.4
"45%1","Washington",2020-08-15,2,3370.05,3929.5,1,0.45
"1%2","Washington",2020-08-15,3,748.48,12122.71,1,0.01
"2.5%2","Washington",2020-08-15,3,876.475,10256.625,1,0.025
"5%2","Washington",2020-08-15,3,1054.45,8734.90000000001,1,0.05
"10%2","Washington",2020-08-15,3,1362.5,7184.2,1,0.1
"15%2","Washington",2020-08-15,3,1619.5,6239.85,1,0.15
"20%2","Washington",2020-08-15,3,1867.5,5615.5,1,0.2
"25%2","Washington",2020-08-15,3,2073.5,5099.75,1,0.25
"30%2","Washington",2020-08-15,3,2297.5,4649.4,1,0.3
"35%2","Washington",2020-08-15,3,2563.15,4247.2,1,0.35
"40%2","Washington",2020-08-15,3,2801.1,3922.9,1,0.4
"45%2","Washington",2020-08-15,3,3058.6,3620.4,1,0.45
"1%3","Washington",2020-08-15,4,827.5,13272.02,1,0.01
"2.5%3","Washington",2020-08-15,4,903.5,10669.75,1,0.025
"5%3","Washington",2020-08-15,4,1014.3,9172.4,1,0.05
"10%3","Washington",2020-08-15,4,1226.5,7539.7,1,0.1
"15%3","Washington",2020-08-15,4,1447.35,6478.8,1,0.15
"20%3","Washington",2020-08-15,4,1678.5,5600.3,1,0.2
"25%3","Washington",2020-08-15,4,1879,5010.75,1,0.25
"30%3","Washington",2020-08-15,4,2094.2,4536.1,1,0.3
"35%3","Washington",2020-08-15,4,2334.15,4113.85,1,0.35
"40%3","Washington",2020-08-15,4,2554.5,3730.1,1,0.4
"45%3","Washington",2020-08-15,4,2798.5,3401.5,0,0.45
"1%4","Washington",2020-08-22,1,1092.46,7718.59,1,0.01
"2.5%4","Washington",2020-08-22,1,1342.425,6910.625,1,0.025
"5%4","Washington",2020-08-22,1,1548.4,6210.55,1,0.05
"10%4","Washington",2020-08-22,1,1839,5412.6,1,0.1
"15%4","Washington",2020-08-22,1,2076.5,4971.95,1,0.15
"20%4","Washington",2020-08-22,1,2275.5,4633.7,1,0.2
"25%4","Washington",2020-08-22,1,2469,4368.5,1,0.25
"30%4","Washington",2020-08-22,1,2622.5,4088.5,1,0.3
"35%4","Washington",2020-08-22,1,2791.8,3877.85,1,0.35
"40%4","Washington",2020-08-22,1,2974.3,3683.5,1,0.4
"45%4","Washington",2020-08-22,1,3140.05,3496.95,1,0.45
"1%5","Washington",2020-08-22,2,641.45,9379.6,1,0.01
"2.5%5","Washington",2020-08-22,2,806.4,8051.6,1,0.025
"5%5","Washington",2020-08-22,2,988.4,7041.5,1,0.05
"10%5","Washington",2020-08-22,2,1243.5,5894.9,1,0.1
"15%5","Washington",2020-08-22,2,1469.35,5168.5,1,0.15
"20%5","Washington",2020-08-22,2,1667.3,4695.7,1,0.2
"25%5","Washington",2020-08-22,2,1877,4299.5,1,0.25
"30%5","Washington",2020-08-22,2,2079.5,3953.5,1,0.3
"35%5","Washington",2020-08-22,2,2274.5,3647.2,1,0.35
"40%5","Washington",2020-08-22,2,2485.1,3382.5,1,0.4
"45%5","Washington",2020-08-22,2,2699.05,3150.95,1,0.45
"1%6","Washington",2020-08-22,3,635.49,9856.68,1,0.01
"2.5%6","Washington",2020-08-22,3,747.5,8192.24999999999,1,0.025
"5%6","Washington",2020-08-22,3,891.4,6812.75,1,0.05
"10%6","Washington",2020-08-22,3,1126.5,5617.7,1,0.1
"15%6","Washington",2020-08-22,3,1308.5,4896.65,1,0.15
"20%6","Washington",2020-08-22,3,1486.1,4382.5,1,0.2
"25%6","Washington",2020-08-22,3,1663.5,3997.5,1,0.25
"30%6","Washington",2020-08-22,3,1843.5,3648.8,1,0.3
"35%6","Washington",2020-08-22,3,2030.15,3348.85,1,0.35
"40%6","Washington",2020-08-22,3,2202.1,3062.3,1,0.4
"45%6","Washington",2020-08-22,3,2379.5,2798.3,1,0.45
"1%7","Washington",2020-08-22,4,577.49,9261.92000000001,1,0.01
"2.5%7","Washington",2020-08-22,4,644.475,7870.575,1,0.025
"5%7","Washington",2020-08-22,4,738.5,6688.6,1,0.05
"10%7","Washington",2020-08-22,4,896.3,5356.2,1,0.1
"15%7","Washington",2020-08-22,4,1053.5,4603.65,1,0.15
"20%7","Washington",2020-08-22,4,1215.3,4079.5,1,0.2
"25%7","Washington",2020-08-22,4,1391.25,3678.75,1,0.25
"30%7","Washington",2020-08-22,4,1555.2,3329.4,1,0.3
"35%7","Washington",2020-08-22,4,1721.5,3009.5,1,0.35
"40%7","Washington",2020-08-22,4,1893.7,2758.9,0,0.4
"45%7","Washington",2020-08-22,4,2106.5,2495.95,0,0.45
"1%8","Washington",2020-08-29,1,938.49,6842.57,1,0.01
"2.5%8","Washington",2020-08-29,1,1161.45,6147.65,1,0.025
"5%8","Washington",2020-08-29,1,1359.45,5487.8,1,0.05
"10%8","Washington",2020-08-29,1,1639.4,4785.6,1,0.1
"15%8","Washington",2020-08-29,1,1837.5,4365.65,1,0.15
"20%8","Washington",2020-08-29,1,2013.1,4068.3,1,0.2
"25%8","Washington",2020-08-29,1,2163.25,3823.5,1,0.25
"30%8","Washington",2020-08-29,1,2298.5,3605.8,1,0.3
"35%8","Washington",2020-08-29,1,2454.15,3415.5,1,0.35
"40%8","Washington",2020-08-29,1,2619.7,3231.5,1,0.4
"45%8","Washington",2020-08-29,1,2763.5,3067.5,0,0.45
"1%9","Washington",2020-08-29,2,594.99,8545.18,1,0.01
"2.5%9","Washington",2020-08-29,2,717,7371.125,1,0.025
"5%9","Washington",2020-08-29,2,873.95,6444.4,1,0.05
"10%9","Washington",2020-08-29,2,1077.8,5307.1,1,0.1
"15%9","Washington",2020-08-29,2,1308.7,4648,1,0.15
"20%9","Washington",2020-08-29,2,1498,4158,1,0.2
"25%9","Washington",2020-08-29,2,1677,3736.25,1,0.25
"30%9","Washington",2020-08-29,2,1844,3445,1,0.3
"35%9","Washington",2020-08-29,2,2013,3195.35,1,0.35
