"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"5%14","Indiana",2020-09-05,3,2298.45,15711.55,1,0.05
"10%14","Indiana",2020-09-05,3,2973.1,13411.7,1,0.1
"15%14","Indiana",2020-09-05,3,3474.5,11813.1,1,0.15
"20%14","Indiana",2020-09-05,3,3947.3,10804.5,1,0.2
"25%14","Indiana",2020-09-05,3,4421.25,9785.75,1,0.25
"30%14","Indiana",2020-09-05,3,4874.5,9108.3,1,0.3
"35%14","Indiana",2020-09-05,3,5406.8,8430.55,1,0.35
"40%14","Indiana",2020-09-05,3,5852.9,7824.5,0,0.4
"45%14","Indiana",2020-09-05,3,6296.05,7293.4,0,0.45
"1%15","Indiana",2020-09-05,4,1589.43,20623.37,1,0.01
"2.5%15","Indiana",2020-09-05,4,2058.3,17593.675,1,0.025
"5%15","Indiana",2020-09-05,4,2480.4,15215.3,1,0.05
"10%15","Indiana",2020-09-05,4,3102.1,12899.6,1,0.1
"15%15","Indiana",2020-09-05,4,3642.35,11602.1,1,0.15
"20%15","Indiana",2020-09-05,4,4137.1,10580.1,1,0.2
"25%15","Indiana",2020-09-05,4,4580.75,9760.75,1,0.25
"30%15","Indiana",2020-09-05,4,5018.2,9010.1,1,0.3
"35%15","Indiana",2020-09-05,4,5439.15,8361.9,1,0.35
"40%15","Indiana",2020-09-05,4,5910.5,7789.9,1,0.4
"45%15","Indiana",2020-09-05,4,6336.5,7320.85,0,0.45
"1%16","Indiana",2020-09-12,1,1835.87,13199.49,1,0.01
"2.5%16","Indiana",2020-09-12,1,2198.975,11851.775,1,0.025
"5%16","Indiana",2020-09-12,1,2551.95,10658.55,1,0.05
"10%16","Indiana",2020-09-12,1,3086.5,9300.1,1,0.1
"15%16","Indiana",2020-09-12,1,3477.85,8477.15,1,0.15
"20%16","Indiana",2020-09-12,1,3804.4,7914.2,1,0.2
"25%16","Indiana",2020-09-12,1,4131,7393.25,1,0.25
"30%16","Indiana",2020-09-12,1,4438,6936,1,0.3
"35%16","Indiana",2020-09-12,1,4724.65,6541,1,0.35
"40%16","Indiana",2020-09-12,1,5025,6187,0,0.4
"45%16","Indiana",2020-09-12,1,5300.55,5876,0,0.45
"1%17","Indiana",2020-09-12,2,1360.75,16997.81,1,0.01
"2.5%17","Indiana",2020-09-12,2,1671.925,14836.25,1,0.025
"5%17","Indiana",2020-09-12,2,2046.95,12830.2,1,0.05
"10%17","Indiana",2020-09-12,2,2571,10675.8,1,0.1
"15%17","Indiana",2020-09-12,2,3011,9553.15,1,0.15
"20%17","Indiana",2020-09-12,2,3405.2,8678.2,1,0.2
"25%17","Indiana",2020-09-12,2,3737,7955.25,1,0.25
"30%17","Indiana",2020-09-12,2,4053.4,7323.7,1,0.3
"35%17","Indiana",2020-09-12,2,4421.65,6844,1,0.35
"40%17","Indiana",2020-09-12,2,4779.2,6322.4,1,0.4
"45%17","Indiana",2020-09-12,2,5142.55,5890,1,0.45
"1%18","Indiana",2020-09-12,3,1338.96,17251.29,1,0.01
"2.5%18","Indiana",2020-09-12,3,1648.875,14710.375,1,0.025
"5%18","Indiana",2020-09-12,3,1983,12746.4,1,0.05
"10%18","Indiana",2020-09-12,3,2484.6,10708.3,1,0.1
"15%18","Indiana",2020-09-12,3,2947.7,9491.3,1,0.15
"20%18","Indiana",2020-09-12,3,3316.6,8605.8,1,0.2
"25%18","Indiana",2020-09-12,3,3691.75,7938.5,1,0.25
"30%18","Indiana",2020-09-12,3,4012.4,7309.8,0,0.3
"35%18","Indiana",2020-09-12,3,4409.65,6781.35,0,0.35
"40%18","Indiana",2020-09-12,3,4746.6,6324.2,0,0.4
"45%18","Indiana",2020-09-12,3,5125.65,5915,0,0.45
"1%19","Indiana",2020-09-12,4,1319.94,16423.46,1,0.01
"2.5%19","Indiana",2020-09-12,4,1702.875,14148.075,1,0.025
"5%19","Indiana",2020-09-12,4,2103,12478.05,1,0.05
"10%19","Indiana",2020-09-12,4,2565,10634.3,1,0.1
"15%19","Indiana",2020-09-12,4,2986,9337.6,0,0.15
"20%19","Indiana",2020-09-12,4,3381,8440.8,0,0.2
"25%19","Indiana",2020-09-12,4,3714.75,7783.5,0,0.25
"30%19","Indiana",2020-09-12,4,4047.7,7237.3,0,0.3
"35%19","Indiana",2020-09-12,4,4399.65,6767.4,0,0.35
"40%19","Indiana",2020-09-12,4,4751.6,6331.8,0,0.4
"45%19","Indiana",2020-09-12,4,5137.5,5900,0,0.45
"1%20","Indiana",2020-09-19,1,1978.34,14519.54,1,0.01
"2.5%20","Indiana",2020-09-19,1,2382.4,12897.225,1,0.025
"5%20","Indiana",2020-09-19,1,2808.1,11583.05,1,0.05
"10%20","Indiana",2020-09-19,1,3393.4,10217.7,1,0.1
"15%20","Indiana",2020-09-19,1,3834.35,9256.95,1,0.15
"20%20","Indiana",2020-09-19,1,4171.5,8581.7,1,0.2
"25%20","Indiana",2020-09-19,1,4466.5,8034.5,1,0.25
"30%20","Indiana",2020-09-19,1,4807.5,7586.5,1,0.3
"35%20","Indiana",2020-09-19,1,5122.5,7210.00000000001,1,0.35
"40%20","Indiana",2020-09-19,1,5467.5,6855.3,1,0.4
"45%20","Indiana",2020-09-19,1,5799.05,6470.5,0,0.45
"1%21","Indiana",2020-09-19,2,1500.43,19343.76,1,0.01
"2.5%21","Indiana",2020-09-19,2,1869.375,16342.825,1,0.025
"5%21","Indiana",2020-09-19,2,2254.35,14064.85,1,0.05
"10%21","Indiana",2020-09-19,2,2825.5,11821.6,1,0.1
"15%21","Indiana",2020-09-19,2,3270.05,10516.1,1,0.15
"20%21","Indiana",2020-09-19,2,3680.1,9523.5,1,0.2
"25%21","Indiana",2020-09-19,2,4067.5,8726.75,1,0.25
"30%21","Indiana",2020-09-19,2,4455.5,8083.1,1,0.3
"35%21","Indiana",2020-09-19,2,4828.15,7489.5,0,0.35
"40%21","Indiana",2020-09-19,2,5273.1,6925.7,0,0.4
"45%21","Indiana",2020-09-19,2,5655.05,6482.4,0,0.45
"1%22","Indiana",2020-09-19,3,1550.91,18339.43,1,0.01
"2.5%22","Indiana",2020-09-19,3,1862.925,15440.55,1,0.025
"5%22","Indiana",2020-09-19,3,2225.9,13667.6,1,0.05
"10%22","Indiana",2020-09-19,3,2739,11817,1,0.1
"15%22","Indiana",2020-09-19,3,3260.4,10414.15,1,0.15
"20%22","Indiana",2020-09-19,3,3663.2,9446.6,1,0.2
"25%22","Indiana",2020-09-19,3,4054.5,8615,0,0.25
"30%22","Indiana",2020-09-19,3,4448,7979.2,0,0.3
"35%22","Indiana",2020-09-19,3,4843.3,7421.35,0,0.35
"40%22","Indiana",2020-09-19,3,5263.2,6934.8,0,0.4
"45%22","Indiana",2020-09-19,3,5673,6472.35,0,0.45
"1%23","Indiana",2020-09-19,4,1441.45,17503.75,1,0.01
"2.5%23","Indiana",2020-09-19,4,1790.35,15153,1,0.025
"5%23","Indiana",2020-09-19,4,2149.25,13259.85,1,0.05
"10%23","Indiana",2020-09-19,4,2781.4,11452.1,0,0.1
"15%23","Indiana",2020-09-19,4,3245.5,10247.8,0,0.15
"20%23","Indiana",2020-09-19,4,3634.5,9250.1,0,0.2
"25%23","Indiana",2020-09-19,4,4062.25,8431.25,0,0.25
"30%23","Indiana",2020-09-19,4,4462.9,7865,0,0.3
"35%23","Indiana",2020-09-19,4,4836.5,7336.5,0,0.35
"40%23","Indiana",2020-09-19,4,5208.3,6871.5,0,0.4
"45%23","Indiana",2020-09-19,4,5594.15,6386.5,0,0.45
"1%24","Indiana",2020-09-26,1,1825.97,13136.37,1,0.01
"2.5%24","Indiana",2020-09-26,1,2300.875,12114.1,1,0.025
"5%24","Indiana",2020-09-26,1,2688.95,10780.8,1,0.05
"10%24","Indiana",2020-09-26,1,3164.9,9479.1,1,0.1
"15%24","Indiana",2020-09-26,1,3542.85,8565.45,1,0.15
"20%24","Indiana",2020-09-26,1,3885.8,7997.2,1,0.2
"25%24","Indiana",2020-09-26,1,4226,7470,0,0.25
"30%24","Indiana",2020-09-26,1,4516.4,7024.3,0,0.3
"35%24","Indiana",2020-09-26,1,4804.3,6652.35,0,0.35
"40%24","Indiana",2020-09-26,1,5114.6,6331,0,0.4
"45%24","Indiana",2020-09-26,1,5392.55,6009.45,0,0.45
"1%25","Indiana",2020-09-26,2,1390.48,16617.52,1,0.01
"2.5%25","Indiana",2020-09-26,2,1716.475,14486.575,1,0.025
"5%25","Indiana",2020-09-26,2,2069.4,12667.75,1,0.05
"10%25","Indiana",2020-09-26,2,2640.4,10792.6,1,0.1
"15%25","Indiana",2020-09-26,2,3074.9,9571.65,1,0.15
"20%25","Indiana",2020-09-26,2,3450.1,8647.3,0,0.2
"25%25","Indiana",2020-09-26,2,3780.5,7953,0,0.25
"30%25","Indiana",2020-09-26,2,4147.5,7389.4,0,0.3
"35%25","Indiana",2020-09-26,2,4508.15,6875.5,0,0.35
"40%25","Indiana",2020-09-26,2,4881.7,6407.9,0,0.4
"45%25","Indiana",2020-09-26,2,5222.05,6026.5,0,0.45
"1%26","Indiana",2020-09-26,3,1355.94,16317.67,1,0.01
"2.5%26","Indiana",2020-09-26,3,1676.925,14529.6,1,0.025
"5%26","Indiana",2020-09-26,3,2087,12799.6,1,0.05
"10%26","Indiana",2020-09-26,3,2590.6,10779.4,0,0.1
"15%26","Indiana",2020-09-26,3,2996.85,9597.9,0,0.15
"20%26","Indiana",2020-09-26,3,3374.4,8673.2,0,0.2
"25%26","Indiana",2020-09-26,3,3752,7919.5,0,0.25
"30%26","Indiana",2020-09-26,3,4137.7,7321.3,0,0.3
"35%26","Indiana",2020-09-26,3,4457.95,6832.7,0,0.35
"40%26","Indiana",2020-09-26,3,4826.8,6404.2,0,0.4
"45%26","Indiana",2020-09-26,3,5178.1,5982.45,0,0.45
"1%27","Indiana",2020-09-26,4,1430.45,15538.64,1,0.01
"2.5%27","Indiana",2020-09-26,4,1756.425,13633.8,0,0.025
"5%27","Indiana",2020-09-26,4,2127.35,12080.2,0,0.05
"10%27","Indiana",2020-09-26,4,2641.3,10396.4,0,0.1
"15%27","Indiana",2020-09-26,4,3028.35,9339.5,0,0.15
"20%27","Indiana",2020-09-26,4,3401.1,8455.5,0,0.2
"25%27","Indiana",2020-09-26,4,3754,7844.75,0,0.25
"30%27","Indiana",2020-09-26,4,4116.2,7264.6,0,0.3
"35%27","Indiana",2020-09-26,4,4478.8,6738.85,0,0.35
"40%27","Indiana",2020-09-26,4,4802.5,6311.3,0,0.4
"45%27","Indiana",2020-09-26,4,5145.5,5893.85,0,0.45
"1%28","Indiana",2020-10-03,1,2689.3,19509.56,1,0.01
"2.5%28","Indiana",2020-10-03,1,3262.5,17517.05,1,0.025
"5%28","Indiana",2020-10-03,1,3804.3,15772.55,1,0.05
"10%28","Indiana",2020-10-03,1,4643.5,13872.5,1,0.1
"15%28","Indiana",2020-10-03,1,5296.75,12656.65,1,0.15
"20%28","Indiana",2020-10-03,1,5788.5,11655.7,1,0.2
"25%28","Indiana",2020-10-03,1,6288.5,10899.75,1,0.25
"30%28","Indiana",2020-10-03,1,6734.9,10284.8,1,0.3
"35%28","Indiana",2020-10-03,1,7126.05,9809.5,1,0.35
"40%28","Indiana",2020-10-03,1,7550.5,9324.9,0,0.4
"45%28","Indiana",2020-10-03,1,7954.05,8823.2,0,0.45
"1%29","Indiana",2020-10-03,2,2271.91,27791.45,1,0.01
"2.5%29","Indiana",2020-10-03,2,2768.725,23814.2,1,0.025
"5%29","Indiana",2020-10-03,2,3351.9,20952.7,1,0.05
"10%29","Indiana",2020-10-03,2,4187.7,17382.1,1,0.1
"15%29","Indiana",2020-10-03,2,4832,15461.45,1,0.15
"20%29","Indiana",2020-10-03,2,5497.6,14036.4,1,0.2
"25%29","Indiana",2020-10-03,2,6093,12849.25,1,0.25
"30%29","Indiana",2020-10-03,2,6632.1,11787.2,0,0.3
"35%29","Indiana",2020-10-03,2,7196.95,10929.15,0,0.35
"40%29","Indiana",2020-10-03,2,7811.2,10185.8,0,0.4
"45%29","Indiana",2020-10-03,2,8377.55,9476.45,0,0.45
"1%30","Indiana",2020-10-03,3,2048.98,27411.5500000001,1,0.01
"2.5%30","Indiana",2020-10-03,3,2540.925,23439.15,1,0.025
"5%30","Indiana",2020-10-03,3,3177,20437.3,1,0.05
"10%30","Indiana",2020-10-03,3,3994.8,17389.2,1,0.1
"15%30","Indiana",2020-10-03,3,4688.55,15641.9,1,0.15
"20%30","Indiana",2020-10-03,3,5298.4,14184.8,0,0.2
"25%30","Indiana",2020-10-03,3,5956,12978.25,0,0.25
"30%30","Indiana",2020-10-03,3,6545.1,11927.6,0,0.3
"35%30","Indiana",2020-10-03,3,7116.3,11089,0,0.35
"40%30","Indiana",2020-10-03,3,7711.4,10313,0,0.4
"45%30","Indiana",2020-10-03,3,8328.2,9650.9,0,0.45
"1%31","Indiana",2020-10-03,4,2099.32,27099.4,1,0.01
"2.5%31","Indiana",2020-10-03,4,2579.475,23672.3499999999,1,0.025
"5%31","Indiana",2020-10-03,4,3163.3,20757.7,1,0.05
"10%31","Indiana",2020-10-03,4,4018.4,17681.9,0,0.1
"15%31","Indiana",2020-10-03,4,4699.35,15559.05,0,0.15
"20%31","Indiana",2020-10-03,4,5394.3,14062.5,0,0.2
"25%31","Indiana",2020-10-03,4,5930,12923,0,0.25
"30%31","Indiana",2020-10-03,4,6531.2,11926.3,0,0.3
"35%31","Indiana",2020-10-03,4,7074.15,11081.2,0,0.35
"40%31","Indiana",2020-10-03,4,7685.1,10223.7,0,0.4
"45%31","Indiana",2020-10-03,4,8304.15,9572.4,0,0.45
"1%32","Indiana",2020-10-10,1,3968,26794.73,1,0.01
"2.5%32","Indiana",2020-10-10,1,4801.325,23815.725,1,0.025
"5%32","Indiana",2020-10-10,1,5610.2,21221.6,1,0.05
"10%32","Indiana",2020-10-10,1,6619.5,18831.2,1,0.1
"15%32","Indiana",2020-10-10,1,7377.35,17256.5,1,0.15
"20%32","Indiana",2020-10-10,1,8079.1,16050.9,1,0.2
"25%32","Indiana",2020-10-10,1,8790.25,14986,1,0.25
"30%32","Indiana",2020-10-10,1,9356.5,14164.4,1,0.3
"35%32","Indiana",2020-10-10,1,9904.8,13495.85,1,0.35
"40%32","Indiana",2020-10-10,1,10460.9,12760.7,1,0.4
"45%32","Indiana",2020-10-10,1,11038.05,12125.85,0,0.45
"1%33","Indiana",2020-10-10,2,3347.98,40168.74,1,0.01
"2.5%33","Indiana",2020-10-10,2,4201.875,33989.65,1,0.025
"5%33","Indiana",2020-10-10,2,5015.5,29858.7,1,0.05
"10%33","Indiana",2020-10-10,2,6300.9,25300,1,0.1
"15%33","Indiana",2020-10-10,2,7316.7,22545.3,1,0.15
"20%33","Indiana",2020-10-10,2,8163.6,20385.2,1,0.2
"25%33","Indiana",2020-10-10,2,9047.25,18882.5,1,0.25
"30%33","Indiana",2020-10-10,2,9881.2,17643.2,1,0.3
"35%33","Indiana",2020-10-10,2,10664,16369.75,1,0.35
"40%33","Indiana",2020-10-10,2,11466,15177.8,1,0.4
"45%33","Indiana",2020-10-10,2,12367.2,14249.9,0,0.45
"1%34","Indiana",2020-10-10,3,2964.49,41149.67,1,0.01
"2.5%34","Indiana",2020-10-10,3,3745.45,36163.55,1,0.025
"5%34","Indiana",2020-10-10,3,4764.4,31586.15,1,0.05
"10%34","Indiana",2020-10-10,3,6156.3,26674.3,1,0.1
"15%34","Indiana",2020-10-10,3,7200.75,23849.65,1,0.15
"20%34","Indiana",2020-10-10,3,8163.1,21745.1,1,0.2
"25%34","Indiana",2020-10-10,3,9087.5,20070.5,1,0.25
"30%34","Indiana",2020-10-10,3,9987.9,18578.1,0,0.3
"35%34","Indiana",2020-10-10,3,10897.75,17180.2,0,0.35
"40%34","Indiana",2020-10-10,3,11771.7,16083.3,0,0.4
"45%34","Indiana",2020-10-10,3,12813.5,14951.95,0,0.45
"1%35","Indiana",2020-10-10,4,3004.44,40642.42,1,0.01
"2.5%35","Indiana",2020-10-10,4,3813.9,35709.5999999999,1,0.025
"5%35","Indiana",2020-10-10,4,4666.25,31716,1,0.05
"10%35","Indiana",2020-10-10,4,6129.5,27289.5,1,0.1
"15%35","Indiana",2020-10-10,4,7155.15,24123.55,0,0.15
"20%35","Indiana",2020-10-10,4,8180.9,21669.3,0,0.2
"25%35","Indiana",2020-10-10,4,9075,19856.5,0,0.25
"30%35","Indiana",2020-10-10,4,9978.2,18346.5,0,0.3
"35%35","Indiana",2020-10-10,4,10979.15,17041.8,0,0.35
"40%35","Indiana",2020-10-10,4,11890.3,15926.9,0,0.4
"45%35","Indiana",2020-10-10,4,12754.6,14835.1,0,0.45
"1%36","Indiana",2020-10-17,1,5154.41,36069.16,1,0.01
"2.5%36","Indiana",2020-10-17,1,6064.175,32170.725,1,0.025
"5%36","Indiana",2020-10-17,1,7310.9,28990.8,1,0.05
"10%36","Indiana",2020-10-17,1,8653.5,25528.3,1,0.1
