"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","Connecticut",2020-08-15,1,147.99,1244.01,1,0.01
"2.5%","Connecticut",2020-08-15,1,184,1107,1,0.025
"5%","Connecticut",2020-08-15,1,218,994,1,0.05
"10%","Connecticut",2020-08-15,1,266,870.1,1,0.1
"15%","Connecticut",2020-08-15,1,301,791,1,0.15
"20%","Connecticut",2020-08-15,1,332,726.2,1,0.2
"25%","Connecticut",2020-08-15,1,361,682,1,0.25
"30%","Connecticut",2020-08-15,1,392,638.3,1,0.3
"35%","Connecticut",2020-08-15,1,419,599,0,0.35
"40%","Connecticut",2020-08-15,1,448,567,0,0.4
"45%","Connecticut",2020-08-15,1,477,535,0,0.45
"1%1","Connecticut",2020-08-15,2,107,1957.13,1,0.01
"2.5%1","Connecticut",2020-08-15,2,118,1551.15,1,0.025
"5%1","Connecticut",2020-08-15,2,136,1293.25,1,0.05
"10%1","Connecticut",2020-08-15,2,166,1032.2,1,0.1
"15%1","Connecticut",2020-08-15,2,198,896,0,0.15
"20%1","Connecticut",2020-08-15,2,227,791,0,0.2
"25%1","Connecticut",2020-08-15,2,259,709,0,0.25
"30%1","Connecticut",2020-08-15,2,290,640.3,0,0.3
"35%1","Connecticut",2020-08-15,2,323,575,0,0.35
"40%1","Connecticut",2020-08-15,2,357,529,0,0.4
"45%1","Connecticut",2020-08-15,2,396,483,0,0.45
"1%2","Connecticut",2020-08-15,3,95,1597.03,1,0.01
"2.5%2","Connecticut",2020-08-15,3,109,1312.05,1,0.025
"5%2","Connecticut",2020-08-15,3,126,1112,1,0.05
"10%2","Connecticut",2020-08-15,3,156,910,1,0.1
"15%2","Connecticut",2020-08-15,3,185,784,0,0.15
"20%2","Connecticut",2020-08-15,3,212,699,0,0.2
"25%2","Connecticut",2020-08-15,3,238,628,0,0.25
"30%2","Connecticut",2020-08-15,3,267,571,0,0.3
"35%2","Connecticut",2020-08-15,3,298,520.350000000001,0,0.35
