"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","Michigan",2020-08-15,1,1367.5,19243.53,1,0.01
"2.5%","Michigan",2020-08-15,1,1581.5,16889.625,1,0.025
"5%","Michigan",2020-08-15,1,1897.15,14377.95,1,0.05
"10%","Michigan",2020-08-15,1,2348.3,12076.9,1,0.1
"15%","Michigan",2020-08-15,1,2770.2,10627.25,1,0.15
"20%","Michigan",2020-08-15,1,3171.1,9476.5,1,0.2
"25%","Michigan",2020-08-15,1,3553.25,8568.75,1,0.25
"30%","Michigan",2020-08-15,1,3976.2,7827.8,1,0.3
"35%","Michigan",2020-08-15,1,4360.15,7123.85,0,0.35
"40%","Michigan",2020-08-15,1,4757.7,6585.9,0,0.4
"45%","Michigan",2020-08-15,1,5115.5,6033.5,0,0.45
"1%1","Michigan",2020-08-15,2,1675.99,26740.22,1,0.01
"2.5%1","Michigan",2020-08-15,2,1763,22040.5,1,0.025
"5%1","Michigan",2020-08-15,2,1926.95,18084.3,1,0.05
"10%1","Michigan",2020-08-15,2,2220.7,14154.9,1,0.1
"15%1","Michigan",2020-08-15,2,2518,11963.5,1,0.15
"20%1","Michigan",2020-08-15,2,2862.8,10410.8,1,0.2
"25%1","Michigan",2020-08-15,2,3260.75,9207.25,1,0.25
"30%1","Michigan",2020-08-15,2,3620.8,8141,1,0.3
"35%1","Michigan",2020-08-15,2,4033.65,7313.35,1,0.35
"40%1","Michigan",2020-08-15,2,4432.6,6599.4,1,0.4
"45%1","Michigan",2020-08-15,2,4918.65,5954.8,1,0.45
"1%2","Michigan",2020-08-15,3,1554.97,25593.2,1,0.01
"2.5%2","Michigan",2020-08-15,3,1647.95,21079.225,1,0.025
"5%2","Michigan",2020-08-15,3,1781.95,17242.6,1,0.05
"10%2","Michigan",2020-08-15,3,2090,13723.5,1,0.1
"15%2","Michigan",2020-08-15,3,2389.85,11659.15,1,0.15
"20%2","Michigan",2020-08-15,3,2748.6,10175.2,1,0.2
"25%2","Michigan",2020-08-15,3,3078.75,8979.25,1,0.25
"30%2","Michigan",2020-08-15,3,3503,8034.9,1,0.3
"35%2","Michigan",2020-08-15,3,3907,7243.05,1,0.35
"40%2","Michigan",2020-08-15,3,4372.6,6536.4,1,0.4
"45%2","Michigan",2020-08-15,3,4827.2,5895.7,0,0.45
"1%3","Michigan",2020-08-15,4,1768.47,25914.62,1,0.01
"2.5%3","Michigan",2020-08-15,4,1843.5,20041.55,1,0.025
"5%3","Michigan",2020-08-15,4,1986.5,16790.3,1,0.05
"10%3","Michigan",2020-08-15,4,2264.2,13284.7,1,0.1
"15%3","Michigan",2020-08-15,4,2568.5,11236.9,1,0.15
"20%3","Michigan",2020-08-15,4,2863.1,9743.1,1,0.2
"25%3","Michigan",2020-08-15,4,3205,8711.75000000001,1,0.25
"30%3","Michigan",2020-08-15,4,3551.2,7817.1,1,0.3
"35%3","Michigan",2020-08-15,4,3921.15,6990.85,1,0.35
"40%3","Michigan",2020-08-15,4,4332.3,6314.5,1,0.4
"45%3","Michigan",2020-08-15,4,4717.6,5716.4,0,0.45
"1%4","Michigan",2020-08-22,1,959.45,14133.98,1,0.01
"2.5%4","Michigan",2020-08-22,1,1120.5,11980.55,1,0.025
"5%4","Michigan",2020-08-22,1,1344.3,10192.05,1,0.05
"10%4","Michigan",2020-08-22,1,1699.4,8447.7,1,0.1
"15%4","Michigan",2020-08-22,1,2015.35,7382.5,1,0.15
"20%4","Michigan",2020-08-22,1,2299.5,6625.3,1,0.2
"25%4","Michigan",2020-08-22,1,2580.25,6018.75,1,0.25
"30%4","Michigan",2020-08-22,1,2847.9,5520.3,1,0.3
"35%4","Michigan",2020-08-22,1,3133.5,5121.9,1,0.35
"40%4","Michigan",2020-08-22,1,3412.3,4772.9,0,0.4
"45%4","Michigan",2020-08-22,1,3736.15,4366.95,0,0.45
"1%5","Michigan",2020-08-22,2,1203.48,18942.52,1,0.01
"2.5%5","Michigan",2020-08-22,2,1264.5,15410.125,1,0.025
"5%5","Michigan",2020-08-22,2,1366.45,12559.5,1,0.05
"10%5","Michigan",2020-08-22,2,1571.5,9967.70000000001,1,0.1
"15%5","Michigan",2020-08-22,2,1762.35,8570.65,1,0.15
"20%5","Michigan",2020-08-22,2,1975.9,7511.9,1,0.2
"25%5","Michigan",2020-08-22,2,2246.25,6593.75,1,0.25
"30%5","Michigan",2020-08-22,2,2538.5,5872.8,0,0.3
"35%5","Michigan",2020-08-22,2,2824.5,5212.85,0,0.35
"40%5","Michigan",2020-08-22,2,3136.3,4699.5,0,0.4
"45%5","Michigan",2020-08-22,2,3481.6,4248.4,0,0.45
"1%6","Michigan",2020-08-22,3,1181.49,17912.65,1,0.01
"2.5%6","Michigan",2020-08-22,3,1243.475,14532.8,1,0.025
"5%6","Michigan",2020-08-22,3,1339.45,12037.75,1,0.05
"10%6","Michigan",2020-08-22,3,1527.5,9557,1,0.1
"15%6","Michigan",2020-08-22,3,1750.5,8212.55,1,0.15
"20%6","Michigan",2020-08-22,3,1955.3,7125.7,1,0.2
"25%6","Michigan",2020-08-22,3,2201.5,6234,1,0.25
"30%6","Michigan",2020-08-22,3,2457.5,5615.8,0,0.3
"35%6","Michigan",2020-08-22,3,2769.15,5038.9,0,0.35
"40%6","Michigan",2020-08-22,3,3078.5,4570.5,0,0.4
"45%6","Michigan",2020-08-22,3,3404.5,4101.95,0,0.45
"1%7","Michigan",2020-08-22,4,1085,16995.7,1,0.01
"2.5%7","Michigan",2020-08-22,4,1134,14244.3,1,0.025
"5%7","Michigan",2020-08-22,4,1224.95,12042.05,1,0.05
"10%7","Michigan",2020-08-22,4,1423.8,9379.7,1,0.1
"15%7","Michigan",2020-08-22,4,1617.85,7875.75,1,0.15
"20%7","Michigan",2020-08-22,4,1825.6,6828,1,0.2
"25%7","Michigan",2020-08-22,4,2051,5955.25,1,0.25
"30%7","Michigan",2020-08-22,4,2316.4,5318.9,1,0.3
"35%7","Michigan",2020-08-22,4,2610.3,4778.35,0,0.35
"40%7","Michigan",2020-08-22,4,2894.6,4299.8,0,0.4
"45%7","Michigan",2020-08-22,4,3206.55,3957.45,0,0.45
"1%8","Michigan",2020-08-29,1,1181.47000001,17382.63000001,1,0.01
"2.5%8","Michigan",2020-08-29,1,1390.35000001,15203.52500001,1,0.025
"5%8","Michigan",2020-08-29,1,1659.40000001,12987.25000001,1,0.05
"10%8","Michigan",2020-08-29,1,2105.30000001,10693.50000001,1,0.1
"15%8","Michigan",2020-08-29,1,2489.35000001,9291.65000001,1,0.15
"20%8","Michigan",2020-08-29,1,2816.90000001,8411.50000001,1,0.2
"25%8","Michigan",2020-08-29,1,3195.25000001,7627.50000001,1,0.25
"30%8","Michigan",2020-08-29,1,3535.50000001,6978.80000001,1,0.3
"35%8","Michigan",2020-08-29,1,3917.50000001,6440.55000001,1,0.35
"40%8","Michigan",2020-08-29,1,4292.50000001,5950.90000001,0,0.4
"45%8","Michigan",2020-08-29,1,4672.80000001,5478.50000001,0,0.45
"1%9","Michigan",2020-08-29,2,1585.00000001,25205.5600000101,1,0.01
"2.5%9","Michigan",2020-08-29,2,1656.95000001,20764.00000001,1,0.025
"5%9","Michigan",2020-08-29,2,1802.00000001,16867.80000001,1,0.05
"10%9","Michigan",2020-08-29,2,2098.80000001,13294.20000001,1,0.1
"15%9","Michigan",2020-08-29,2,2404.00000001,11223.75000001,1,0.15
"20%9","Michigan",2020-08-29,2,2720.60000001,9764.40000001,1,0.2
"25%9","Michigan",2020-08-29,2,3036.00000001,8528.25000001,1,0.25
"30%9","Michigan",2020-08-29,2,3372.10000001,7603.90000001,1,0.3
"35%9","Michigan",2020-08-29,2,3742.65000001,6806.40000001,1,0.35
"40%9","Michigan",2020-08-29,2,4113.60000001,6156.40000001,1,0.4
"45%9","Michigan",2020-08-29,2,4592.55000001,5547.80000001,0,0.45
"1%10","Michigan",2020-08-29,3,1664.950000015,25574.700000015,1,0.01
"2.5%10","Michigan",2020-08-29,3,1733.000000015,20839.225000015,1,0.025
"5%10","Michigan",2020-08-29,3,1865.000000015,16706.050000015,1,0.05
"10%10","Michigan",2020-08-29,3,2136.000000015,13051.500000015,1,0.1
"15%10","Michigan",2020-08-29,3,2420.000000015,11045.600000015,1,0.15
"20%10","Michigan",2020-08-29,3,2698.800000015,9756.600000015,1,0.2
"25%10","Michigan",2020-08-29,3,3033.000000015,8625.500000015,1,0.25
"30%10","Michigan",2020-08-29,3,3361.700000015,7703.000000015,1,0.3
"35%10","Michigan",2020-08-29,3,3720.650000015,6956.000000015,1,0.35
"40%10","Michigan",2020-08-29,3,4109.600000015,6223.600000015,1,0.4
"45%10","Michigan",2020-08-29,3,4559.000000015,5631.900000015,1,0.45
"1%11","Michigan",2020-08-29,4,1537.990000015,24936.570000015,1,0.01
"2.5%11","Michigan",2020-08-29,4,1611.000000015,20355.175000015,1,0.025
"5%11","Michigan",2020-08-29,4,1735.000000015,16787.950000015,1,0.05
"10%11","Michigan",2020-08-29,4,2013.900000015,13282.200000015,1,0.1
"15%11","Michigan",2020-08-29,4,2306.000000015,11404.750000015,1,0.15
