"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"45%2","Virginia",2020-08-15,3,4846.6,5927.5,0,0.45
"1%3","Virginia",2020-08-15,4,1659.99,24713.76,1,0.01
"2.5%3","Virginia",2020-08-15,4,1750.95,20068.25,1,0.025
"5%3","Virginia",2020-08-15,4,1877.95,16878.3,1,0.05
"10%3","Virginia",2020-08-15,4,2127,13077.4,1,0.1
"15%3","Virginia",2020-08-15,4,2405.85,11149.3,1,0.15
"20%3","Virginia",2020-08-15,4,2700.4,9496.4,1,0.2
"25%3","Virginia",2020-08-15,4,3047.75,8471.75,1,0.25
"30%3","Virginia",2020-08-15,4,3387.7,7572.7,1,0.3
"35%3","Virginia",2020-08-15,4,3749.65,6815,0,0.35
"40%3","Virginia",2020-08-15,4,4187,6181.8,0,0.4
"45%3","Virginia",2020-08-15,4,4635,5595.8,0,0.45
"1%4","Virginia",2020-08-22,1,2888.48,10829.55,1,0.01
"2.5%4","Virginia",2020-08-22,1,3240.45,9850.675,1,0.025
"5%4","Virginia",2020-08-22,1,3629.2,9144.85,1,0.05
"10%4","Virginia",2020-08-22,1,4078.4,8360.6,1,0.1
"15%4","Virginia",2020-08-22,1,4389.35,7848.95,1,0.15
"20%4","Virginia",2020-08-22,1,4664.5,7455.7,1,0.2
"25%4","Virginia",2020-08-22,1,4876.5,7141.75,1,0.25
"30%4","Virginia",2020-08-22,1,5091.5,6858.5,1,0.3
"35%4","Virginia",2020-08-22,1,5285.15,6625.85,0,0.35
"40%4","Virginia",2020-08-22,1,5521.1,6377.5,0,0.4
"45%4","Virginia",2020-08-22,1,5726.15,6149.95,0,0.45
"1%5","Virginia",2020-08-22,2,1349.39,18102.5,1,0.01
"2.5%5","Virginia",2020-08-22,2,1680.425,14860.925,1,0.025
"5%5","Virginia",2020-08-22,2,1998.35,13053.6,1,0.05
"10%5","Virginia",2020-08-22,2,2534.2,11067.6,1,0.1
"15%5","Virginia",2020-08-22,2,2951.45,9942.25,1,0.15
"20%5","Virginia",2020-08-22,2,3329.9,9055.9,1,0.2
"25%5","Virginia",2020-08-22,2,3735.25,8294,1,0.25
"30%5","Virginia",2020-08-22,2,4104.5,7612.1,1,0.3
"35%5","Virginia",2020-08-22,2,4443.8,7033.85,1,0.35
"40%5","Virginia",2020-08-22,2,4824.1,6526.9,0,0.4
"45%5","Virginia",2020-08-22,2,5212.05,6049.65,0,0.45
"1%6","Virginia",2020-08-22,3,1476.99,23441.01,1,0.01
"2.5%6","Virginia",2020-08-22,3,1629.95,19359.575,1,0.025
"5%6","Virginia",2020-08-22,3,1802.95,16687.1,1,0.05
"10%6","Virginia",2020-08-22,3,2140,13011.4,1,0.1
"15%6","Virginia",2020-08-22,3,2498.7,11065.6,1,0.15
"20%6","Virginia",2020-08-22,3,2834.8,9720.6,1,0.2
"25%6","Virginia",2020-08-22,3,3188.25,8766.5,1,0.25
"30%6","Virginia",2020-08-22,3,3582,7957.5,1,0.3
"35%6","Virginia",2020-08-22,3,3950,7181,1,0.35
"40%6","Virginia",2020-08-22,3,4360,6476.4,0,0.4
"45%6","Virginia",2020-08-22,3,4862.55,5897,0,0.45
"1%7","Virginia",2020-08-22,4,1578,24504.04,1,0.01
"2.5%7","Virginia",2020-08-22,4,1656.975,20438.675,1,0.025
"5%7","Virginia",2020-08-22,4,1778.95,17079.35,1,0.05
"10%7","Virginia",2020-08-22,4,2051,13475.5,1,0.1
"15%7","Virginia",2020-08-22,4,2359,11327.15,1,0.15
"20%7","Virginia",2020-08-22,4,2672.8,9717.8,1,0.2
"25%7","Virginia",2020-08-22,4,3022.5,8612.50000000001,1,0.25
"30%7","Virginia",2020-08-22,4,3386.7,7739,1,0.3
"35%7","Virginia",2020-08-22,4,3779.2,6909.7,1,0.35
"40%7","Virginia",2020-08-22,4,4189.8,6290.8,0,0.4
"45%7","Virginia",2020-08-22,4,4658.1,5714.45,0,0.45
"1%8","Virginia",2020-08-29,1,3170.26,11933.55,1,0.01
"2.5%8","Virginia",2020-08-29,1,3575.4,10965.625,1,0.025
"5%8","Virginia",2020-08-29,1,4007.35,10209.5,1,0.05
"10%8","Virginia",2020-08-29,1,4510.2,9284.6,1,0.1
"15%8","Virginia",2020-08-29,1,4860.5,8698.65,1,0.15
"20%8","Virginia",2020-08-29,1,5149.3,8239.5,1,0.2
"25%8","Virginia",2020-08-29,1,5406.25,7894.75,1,0.25
"30%8","Virginia",2020-08-29,1,5654.2,7607.1,1,0.3
"35%8","Virginia",2020-08-29,1,5935.15,7345.5,1,0.35
"40%8","Virginia",2020-08-29,1,6160.5,7096.5,1,0.4
"45%8","Virginia",2020-08-29,1,6389.05,6858.5,0,0.45
"1%9","Virginia",2020-08-29,2,1602.48,21054.79,1,0.01
"2.5%9","Virginia",2020-08-29,2,1972.45,17862.675,1,0.025
"5%9","Virginia",2020-08-29,2,2347.45,15549.1,1,0.05
"10%9","Virginia",2020-08-29,2,2937.8,13325.2,1,0.1
"15%9","Virginia",2020-08-29,2,3507.2,11669.25,1,0.15
"20%9","Virginia",2020-08-29,2,3925.3,10434.1,1,0.2
"25%9","Virginia",2020-08-29,2,4335.5,9527.25,1,0.25
"30%9","Virginia",2020-08-29,2,4752.6,8766.8,1,0.3
"35%9","Virginia",2020-08-29,2,5185.15,8141.2,1,0.35
"40%9","Virginia",2020-08-29,2,5640.9,7530.3,1,0.4
"45%9","Virginia",2020-08-29,2,6070.7,7022.4,0,0.45
"1%10","Virginia",2020-08-29,3,1841.490000005,29526.890000005,1,0.01
"2.5%10","Virginia",2020-08-29,3,2004.500000005,24540.875000005,1,0.025
"5%10","Virginia",2020-08-29,3,2244.450000005,20024.200000005,1,0.05
"10%10","Virginia",2020-08-29,3,2703.500000005,15698.400000005,1,0.1
"15%10","Virginia",2020-08-29,3,3178.500000005,13294.000000005,1,0.15
"20%10","Virginia",2020-08-29,3,3596.500000005,11773.500000005,1,0.2
"25%10","Virginia",2020-08-29,3,4019.250000005,10512.750000005,1,0.25
"30%10","Virginia",2020-08-29,3,4451.500000005,9541.400000005,1,0.3
"35%10","Virginia",2020-08-29,3,4860.500000005,8558.200000005,1,0.35
"40%10","Virginia",2020-08-29,3,5351.300000005,7828.100000005,1,0.4
"45%10","Virginia",2020-08-29,3,5909.500000005,7081.100000005,1,0.45
"1%11","Virginia",2020-08-29,4,2242.000000005,31605.130000005,1,0.01
"2.5%11","Virginia",2020-08-29,4,2337.950000005,25171.900000005,1,0.025
"5%11","Virginia",2020-08-29,4,2499.000000005,20755.050000005,1,0.05
"10%11","Virginia",2020-08-29,4,2825.900000005,16248.100000005,1,0.1
"15%11","Virginia",2020-08-29,4,3180.000000005,13812.050000005,1,0.15
"20%11","Virginia",2020-08-29,4,3556.000000005,11979.600000005,1,0.2
"25%11","Virginia",2020-08-29,4,3935.750000005,10593.000000005,1,0.25
"30%11","Virginia",2020-08-29,4,4359.700000005,9522.100000005,1,0.3
"35%11","Virginia",2020-08-29,4,4833.650000005,8684.000000005,1,0.35
"40%11","Virginia",2020-08-29,4,5324.000000005,7889.000000005,1,0.4
"45%11","Virginia",2020-08-29,4,5830.000000005,7109.900000005,0,0.45
"1%12","Virginia",2020-09-05,1,3332.370000005,12251.510000005,1,0.01
"2.5%12","Virginia",2020-09-05,1,3815.300000005,11336.625000005,1,0.025
"5%12","Virginia",2020-09-05,1,4205.250000005,10540.600000005,1,0.05
"10%12","Virginia",2020-09-05,1,4690.400000005,9587.800000005,1,0.1
"15%12","Virginia",2020-09-05,1,5069.450000005,9022.950000005,1,0.15
"20%12","Virginia",2020-09-05,1,5365.300000005,8573.900000005,1,0.2
"25%12","Virginia",2020-09-05,1,5630.500000005,8229.250000005,1,0.25
"30%12","Virginia",2020-09-05,1,5900.900000005,7903.500000005,1,0.3
"35%12","Virginia",2020-09-05,1,6133.500000005,7609.500000005,1,0.35
"40%12","Virginia",2020-09-05,1,6363.100000005,7353.500000005,1,0.4
"45%12","Virginia",2020-09-05,1,6607.050000005,7113.950000005,0,0.45
"1%13","Virginia",2020-09-05,2,1682.420000005,21035.380000005,1,0.01
"2.5%13","Virginia",2020-09-05,2,2114.375000005,18175.275000005,1,0.025
"5%13","Virginia",2020-09-05,2,2484.300000005,15611.850000005,1,0.05
"10%13","Virginia",2020-09-05,2,3067.200000005,13189.900000005,1,0.1
"15%13","Virginia",2020-09-05,2,3603.500000005,11800.650000005,1,0.15
"20%13","Virginia",2020-09-05,2,4122.500000005,10595.500000005,1,0.2
"25%13","Virginia",2020-09-05,2,4581.250000005,9824.75000000501,1,0.25
"30%13","Virginia",2020-09-05,2,5011.200000005,9052.800000005,1,0.3
"35%13","Virginia",2020-09-05,2,5470.800000005,8427.500000005,1,0.35
"40%13","Virginia",2020-09-05,2,5942.700000005,7824.900000005,1,0.4
"45%13","Virginia",2020-09-05,2,6395.700000005,7321.950000005,1,0.45
"1%14","Virginia",2020-09-05,3,1909.500000005,29581.550000005,1,0.01
"2.5%14","Virginia",2020-09-05,3,2105.500000005,24537.225000005,1,0.025
"5%14","Virginia",2020-09-05,3,2323.500000005,20428.700000005,1,0.05
"10%14","Virginia",2020-09-05,3,2789.200000005,16450.200000005,1,0.1
"15%14","Virginia",2020-09-05,3,3280.050000005,14190.850000005,1,0.15
"20%14","Virginia",2020-09-05,3,3708.300000005,12308.900000005,1,0.2
"25%14","Virginia",2020-09-05,3,4188.500000005,10948.250000005,1,0.25
"30%14","Virginia",2020-09-05,3,4662.500000005,9815.100000005,1,0.3
"35%14","Virginia",2020-09-05,3,5112.800000005,8882.200000005,1,0.35
"40%14","Virginia",2020-09-05,3,5632.700000005,8063.500000005,1,0.4
"45%14","Virginia",2020-09-05,3,6204.600000005,7433.400000005,0,0.45
"1%15","Virginia",2020-09-05,4,2183.490000005,33670.470000005,1,0.01
"2.5%15","Virginia",2020-09-05,4,2280.475000005,26896.300000005,1,0.025
"5%15","Virginia",2020-09-05,4,2458.500000005,22115.000000005,1,0.05
"10%15","Virginia",2020-09-05,4,2840.500000005,17460.200000005,1,0.1
"15%15","Virginia",2020-09-05,4,3212.350000005,14808.250000005,1,0.15
"20%15","Virginia",2020-09-05,4,3656.100000005,12934.700000005,1,0.2
"25%15","Virginia",2020-09-05,4,4099.250000005,11454.000000005,1,0.25
"30%15","Virginia",2020-09-05,4,4564.500000005,10312.800000005,1,0.3
"35%15","Virginia",2020-09-05,4,5046.100000005,9255.850000005,1,0.35
"40%15","Virginia",2020-09-05,4,5531.700000005,8363.900000005,0,0.4
"45%15","Virginia",2020-09-05,4,6156.450000005,7510.850000005,0,0.45
"1%16","Virginia",2020-09-12,1,3716.969999995,12862.149999995,1,0.01
"2.5%16","Virginia",2020-09-12,1,4141.874999995,11743.424999995,1,0.025
"5%16","Virginia",2020-09-12,1,4543.749999995,11026.999999995,1,0.05
"10%16","Virginia",2020-09-12,1,5056.899999995,10080.199999995,1,0.1
"15%16","Virginia",2020-09-12,1,5408.549999995,9519.149999995,1,0.15
"20%16","Virginia",2020-09-12,1,5753.599999995,9066.199999995,1,0.2
"25%16","Virginia",2020-09-12,1,6039.499999995,8660.749999995,1,0.25
"30%16","Virginia",2020-09-12,1,6292.699999995,8299.999999995,1,0.3
"35%16","Virginia",2020-09-12,1,6518.999999995,7995.349999995,1,0.35
"40%16","Virginia",2020-09-12,1,6763.599999995,7722.799999995,1,0.4
"45%16","Virginia",2020-09-12,1,6985.549999995,7490.449999995,0,0.45
"1%17","Virginia",2020-09-12,2,1654.479999995,22493.009999995,1,0.01
"2.5%17","Virginia",2020-09-12,2,2089.049999995,19568.749999995,1,0.025
"5%17","Virginia",2020-09-12,2,2569.199999995,17122.299999995,1,0.05
"10%17","Virginia",2020-09-12,2,3254.399999995,14146.599999995,1,0.1
"15%17","Virginia",2020-09-12,2,3842.049999995,12590.799999995,1,0.15
"20%17","Virginia",2020-09-12,2,4343.699999995,11399.899999995,1,0.2
"25%17","Virginia",2020-09-12,2,4781.999999995,10417.749999995,1,0.25
"30%17","Virginia",2020-09-12,2,5238.599999995,9640.499999995,1,0.3
"35%17","Virginia",2020-09-12,2,5700.799999995,8916.499999995,1,0.35
"40%17","Virginia",2020-09-12,2,6227.499999995,8291.899999995,0,0.4
"45%17","Virginia",2020-09-12,2,6732.499999995,7772.499999995,0,0.45
"1%18","Virginia",2020-09-12,3,2000.949999995,31997.8999999951,1,0.01
"2.5%18","Virginia",2020-09-12,3,2193.799999995,27071.799999995,1,0.025
"5%18","Virginia",2020-09-12,3,2467.799999995,22015.399999995,1,0.05
"10%18","Virginia",2020-09-12,3,3009.399999995,17900.399999995,1,0.1
"15%18","Virginia",2020-09-12,3,3526.849999995,15356.999999995,1,0.15
"20%18","Virginia",2020-09-12,3,3971.999999995,13531.999999995,1,0.2
"25%18","Virginia",2020-09-12,3,4398.749999995,11875.749999995,1,0.25
"30%18","Virginia",2020-09-12,3,4862.499999995,10725.599999995,1,0.3
"35%18","Virginia",2020-09-12,3,5409.249999995,9649.349999995,0,0.35
"40%18","Virginia",2020-09-12,3,6007.199999995,8784.199999995,0,0.4
"45%18","Virginia",2020-09-12,3,6631.199999995,8042.249999995,0,0.45
"1%19","Virginia",2020-09-12,4,2243.969999995,36050.259999995,1,0.01
"2.5%19","Virginia",2020-09-12,4,2337.974999995,28750.224999995,1,0.025
"5%19","Virginia",2020-09-12,4,2511.949999995,23940.749999995,1,0.05
"10%19","Virginia",2020-09-12,4,2948.699999995,18845.999999995,1,0.1
"15%19","Virginia",2020-09-12,4,3381.999999995,15863.149999995,1,0.15
"20%19","Virginia",2020-09-12,4,3855.799999995,13797.999999995,1,0.2
"25%19","Virginia",2020-09-12,4,4317.499999995,12295.249999995,1,0.25
"30%19","Virginia",2020-09-12,4,4836.699999995,10756.099999995,1,0.3
"35%19","Virginia",2020-09-12,4,5396.999999995,9759.399999995,1,0.35
"40%19","Virginia",2020-09-12,4,6011.999999995,8899.999999995,1,0.4
"45%19","Virginia",2020-09-12,4,6590.749999995,7985.899999995,1,0.45
"1%20","Virginia",2020-09-19,1,3461.45,11803.53,1,0.01
"2.5%20","Virginia",2020-09-19,1,3865.3,10944.65,1,0.025
"5%20","Virginia",2020-09-19,1,4205.4,10137.6,1,0.05
"10%20","Virginia",2020-09-19,1,4683.4,9251.8,1,0.1
"15%20","Virginia",2020-09-19,1,5056.35,8730.8,1,0.15
"20%20","Virginia",2020-09-19,1,5326.3,8336.5,1,0.2
"25%20","Virginia",2020-09-19,1,5554.25,7996.75,1,0.25
"30%20","Virginia",2020-09-19,1,5781.5,7708.8,0,0.3
"35%20","Virginia",2020-09-19,1,6023.8,7430.30000000001,0,0.35
"40%20","Virginia",2020-09-19,1,6256.5,7193.9,0,0.4
"45%20","Virginia",2020-09-19,1,6462.05,6915.5,0,0.45
"1%21","Virginia",2020-09-19,2,1611,20378.43,1,0.01
"2.5%21","Virginia",2020-09-19,2,2031.9,17346.725,1,0.025
"5%21","Virginia",2020-09-19,2,2468.8,15114.5,1,0.05
"10%21","Virginia",2020-09-19,2,3044.9,12841.8,1,0.1
"15%21","Virginia",2020-09-19,2,3531.35,11578.3,1,0.15
"20%21","Virginia",2020-09-19,2,3978.8,10526.2,1,0.2
"25%21","Virginia",2020-09-19,2,4448,9666.75,1,0.25
"30%21","Virginia",2020-09-19,2,4860.4,8836.8,1,0.3
"35%21","Virginia",2020-09-19,2,5281.25,8235.05,1,0.35
"40%21","Virginia",2020-09-19,2,5719.6,7642,0,0.4
"45%21","Virginia",2020-09-19,2,6189,7160.45,0,0.45
"1%22","Virginia",2020-09-19,3,1746.96,27486.92,1,0.01
"2.5%22","Virginia",2020-09-19,3,1965.7,22896.2,1,0.025
"5%22","Virginia",2020-09-19,3,2224.95,19543,1,0.05
"10%22","Virginia",2020-09-19,3,2693.9,15435.4,1,0.1
"15%22","Virginia",2020-09-19,3,3132.85,13171.9,1,0.15
"20%22","Virginia",2020-09-19,3,3583,11795.8,1,0.2
"25%22","Virginia",2020-09-19,3,4040.75,10512.75,1,0.25
"30%22","Virginia",2020-09-19,3,4510.2,9551.5,1,0.3
"35%22","Virginia",2020-09-19,3,4999.6,8764.05,1,0.35
"40%22","Virginia",2020-09-19,3,5525.4,8031.2,1,0.4
"45%22","Virginia",2020-09-19,3,6039,7314.15,1,0.45
"1%23","Virginia",2020-09-19,4,2125.5,33692.61,1,0.01
"2.5%23","Virginia",2020-09-19,4,2224.475,26794.675,1,0.025
"5%23","Virginia",2020-09-19,4,2385.45,22254.35,1,0.05
"10%23","Virginia",2020-09-19,4,2739.4,17619.5,1,0.1
"15%23","Virginia",2020-09-19,4,3094.35,14785.45,1,0.15
"20%23","Virginia",2020-09-19,4,3499.1,12810.1,1,0.2
"25%23","Virginia",2020-09-19,4,3964.75,11295,1,0.25
"30%23","Virginia",2020-09-19,4,4437.3,10109.1,1,0.3
"35%23","Virginia",2020-09-19,4,4928.1,9162.9,1,0.35
"40%23","Virginia",2020-09-19,4,5474.3,8221.5,1,0.4
"45%23","Virginia",2020-09-19,4,6041.05,7412,1,0.45
"1%24","Virginia",2020-09-26,1,2926.42,9829.57,1,0.01
"2.5%24","Virginia",2020-09-26,1,3263.275,9124.575,1,0.025
"5%24","Virginia",2020-09-26,1,3573.45,8551.8,1,0.05
"10%24","Virginia",2020-09-26,1,3980,7786.9,1,0.1
"15%24","Virginia",2020-09-26,1,4272.35,7342.5,1,0.15
"20%24","Virginia",2020-09-26,1,4524.3,6988.5,1,0.2
"25%24","Virginia",2020-09-26,1,4730.25,6723.75,1,0.25
"30%24","Virginia",2020-09-26,1,4937.5,6475.1,1,0.3
"35%24","Virginia",2020-09-26,1,5110.15,6264.85,1,0.35
"40%24","Virginia",2020-09-26,1,5298.3,6063.5,1,0.4
"45%24","Virginia",2020-09-26,1,5473.6,5855.5,0,0.45
"1%25","Virginia",2020-09-26,2,1452.45,16782.2,1,0.01
"2.5%25","Virginia",2020-09-26,2,1791.475,14287.825,1,0.025
"5%25","Virginia",2020-09-26,2,2197.45,12451.55,1,0.05
"10%25","Virginia",2020-09-26,2,2679.1,10727.8,1,0.1
"15%25","Virginia",2020-09-26,2,3117.6,9582.5,1,0.15
"20%25","Virginia",2020-09-26,2,3481.1,8686.3,1,0.2
"25%25","Virginia",2020-09-26,2,3838.5,7980.75,1,0.25
"30%25","Virginia",2020-09-26,2,4186.5,7373.1,1,0.3
"35%25","Virginia",2020-09-26,2,4544.5,6849.85,0,0.35
"40%25","Virginia",2020-09-26,2,4871.1,6414.5,0,0.4
"45%25","Virginia",2020-09-26,2,5197.5,5988.95,0,0.45
"1%26","Virginia",2020-09-26,3,1443.46,23162.86,1,0.01
"2.5%26","Virginia",2020-09-26,3,1647.375,19206.325,1,0.025
"5%26","Virginia",2020-09-26,3,1878.5,16388.05,1,0.05
"10%26","Virginia",2020-09-26,3,2228.5,13161.5,1,0.1
"15%26","Virginia",2020-09-26,3,2630.35,11383.65,1,0.15
"20%26","Virginia",2020-09-26,3,3007.5,10165.5,1,0.2
"25%26","Virginia",2020-09-26,3,3351.5,9013.75,1,0.25
"30%26","Virginia",2020-09-26,3,3735.3,8179.7,1,0.3
"35%26","Virginia",2020-09-26,3,4160.5,7325.6,0,0.35
"40%26","Virginia",2020-09-26,3,4575.5,6655.3,0,0.4
"45%26","Virginia",2020-09-26,3,5036.5,6129.95,0,0.45
"1%27","Virginia",2020-09-26,4,1780.49,27487.98,1,0.01
"2.5%27","Virginia",2020-09-26,4,1854.5,21870.825,1,0.025
"5%27","Virginia",2020-09-26,4,2007.25,18183.05,1,0.05
"10%27","Virginia",2020-09-26,4,2289.9,14541.3,1,0.1
"15%27","Virginia",2020-09-26,4,2649.5,12152.75,1,0.15
"20%27","Virginia",2020-09-26,4,2968.7,10494.1,1,0.2
"25%27","Virginia",2020-09-26,4,3320.25,9416,1,0.25
"30%27","Virginia",2020-09-26,4,3719,8429.5,1,0.3
"35%27","Virginia",2020-09-26,4,4085.8,7588.55,1,0.35
"40%27","Virginia",2020-09-26,4,4547.1,6832.5,0,0.4
"45%27","Virginia",2020-09-26,4,5011.5,6150.2,0,0.45
"1%28","Virginia",2020-10-03,1,2582.88,8609.12,1,0.01
"2.5%28","Virginia",2020-10-03,1,2865,8028.05,1,0.025
"5%28","Virginia",2020-10-03,1,3135.85,7437.4,1,0.05
"10%28","Virginia",2020-10-03,1,3492.9,6842.2,0,0.1
"15%28","Virginia",2020-10-03,1,3775.85,6469,0,0.15
"20%28","Virginia",2020-10-03,1,3986,6164.2,0,0.2
"25%28","Virginia",2020-10-03,1,4186.75,5918,0,0.25
"30%28","Virginia",2020-10-03,1,4352.7,5705.3,0,0.3
"35%28","Virginia",2020-10-03,1,4529.65,5499,0,0.35
"40%28","Virginia",2020-10-03,1,4673.2,5319.4,0,0.4
"45%28","Virginia",2020-10-03,1,4830,5138.45,0,0.45
"1%29","Virginia",2020-10-03,2,1163.44,13567.57,1,0.01
"2.5%29","Virginia",2020-10-03,2,1486.5,12096.075,1,0.025
"5%29","Virginia",2020-10-03,2,1817.95,10566.6,1,0.05
"10%29","Virginia",2020-10-03,2,2263.4,8983,1,0.1
"15%29","Virginia",2020-10-03,2,2629.5,8091.95,1,0.15
"20%29","Virginia",2020-10-03,2,2914.5,7326.3,0,0.2
"25%29","Virginia",2020-10-03,2,3232.5,6739.75,0,0.25
"30%29","Virginia",2020-10-03,2,3518.5,6229.1,0,0.3
"35%29","Virginia",2020-10-03,2,3829.15,5778.2,0,0.35
"40%29","Virginia",2020-10-03,2,4134.7,5365.9,0,0.4
"45%29","Virginia",2020-10-03,2,4400.05,5044.3,0,0.45
"1%30","Virginia",2020-10-03,3,1052.49,18337.26,1,0.01
"2.5%30","Virginia",2020-10-03,3,1193.5,15593.5,1,0.025
"5%30","Virginia",2020-10-03,3,1360.35,12827.7,1,0.05
"10%30","Virginia",2020-10-03,3,1738.4,10354.6,1,0.1
"15%30","Virginia",2020-10-03,3,2056.05,8862.85000000001,1,0.15
"20%30","Virginia",2020-10-03,3,2347.3,7858.1,1,0.2
"25%30","Virginia",2020-10-03,3,2664.25,7115.25,0,0.25
"30%30","Virginia",2020-10-03,3,3008.2,6437.1,0,0.3
"35%30","Virginia",2020-10-03,3,3335.8,5857.55,0,0.35
"40%30","Virginia",2020-10-03,3,3692.1,5338.3,0,0.4
"45%30","Virginia",2020-10-03,3,4073.05,4871.4,0,0.45
"1%31","Virginia",2020-10-03,4,1290,19602.81,1,0.01
"2.5%31","Virginia",2020-10-03,4,1372.9,16161.075,1,0.025
"5%31","Virginia",2020-10-03,4,1500.95,13481.1,1,0.05
"10%31","Virginia",2020-10-03,4,1741,10870,1,0.1
"15%31","Virginia",2020-10-03,4,1972.85,9109.2,1,0.15
"20%31","Virginia",2020-10-03,4,2232.8,8014,0,0.2
"25%31","Virginia",2020-10-03,4,2525.75,7126.25,0,0.25
"30%31","Virginia",2020-10-03,4,2821.7,6327,0,0.3
"35%31","Virginia",2020-10-03,4,3155.3,5708.35,0,0.35
"40%31","Virginia",2020-10-03,4,3504,5192.4,0,0.4
"45%31","Virginia",2020-10-03,4,3851.1,4680.8,0,0.45
"1%32","Virginia",2020-10-10,1,3552.79,12313.17,1,0.01
"2.5%32","Virginia",2020-10-10,1,3991.95,11338.125,1,0.025
"5%32","Virginia",2020-10-10,1,4346.9,10519,1,0.05
"10%32","Virginia",2020-10-10,1,4894,9685.6,1,0.1
"15%32","Virginia",2020-10-10,1,5295.55,9112.15,1,0.15
"20%32","Virginia",2020-10-10,1,5614,8664.2,1,0.2
"25%32","Virginia",2020-10-10,1,5863,8345,1,0.25
"30%32","Virginia",2020-10-10,1,6091,8049.3,1,0.3
"35%32","Virginia",2020-10-10,1,6334.3,7780.35,1,0.35
"40%32","Virginia",2020-10-10,1,6556.8,7536,1,0.4
"45%32","Virginia",2020-10-10,1,6790,7259.9,0,0.45
"1%33","Virginia",2020-10-10,2,1887.929999995,20592.079999995,1,0.01
"2.5%33","Virginia",2020-10-10,2,2333.324999995,17625.424999995,1,0.025
"5%33","Virginia",2020-10-10,2,2732.999999995,15322.599999995,1,0.05
"10%33","Virginia",2020-10-10,2,3386.999999995,13303.199999995,1,0.1
"15%33","Virginia",2020-10-10,2,3931.849999995,11902.999999995,1,0.15
"20%33","Virginia",2020-10-10,2,4392.799999995,10842.399999995,1,0.2
"25%33","Virginia",2020-10-10,2,4832.749999995,10035.249999995,1,0.25
"30%33","Virginia",2020-10-10,2,5250.999999995,9327.599999995,1,0.3
"35%33","Virginia",2020-10-10,2,5644.649999995,8635.349999995,1,0.35
"40%33","Virginia",2020-10-10,2,6100.599999995,8067.799999995,1,0.4
"45%33","Virginia",2020-10-10,2,6549.549999995,7511.899999995,1,0.45
"1%34","Virginia",2020-10-10,3,1831.989999995,27450.389999995,1,0.01
"2.5%34","Virginia",2020-10-10,3,2062.899999995,23103.324999995,1,0.025
"5%34","Virginia",2020-10-10,3,2361.999999995,19691.199999995,1,0.05
"10%34","Virginia",2020-10-10,3,2856.899999995,16154.699999995,1,0.1
"15%34","Virginia",2020-10-10,3,3369.999999995,13995.249999995,1,0.15
"20%34","Virginia",2020-10-10,3,3862.999999995,12344.399999995,1,0.2
"25%34","Virginia",2020-10-10,3,4348.999999995,11136.249999995,1,0.25
"30%34","Virginia",2020-10-10,3,4797.099999995,9989.599999995,1,0.3
"35%34","Virginia",2020-10-10,3,5310.549999995,9099.999999995,1,0.35
