"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","Nevada",2020-08-15,1,2354.86,8604.01,1,0.01
"2.5%","Nevada",2020-08-15,1,2642.95,7893.49999999999,1,0.025
"5%","Nevada",2020-08-15,1,2943.9,7295,1,0.05
"10%","Nevada",2020-08-15,1,3289.7,6649,1,0.1
"15%","Nevada",2020-08-15,1,3540.85,6283.3,1,0.15
"20%","Nevada",2020-08-15,1,3746.8,5955,1,0.2
"25%","Nevada",2020-08-15,1,3934,5716,1,0.25
"30%","Nevada",2020-08-15,1,4087.7,5502.3,1,0.3
"35%","Nevada",2020-08-15,1,4259.65,5287,1,0.35
"40%","Nevada",2020-08-15,1,4424.6,5103.4,1,0.4
"45%","Nevada",2020-08-15,1,4594,4929,0,0.45
"1%1","Nevada",2020-08-15,2,1380.47,10495.55,1,0.01
"2.5%1","Nevada",2020-08-15,2,1624.45,9220.625,1,0.025
"5%1","Nevada",2020-08-15,2,1931.4,8221.5,1,0.05
"10%1","Nevada",2020-08-15,2,2350.4,7133.5,1,0.1
"15%1","Nevada",2020-08-15,2,2648.5,6492.65,1,0.15
"20%1","Nevada",2020-08-15,2,2903.5,6061.5,1,0.2
"25%1","Nevada",2020-08-15,2,3185.5,5664,1,0.25
"30%1","Nevada",2020-08-15,2,3422.2,5322.5,0,0.3
"35%1","Nevada",2020-08-15,2,3630.15,5038.5,0,0.35
"40%1","Nevada",2020-08-15,2,3828.5,4745.9,0,0.4
"45%1","Nevada",2020-08-15,2,4042.15,4515.4,0,0.45
"1%2","Nevada",2020-08-15,3,1082.44,10475.51,1,0.01
"2.5%2","Nevada",2020-08-15,3,1346.45,9071.52499999999,1,0.025
"5%2","Nevada",2020-08-15,3,1572.5,8112.55,1,0.05
"10%2","Nevada",2020-08-15,3,1975.4,7033.6,1,0.1
"15%2","Nevada",2020-08-15,3,2254.35,6261.65,1,0.15
"20%2","Nevada",2020-08-15,3,2491.3,5719.5,1,0.2
"25%2","Nevada",2020-08-15,3,2736.5,5299,0,0.25
"30%2","Nevada",2020-08-15,3,2993.5,4946.7,0,0.3
"35%2","Nevada",2020-08-15,3,3204.5,4657.5,0,0.35
"40%2","Nevada",2020-08-15,3,3416.1,4377.5,0,0.4
"45%2","Nevada",2020-08-15,3,3639.6,4124.5,0,0.45
"1%3","Nevada",2020-08-15,4,847.5,12548.29,1,0.01
"2.5%3","Nevada",2020-08-15,4,982.5,10785.675,1,0.025
"5%3","Nevada",2020-08-15,4,1173.45,9159.7,1,0.05
"10%3","Nevada",2020-08-15,4,1497.2,7561.8,1,0.1
"15%3","Nevada",2020-08-15,4,1746.35,6603.65,1,0.15
"20%3","Nevada",2020-08-15,4,2028.3,5897.3,1,0.2
"25%3","Nevada",2020-08-15,4,2263.5,5370.75,0,0.25
"30%3","Nevada",2020-08-15,4,2478.5,4845.4,0,0.3
"35%3","Nevada",2020-08-15,4,2725.15,4451.5,0,0.35
"40%3","Nevada",2020-08-15,4,3017.5,4114.9,0,0.4
"45%3","Nevada",2020-08-15,4,3270.5,3811.4,0,0.45
"1%4","Nevada",2020-08-22,1,1923.37,6977.57,1,0.01
"2.5%4","Nevada",2020-08-22,1,2198.45,6427.5,1,0.025
"5%4","Nevada",2020-08-22,1,2441.3,6026.55,1,0.05
"10%4","Nevada",2020-08-22,1,2744.5,5507.6,1,0.1
"15%4","Nevada",2020-08-22,1,2952.5,5182.5,1,0.15
"20%4","Nevada",2020-08-22,1,3125.5,4925.5,1,0.2
"25%4","Nevada",2020-08-22,1,3274.25,4710.5,1,0.25
"30%4","Nevada",2020-08-22,1,3408.2,4520.5,0,0.3
"35%4","Nevada",2020-08-22,1,3532.15,4363.5,0,0.35
"40%4","Nevada",2020-08-22,1,3670.5,4217.3,0,0.4
"45%4","Nevada",2020-08-22,1,3807.05,4061.5,0,0.45
"1%5","Nevada",2020-08-22,2,1094.96,8049.16,1,0.01
"2.5%5","Nevada",2020-08-22,2,1318,6991.125,1,0.025
"5%5","Nevada",2020-08-22,2,1602.9,6309.15,1,0.05
"10%5","Nevada",2020-08-22,2,1896,5494.2,1,0.1
"15%5","Nevada",2020-08-22,2,2109,5071.15,1,0.15
"20%5","Nevada",2020-08-22,2,2312.8,4705,1,0.2
"25%5","Nevada",2020-08-22,2,2499.75,4418.25,1,0.25
"30%5","Nevada",2020-08-22,2,2696.7,4147.3,0,0.3
"35%5","Nevada",2020-08-22,2,2855,3949,0,0.35
"40%5","Nevada",2020-08-22,2,3011,3737,0,0.4
"45%5","Nevada",2020-08-22,2,3182.55,3537.45,0,0.45
"1%6","Nevada",2020-08-22,3,787.99,7783.25000000001,1,0.01
"2.5%6","Nevada",2020-08-22,3,972.95,6664.225,1,0.025
"5%6","Nevada",2020-08-22,3,1153.95,5823,1,0.05
"10%6","Nevada",2020-08-22,3,1445.9,5061,1,0.1
"15%6","Nevada",2020-08-22,3,1656.85,4595.6,1,0.15
"20%6","Nevada",2020-08-22,3,1840.8,4209.6,1,0.2
"25%6","Nevada",2020-08-22,3,2027,3901.25,1,0.25
"30%6","Nevada",2020-08-22,3,2174,3647.3,0,0.3
"35%6","Nevada",2020-08-22,3,2353.65,3430.35,0,0.35
"40%6","Nevada",2020-08-22,3,2530.6,3237.4,0,0.4
"45%6","Nevada",2020-08-22,3,2703.65,3030,0,0.45
"1%7","Nevada",2020-08-22,4,541.5,8568.42000000002,1,0.01
"2.5%7","Nevada",2020-08-22,4,653.5,7301.07499999999,1,0.025
"5%7","Nevada",2020-08-22,4,779.4,6246.65,1,0.05
"10%7","Nevada",2020-08-22,4,968.5,5152.7,1,0.1
"15%7","Nevada",2020-08-22,4,1140.05,4577.65,1,0.15
"20%7","Nevada",2020-08-22,4,1324.5,4113.9,1,0.2
"25%7","Nevada",2020-08-22,4,1505,3684.75,1,0.25
"30%7","Nevada",2020-08-22,4,1678.9,3400.5,1,0.3
"35%7","Nevada",2020-08-22,4,1875.15,3128.55,1,0.35
"40%7","Nevada",2020-08-22,4,2072.1,2900.5,1,0.4
"45%7","Nevada",2020-08-22,4,2251.5,2660.5,0,0.45
"1%8","Nevada",2020-08-29,1,1404.98,4930.03,1,0.01
"2.5%8","Nevada",2020-08-29,1,1587.975,4533.2,1,0.025
"5%8","Nevada",2020-08-29,1,1746,4226.15,1,0.05
"10%8","Nevada",2020-08-29,1,1943,3846.1,1,0.1
"15%8","Nevada",2020-08-29,1,2087,3636,1,0.15
"20%8","Nevada",2020-08-29,1,2218.8,3471.4,1,0.2
"25%8","Nevada",2020-08-29,1,2308,3330.25,1,0.25
"30%8","Nevada",2020-08-29,1,2403,3186.3,1,0.3
"35%8","Nevada",2020-08-29,1,2494,3076,1,0.35
"40%8","Nevada",2020-08-29,1,2591.6,2978,1,0.4
"45%8","Nevada",2020-08-29,1,2688,2876,0,0.45
"1%9","Nevada",2020-08-29,2,712.97,5094.07,1,0.01
"2.5%9","Nevada",2020-08-29,2,853,4558.225,1,0.025
"5%9","Nevada",2020-08-29,2,1006.85,4103,1,0.05
"10%9","Nevada",2020-08-29,2,1196,3583.1,1,0.1
"15%9","Nevada",2020-08-29,2,1353,3271,1,0.15
"20%9","Nevada",2020-08-29,2,1486.8,3038,1,0.2
"25%9","Nevada",2020-08-29,2,1597,2830.25,1,0.25
"30%9","Nevada",2020-08-29,2,1713,2691,1,0.3
"35%9","Nevada",2020-08-29,2,1834.65,2555.35,1,0.35
"40%9","Nevada",2020-08-29,2,1941,2429.4,1,0.4
