"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","Delaware",2020-08-15,1,367,1888.05,1,0.01
"2.5%","Delaware",2020-08-15,1,439.975,1729.025,0,0.025
"5%","Delaware",2020-08-15,1,505,1565.05,0,0.05
"10%","Delaware",2020-08-15,1,579.9,1417,0,0.1
"15%","Delaware",2020-08-15,1,635,1321.15,0,0.15
"20%","Delaware",2020-08-15,1,684,1235,0,0.2
"25%","Delaware",2020-08-15,1,726,1171,0,0.25
"30%","Delaware",2020-08-15,1,769,1116,0,0.3
"35%","Delaware",2020-08-15,1,813,1068,0,0.35
"40%","Delaware",2020-08-15,1,852,1020,0,0.4
"45%","Delaware",2020-08-15,1,890,978,0,0.45
"1%1","Delaware",2020-08-15,2,282.99,2851.04,1,0.01
"2.5%1","Delaware",2020-08-15,2,346,2491.05,1,0.025
"5%1","Delaware",2020-08-15,2,414,2169.4,1,0.05
"10%1","Delaware",2020-08-15,2,510,1856.1,1,0.1
"15%1","Delaware",2020-08-15,2,580,1671,0,0.15
"20%1","Delaware",2020-08-15,2,651.8,1518.2,0,0.2
"25%1","Delaware",2020-08-15,2,715,1410,0,0.25
"30%1","Delaware",2020-08-15,2,774,1317,0,0.3
"35%1","Delaware",2020-08-15,2,840.65,1230.35,0,0.35
"40%1","Delaware",2020-08-15,2,900,1151,0,0.4
"45%1","Delaware",2020-08-15,2,958,1084.45,0,0.45
"1%2","Delaware",2020-08-15,3,237,4240.49000000001,1,0.01
"2.5%2","Delaware",2020-08-15,3,275.975,3580.075,1,0.025
"5%2","Delaware",2020-08-15,3,330.95,3055.05,1,0.05
"10%2","Delaware",2020-08-15,3,425,2502.1,1,0.1
"15%2","Delaware",2020-08-15,3,508,2147.15,1,0.15
"20%2","Delaware",2020-08-15,3,592.8,1891.6,0,0.2
"25%2","Delaware",2020-08-15,3,667.75,1708,0,0.25
"30%2","Delaware",2020-08-15,3,745,1554,0,0.3
"35%2","Delaware",2020-08-15,3,826.65,1429,0,0.35
"40%2","Delaware",2020-08-15,3,915,1305,0,0.4
"45%2","Delaware",2020-08-15,3,1008,1202.35,0,0.45
"1%3","Delaware",2020-08-15,4,270.99,4130.24000000001,1,0.01
"2.5%3","Delaware",2020-08-15,4,323,3527.225,1,0.025
"5%3","Delaware",2020-08-15,4,380,3006.1,1,0.05
"10%3","Delaware",2020-08-15,4,482,2469.1,1,0.1
"15%3","Delaware",2020-08-15,4,561,2156,1,0.15
"20%3","Delaware",2020-08-15,4,645.8,1943,1,0.2
"25%3","Delaware",2020-08-15,4,717,1759,1,0.25
"30%3","Delaware",2020-08-15,4,800,1601,1,0.3
"35%3","Delaware",2020-08-15,4,878.65,1465,0,0.35
"40%3","Delaware",2020-08-15,4,964,1352,0,0.4
"45%3","Delaware",2020-08-15,4,1058,1239.45,0,0.45
"1%4","Delaware",2020-08-22,1,164,907.01,1,0.01
"2.5%4","Delaware",2020-08-22,1,193.975,813.025,1,0.025
"5%4","Delaware",2020-08-22,1,222,747,1,0.05
"10%4","Delaware",2020-08-22,1,260,661,1,0.1
"15%4","Delaware",2020-08-22,1,287,611.150000000001,1,0.15
"20%4","Delaware",2020-08-22,1,313,576,1,0.2
"25%4","Delaware",2020-08-22,1,336,547,1,0.25
"30%4","Delaware",2020-08-22,1,354,522,1,0.3
"35%4","Delaware",2020-08-22,1,374,496,0,0.35
"40%4","Delaware",2020-08-22,1,390,474,0,0.4
"45%4","Delaware",2020-08-22,1,410,453,0,0.45
"1%5","Delaware",2020-08-22,2,105.49,1202.55,1,0.01
"2.5%5","Delaware",2020-08-22,2,131.475,1025.525,1,0.025
"5%5","Delaware",2020-08-22,2,160.5,880.5,1,0.05
"10%5","Delaware",2020-08-22,2,204.5,760.5,1,0.1
"15%5","Delaware",2020-08-22,2,235.5,681.650000000001,1,0.15
"20%5","Delaware",2020-08-22,2,262.5,623.7,1,0.2
"25%5","Delaware",2020-08-22,2,286.5,578.5,1,0.25
"30%5","Delaware",2020-08-22,2,312.5,538.5,0,0.3
"35%5","Delaware",2020-08-22,2,336.5,502.5,0,0.35
"40%5","Delaware",2020-08-22,2,362.5,471.900000000001,0,0.4
"45%5","Delaware",2020-08-22,2,389.05,441.5,0,0.45
"1%6","Delaware",2020-08-22,3,94,1554.05,1,0.01
"2.5%6","Delaware",2020-08-22,3,108,1270.075,1,0.025
"5%6","Delaware",2020-08-22,3,126,1097.1,1,0.05
"10%6","Delaware",2020-08-22,3,159,908.200000000001,1,0.1
"15%6","Delaware",2020-08-22,3,188,786.150000000001,0,0.15
"20%6","Delaware",2020-08-22,3,217,698.2,0,0.2
"25%6","Delaware",2020-08-22,3,245,626,0,0.25
"30%6","Delaware",2020-08-22,3,273.7,566,0,0.3
"35%6","Delaware",2020-08-22,3,303,521,0,0.35
"40%6","Delaware",2020-08-22,3,335.6,475,0,0.4
"45%6","Delaware",2020-08-22,3,367,437,0,0.45
"1%7","Delaware",2020-08-22,4,86,1324.02,1,0.01
"2.5%7","Delaware",2020-08-22,4,104,1130.05,1,0.025
"5%7","Delaware",2020-08-22,4,123,975.150000000001,1,0.05
"10%7","Delaware",2020-08-22,4,155,803,1,0.1
"15%7","Delaware",2020-08-22,4,183,706,0,0.15
"20%7","Delaware",2020-08-22,4,210,634,0,0.2
"25%7","Delaware",2020-08-22,4,238.75,580.25,0,0.25
"30%7","Delaware",2020-08-22,4,264,536,0,0.3
"35%7","Delaware",2020-08-22,4,291,491.350000000001,0,0.35
"40%7","Delaware",2020-08-22,4,321,453,0,0.4
"45%7","Delaware",2020-08-22,4,351,415,0,0.45
"1%8","Delaware",2020-08-29,1,196,1062.05,1,0.01
"2.5%8","Delaware",2020-08-29,1,228,955.025,1,0.025
"5%8","Delaware",2020-08-29,1,262.95,866.05,1,0.05
"10%8","Delaware",2020-08-29,1,305,780,1,0.1
"15%8","Delaware",2020-08-29,1,340,722,1,0.15
"20%8","Delaware",2020-08-29,1,365.8,674,1,0.2
"25%8","Delaware",2020-08-29,1,391,641.25,1,0.25
"30%8","Delaware",2020-08-29,1,413,607,1,0.3
"35%8","Delaware",2020-08-29,1,435,580,1,0.35
"40%8","Delaware",2020-08-29,1,457,553,1,0.4
"45%8","Delaware",2020-08-29,1,478,525,0,0.45
"1%9","Delaware",2020-08-29,2,115.5,1298.54,1,0.01
"2.5%9","Delaware",2020-08-29,2,150.5,1132.625,1,0.025
"5%9","Delaware",2020-08-29,2,181.5,1009.65,1,0.05
"10%9","Delaware",2020-08-29,2,227.5,848.6,1,0.1
"15%9","Delaware",2020-08-29,2,267.5,767.5,0,0.15
"20%9","Delaware",2020-08-29,2,297.5,700.5,0,0.2
"25%9","Delaware",2020-08-29,2,323.5,649.75,0,0.25
"30%9","Delaware",2020-08-29,2,349.5,605.5,0,0.3
"35%9","Delaware",2020-08-29,2,382.5,569.5,0,0.35
"40%9","Delaware",2020-08-29,2,412.5,535.5,0,0.4
"45%9","Delaware",2020-08-29,2,442.5,502.5,0,0.45
"1%10","Delaware",2020-08-29,3,103.5,1729.71,1,0.01
"2.5%10","Delaware",2020-08-29,3,120.5,1433.625,1,0.025
"5%10","Delaware",2020-08-29,3,140.5,1212.5,1,0.05
"10%10","Delaware",2020-08-29,3,175.5,1001.6,1,0.1
"15%10","Delaware",2020-08-29,3,207.5,865.650000000001,1,0.15
"20%10","Delaware",2020-08-29,3,241.5,769.5,1,0.2
"25%10","Delaware",2020-08-29,3,271.5,691.5,0,0.25
"30%10","Delaware",2020-08-29,3,303.5,630.5,0,0.3
"35%10","Delaware",2020-08-29,3,335.5,574.5,0,0.35
"40%10","Delaware",2020-08-29,3,371.5,525.5,0,0.4
"45%10","Delaware",2020-08-29,3,407.5,480.95,0,0.45
"1%11","Delaware",2020-08-29,4,102,1445,1,0.01
