"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","Pennsylvania",2020-08-15,1,2072.93,13087.87,1,0.01
"2.5%","Pennsylvania",2020-08-15,1,2438.975,11513,1,0.025
"5%","Pennsylvania",2020-08-15,1,2795.7,10318,1,0.05
"10%","Pennsylvania",2020-08-15,1,3310,9226.2,1,0.1
"15%","Pennsylvania",2020-08-15,1,3661.85,8497.2,1,0.15
"20%","Pennsylvania",2020-08-15,1,3986,7868,1,0.2
"25%","Pennsylvania",2020-08-15,1,4299.75,7413.75,1,0.25
"30%","Pennsylvania",2020-08-15,1,4586,6974.3,1,0.3
"35%","Pennsylvania",2020-08-15,1,4875.95,6614.7,0,0.35
"40%","Pennsylvania",2020-08-15,1,5147.6,6299,0,0.4
"45%","Pennsylvania",2020-08-15,1,5431,5999.35,0,0.45
"1%1","Pennsylvania",2020-08-15,2,1947.44,27921.64,1,0.01
"2.5%1","Pennsylvania",2020-08-15,2,2033.475,22528.675,1,0.025
"5%1","Pennsylvania",2020-08-15,2,2191.35,18719.3,1,0.05
"10%1","Pennsylvania",2020-08-15,2,2448.5,14711.5,1,0.1
"15%1","Pennsylvania",2020-08-15,2,2761.35,12578.5,1,0.15
"20%1","Pennsylvania",2020-08-15,2,3109.3,10886.5,1,0.2
"25%1","Pennsylvania",2020-08-15,2,3452.25,9572.5,1,0.25
"30%1","Pennsylvania",2020-08-15,2,3820.3,8556.8,1,0.3
"35%1","Pennsylvania",2020-08-15,2,4233.15,7679.6,1,0.35
"40%1","Pennsylvania",2020-08-15,2,4643.5,6837.1,0,0.4
"45%1","Pennsylvania",2020-08-15,2,5082.5,6203.85,0,0.45
"1%2","Pennsylvania",2020-08-15,3,1659.49,26412.59,1,0.01
"2.5%2","Pennsylvania",2020-08-15,3,1740.475,21594.125,1,0.025
"5%2","Pennsylvania",2020-08-15,3,1881.5,17852.75,1,0.05
"10%2","Pennsylvania",2020-08-15,3,2192,14117.4,1,0.1
"15%2","Pennsylvania",2020-08-15,3,2523.05,12022.2,1,0.15
"20%2","Pennsylvania",2020-08-15,3,2854.9,10612.7,1,0.2
"25%2","Pennsylvania",2020-08-15,3,3253.5,9329.25000000001,1,0.25
"30%2","Pennsylvania",2020-08-15,3,3675.2,8314.8,1,0.3
"35%2","Pennsylvania",2020-08-15,3,4108.15,7477.55,1,0.35
"40%2","Pennsylvania",2020-08-15,3,4507.5,6755.9,1,0.4
"45%2","Pennsylvania",2020-08-15,3,4990.5,6087.5,1,0.45
"1%3","Pennsylvania",2020-08-15,4,1858.99,26803.65,1,0.01
"2.5%3","Pennsylvania",2020-08-15,4,1949.925,21165.7,1,0.025
"5%3","Pennsylvania",2020-08-15,4,2087.9,17952.15,1,0.05
"10%3","Pennsylvania",2020-08-15,4,2383.9,13955.1,1,0.1
"15%3","Pennsylvania",2020-08-15,4,2706,11739.05,1,0.15
