"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","Arkansas",2020-08-15,1,915.39,6585.18000000001,1,0.01
"2.5%","Arkansas",2020-08-15,1,1137.475,5812.575,1,0.025
"5%","Arkansas",2020-08-15,1,1333.4,5192.55,1,0.05
"10%","Arkansas",2020-08-15,1,1590.4,4666.5,1,0.1
"15%","Arkansas",2020-08-15,1,1806.35,4289.65,1,0.15
"20%","Arkansas",2020-08-15,1,1971.3,3968.3,0,0.2
"25%","Arkansas",2020-08-15,1,2143.25,3733.75,0,0.25
"30%","Arkansas",2020-08-15,1,2292.2,3535.5,0,0.3
"35%","Arkansas",2020-08-15,1,2440.5,3358.5,0,0.35
"40%","Arkansas",2020-08-15,1,2585.5,3190.9,0,0.4
"45%","Arkansas",2020-08-15,1,2728.05,3022.95,0,0.45
"1%1","Arkansas",2020-08-15,2,685.43,7621.86000000001,1,0.01
"2.5%1","Arkansas",2020-08-15,2,850.475,6459.825,1,0.025
"5%1","Arkansas",2020-08-15,2,1012.5,5755.75,1,0.05
"10%1","Arkansas",2020-08-15,2,1255.5,4976.7,1,0.1
"15%1","Arkansas",2020-08-15,2,1431.35,4445.5,1,0.15
"20%1","Arkansas",2020-08-15,2,1626.5,4032.7,0,0.2
"25%1","Arkansas",2020-08-15,2,1807.75,3688,0,0.25
"30%1","Arkansas",2020-08-15,2,1962.2,3415.5,0,0.3
"35%1","Arkansas",2020-08-15,2,2117.45,3189.85,0,0.35
"40%1","Arkansas",2020-08-15,2,2274.1,2977.3,0,0.4
"45%1","Arkansas",2020-08-15,2,2448.5,2789.5,0,0.45
"1%2","Arkansas",2020-08-15,3,581.49,7781.51,1,0.01
"2.5%2","Arkansas",2020-08-15,3,690.45,6584.55,1,0.025
"5%2","Arkansas",2020-08-15,3,830.4,5751.05,1,0.05
"10%2","Arkansas",2020-08-15,3,1063.4,4863.5,1,0.1
"15%2","Arkansas",2020-08-15,3,1247.5,4279.8,0,0.15
"20%2","Arkansas",2020-08-15,3,1419.5,3864.3,0,0.2
"25%2","Arkansas",2020-08-15,3,1591.75,3552.5,0,0.25
"30%2","Arkansas",2020-08-15,3,1746.5,3271.5,0,0.3
"35%2","Arkansas",2020-08-15,3,1901.15,3032.5,0,0.35
"40%2","Arkansas",2020-08-15,3,2068.1,2785.9,0,0.4
"45%2","Arkansas",2020-08-15,3,2246.05,2595.95,0,0.45
"1%3","Arkansas",2020-08-15,4,573.5,9407.55,1,0.01
"2.5%3","Arkansas",2020-08-15,4,623.5,8060.04999999999,1,0.025
"5%3","Arkansas",2020-08-15,4,700.45,6899.85,1,0.05
"10%3","Arkansas",2020-08-15,4,853.5,5470.9,1,0.1
"15%3","Arkansas",2020-08-15,4,1020.5,4687.95,0,0.15
"20%3","Arkansas",2020-08-15,4,1155.5,4129.7,0,0.2
"25%3","Arkansas",2020-08-15,4,1310.5,3689.5,0,0.25
"30%3","Arkansas",2020-08-15,4,1477.2,3330.1,0,0.3
"35%3","Arkansas",2020-08-15,4,1655.15,3011.85,0,0.35
"40%3","Arkansas",2020-08-15,4,1838.5,2761.9,0,0.4
"45%3","Arkansas",2020-08-15,4,2036.05,2483.5,0,0.45
"1%4","Arkansas",2020-08-22,1,1323.44,9156.09000000001,1,0.01
"2.5%4","Arkansas",2020-08-22,1,1596.5,8293.7,1,0.025
"5%4","Arkansas",2020-08-22,1,1893.45,7477.65,1,0.05
"10%4","Arkansas",2020-08-22,1,2258.4,6560.7,1,0.1
"15%4","Arkansas",2020-08-22,1,2548.2,6014.95,1,0.15
"20%4","Arkansas",2020-08-22,1,2793.3,5600.5,1,0.2
"25%4","Arkansas",2020-08-22,1,3011.25,5239.75,1,0.25
"30%4","Arkansas",2020-08-22,1,3208.2,4963.1,1,0.3
"35%4","Arkansas",2020-08-22,1,3417.15,4709.85,1,0.35
"40%4","Arkansas",2020-08-22,1,3620.5,4482.5,1,0.4
"45%4","Arkansas",2020-08-22,1,3829.5,4249.5,1,0.45
"1%5","Arkansas",2020-08-22,2,1030,11311.21,1,0.01
"2.5%5","Arkansas",2020-08-22,2,1273.925,9845.1,1,0.025
"5%5","Arkansas",2020-08-22,2,1544,8576.65,1,0.05
"10%5","Arkansas",2020-08-22,2,1891.9,7312.4,1,0.1
"15%5","Arkansas",2020-08-22,2,2162.85,6433.45,1,0.15
"20%5","Arkansas",2020-08-22,2,2404.8,5871.2,1,0.2
"25%5","Arkansas",2020-08-22,2,2645,5386,1,0.25
"30%5","Arkansas",2020-08-22,2,2898.7,5041,1,0.3
"35%5","Arkansas",2020-08-22,2,3130.65,4718.35,1,0.35
"40%5","Arkansas",2020-08-22,2,3378,4431.4,1,0.4
"45%5","Arkansas",2020-08-22,2,3629,4144,0,0.45
"1%6","Arkansas",2020-08-22,3,871.99,12880.11,1,0.01
"2.5%6","Arkansas",2020-08-22,3,1099.95,10618.075,1,0.025
"5%6","Arkansas",2020-08-22,3,1327.95,9221.5,1,0.05
"10%6","Arkansas",2020-08-22,3,1683.9,7597.4,1,0.1
"15%6","Arkansas",2020-08-22,3,1946.55,6826,1,0.15
"20%6","Arkansas",2020-08-22,3,2220,6179,1,0.2
"25%6","Arkansas",2020-08-22,3,2495.75,5637.75,1,0.25
"30%6","Arkansas",2020-08-22,3,2724,5161,1,0.3
"35%6","Arkansas",2020-08-22,3,2984,4764.35,0,0.35
"40%6","Arkansas",2020-08-22,3,3237,4415.6,0,0.4
"45%6","Arkansas",2020-08-22,3,3477.55,4082.45,0,0.45
"1%7","Arkansas",2020-08-22,4,953,16429.72,1,0.01
"2.5%7","Arkansas",2020-08-22,4,1041,13373.85,1,0.025
"5%7","Arkansas",2020-08-22,4,1167.9,11051.15,1,0.05
