"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","Nebraska",2020-08-15,1,961.93,3342.19,1,0.01
"2.5%","Nebraska",2020-08-15,1,1094.95,3093.025,1,0.025
"5%","Nebraska",2020-08-15,1,1205,2901.1,1,0.05
"10%","Nebraska",2020-08-15,1,1344,2669,1,0.1
"15%","Nebraska",2020-08-15,1,1448,2514,1,0.15
"20%","Nebraska",2020-08-15,1,1533.8,2400,1,0.2
"25%","Nebraska",2020-08-15,1,1610,2307,0,0.25
"30%","Nebraska",2020-08-15,1,1681.7,2230,0,0.3
"35%","Nebraska",2020-08-15,1,1744,2150,0,0.35
"40%","Nebraska",2020-08-15,1,1806,2079,0,0.4
"45%","Nebraska",2020-08-15,1,1869.55,2005,0,0.45
"1%1","Nebraska",2020-08-15,2,536,4885.14,1,0.01
"2.5%1","Nebraska",2020-08-15,2,655,4261.25,1,0.025
"5%1","Nebraska",2020-08-15,2,778,3786.1,1,0.05
"10%1","Nebraska",2020-08-15,2,946,3296.2,1,0.1
"15%1","Nebraska",2020-08-15,2,1073,2974.15,1,0.15
"20%1","Nebraska",2020-08-15,2,1184.8,2748.2,1,0.2
"25%1","Nebraska",2020-08-15,2,1302.75,2542.25,1,0.25
"30%1","Nebraska",2020-08-15,2,1408.7,2375,1,0.3
"35%1","Nebraska",2020-08-15,2,1520,2226.35,1,0.35
"40%1","Nebraska",2020-08-15,2,1631,2102,1,0.4
"45%1","Nebraska",2020-08-15,2,1748.55,1985,1,0.45
"1%2","Nebraska",2020-08-15,3,442.97,5163.15,1,0.01
"2.5%2","Nebraska",2020-08-15,3,552,4439.075,1,0.025
"5%2","Nebraska",2020-08-15,3,677.95,3989.1,1,0.05
"10%2","Nebraska",2020-08-15,3,849,3413.2,1,0.1
"15%2","Nebraska",2020-08-15,3,996,3016.15,1,0.15
"20%2","Nebraska",2020-08-15,3,1113,2734.2,1,0.2
"25%2","Nebraska",2020-08-15,3,1223.75,2530,1,0.25
"30%2","Nebraska",2020-08-15,3,1334,2350.3,1,0.3
"35%2","Nebraska",2020-08-15,3,1431,2197,1,0.35
"40%2","Nebraska",2020-08-15,3,1547,2047.4,0,0.4
"45%2","Nebraska",2020-08-15,3,1665,1906,0,0.45
"1%3","Nebraska",2020-08-15,4,404.5,6272.94000000001,1,0.01
"2.5%3","Nebraska",2020-08-15,4,466.475,5425.92499999999,1,0.025
"5%3","Nebraska",2020-08-15,4,545.5,4581.6,1,0.05
"10%3","Nebraska",2020-08-15,4,683.4,3747.5,1,0.1
"15%3","Nebraska",2020-08-15,4,814.35,3265.65,1,0.15
"20%3","Nebraska",2020-08-15,4,939.3,2916.7,1,0.2
"25%3","Nebraska",2020-08-15,4,1057.25,2643.5,1,0.25
"30%3","Nebraska",2020-08-15,4,1169.5,2399.5,1,0.3
"35%3","Nebraska",2020-08-15,4,1295.5,2179.85,0,0.35
"40%3","Nebraska",2020-08-15,4,1423.1,2019.9,0,0.4
"45%3","Nebraska",2020-08-15,4,1549.5,1864.4,0,0.45
"1%4","Nebraska",2020-08-22,1,733.98,2513.04,1,0.01
"2.5%4","Nebraska",2020-08-22,1,818,2307,1,0.025
