"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","Colorado",2020-08-15,1,639.5,6236.62,1,0.01
"2.5%","Colorado",2020-08-15,1,786.45,5434.675,1,0.025
"5%","Colorado",2020-08-15,1,944.5,4827.95,1,0.05
"10%","Colorado",2020-08-15,1,1154.5,4143.6,1,0.1
"15%","Colorado",2020-08-15,1,1340.5,3726.65,1,0.15
"20%","Colorado",2020-08-15,1,1483.5,3396.5,1,0.2
"25%","Colorado",2020-08-15,1,1631.25,3151.5,1,0.25
"30%","Colorado",2020-08-15,1,1766.2,2946.5,1,0.3
"35%","Colorado",2020-08-15,1,1892.8,2767.5,1,0.35
"40%","Colorado",2020-08-15,1,2021.5,2595.9,1,0.4
"45%","Colorado",2020-08-15,1,2164.5,2450.5,0,0.45
"1%1","Colorado",2020-08-15,2,595,9215.33000000001,1,0.01
"2.5%1","Colorado",2020-08-15,2,635.975,7721.025,1,0.025
"5%1","Colorado",2020-08-15,2,706.95,6387.25,1,0.05
"10%1","Colorado",2020-08-15,2,844,5094.3,1,0.1
"15%1","Colorado",2020-08-15,2,974.85,4391.6,1,0.15
"20%1","Colorado",2020-08-15,2,1122,3830.2,1,0.2
"25%1","Colorado",2020-08-15,2,1258.75,3379.25,1,0.25
"30%1","Colorado",2020-08-15,2,1416,3027.9,1,0.3
"35%1","Colorado",2020-08-15,2,1546.65,2724.35,1,0.35
"40%1","Colorado",2020-08-15,2,1697,2467.4,1,0.4
"45%1","Colorado",2020-08-15,2,1875,2259.45,1,0.45
"1%2","Colorado",2020-08-15,3,625.99,9094.88000000002,1,0.01
"2.5%2","Colorado",2020-08-15,3,651,7439.2,1,0.025
"5%2","Colorado",2020-08-15,3,698.95,5934.15,1,0.05
"10%2","Colorado",2020-08-15,3,790,4718.5,1,0.1
"15%2","Colorado",2020-08-15,3,903.85,4013.75,1,0.15
"20%2","Colorado",2020-08-15,3,1016.8,3476,1,0.2
