"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","Alaska",2020-08-15,1,214.5,1060.5,1,0.01
"2.5%","Alaska",2020-08-15,1,251.475,956.549999999999,1,0.025
"5%","Alaska",2020-08-15,1,287.45,868.55,1,0.05
"10%","Alaska",2020-08-15,1,332.5,782.5,1,0.1
"15%","Alaska",2020-08-15,1,361.5,726.5,1,0.15
"20%","Alaska",2020-08-15,1,386.5,683.5,1,0.2
"25%","Alaska",2020-08-15,1,411.5,646.5,1,0.25
"30%","Alaska",2020-08-15,1,433.5,617.8,1,0.3
"35%","Alaska",2020-08-15,1,456.5,592.5,1,0.35
"40%","Alaska",2020-08-15,1,479.1,567.5,1,0.4
"45%","Alaska",2020-08-15,1,499.5,544.5,0,0.45
"1%1","Alaska",2020-08-15,2,122.98,1331.05,1,0.01
"2.5%1","Alaska",2020-08-15,2,153,1159,1,0.025
"5%1","Alaska",2020-08-15,2,191,1035.05,1,0.05
"10%1","Alaska",2020-08-15,2,239,898,1,0.1
"15%1","Alaska",2020-08-15,2,276,798.150000000001,1,0.15
"20%1","Alaska",2020-08-15,2,311,733.2,1,0.2
"25%1","Alaska",2020-08-15,2,341,683.25,1,0.25
"30%1","Alaska",2020-08-15,2,370,637,1,0.3
"35%1","Alaska",2020-08-15,2,399,595,1,0.35
"40%1","Alaska",2020-08-15,2,426,559,1,0.4
"45%1","Alaska",2020-08-15,2,456,524,0,0.45
"1%2","Alaska",2020-08-15,3,103.99,1589.06,1,0.01
"2.5%2","Alaska",2020-08-15,3,124.975,1326.025,1,0.025
"5%2","Alaska",2020-08-15,3,154,1139,1,0.05
"10%2","Alaska",2020-08-15,3,196,954.1,1,0.1
"15%2","Alaska",2020-08-15,3,230.85,841,1,0.15
"20%2","Alaska",2020-08-15,3,264,762,1,0.2
"25%2","Alaska",2020-08-15,3,296,690.25,1,0.25
"30%2","Alaska",2020-08-15,3,324,634,1,0.3
"35%2","Alaska",2020-08-15,3,354.65,582.350000000001,1,0.35
"40%2","Alaska",2020-08-15,3,385,533,1,0.4
"45%2","Alaska",2020-08-15,3,420,495,0,0.45
"1%3","Alaska",2020-08-15,4,110.99,1774.03,1,0.01
"2.5%3","Alaska",2020-08-15,4,122,1491.025,1,0.025
"5%3","Alaska",2020-08-15,4,141,1294.1,1,0.05
"10%3","Alaska",2020-08-15,4,170,1034.1,1,0.1
"15%3","Alaska",2020-08-15,4,198.85,870,1,0.15
