"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage","Level"
"1%","Georgia",2020-08-15,1,7833.23,44877.76,1,0.01
"2.5%","Georgia",2020-08-15,1,9343.15,39604.125,1,0.025
"5%","Georgia",2020-08-15,1,10645,35899.7,1,0.05
"10%","Georgia",2020-08-15,1,12360.2,32086.1,1,0.1
"15%","Georgia",2020-08-15,1,13601.9,29365.3,1,0.15
"20%","Georgia",2020-08-15,1,14741.9,27627.7,1,0.2
"25%","Georgia",2020-08-15,1,15811.5,26181.5,1,0.25
"30%","Georgia",2020-08-15,1,16868.4,24993.4,1,0.3
"35%","Georgia",2020-08-15,1,17900.15,23766.2,0,0.35
"40%","Georgia",2020-08-15,1,18828.1,22762.7,0,0.4
"45%","Georgia",2020-08-15,1,19749.15,21756.5,0,0.45
"1%1","Georgia",2020-08-15,2,4695,68327.5200000001,1,0.01
"2.5%1","Georgia",2020-08-15,2,5576.175,58291.575,1,0.025
"5%1","Georgia",2020-08-15,2,6818.2,50175,1,0.05
"10%1","Georgia",2020-08-15,2,8608.5,41468.7,1,0.1
"15%1","Georgia",2020-08-15,2,10156.75,36180.3,1,0.15
"20%1","Georgia",2020-08-15,2,11502.3,32483.9,1,0.2
"25%1","Georgia",2020-08-15,2,12918.5,29323,1,0.25
"30%1","Georgia",2020-08-15,2,14116.6,26876.4,1,0.3
"35%1","Georgia",2020-08-15,2,15406.4,24983.9,1,0.35
"40%1","Georgia",2020-08-15,2,16737.5,23199.5,0,0.4
"45%1","Georgia",2020-08-15,2,18211.8,21538.4,0,0.45
"1%2","Georgia",2020-08-15,3,5702.47,84840.55,1,0.01
"2.5%2","Georgia",2020-08-15,3,6140.15,69631,1,0.025
"5%2","Georgia",2020-08-15,3,6794.45,57734.65,1,0.05
"10%2","Georgia",2020-08-15,3,8132.4,46235.6,1,0.1
"15%2","Georgia",2020-08-15,3,9155.75,39724.75,1,0.15
"20%2","Georgia",2020-08-15,3,10388.7,35304.3,1,0.2
"25%2","Georgia",2020-08-15,3,11545.5,31620.25,1,0.25
"30%2","Georgia",2020-08-15,3,12925.2,28307.8,1,0.3
"35%2","Georgia",2020-08-15,3,14446.45,25665.5,0,0.35
"40%2","Georgia",2020-08-15,3,15852.1,23456.1,0,0.4
"45%2","Georgia",2020-08-15,3,17432.05,21063.9,0,0.45
"1%3","Georgia",2020-08-15,4,5608.98,86611.6300000002,1,0.01
"2.5%3","Georgia",2020-08-15,4,5919.4,71438.6499999998,1,0.025
"5%3","Georgia",2020-08-15,4,6372.95,60676.5,1,0.05
"10%3","Georgia",2020-08-15,4,7416.9,47298.4,1,0.1
"15%3","Georgia",2020-08-15,4,8446.55,39826.6,1,0.15
"20%3","Georgia",2020-08-15,4,9614.2,34401.6,1,0.2
"25%3","Georgia",2020-08-15,4,10813,30523.25,1,0.25
"30%3","Georgia",2020-08-15,4,12262.8,27253.6,0,0.3
"35%3","Georgia",2020-08-15,4,13664.25,24651.75,0,0.35
"40%3","Georgia",2020-08-15,4,14944,22422.4,0,0.4
"45%3","Georgia",2020-08-15,4,16710,20376.45,0,0.45
"1%4","Georgia",2020-08-22,1,5794.97,32377.18,1,0.01
"2.5%4","Georgia",2020-08-22,1,6776.775,29111.95,1,0.025
"5%4","Georgia",2020-08-22,1,7901.8,26670.4,1,0.05
"10%4","Georgia",2020-08-22,1,9231.8,23611.7,1,0.1
"15%4","Georgia",2020-08-22,1,10208.8,21894.35,1,0.15
"20%4","Georgia",2020-08-22,1,11028.6,20446,1,0.2
"25%4","Georgia",2020-08-22,1,11704.75,19289,1,0.25
"30%4","Georgia",2020-08-22,1,12472.7,18326.7,1,0.3
"35%4","Georgia",2020-08-22,1,13102,17510.4,1,0.35
"40%4","Georgia",2020-08-22,1,13825.8,16783.4,1,0.4
"45%4","Georgia",2020-08-22,1,14626.55,16011.95,1,0.45
"1%5","Georgia",2020-08-22,2,3272.82,45939.34,1,0.01
"2.5%5","Georgia",2020-08-22,2,3955.9,40635.9,1,0.025
"5%5","Georgia",2020-08-22,2,4767.65,35089.75,1,0.05
"10%5","Georgia",2020-08-22,2,5928.8,28793.2,1,0.1
"15%5","Georgia",2020-08-22,2,6961.4,25173.45,1,0.15
"20%5","Georgia",2020-08-22,2,7873.8,22595.4,1,0.2
"25%5","Georgia",2020-08-22,2,8886.75,20528.5,1,0.25
"30%5","Georgia",2020-08-22,2,9888.6,18813.6,1,0.3
"35%5","Georgia",2020-08-22,2,10848.95,17398.6,1,0.35
"40%5","Georgia",2020-08-22,2,11772,16221,1,0.4
"45%5","Georgia",2020-08-22,2,12831.2,14976,1,0.45
"1%6","Georgia",2020-08-22,3,3572.49,54436.3500000001,1,0.01
"2.5%6","Georgia",2020-08-22,3,3862.325,45221.6249999999,1,0.025
"5%6","Georgia",2020-08-22,3,4281.45,37380.2,1,0.05
"10%6","Georgia",2020-08-22,3,5146,30264.4,1,0.1
"15%6","Georgia",2020-08-22,3,5876.2,25570.45,1,0.15
"20%6","Georgia",2020-08-22,3,6698.1,22582.5,1,0.2
"25%6","Georgia",2020-08-22,3,7536.5,20170.75,1,0.25
"30%6","Georgia",2020-08-22,3,8372,17974.1,1,0.3
"35%6","Georgia",2020-08-22,3,9367.45,16269.65,1,0.35
"40%6","Georgia",2020-08-22,3,10350.3,14854.1,1,0.4
"45%6","Georgia",2020-08-22,3,11321.6,13648.85,1,0.45
"1%7","Georgia",2020-08-22,4,3057.5,54289.5100000001,1,0.01
"2.5%7","Georgia",2020-08-22,4,3212.475,45284.3249999999,1,0.025
"5%7","Georgia",2020-08-22,4,3518.4,38201.75,1,0.05
"10%7","Georgia",2020-08-22,4,4123.9,29802.3,1,0.1
"15%7","Georgia",2020-08-22,4,4840.6,24875.6,1,0.15
"20%7","Georgia",2020-08-22,4,5532.3,21830.7,1,0.2
"25%7","Georgia",2020-08-22,4,6359.5,19263.25,1,0.25
"30%7","Georgia",2020-08-22,4,7154.6,17313.4,1,0.3
"35%7","Georgia",2020-08-22,4,8089.9,15429.9,1,0.35
"40%7","Georgia",2020-08-22,4,9059.5,13849.9,1,0.4
"45%7","Georgia",2020-08-22,4,10093.6,12527.75,1,0.45
"1%8","Georgia",2020-08-29,1,5254.4,28950.85,1,0.01
"2.5%8","Georgia",2020-08-29,1,6388.45,26464.05,1,0.025
"5%8","Georgia",2020-08-29,1,7232.2,23996.65,1,0.05
"10%8","Georgia",2020-08-29,1,8377.6,21380.9,1,0.1
"15%8","Georgia",2020-08-29,1,9306.2,19617.1,1,0.15
"20%8","Georgia",2020-08-29,1,10046.5,18338.7,1,0.2
"25%8","Georgia",2020-08-29,1,10732.25,17307.75,1,0.25
"30%8","Georgia",2020-08-29,1,11340,16581.4,1,0.3
"35%8","Georgia",2020-08-29,1,11990.15,15784.5,1,0.35
"40%8","Georgia",2020-08-29,1,12545.7,14999.9,1,0.4
"45%8","Georgia",2020-08-29,1,13227.05,14394.95,1,0.45
"1%9","Georgia",2020-08-29,2,2969.56,40637.96,1,0.01
"2.5%9","Georgia",2020-08-29,2,3592.85,34451.525,1,0.025
"5%9","Georgia",2020-08-29,2,4290.7,30138.15,1,0.05
"10%9","Georgia",2020-08-29,2,5414.6,25445.1,1,0.1
"15%9","Georgia",2020-08-29,2,6311,22063.6,1,0.15
"20%9","Georgia",2020-08-29,2,7170.6,19849.6,1,0.2
"25%9","Georgia",2020-08-29,2,7999.25,18082.5,1,0.25
"30%9","Georgia",2020-08-29,2,8807.1,16659,1,0.3
"35%9","Georgia",2020-08-29,2,9605.65,15325,1,0.35
"40%9","Georgia",2020-08-29,2,10386.2,14231,1,0.4
"45%9","Georgia",2020-08-29,2,11230.3,13149.45,1,0.45
"1%10","Georgia",2020-08-29,3,2928.99,48408.6700000001,1,0.01
"2.5%10","Georgia",2020-08-29,3,3230.85,39212.975,1,0.025
"5%10","Georgia",2020-08-29,3,3644.8,32899.65,1,0.05
"10%10","Georgia",2020-08-29,3,4417.9,26146.7,1,0.1
"15%10","Georgia",2020-08-29,3,5237.7,22388.9,1,0.15
"20%10","Georgia",2020-08-29,3,5920.8,19723.2,1,0.2
"25%10","Georgia",2020-08-29,3,6696.25,17653,1,0.25
"30%10","Georgia",2020-08-29,3,7507,15830.3,1,0.3
