"","computational_time_error","taylor_time_error","fullode_time_error","partialode_time_error","computational_value_error","taylor_value_error","fullode_value_error","partialode_value_error","computational_time","taylor_time","fullode_time","partialode_time"
"1",0,4,0,0,0.0403362548522704,0.000348893687252771,0.00108321634838915,0.040334221325485,2.457,0.0279999999999996,0.139,1.113
"2",0,10,0,0,0.0163846627348835,0.0165032233015692,0.0421656089356947,0.0163844180317293,2.425,0.0300000000000002,0.107,1.111
"3",0,2,0,0,0.0138717031519208,2.55128821680106e-05,0.000693609167080611,0.0190268550117053,2.53,0.028,0.114,1.136
"4",0,2,0,0,0.00744395462198477,0.00603548211465765,0.00275929222489224,0.00744379314190036,2.643,0.04,0.253,1.872
"5",0,3,0,0,0.00467892021497907,0.00438808575838334,0.000765604897355332,0.00406875267562912,2.186,0.0289999999999999,0.143,1.15
"6",0,2,0,0,0.000372015258258807,0.000184622158165615,0.000714446308033745,0.00104200768065388,2.232,0.0380000000000003,0.0959999999999996,1.118
"7",0,3,0,0,2.1922047305889e-05,2.63246665832551e-06,4.22731421092504e-05,1.94419311279059e-05,0.898,0.0279999999999998,0.0920000000000001,0.429
"8",0,5,0,0,5.282777175597e-05,0.000481204829637205,2.21341425188371e-08,5.27846369200446e-05,1.802,0.0299999999999998,0.089,0.921
"9",0,3,0,0,0.0517546861036638,0.000171364794067874,0.00060218185243166,0.0517538819743956,2.663,0.0409999999999999,0.162,1.162
"10",0,6,0,0,0.0128732717228854,1.91124328599024e-05,0.0029134359796601,0.0137063528736038,2.136,0.0259999999999998,0.225,1.119
"11",0,2,0,0,0.0200896189980215,0.000123092113337608,9.88097407684796e-05,0.0200978928606197,3.006,0.00999999999999979,0.186,1.901
"12",0,2,0,0,4.13533552686696e-05,4.15020915314201e-05,6.23684984919493e-05,4.39857782617015e-05,1.146,0.00600000000000023,0.0419999999999998,0.573
"13",0,1,0,0,0.0127328962850818,3.27852052206534e-06,0.000539041333549539,0.0130506118176196,2.118,0.00400000000000045,0.118,1.118
"14",0,4,0,0,6.0247772023514e-05,1.87757737870609e-05,4.40377398227554e-05,6.16322086660626e-05,0.479,0.00600000000000023,0.0479999999999992,0.252000000000001
"15",1,3,0,1,0.00266073611028161,0.000457267282278906,0.000119297965704868,0.00195953663393167,2.051,0.00300000000000011,0.157,1.099
"16",0,4,0,0,2.53646226324733e-05,3.68349359008979e-05,2.85455335277129e-05,2.57885114750556e-05,0.651000000000001,0.00600000000000023,0.0430000000000001,0.349
"17",0,0,0,0,0.0195474887225715,2.36351898966758e-05,4.97909593247803e-05,0.0195448109501862,2.112,0.00600000000000023,0.0900000000000007,1.142
"18",0,3,0,0,0.00453303636539781,0.00445059740387987,0.000789053411244023,0.00455680173244766,2.105,0.0080000000000009,0.142,1.131
"19",0,4,0,0,2.52742384597715e-05,0.000267653025498249,3.17712138242499e-06,2.54784783482176e-05,1.511,0.00700000000000056,0.0489999999999995,0.791
"20",1,6,0,1,5.78261547654613e-05,5.739306608743e-06,0.000117767557931248,5.6774140016369e-05,1.083,0.00400000000000045,0.0350000000000001,0.575
"21",0,2,0,0,2.57440644557683e-05,0.00205730601222798,0.000347750464219421,2.58316414069037e-05,0.826,0.00800000000000001,0.0439999999999996,0.417999999999999
"22",0,1,0,0,0.0176549843843454,3.11471142706576e-05,0.000512551483900836,0.017621765421785,3.465,0.00699999999999967,0.122999999999999,1.887
"23",1,3,0,1,4.94201345818679e-05,0.00192894823004341,0.00122033996107951,2.1559588884057e-05,1.637,0.00599999999999934,0.0819999999999999,0.497
"24",0,1,0,1,0.000120833710293033,2.32046042653034e-05,0.000114676967461813,0.000334165390323049,2.145,0.00399999999999956,0.0510000000000002,1.119
"25",0,2,0,0,0.0278392960146981,4.20086820109855e-05,0.000846834977685673,0.027839597069853,2.103,0.004999999999999,0.0699999999999985,1.126
"26",0,4,0,0,0.0331391245968468,0.000247560234399202,5.27148369698915e-05,0.0331406903355667,2.09,0.004999999999999,0.105,1.118
"27",0,5,0,0,1.78578296364806e-05,6.27997641855504e-06,2.30533664630217e-05,1.68130229882824e-05,1.435,0.00199999999999889,0.093,0.747999999999999
"28",0,1,0,0,2.88676505205698e-05,0.00837681915480581,0.000424301324028376,2.88334416589375e-05,1.747,0.00600000000000023,0.0420000000000016,0.866
"29",0,2,0,0,0.0209784809701693,3.69058945565159e-05,0.000311074486614937,0.0209285107213244,2.1,0.00500000000000078,0.104000000000001,1.15
"30",0,4,0,0,0.0316480310665541,0.00011285139438022,0.000501118088281349,0.0316474305531078,2.115,0.00500000000000078,0.143000000000001,1.139
"31",0,5,0,0,0.0127545452638478,2.88545627056269e-05,0.00154413605353876,0.0127715096710728,2.091,0.0080000000000009,0.114000000000001,1.148
"32",0,3,0,1,0.0329650982920247,8.00508800932187e-05,0.00135227724014231,0.00483787575721084,2.039,0.00600000000000023,0.0710000000000015,1.096
"33",0,5,0,0,4.52772062894402e-05,6.96916829490135e-06,4.65479078615161e-08,4.52618920403491e-05,0.661999999999999,0.0109999999999992,0.141999999999999,0.349
"34",0,7,0,0,0.0156952141601596,0.0123246989677771,4.57076483356689e-05,0.0156887259862438,2.092,0.00600000000000023,0.0999999999999996,1.147
"35",0,6,0,0,2.12180611962598e-05,5.80053834697836e-06,2.4242405310404e-05,1.91680031628172e-05,1.159,0.00700000000000145,0.0329999999999995,0.606
"36",1,2,0,0,0.00990377842594048,0.000173604036618924,0.00113759667835722,0.000426101981777172,2.046,0.00600000000000023,0.0650000000000013,1.098
"37",0,8,0,0,1.04145481472084e-06,0.00103529365359334,1.12273287292686e-05,1.53616673992385e-06,0.878,0.00699999999999967,0.0359999999999996,0.448
"38",0,3,0,0,3.17013412080014e-05,8.00930780808784e-06,3.60244536801169e-05,3.17875956489244e-05,3.772,0.0129999999999999,0.0620000000000012,1.867
"39",0,6,0,0,4.07559712234384e-06,0.00293946853358806,1.89061070627883e-05,4.47532023772901e-07,1.529,0.0120000000000005,0.0999999999999996,1.187
"40",0,3,0,0,0.0266696196827796,7.82203710564255e-05,0.000127395089592364,0.0273420252320803,2.031,0.00600000000000023,0.0689999999999991,1.129
"41",0,4,0,0,4.78376487924592e-05,1.30644793412404e-05,2.88181935934606e-05,4.78295484769298e-05,0.366,0.0080000000000009,0.0289999999999999,0.167999999999999
"42",0,1,0,0,3.21296247601799e-05,2.06131169837587e-05,0.000413635841107873,0.00996388287995575,2.076,0.00600000000000023,0.0600000000000005,1.136
"43",0,6,0,0,0.0210608249135547,0.0292904026711666,0.00203673677757732,0.0220775000770103,2.012,0.000999999999999446,0.241,1.115
"44",0,7,0,0,0.00466569873780176,0.00376036560416237,0.00621600229732644,0.00466626248410673,2.102,0.00600000000000023,0.157999999999999,1.109
"45",0,6,0,0,0.010515093105251,0.00973161636100162,0.000556976508845786,0.00869781059296515,2.058,0.00799999999999912,0.0960000000000001,1.123
"46",0,0,0,0,0.0107990222023793,3.71450004288398e-06,0.000184748688021208,0.0108020783294831,2.127,0.00600000000000023,0.052999999999999,1.117
"47",0,2,0,0,0.0234401265406143,5.29297901504799e-05,0.000236710254035932,0.0234233660330548,2.103,0.00500000000000078,0.0899999999999999,1.16
