runnum,demeAmplitudes,corr
218,0.1967394,-0.13438553507767875
248,0.173408,0.17705543250972366
266,0.1083071,0.1597576563708029
290,0.1389297,0.02454625420051606
308,0.1001953,-0.48980776915742574
309,0.1450426,-0.32358247575280136
320,0.0360043,-0.23679053237923425
322,0.1235509,-0.07826841252815317
331,0.1034107,0.11393926886936022
337,0.0815843,0.3943166539514929
354,0.1152787,-0.05907274944322859
384,0.1885023,0.3250420919339005
385,0.1719104,0.3717016259768118
397,0.1646718,-0.0875597251183114
437,0.0212001,-0.07880936116166225
468,0.0437637,-0.15065337134404738
473,0.0575221,-0.0336360591990218
480,0.1337473,-0.2554816381157719
501,0.0880496,-0.3396571869204983
531,0.1685437,-0.2695448117941735
533,0.0578998,0.25799135771872916
537,0.005501,0.02185618673308386
544,0.1569921,-0.21451676259395944
567,0.0755139,0.36149326512111135
574,0.0473538,-0.4245705337179206
591,0.1449727,0.06940283548738445
600,0.1343443,0.11871515672996286
604,0.059291,-0.10844984688529188
629,0.0910883,-0.03789667664401579
669,0.0540256,-0.06927089560724797
676,0.1358373,0.23145643333962324
699,0.1507907,-0.05885818527860075
713,0.107311,0.10207415264840466
720,0.0694565,-0.1361172289804176
723,0.1025523,-0.11725347948084208
738,0.1063485,0.2026704008564598
750,0.0494486,0.21280269394803616
769,0.0375221,0.36236526220235826
819,0.1477405,0.11751119008444812
823,0.1249227,-0.20573047059498728
824,0.0507351,-0.07183021382929397
883,0.0788601,0.12544176504902368
894,0.0994654,-0.1584679882068977
903,0.083849,0.3036735371766769
920,0.0327628,0.1719134155989433
927,0.1966538,-0.481499065631233
941,0.045313,0.14321899795097323
967,0.1378857,-0.05620451712448058
969,0.1256124,-0.17390279008085968
1008,0.0924551,-0.14746883581218084
1016,0.0946193,-0.08842672159925734
1021,0.0495235,0.12773352862885173
1036,0.0293695,-0.5076888024321567
1053,0.1723358,-0.01414293476013854
1059,0.0708482,0.07029054905353588
1067,0.1257186,-0.6688625033599349
1069,0.1469899,0.13253171735373592
1087,0.1801067,-0.2583674459310012
1089,0.0865835,0.02639383582202566
1109,0.0107815,0.045354356592171
1125,0.0707473,-0.3708407686970633
1126,0.0020579,-0.13288030188361255
1145,0.0745883,-0.33341289324358764
1211,0.1179605,0.17989920159265277
1216,0.1868364,-0.0776785840379525
1232,0.015187,-0.5059795154532047
1259,0.0878668,0.1687418502280968
1284,0.0441546,0.07949859399535654
1293,0.0757239,-0.29597990685766074
1306,0.1441006,-0.03641506809646731
1339,0.0750775,0.2337312879081083
1350,0.1445479,0.200174666737039
1363,0.197191,0.1663227497027285
1412,0.0789183,0.12975066882000447
1423,0.0911306,-0.06372610777199271
1443,0.1456099,-0.5292582469037705
1484,0.1926717,-0.04959622494168118
1526,0.0319037,0.1720419811417522
1538,0.0381501,0.06539822584641557
1577,0.0881244,-0.04936289804567214
1667,0.1379019,-0.11506465516118648
1676,0.0074317,-0.12838446388360272
1677,0.0756146,-0.32716845966227376
1736,0.1968575,-0.3565649122421361
1741,0.1225066,0.2773461958819046
1747,0.075301,-0.28101290641232873
1782,0.0723407,-0.04859715331679468
1809,0.1005078,0.1201257248121178
1821,0.0465138,0.21773766423795415
1832,0.1054541,0.10364097872369908
1864,0.188462,-0.09320491733105944
1876,0.1778092,-0.2360663904544005
1914,0.069972,0.1101220590645278
1924,0.1749338,0.19597832405181864
1934,0.1786219,0.07581645642454628
1952,0.0849596,0.05210675552142015
1966,0.1840549,0.15063740477550913
1992,0.14330590000000001,-0.22730287139976393
2019,0.080262,-0.260503640566065
2031,0.1050238,0.22873765807105845
2034,0.0427375,-0.05209545814765744
2049,0.0689008,-0.03700141233951903
2074,0.0097715,0.5610195234237734
2085,0.1415295,-0.19888423556745904
2132,0.0937715,0.08203804610448677
2281,0.1083718,-3.610829826564212e-4
2293,0.1086777,-0.3066918175765467
2309,0.1217037,0.23777103101721836
2310,0.1978314,0.04208876761867637
2375,0.1044419,-0.12477578255210536
2378,0.0554648,-0.14308738503779042
2392,0.0445123,0.17670221503433467
2490,0.1471444,0.37992486798362296
2514,0.1920218,-0.09489812073234352
2540,0.1175578,-0.3417902470083136
2592,0.0905748,-0.2322955689789771
2630,0.0676823,-0.07958280108361397
2666,0.1896823,-0.00361252884562426
2743,0.0669041,-0.048397654983529
2795,0.1667317,-0.3286900071426638
2806,0.0191556,0.1493866242158026
2816,0.150836,0.17111477721184015
2861,0.0742894,-0.24289053789841153
2874,5.726e-4,-0.05508131128397683
2880,0.1890331,-0.11433896959897104
2986,0.1131461,0.00949542323562512
2991,0.0106842,-0.07484632551387087
2998,0.082091,0.094168625297365
3025,0.0297513,0.3801678420730272
3052,0.1506849,-0.11425209790134236
3062,0.1817632,-0.2794434894606273
3194,0.1629837,0.14213797273992307
3196,0.1027158,-0.06749039467125521
3203,0.0335574,-0.07180872676769036
3290,0.0384856,0.04151804511150087
3319,0.1988748,0.30756758286116237
3321,0.042011,-0.05785093367714182
3328,0.0725627,-0.08546906519965343
3397,0.0809743,-0.03476168251769557
3471,0.0457725,-0.00927733389668326
3550,0.1281442,-0.6769802889345047
3563,0.0122113,-0.09697390789650528
3574,0.0909438,0.02893674847009857
3581,0.1619374,0.18269267173041695
3652,0.0293484,-0.07455109358586111
3711,0.1383589,-0.06541011945968195
3735,0.1155138,-0.20639575543613364
3787,7.14e-4,-0.06938986695381752
3916,0.1229118,-0.1782283201818679
3943,0.0612629,0.184640630856622
3962,0.0210909,0.3923415604097666
3981,0.17858,-0.2454962919536158
